,những,nguyên,nhân,gây,lùn,người,ta,ước,tính,trẻ,ra,đời,có,chiều,cao,50,cm,sẽ,tăng,25,ở,năm,đầu,75,65,trong,thứ,hai,và,55,các,sau,đó,cho,tới,tuổi,dậy,thì,đối,với,sự,trưởng,này,chậm,hay,dừng,lại,thể,do,tạng,di,truyền,bệnh,nội,tiết,rối,loạn,về,chuyển,hóa,nhiễm,sắc,sụn,xương,một,số,mạn,khác,chất,gia,đình,khi,bố,mẹ,hoặc,cả,tầm,vóc,nhỏ,hơn,bình,thường,thế,hệ,con,cái,thấp,hiện,tượng,gặp,em,nam,biểu,bằng,tình,trạng,bé,xuất,7,8,nếu,đến,thành,mà,vẫn,không,thấy,dấu,hiệu,cách,đơn,thuần,loại,trên,gọi,là,lý,cần,phải,điều,trị,đây,mắc,từ,lúc,còn,lọt,lòng,như,xơ,nang,tuyến,tụy,gan,thận,thái,thiếu,oxy,kéo,dài,tim,bẩm,sinh,phổi,tổn,thương,lan,rộng,hồi,phục,khuẩn,tâm,phát,triển,nhưng,cơ,yếu,ớt,thọ,bào,thai,lỗi,của,phân,chia,tế,nhiều,dị,tật,kèm,theo,thần,vận,động,sản,dưỡng,chân,tay,biến,dạng,ngắn,so,thân,liên,hợp,sớm,liền,lưng,cong,trước,tuy,vậy,trí,tuệ,họ,khả,năng,làm,nghề,nghệ,thuật,xiếc,diễn,viên,điện,ảnh,đóng,vai,hề,còi,morquio,đốt,sống,cổ,trông,rụt,lồng,ngực,hình,chữ,x,quá,trình,giảm,giáp,bất,dục,buồng,trứng,tinh,hoàn,muộn,cận,suy,yên,xảy,gonadotropin,hoóc,môn,nhi,đặc,điểm,đồng,đều,cân,trai,gái,bị,vào,nào,đôi,nhức,ngủ,gà,gật,đái,nhạt,cảm,hội,chứng,turner,45,xo,khiến,quan,giống,phụ,nữ,kinh,nguyệt,lão,loãng,thừa,ngón,kiểu,laron,hụt,thụ,tiếp,nhận,dùng,somatomedin,để,chức,vì,đã,mang,sẵn,mình,mòn,dần,cuối,cùng,chịu,hậu,quả,tất,vốn,rất,nặng,nề,stress,mất,nhanh,chóng,hôn,mê,chết,giao,thông,minh,tài,nổi,tiếng
10,,,,,,,,,0.04082578211095898,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0444502787970644,,,,,,,,,,,,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04863445314897773,0.034768906297955454,,,,,0.05358328102695428,,,,,,,,0.06744882787797656,,,,,,,,,,,,,,,,,,,,,,0.04863445314897773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06744882787797656,0.04863445314897773,0.05358328102695428,0.09726890629795545,0.059640156839957804,0.06744882787797656,0.07845453156895663,0.07845453156895663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.05358328102695428,0.05358328102695428,,0.020365848711813333,,,,,,,,,,,,,,,,,,,,,0.059640156839957804,,,,,,,,,,,,,,,0.07845453156895663,,,,,,,,0.047526405213950754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06744882787797656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1945378125959109,0.09726890629795545,0.09726890629795545,0.04082578211095898,0.09726890629795545,0.09726890629795545,0.09726890629795545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,0.016723888647998956,,,,,,,,,,,,,,,,0.03628958409863021,,,,,,,,,,,,,,,0.03951135893072391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030905694487071513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043230625021313536,,,,,,,,,,,,,0.05301347274662915,0.043230625021313536,,,,,,,,,0.05995451366931249,0.043230625021313536,0.04762958313507047,,,,,,,,,,,,,0.04762958313507047,0.05995451366931249,0.05995451366931249,0.05995451366931249,0.05995451366931249,0.08646125004262707,0.08646125004262707,0.08646125004262707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,0.023275255670643806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05431589167308657,,,,0.03408008962283303,,,,0.13632035849133212,,,,,,0.15416874943537498,0.06816017924566606,,,,,,,,,,,0.06123803545937632,,,,,,,,,0.08966232179309327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046658036698238835,,,,,,,,,,,,0.11116446434052052,0.11116446434052052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,0.03429329985725074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05021090020413224,,,,,,,,,0.015208449668464241,,,,,,,,,,,,,,0.043167249841904995,,,,,,,,,,,,0.03429329985725074,,,,,0.043167249841904995,0.031126050015345744,0.02225210003069149,,,,,,0.03429329985725074,,,,,0.043167249841904995,0.043167249841904995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043167249841904995,0.043167249841904995,0.05021090020413224,0.043167249841904995,0.05021090020413224,0.06225210003069149,0.05021090020413224,0.06225210003069149,0.06225210003069149,0.043167249841904995,0.06225210003069149,0.06225210003069149,0.06225210003069149,0.05021090020413224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07074102276214943,0.050572954615207937,,,,,,,,,,,,,,,,,,,,,,,0.08674931903993863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07074102276214943,0.07793931785738804,,,,,,,,,0.05938295579775852,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11411568228211873,0.11411568228211873,0.11411568228211873,0.11411568228211873,0.06465495097754823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,0.012041199826559249,,,,,,,,,,,,,0.038169700377572995,,,,,0.056896356860242435,,,,,,,,,,,,,,0.03429329985725074,,,,,,,,,,,,,0.05021090020413224,,,,,,,0.028448178430121217,0.038169700377572995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031126050015345744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028448178430121217,0.06225210003069149,0.038169700377572995,0.07633940075514599,0.06225210003069149,0.06225210003069149,0.06225210003069149,0.06225210003069149,0.06225210003069149,0.06225210003069149,0.06225210003069149,0.06225210003069149,0.06225210003069149,0.06225210003069149,0.06225210003069149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,0.029623052671728486,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03456465833741873,,,,,,,,,,,,,,,0.08674931903993863,0.06465495097754823,0.08674931903993863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11411568228211873,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09810738600432954,0.09810738600432954,0.11411568228211873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14148204552429886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,0.020744402379115758,0.054577065439274174,,,,,,0.01308826068104266,,,,,,,,,,,,,,,,,,,,,0.04692092374120108,,,,,,,,,,,,,,,,,,,0.020744402379115758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03383266306015842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04692092374120108,,0.054577065439274174,0.04692092374120108,0.054577065439274174,,,,,,,,,,,,,,,,,0.041488804758231516,,,,,,,,,,,,,0.06766532612031684,0.06766532612031684,0.041488804758231516,0.13533065224063368,0.06766532612031684,0.06766532612031684,0.06766532612031684,0.06766532612031684,0.06766532612031684,0.06766532612031684,0.06766532612031684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.0714443747026057,0.0714443747026057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031684270142633836,,0.10460604209194216,0.10460604209194216,0.039760104559971865,,,0.08993177050396874,0.07952020911994373,,0.10460604209194216,0.08993177050396874,,,,,,,,,,,,,,,,,,,,,,0.04635854173060727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05443437614794531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.015876527711690156,,,0.012068651088481975,,,,,,,,0.01114925909866597,,,,,,0.02229851819733194,,,,,,,,,,,,,,,,,,0.015876527711690156,0.01317045297690797,,,,0.010301898162357171,,0.01317045297690797,0.015876527711690156,,,0.017671157582209718,0.007040948920585296,,,,0.026506736373314577,0.04649157426308541,0.04649157426308541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014410208340437844,,,0.04762958313507047,,,,,,,,,,,,,,,,,,,,,0.028820416680875687,,,0.017671157582209718,,,,,,,0.012096528032876735,,,,0.015876527711690156,,,0.019984837889770832,0.019984837889770832,,,,,,,,,,,,,,,0.019984837889770832,,,,,,,,,,,0.05301347274662915,0.017671157582209718,,,,,,,,,,,,,,,,,,,,,,,,0.028820416680875687,0.028820416680875687,0.04649157426308541,0.057640833361751374,0.028820416680875687,0.019984837889770832,0.023245787131542704,0.023245787131542704,0.028820416680875687,0.028820416680875687,0.028820416680875687,0.028820416680875687,0.015876527711690156,0.017671157582209718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,0.012532829976500513,,,,0.025123558222128608,,0.03297432678581802,,0.01157807675630697,,,,,0.03670163497843557,0.02315615351261394,,,,,,,,,,0.025123558222128608,,,,,,,0.027354017721270402,0.03297432678581802,0.054708035442540805,,,,0.02139625002951105,,,,,,,0.014623509296600232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03297432678581802,,,,,0.041506971001831726,,,,,,,,0.03670163497843557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03297432678581802,,,,,0.03670163497843557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04827971173474254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03297432678581802,0.03670163497843557,0.04827971173474254,0.059857788491049516,0.04827971173474254,0.04827971173474254,0.04827971173474254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,0.034300376777790874,,,,0.034379605988175986,,,,0.0158436839823148,,,,,,,,,,0.056799012949874994,,,,,,,,,,,,,,0.04512276297006676,0.03743181372384371,0.06606697395280557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04512276297006676,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04095532896756019,,,,,,,,,,0.034379605988175986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056799012949874994,0.056799012949874994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06606697395280557,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.06606697395280557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,0.1714664992862537,0.08573324964312685,,,,,,,,,,0.07781512503836437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1079181246047625,,0.05563025007672873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08573324964312685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12552725051033062,,,,,,,,,,0.15563025007672873,0.15563025007672873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
