,5,nguyên,nhân,gây,tử,vong,ở,trẻ,viêm,phổi,tiêu,chảy,sởi,sốt,rét,và,suy,dinh,dưỡng,là,những,tay,sai,khét,tiếng,của,thần,đối,với,em,trên,toàn,thế,giới,theo,báo,cáo,mới,đây,tổ,chức,y,tế,cứ,10,các,quốc,gia,đang,phát,triển,thì,có,tới,7,thiệt,mạng,vì,một,trong,căn,bệnh,dạng,đường,hô,hấp,cấp,hàng,đầu,dưới,tuổi,mỗi,năm,mất,đi,hơn,2,triệu,này,phần,lớn,ca,đều,thể,được,chữa,trị,hiệu,quả,bằng,kháng,sinh,giá,rẻ,song,vấn,đề,khi,đã,nhiễm,nhỏ,thường,không,chống,đỡ,lâu,do,đó,cần,phải,điều,khẩn,ngay,hiện,ra,chứng,điển,hình,như,thở,gấp,co,rút,lồng,ngực,hằng,chủ,yếu,ăn,thực,phẩm,bẩn,phổ,biến,nhất,đơn,giản,cách,bổ,sung,nước,muối,khoáng,trường,hợp,bị,kiết,lỵ,xuất,máu,phân,cho,uống,thêm,mặc,dù,kiểm,soát,chương,trình,tiêm,chủng,vẫn,nỗi,kinh,hoàng,gần,40,lấy,80,000,ớt,chưa,bước,qua,nhật,lần,thứ,6,kèm,may,mắn,sống,sót,rất,dễ,nguy,hiểm,khác,sau,600,chết,tập,trung,vùng,châu,phi,cận,sahara,ký,trùng,nên,lây,truyền,muỗi,nhanh,chóng,thuốc,thiếu,chất,nghiêm,trọng,trực,tiếp,hoặc,hỗ,trợ,tình,trạng,thốn,mắc,thậm,chí,cả,hai
10,,,,,,,,0.007438426515252946,,,,,0.06036414571530405,,,,,,,0.017040044811416515,,,,,,,,,,0.019431001583938415,,,,,,,,,,,,,,,,0.019431001583938415,,,,,,,,,,,,,,,,0.020059043541121015,,,,,,,,,,,,,,,,0.025719975121641318,,,,,,,0.025719975121641318,,,,,0.025719975121641318,,,,,0.030182072857652027,,,,0.03647104639535493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03647104639535493,,,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.047222117669068545,0.03647104639535493,0.047222117669068545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046804434929282365,,,,,,,,,,0.14084967333570947,0.12002655056765948,,0.17019821651165634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2203698824556532,0.2203698824556532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06500754153955822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11079373898553184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07855302300537985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07855302300537985,0.1017091765179938,0.1017091765179938,0.1017091765179938,0.07855302300537985,0.1017091765179938,0.1017091765179938,0.1017091765179938,0.1017091765179938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,0.010961891706688553,0.028635160228961877,,0.03790312123189247,0.03790312123189247,0.04447884421127667,,,0.028635160228961877,0.04447884421127667,0.04447884421127667,0.04447884421127667,,,,,,,,,,,,,,,,0.053746805214207265,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014780347872404958,,0.053746805214207265,0.053746805214207265,0.053746805214207265,0.03790312123189247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053746805214207265,0.053746805214207265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03790312123189247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06959048919652207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,0.028635160228961877,,,,,,,,,,,,0.03790312123189247,,,,,,,,,0.028635160228961877,,,,,,,,,,,,,,,,0.028635160228961877,,,,,,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03790312123189247,,,,,,,,,,,,,,,,,,,,,0.03790312123189247,,,,,,,,,,,,,,,,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03790312123189247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.053746805214207265,0.06959048919652207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,0.1558123225994751,0.1558123225994751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2552973247674845,,,,,,,,,,,,,,,,,,,,,,,,0.3305548236834798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,0.023856062735983122,0.010413797121354125,,,,,,0.031162464519895024,0.031162464519895024,,,,,,,,,,,,,,,0.027203402217513786,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03600796517029785,,,,0.014041330478784711,,,,,,,,,,0.04225490200071284,0.03600796517029785,,,,,,,0.04225490200071284,0.04225490200071284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051059464953496905,,,,,,,,,,,,,,,,,,,,,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.06611096473669596,0.06611096473669596,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,0.051439950243282635,,,,,,,,,,0.04451780645699289,0.04451780645699289,0.03886200316787683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020059043541121015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051439950243282635,,,,,,,,,,,,,,,0.051439950243282635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07294209279070986,,,,,,,,,,,,,,,,,,,,,,,,,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,0.010413797121354125,,,,,,0.031162464519895024,0.031162464519895024,0.027203402217513786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03600796517029785,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04225490200071284,0.04225490200071284,,,0.04225490200071284,0.03600796517029785,,0.03600796517029785,0.051059464953496905,0.051059464953496905,0.03600796517029785,,,0.051059464953496905,0.051059464953496905,,,,,,,,,,,,,,,,,0.04225490200071284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03600796517029785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06611096473669596,0.06611096473669596,0.06611096473669596,,,,,,,,,,,,,,,,,
19,,,,0.03000663764191487,0.03000663764191487,0.03000663764191487,0.019880052279985932,0.008678164267795104,,,,,,,,,0.03521241833392737,0.03521241833392737,0.03521241833392737,,0.03000663764191487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03000663764191487,0.023402217464641183,,,,,,,,,,,,,,,,,0.03000663764191487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042549554127914085,,,,,,,,,,,,,,,,,,,,0.042549554127914085,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.042549554127914085,0.0550924706139133,0.0550924706139133,,,,,,,,
20,,0.03429330016218842,0.03429330016218842,,,,,,0.025908002111917888,,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013372695694080677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03429330016218842,,,,,,,0.06858660032437684,,,,,,,,,,,,,,,,,,,,,,,0.048628061860473235,0.048628061860473235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048628061860473235,,,,,,0.048628061860473235,,,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805
