,chữa,bệnh,tổ,đỉa,theo,đông,y,là,thường,thấy,ở,những,người,làm,công,việc,tiếp,xúc,với,dầu,mỡ,hóa,chất,nghiệp,rác,thải,bảo,vệ,thực,vật,phổ,biến,vùng,bị,ô,nhiễm,do,sản,xuất,làng,nghề,biểu,hiện,chủ,yếu,của,các,mụn,nước,nhỏ,sờ,chắc,bàn,tay,chân,này,mé,bên,mặt,sau,ngón,lòng,trên,và,dưới,chúng,không,tự,vỡ,mà,xẹp,đi,đó,bong,vảy,nếu,khêu,sẽ,một,ít,sánh,chảy,ra,kèm,ngứa,nhiều,hoặc,tùy,từng,tổn,thương,bao,giờ,lan,lên,quá,cổ,phát,tái,nặng,về,mùa,xuân,hè,khi,nhân,gãi,sinh,tốt,dẫn,đến,trùng,tạo,thành,nốt,mủ,có,thể,gây,bọc,rộng,gọi,nga,trưởng,phong,thấp,cước,khí,bài,thuốc,điều,trị,dùng,nắm,lá,đào,tươi,50,g,rửa,sạch,giã,đắp,vào,30,phút,tháo,để,thoáng,ngày,2,lần,lấy,khoảng,100,móng,sắc,trong,1,lít,ngâm,15,20,nhưng,tượng,bột,đại,hoàng,gói,vải,mỏng,tẩm,rượu,trắng,xoa,nơi,cho,vài,miếng,truật,bếp,than,hoa,đang,cháy,nỏ,khói,bốc,hơ,ké,đầu,ngựa,hy,thiêm,thảo,sao,khô,uống,hằng,thang,thanh,nhiệt,tiêu,viêm,huyền,sâm,liên,kiều,thiên,phấn,đều,16,đơn,bì,xích,thược,mạch,môn,ngưu,tất,núc,nác,đằng,chi,tử,mộc,thông,12,cam,dây,hay,cỏ,ngọt,8,kết,hợp,phương,pháp,cùng,thời,gian,phòng,nên,mang,găng,cao,su,kích,thích,bụi,bẩn,giữ,ráo,mát,nhất,nóng,đặc,biệt,khe,giữa
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012058788141576897,,,0.06060606060606061,,,,,,,,,,0.024966931543767237,,,,,,,,,,,,,,,,,,,0.030303030303030304,,,,0.024966931543767237,,,,,,,0.024966931543767237,0.024966931543767237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03942515138375701,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.03942515138375701,0.030303030303030304,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.018244242161453407,0.030303030303030304,0.024966931543767237,0.03942515138375701,0.07885030276751402,0.03942515138375701,0.030303030303030304,0.030303030303030304,0.03942515138375701,0.030303030303030304,0.030303030303030304,0.021180909222303604,0.030303030303030304,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.014738518839705096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,,,,,,,0.014738518839705096,,,,,0.038731758909654634,0.019365879454827317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,0.02229851819733194,0.037037037037037035,0.030515138553493287,,,,,0.037037037037037035,,,,0.02588777793837107,0.037037037037037035,0.037037037037037035,0.04818629613570301,0.037037037037037035,0.04818629613570301,0.04818629613570301,0.030515138553493287,0.06103027710698657,0.037037037037037035,0.04818629613570301,0.09637259227140602,0.037037037037037035,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,0.02746362469814396,,,,,,,,,,,,,,,,,0.02746362469814396,,,,,,,0.02746362469814396,,,,,,,,,,,,,,,,,,,,,,,,0.02329900014453396,,,,,,,,,0.02329900014453396,,,,,,,,,0.05492724939628792,0.03333333333333333,,,,,,,,,0.02329900014453396,,,,,,,,,,,,,,,,,0.03333333333333333,,,,,0.02746362469814396,,,,,,,,,,,,,,,,0.03333333333333333,,,,,,0.020068666377598746,,0.02746362469814396,,,,,,,,,,,,,0.03333333333333333,,,,0.02746362469814396,,,,0.03333333333333333,,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.03333333333333333,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034329530872679946,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034329530872679946,0.06865906174535989,,,,0.0582475003613349,,,,,,,,,,0.034329530872679946,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.041666666666666664,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.10841916630533177,0.054209583152665886,0.054209583152665886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023408235804237506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0708305872150544,,,,,,,,,,,0.04111588260800111,,,,,,,0.04846522005554816,,,,,,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07653117621552831,0.07653117621552831,0.07653117621552831,0.07653117621552831,0.07653117621552831,0.058823529411764705,0.07653117621552831,0.058823529411764705,0.058823529411764705,0.07653117621552831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473272648436022,,,,,,0.022727272727272728,,,,,,,,,,,,,,,,,,,,,,,0.022727272727272728,,,,,,,,,,,,,,,0.022727272727272728,,,,,,,,,,,,0.022727272727272728,,,,,0.022727272727272728,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.05913772707563551,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,0.029568863537817756,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13979400086720378,,,,,,,0.16478174818886376,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02842428633371697,,,,,,,,,,,,,,,,0.058850624353165626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058850624353165626,0.07142857142857142,,,,,,,,,,,,,0.07142857142857142,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,0.058850624353165626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,,,,,,,,,,,,,,,,,,,
18,,0.014212143166858485,0.029425312176582813,0.029425312176582813,,,,,,,,,,,,,0.03571428571428571,0.03571428571428571,0.029425312176582813,,,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,0.014212143166858485,,0.014212143166858485,,,,,0.0186742409028692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0249632144405721,,,,,,,,,,,0.07142857142857142,0.03571428571428571,,,,,,0.029425312176582813,,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.04646535698799933,0.09293071397599866,,,,,,,,,
19,,,,,,,,0.06020599913279624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01989700043360188,,,,,,0.034948500216800946,,0.05228787452803377,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906
