,làm,gì,để,tạo,hưng,phấn,tình,dục,nếu,chỉ,đơn,thuần,áp,dụng,các,kỹ,thuật,thì,chưa,đủ,đạt,tới,đỉnh,cao,của,sự,khoái,cảm,một,cuộc,ái,ân,hoàn,hảo,cần,phải,có,niềm,xuất,phát,từ,cơ,thể,khoẻ,mạnh,và,tinh,thần,sảng,sống,lý,tưởng,luôn,đồng,hành,với,trạng,thái,tốt,lực,dồi,dào,khi,thấy,sung,sức,tự,nhiên,bạn,sẽ,độ,tích,cực,đối,mối,quan,hệ,đặc,biệt,là,tiến,sĩ,karen,zager,chuyên,gia,tâm,ở,new,york,mỹ,cho,biết,ngược,lại,giác,mệt,mỏi,bất,an,gây,ảnh,hưởng,trực,tiếp,đến,chất,lượng,hiện,tượng,này,dường,như,thuộc,về,saralyn,mark,viên,tư,vấn,cấp,khỏe,phụ,nữ,nói,theo,nhà,học,4,yếu,tố,giúp,nên,ăn,uống,hợp,mặc,dù,nay,bằng,chứng,khoa,giữa,chế,dinh,dưỡng,năng,song,rõ,ràng,việc,thiếu,suy,giảm,miễn,dịch,kéo,bệnh,tật,mất,hứng,thú,john,allred,đại,ohio,dẫn,giải,mắc,tim,dùng,số,loại,thuốc,tác,kiềm,khả,hoặc,nơm,nớp,lo,sợ,lên,cơn,đau,trong,chuyện,ấy,cúm,sốt,hay,giản,đều,dập,tắt,mọi,ham,muốn,trái,người,ta,hơn,giáo,sư,kantor,maryland,được,điều,cả,hai,cân,kiên,trì,luyện,tập,mỗi,ngày,đừng,lười,vận,động,sản,sinh,nguồn,viagra,giới,chăm,tăng,dần,mức,cường,thoả,mãn,những,ưu,điểm,trên,vẫn,khiến,bắt,đầu,hãy,nghĩ,kích,thước,vòng,bụng,liên,nguy,rối,loạn,cương,cứng,nam,anh,chàng,càng,lớn,dấu,hiệu,béo,phì,nguyên,nhân,ra,máu,dương,vật,texas,đã,khẳng,định,đặn,vừa,nâng,bơm,đi,khắp,âm,đạo,trệ,169,do,đó,còn,thích,nhiều,hoóc,môn,chịu,trách,nhiệm,khuấy,vững,chắc,cải,thiện,hình,bản,thân,trước,tiếc,thời,gian,ngủ,ít,6,tiếng,thường,căng,thẳng,buồn,chán,dễ,cáu,giận,8,dài,triền,miên,chăn,gối,bị,đáng,kể,rosenberg,giám,đốc,viện,nghiên,cứu,giấc,atlanta,không,thế,tai,nạn,vì,nhận,thức,khó,chuyển,hóa,hydrat,carbon,tiểu,đường,type,2,tất,hoạ,tràn,trề,thư,giãn,hạnh,phúc,sẵn,sàng,quên,thanh,toán,bộ,não,coi,trọng,nhất,nơi,con,sau,ngon,bài,ưa,cũng,chính,trung,vào,rũ,bỏ,toàn,công,hằng,thưởng,đòi,hỏi,bà,tạm,hàng,trăm,nhu,cầu,cái,mâu,thuẫn,ông,chủ,nghiệp,nào,gợi,ý,nó,đưa,biểu,thực,cách,nghiêm,túc,lắng,san,sẻ,xung,quanh,5,30,phút,tắm,nước,nóng,yoga,hoạt,đổi,sang,diệu,kỳ
10,,,,,,,0.02226431070025115,0.024120676926180504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03267587208427615,,,,,,0.03785486431334652,,,,,,,,,,,,,,,,,,,,,,,,,,0.055425978089587616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06583753947361261,,,,,,,0.09092337244561105,0.13068347700558292,0.13068347700558292,0.13068347700558292,0.10559764403358447,0.10559764403358447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,0.03220472442463442,0.03220472442463442,,,0.026335015789445044,,,,,,,,,,,,,,,,,,0.024103456135091274,,,,,,,,,,,,,,0.028974390657699207,0.017560301296959,0.015141945725338609,,0.04223905761343379,0.009648270770472202,0.03636934897824442,0.03636934897824442,0.03636934897824442,,,,,,,,,,,,,,,0.03220472442463442,,,,,,0.022170391235835047,,,,,,,,,,,,,,,,,,,,,0.028974390657699207,,,,0.04223905761343379,,,,,,,,,,,0.026335015789445044,,,,,,,,,,,0.04223905761343379,,,,,0.04223905761343379,,,0.03220472442463442,,,0.028974390657699207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03636934897824442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052273390802233165,0.017560301296959,0.052273390802233165,0.03636934897824442,0.04223905761343379,0.04223905761343379,0.052273390802233165,0.052273390802233165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.04959456678851512,,,,,,,,,,,,,,,,,,0.04959456678851512,,,,,,,,0.030232351685229614,,,,,,0.043915533306319664,,0.01782320295505972,,,,,,,,,0.013156732868825731,,,,,,,,,,,,,,,,,,,,,,,,,0.043915533306319664,,,0.035911385167425064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03951053271504438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04959456678851512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02394586540494409,,,,,,,0.04959456678851512,0.057598714927409714,0.043915533306319664,0.043915533306319664,0.057598714927409714,0.07128189654849977,0.057598714927409714,0.043915533306319664,0.035911385167425064,0.057598714927409714,0.04959456678851512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03500588089868692,,,,,,,,0.020637392895332306,,,,,0.055453583043028415,0.0717250060673934,,,,,,,,,,,,,,,,,,,,,,,,0.05742528786038592,0.06669324886331651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03500588089868692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06669324886331651,0.08253693284563131,0.05742528786038592,0.10169912976200342,0.06669324886331651,0.05084956488100171,0.08253693284563131,0.08253693284563131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.02145521732500166,,,,,,0.017236885703420246,0.018674072458978456,,0.031165862346420405,,,,,,,,,,,0.0351961441724946,,,,,,0.023325925292023812,,,,,,,,,,,,,,,,,,,0.009337036229489228,,,,,,,,,,,,,,,,,,,,,,,,0.02145521732500166,0.031165862346420405,,0.040876507367839154,,,,,,,,,,,,,,,0.031165862346420405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02145521732500166,,,,0.02803973289454762,,,,,,,,,,,,,,,,,,,,,,,,,,0.025485499151075848,,,,,,,,,,,,,,,,,,,,0.040876507367839154,0.040876507367839154,,,,,,,,,,,0.031165862346420405,0.031165862346420405,,,,0.031165862346420405,0.025485499151075848,,,,,,,,,,,0.031165862346420405,0.040876507367839154,0.1011743047785158,0.0505871523892579,0.0505871523892579,0.0505871523892579,0.040876507367839154,0.040876507367839154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,0.019751261842083784,,,,,,,,,0.024153543318475815,0.021730792993274406,0.027277011733683316,,,,,,,,,,,,,,,,,0.009802761625282846,,,,,0.01317022597271925,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016627793426876286,,,,,,,0.019751261842083784,,,,,,,,,,,,0.024153543318475815,,,,,,,,,,,,,,,,,0.03167929321007534,0.03950252368416757,,,,,0.021730792993274406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016627793426876286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019751261842083784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03167929321007534,,,,,,0.024153543318475815,0.019751261842083784,,,,,,,,,,,0.024153543318475815,,,,,,,,0.012225511950484255,0.03920504310167488,0.03920504310167488,0.03167929321007534,0.03920504310167488,0.03167929321007534,0.03920504310167488,0.03920504310167488,0.021730792993274406,0.03920504310167488,0.03167929321007534,0.03920504310167488,0.03167929321007534,0.03167929321007534,0.03920504310167488,0.03167929321007534,0.024153543318475815,0.024153543318475815,0.03167929321007534,0.03167929321007534,0.03920504310167488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,0.046006749178049165,,,,,,0.037621451127778635,0.0344335087644161,,,,,,,,,,,,0.018671926905300656,,,,,0.025086144709941426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051956212826063455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02328668942949382,,,,,,,,,,,,0.060341510876333986,0.060341510876333986,,0.060341510876333986,0.046006749178049165,0.046006749178049165,,,,0.0746762725746188,0.0746762725746188,0.1493525451492376,0.060341510876333986,0.0746762725746188,0.0746762725746188,0.0746762725746188,0.0746762725746188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,0.0568318666317078,,,,0.051131277631233894,,,0.0391242198279442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04253551082663166,,,,,,,,,,,,,,,,,,,,,0.051131277631233894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06418120407925486,,,,,,,,,,,0.0568318666317078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0568318666317078,0.0568318666317078,0.0745395134354714,0.0745395134354714,,,,,,,,,,0.092247160239235,0.092247160239235,0.092247160239235,0.06418120407925486,0.092247160239235,0.092247160239235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,0.03019192914809477,,,,,,,,,0.02468907730260473,,,,,,,,,,,,0.03019192914809477,0.012253452031603556,,,,,0.01646278246589906,0.02839114823500989,,,0.00904525384731769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027163491241593007,,,,,,,,,,,,,,,,,,,,,,,0.034096264667104144,,,,,,,,,,,,,0.03959911651259418,0.054326982483186015,,,,,,,,,,,,,,0.03959911651259418,,,,,0.020784741783595358,,,,0.027163491241593007,,,,,,,,,,,,,,0.034096264667104144,,,,,,,,,,,,0.02468907730260473,,,,,,,,,,,,,,,,0.034096264667104144,,,,,,,,,,,,,,,,,,,,,0.03019192914809477,0.02468907730260473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034096264667104144,,,0.04900630387709359,0.04900630387709359,0.04900630387709359,0.04900630387709359,0.04900630387709359,0.04900630387709359,0.04900630387709359,0.04900630387709359,0.034096264667104144,0.04900630387709359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,0.008618442851710123,0.009337036229489228,,,,,,,,,,,,,,0.031165862346420405,,,,,,,,,,,,,,,0.025297449355568633,,,,,,,,,,,,,,,,,,,,,,0.040876507367839154,,,,,,,,,,,0.02145521732500166,,,,,,,,,,0.023325925292023812,,,,,,,,0.031165862346420405,,,,,,,,,,,,,,,,,,,,0.040876507367839154,,,,,,,,,,,,,,,,0.040876507367839154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03398767992959806,,0.0703922883449892,,,,,,,,,,,0.040876507367839154,,,,,,,0.0703922883449892,0.06233172469284081,,,,,0.031165862346420405,0.040876507367839154,,,,,,,0.015774854129657102,,,,,,,,,,,,,,,,,,,,,,,,0.040876507367839154,,,,,,,,0.0351961441724946,,,,,,,,,,,,,0.0505871523892579,0.0505871523892579,0.0505871523892579,0.0505871523892579,0.040876507367839154,0.040876507367839154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0195621099139721,,,,,,0.015715984023706695,0.008513180091593119,,,,,,,,,,,,,,,,,0.02126775541331583,,,,,,,,,,,,,,,,,0.030988766994633526,0.013360540345887007,,,0.008513180091593119,,,,,,,,,,,,,,,,,,,,,,,0.0195621099139721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03209060203962743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03209060203962743,0.0568318666317078,0.0372697567177357,0.0284159333158539,,,,,,,,,,,,,,,,,,,,,0.0372697567177357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03209060203962743,0.0372697567177357,0.0461235801196175,0.0372697567177357,0.0372697567177357,0.0461235801196175,0.0461235801196175,0.0461235801196175,0.0461235801196175,0.0461235801196175,0.0461235801196175,0.0461235801196175,0.0461235801196175,0.0461235801196175,0.0372697567177357,0.0372697567177357,0.0461235801196175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00904525384731769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034096264667104144,0.034096264667104144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03292556493179812,,0.06819252933420829,,,,,,,,,,,,,,0.03959911651259418,0.034096264667104144,0.03959911651259418,,,,,,,,,,,,,,,,0.030563779876210638,,,0.03959911651259418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04900630387709359,0.03019192914809477,0.034096264667104144,0.0740672319078142,0.04900630387709359,0.04900630387709359,0.09801260775418719,0.04900630387709359,0.03959911651259418,0.03959911651259418,0.04900630387709359,0.04900630387709359,0.034096264667104144,0.04900630387709359,0.04900630387709359,0.04900630387709359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,0.013358586420150692,0.007236203077854152,0.019751261842083784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01317022597271925,0.011356459294003958,,,0.007236203077854152,,,,,,,,,,0.018077592101318454,0.03167929321007534,,,,,,,,,,,,,0.016627793426876286,,,,0.019751261842083784,,,,,,,,,,,,,,,,,,0.024153543318475815,0.03167929321007534,,,,,,,,,,,,,,,,,,0.021730792993274406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03167929321007534,0.024153543318475815,,,0.03167929321007534,,,0.027277011733683316,0.03167929321007534,0.03167929321007534,,,,,,,,,,,,,,,,,,,,,,,,,0.024153543318475815,,,,,,,,,,,,,,,,0.03167929321007534,0.03167929321007534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019751261842083784,,,,,,,,,,,,,0.03920504310167488,0.03920504310167488,0.03920504310167488,0.03920504310167488,0.03920504310167488,0.027277011733683316,0.03920504310167488,0.03920504310167488,0.03167929321007534,0.03920504310167488,0.03920504310167488,0.03920504310167488,0.03920504310167488,0.03920504310167488,0.027277011733683316,0.03920504310167488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.03167198747976435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03167198747976435,,,,,0.046006749178049165,,0.046006749178049165,,,,,,0.051956212826063455,,,,,,,,,,,,,,,,,0.037621451127778635,,,,,,,,,,,,,,,,,,,,,,,0.025086144709941426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04657337885898764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051956212826063455,,,,,,,,,,,,,,,,,,,,0.07524290225555727,,,,,,,,,0.051956212826063455,,,,,,,,,0.051956212826063455,,,,,,,,,,,0.0746762725746188,0.051956212826063455,0.060341510876333986,0.0746762725746188,0.060341510876333986,0.0746762725746188,0.060341510876333986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,0.05084956488100171,,,,,,,,,,,,,,,,,,,,0.027726791521514207,0.023908335355797804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04574903788057769,0.05742528786038592,0.06669324886331651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03500588089868692,,,,,0.05084956488100171,,0.05084956488100171,,,,,,,,,,,,,,,,,,,,,,,0.041581603878071124,,,,,,,,,0.041581603878071124,,,,,,,,,,,,,,,,,,,,,,,,,0.06669324886331651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041581603878071124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06669324886331651,,,0.06669324886331651,0.05742528786038592,0.05084956488100171,0.08253693284563131,0.08253693284563131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026313465737651462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035911385167425064,,,,,,,,,,,,,,,,,,,,,,,,0.057598714927409714,0.057598714927409714,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09918913357703024,,,,,,,,,0.057598714927409714,,,0.057598714927409714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02222820354633501,,,,,,,,,,,,,,,,0.043915533306319664,0.043915533306319664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057598714927409714,0.057598714927409714,,,,,,,,,,,,,,,,,,,,,,,,,0.04959456678851512,,,,,,,,,0.04959456678851512,,,,,,,,,,,,,,,,,,,0.04959456678851512,0.043915533306319664,,,0.07128189654849977,0.07128189654849977,0.07128189654849977,0.07128189654849977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,0.016698233025188365,0.01809050769463538,,,,,,,,,,,,,,,,,,,,,,0.054326982483186015,,,,,,,0.024506904063207113,,,,,,0.02839114823500989,,,,,,,0.054326982483186015,,,,,,0.045193980253296136,,,,,,,,,,,,,,,,,,0.04937815460520946,,,,,,0.045193980253296136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06038385829618954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06819252933420829,,,,,,,,,,,,,,,,0.06038385829618954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07919823302518836,,,,,,,,,,0.07919823302518836,,,,,,,,,,,,,,0.09801260775418719,0.09801260775418719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,0.03896715961954759,,,,,,,,0.023753990609823264,,,,,,,,,,,,,,,,,,0.010337432968363073,,,,,,,0.07793431923909518,,,,,,,0.03450506188353688,,,0.031043989990392006,0.03450506188353688,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03450506188353688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028216088345833976,0.03450506188353688,0.04525613315725049,,,,,,,,,,,,0.01881460853245607,,,,,,,,,,,,,,,,,,,,,,,0.03450506188353688,,,,,,,,,,,0.017465017072120365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04525613315725049,0.09051226631450097,,,,,,,,,,,,,,,,,,,,,0.028216088345833976,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03896715961954759,,,,,,,,,,,,,,,,,,,,0.04525613315725049,0.04525613315725049,0.03450506188353688,0.03450506188353688,0.0560072044309641,0.0560072044309641,0.0560072044309641,0.0560072044309641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.014151313554788329,,,,,,0.005684504859638592,0.01231694140911345,,,0.020556207079553884,,,,,,,,0.018494291909169708,,,,,,,,0.015385184767079535,0.014151313554788329,0.028302627109576657,,,,,,,,,,,,,0.011208702955505743,0.009665071739577836,,,0.006158470704556725,,,0.023214478071219843,,,,,,,,,,,0.020556207079553884,,,,0.020556207079553884,,,,,,,,,,,,0.03361916909290857,,,,0.015385184767079535,,,,,,,,,,,,0.020556207079553884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011208702955505743,,,,,,,0.023214478071219843,,,,,,,,,,,,,,,,0.020556207079553884,,,,,,,,,,,0.010404691021688728,,,,,,,,0.018494291909169708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023214478071219843,,,,,,,,,0.02696110060431944,,,,,,,,,,,,,,,,,,,0.016809584546454284,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023214478071219843,,,,,,,,,,,0.020556207079553884,,,,,,,,,0.02696110060431944,0.02696110060431944,,,,,,,0.02696110060431944,0.02696110060431944,0.02696110060431944,0.023214478071219843,0.02696110060431944,0.033365994129084996,0.02696110060431944,0.02696110060431944,0.033365994129084996,0.023214478071219843,0.06673198825816999,0.033365994129084996,0.033365994129084996,0.033365994129084996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
