,đường,dây,nóng,ở,các,bệnh,viện,vẫn,chưa,theo,yêu,cầu,của,bộ,y,tế,ung,thư,trung,ương,đã,lập,từ,hơn,1,tuần,nay,số,điện,thoại,này,được,niêm,yết,tất,cả,khoa,phòng,nhưng,người,có,vẻ,như,không,biết,đến,nó,anh,x,một,nhân,u,phổi,vinh,nghệ,an,giới,thiệu,ra,điều,trị,mất,ngày,27,7,mà,nhập,khi,hỏi,sao,gọi,vào,để,giải,quyết,lại,với,rất,ngạc,nhiên,là,gì,khác,đang,chờ,mổ,tại,đây,thắc,mắc,cùng,trước,phải,đưa,phong,bì,cho,bác,sĩ,tôi,quy,định,bắt,buộc,nếu,thì,nhận,tiền,thể,đáp,trên,qua,bạch,mai,chăm,sóc,thân,bị,tỏ,bức,xúc,thái,độ,viên,tuy,họ,e,ngại,việc,sử,dụng,chị,nguyễn,kim,hàng,bông,hà,nội,nói,mẹ,nặng,phận,nằm,trong,tay,thầy,thuốc,chuyện,cũng,dám,tới,đành,chịu,vậy,thôi,nhiều,khám,chữa,cơ,sở,bằng,chứng,mỗi,năm,thanh,tra,tiếp,và,nghìn,đơn,phản,ánh,về,những,hành,vi,tiêu,cực,đời,1999,4,5,cuộc,hiện,tượng,thiếu,trách,nhiệm,thủ,tục,bảo,hiểm,dịch,dân,chuyển,nghiệp,vụ,xem,xét,trả,lời,thường,chỉ,thưa,kiện,lớn,lãnh,đạo,mới,hồng,trực,gần,riêng,thích,vì,sợ,sẽ,gây,khó,dễ,còn,máy,đặt,kế,hoạch,tổng,hợp,do,phụ,ghi,chép,báo,cáo,thế,nghĩa,ngay,sau,hoặc,lần,nữa,cách,làm,hiệu,quả,đó,ý,kiến,kiểm,thông,tin,xử,lý,chỗ,biện,pháp,sổ,rằng,thực,chẳng,hạn,tá,nọ,vòi,hay,hống,hách,chứ,nghe,phía
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,0.02166505994448679,0.016956684800684258,,,,,,,,,0.023964653564388184,0.029348543175946873,,,,,,,,,,,,,,,,,,,,,,,,0.029348543175946873,0.026506736373314577,,,,,0.04068854221238714,,,,,,,,,,,,,,,,,,,,,,0.032570318008040576,,,,,,,,,,0.06279632047194478,,,,,,,,,0.04068854221238714,,0.04607243182394583,0.04607243182394583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.06279632047194478,0.04607243182394583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,0.012999035966692076,0.0276434590943675,0.014378792138632912,0.017609125905568124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017609125905568124,0.021773750459178124,,,,,,0.017609125905568124,,,,,,,,,,,,0.019542190804824347,,,,,,,,,,,,,,0.024413125327432283,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03767779228316687,,,,,,,,,,,0.03767779228316687,0.03767779228316687,,,,,,,,,,,,,,0.047712125471966245,0.047712125471966245,0.03767779228316687,0.03767779228316687,0.047712125471966245,0.03180808364797749,0.03180808364797749,0.0276434590943675,0.047712125471966245,0.047712125471966245,0.024413125327432283,0.024413125327432283,0.03767779228316687,0.024413125327432283,0.047712125471966245,0.047712125471966245,0.03767779228316687,0.03767779228316687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.007357944886806835,0.007357944886806835,0.007357944886806835,,0.007357944886806835,0.002879437041625629,,,,,,,0.01471588977361367,,0.024416816839187963,0.029902289273606247,,,,,,,0.02132705223575483,,,,,0.009967429757868749,0.013818750185339028,0.015647240996811793,,,,,,,,,,,,,,,,,,,,0.011061617436693027,,,,,,,,,0.01800457564979858,,,,0.02132705223575483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013818750185339028,,,,,,,,,,,,,,,0.01800457564979858,0.01800457564979858,,,,,,,,,,,,,,0.01800457564979858,0.01800457564979858,,,,,,,,,,,,,,,,,,,,,0.02132705223575483,0.031294481993623585,,,0.02132705223575483,0.02132705223575483,,,0.01800457564979858,,,,0.013818750185339028,0.013818750185339028,0.04265410447150966,0.013818750185339028,,,0.02132705223575483,0.02132705223575483,0.027006863474697874,0.027006863474697874,0.027006863474697874,0.027006863474697874,0.027006863474697874,0.01800457564979858,0.027006863474697874,0.027006863474697874,0.02132705223575483,0.027006863474697874,0.027006863474697874,0.027006863474697874,0.027006863474697874,0.027006863474697874,0.027006863474697874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,0.006358756800256597,0.01797349017329114,,,,0.039760104559971865,0.039760104559971865,0.016248794958365093,,0.01797349017329114,,,,,,,,,,,,,,,,,0.024427738506030434,,,,,,0.03455432386795937,,,,,,,,0.030516406659290354,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039760104559971865,0.022011407381960155,0.027217188073972654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03455432386795937,,,0.030516406659290354,0.030516406659290354,,0.030516406659290354,,,,,,,,,,,,,,,,,,,,0.059640156839957804,0.059640156839957804,0.059640156839957804,0.04709724035395858,0.04709724035395858,0.04709724035395858,0.04709724035395858,0.04709724035395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0377338412262174,0.046658036698238835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05923598377364464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05923598377364464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08073812632107186,,,,,0.06816017924566606,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.046658036698238835,0.046658036698238835,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.016248794958365093,0.016248794958365093,0.016248794958365093,,0.008124397479182546,0.009538135200384896,0.00898674508664557,0.017277161933979684,,,,,0.008124397479182546,,0.00898674508664557,0.011005703690980077,,,,,,,,,,,,,,,,,,,,,,,0.019880052279985932,0.022011407381960155,0.009940026139992966,,,,0.017277161933979684,0.015258203329645177,,,,,0.009940026139992966,,,,,,,,,,,,,,,,,0.012213869253015217,,,0.015258203329645177,,,,,,,,,,0.011005703690980077,,,,,,,0.039760104559971865,,,,,,,,,0.019880052279985932,0.017277161933979684,0.017277161933979684,,,,,,,,,,,,,,,,,,,0.02354862017697929,,,,,,,,0.02354862017697929,,,,,,,,,,,0.019880052279985932,0.019880052279985932,,,,,,,,,,,,,,,,,,,,,,0.017277161933979684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019880052279985932,,,,,,,,0.029820078419978902,0.019880052279985932,0.029820078419978902,0.029820078419978902,0.029820078419978902,0.029820078419978902,0.029820078419978902,0.019880052279985932,0.029820078419978902,0.029820078419978902,0.02354862017697929,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.01695526430438097,0.01695526430438097,0.01695526430438097,,,0.006635224487224275,0.01875494626778206,,,0.049144946456304614,,,0.03391052860876194,0.03605668577526196,0.01875494626778206,0.022968425094219293,,,,,,,,,,,,0.045936850188438585,0.03184320694882472,0.03605668577526196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022968425094219293,,,,,,,,,,,,,,,,,,,,0.041488804758231516,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041488804758231516,,,,,0.028400544077188856,0.028400544077188856,,,0.041488804758231516,,,,,,,,,,,0.049144946456304614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.014998887653875474,0.014998887653875474,0.014998887653875474,,0.014998887653875474,0.0058696216617753205,0.0165909140061149,,,,,,,,,,,,,,,,,,,,0.043474375711346394,0.02031822219873245,,,,0.02254868169787425,,,,,,0.031896298955039426,0.03670163497843557,,,,,,,,,,,0.02254868169787425,0.018350817489217786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633798152484373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03670163497843557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03670163497843557,,,0.043474375711346394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043474375711346394,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,0.0072671506288646825,,,,,,,,,,,,,,,,,,,,,,,,,0.03487589332490326,,,,,,,,,0.025155894150811604,,,,,,0.03487589332490326,,,,,0.022720059748555354,,,,,,,,,,,,,,,,,0.027917415435463354,,,0.03487589332490326,,,0.025155894150811604,0.03110535779882589,0.039490655849096425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039490655849096425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05382541754738124,0.05382541754738124,,,,,,,,0.03110535779882589,0.03110535779882589,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,0.05382541754738124,0.06816017924566606,0.06816017924566606,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,0.011817305424265524,0.004624550400186616,,,,,,,,,,,,,,,,,,,,,,0.016008296277789203,0.022193750297665713,0.02513041735851591,,0.03553125600877154,,,,,,,,0.016008296277789203,0.014458219839989772,,0.034252538439242614,0.011817305424265524,,,,,,,,,,,,,,,,,,,,,,0.034252538439242614,,,,,0.022193750297665713,,0.028916439679979544,0.016008296277789203,,0.05026083471703182,,,,,0.016008296277789203,,,,,,,,0.02513041735851591,0.02513041735851591,,,0.01776562800438577,,,,,,,,,,,,0.028916439679979544,,,,,0.034252538439242614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034252538439242614,0.034252538439242614,,,,,,,,,,,,,,,,0.028916439679979544,,,,,,,,,,,,,,,,,0.043374659519969314,0.043374659519969314,0.034252538439242614,0.034252538439242614,0.043374659519969314,0.043374659519969314,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.00599955506155019,0.00599955506155019,0.00599955506155019,,0.00599955506155019,,,,,,0.01468065399137423,0.01468065399137423,0.00599955506155019,0.01275851958201577,0.006636365602445959,0.00812728887949298,,,,,0.01275851958201577,,,,,,,,,,0.011267596304968748,,,,,,,,,0.00812728887949298,,,,0.00599955506155019,,,,,,,,,,,,,,,,,,,,,,,,0.009019472679149699,,,,0.017389750284538555,,0.01625457775898596,0.020098846577702886,,0.02936130798274846,,,,0.00812728887949298,,,,,,0.011267596304968748,,,,,,0.009019472679149699,,,,,,,,,,,,,0.01275851958201577,0.011267596304968748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01468065399137423,0.02936130798274846,0.01275851958201577,,,0.022535192609937495,0.022535192609937495,,0.022535192609937495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020098846577702886,0.020098846577702886,,,0.04404196197412269,,,,,,,,,,,,,,,,,,,0.017389750284538555,,,,,,0.017389750284538555,0.017389750284538555,,,,0.022020980987061345,0.022020980987061345,0.022020980987061345,0.022020980987061345,0.022020980987061345,0.03477950056907711,0.03477950056907711,0.017389750284538555,0.017389750284538555,0.017389750284538555,0.017389750284538555,0.017389750284538555,0.022020980987061345,0.022020980987061345,0.022020980987061345,0.022020980987061345,,,,,,,,,,,,,
25,,,,,,0.009538135200384896,0.02696023525993671,,,,,,,,,,,,,,,,,,,,,0.03301711107294023,,,,,,,,,,,,,,,,0.024373192437547642,,,,,,0.03664160775904565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059640156839957804,,,,0.059640156839957804,0.059640156839957804,,,,,,,,,0.07064586053093788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04577460998893553,,,,,,,,,,0.059640156839957804,,,,,,,,,,,,,,,,,,,,,,,0.04082578211095898,0.04082578211095898,,,,,,,,,,,,0.07064586053093788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08946023525993671,0.08946023525993671,,,,,,,,,,,
