,những,sai,lầm,trong,phòng,chống,sốt,xuất,huyết,ở,việt,nam,18,tỷ,đồng,kinh,phí,cho,công,tác,này,năm,2004,chỉ,900,triệu,5,được,chi,hoá,chất,diệt,muỗi,và,sửa,chữa,máy,phun,số,tiền,mua,tối,đa,2,500,lít,pyrethroid,đủ,ha,nếu,lượt,phân,bổ,bất,hợp,lý,là,một,cơ,bản,của,bộ,y,tế,dù,đã,tiên,lượng,nay,thời,điểm,nằm,chu,kỳ,dịch,nhưng,vẫn,chuẩn,bị,quá,ít,như,nêu,trên,đến,các,tỉnh,có,dùng,hết,000,khi,1,tháng,tới,mới,đỉnh,không,thiếu,mà,còn,sử,dụng,theo,nguyên,tắc,điển,cần,áp,tổng,biện,pháp,học,ae,aegypti,sinh,vệ,môi,trường,bọ,gậy,loăng,quăng,nghĩa,nhất,thiết,phải,nhằm,thật,nhanh,đàn,mang,virus,ngay,nơi,phát,hiện,bệnh,nhân,bán,kính,300,m,bởi,đạo,chờ,trung,bình,hoặc,lớn,đợi,xảy,ra,thì,nguy,bùng,sẽ,tăng,đó,việc,rất,tốn,kém,đạt,hiệu,quả,con,mesocyclops,để,phù,tài,liệu,hướng,dẫn,thả,vào,cụ,chứa,nước,hoạt,tổ,chức,thế,giới,khuyến,cáo,quốc,gia,nên,thận,trọng,lưu,hành,giun,guineaworm,đầu,gai,gnathostomiasis,vì,vật,chủ,gian,đối,với,loại,ký,trùng,cùng,nhiều,lân,cận,lào,campuchia,thái,lan,indonesia,vùng,bố,người,dân,uống,đun,sôi,nhiễm,ấu,thể,mắc,nghiên,cứu,giáo,sư,trần,vinh,hiển,thuộc,tâm,nhiệt,đới,tp,hcm,thấy,từ,cuối,1998,8,2002,ông,não,gây,tượng,thân,toại
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03890510570892995,,0.050644522979308694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07071318935690744,0.07071318935690744,0.07071318935690744,,0.09078185573450619,0.10128904595861739,0.09078185573450619,0.09078185573450619,0.07071318935690744,0.07071318935690744,0.07071318935690744,0.09078185573450619,0.09078185573450619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,0.017220993200111202,,,,,,0.017220993200111202,,,,,,,,,,,,,,,,,,,,0.019452552854464976,0.022091927722719135,0.019452552854464976,0.025322261489654347,0.025322261489654347,,,,0.04418385544543827,,,,,,,,,,,,,,,,,,,0.019452552854464976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04539092786725309,0.04539092786725309,0.04539092786725309,0.03535659467845372,0.04539092786725309,0.04539092786725309,0.04539092786725309,0.04539092786725309,0.03535659467845372,0.04539092786725309,0.04539092786725309,0.04539092786725309,0.029486886043264347,0.029486886043264347,0.022091927722719135,0.04539092786725309,0.03535659467845372,0.04539092786725309,0.03535659467845372,0.04539092786725309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,0.015655448363737456,0.020083570657017397,0.020083570657017397,,,,,,,,,0.020083570657017397,,,0.017684138958604524,,,,0.017684138958604524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017684138958604524,0.02302023771786759,0.02302023771786759,0.02302023771786759,,,,,,,,,,,0.03131089672747491,0.03214235879859429,,,,,,,,,0.02302023771786759,,,0.020083570657017397,,,,0.02302023771786759,,,,0.03214235879859429,,0.017684138958604524,,,,0.020083570657017397,0.03536827791720905,0.02302023771786759,0.03214235879859429,0.03214235879859429,,,0.03214235879859429,,,,,,,,,,,,,,,,,,0.03214235879859429,,,,,,,,,,,,,,,,,0.041264479879321,0.041264479879321,0.041264479879321,0.026806260039331228,0.041264479879321,0.041264479879321,0.03214235879859429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06629361502210072,,,,,,,,,0.0474792402931019,,,,,,,,,,,,,,,,0.064578724500417,,,,,,,,,,0.0474792402931019,,,,,,,0.0474792402931019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055287911331120654,,,,,,,,,,,,,,0.06629361502210072,0.08510798975109955,0.08510798975109955,0.06629361502210072,0.08510798975109955,0.08510798975109955,0.08510798975109955,0.06629361502210072,0.08510798975109955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,0.05426198890640217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03690212828595257,,,,,,,,,,,,,,,,,0.05426198890640217,,,,,,0.04168404183099638,,0.07576413145382939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07576413145382939,,0.09726627400125662,0.0631861843784236,0.07576413145382939,0.09726627400125662,0.09726627400125662,0.09726627400125662,0.09726627400125662,0.09726627400125662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,0.014350827666759334,0.018409939768932612,0.018409939768932612,,,,,,,,,,,,,,,,0.016210460712054148,,,,0.016210460712054148,,,,,,,,,,,,,,,,,,,,,,,0.018409939768932612,,0.016210460712054148,,,,0.016210460712054148,0.021101884574711956,0.021101884574711956,0.021101884574711956,,,,,,,,,,,,,,,,,,,,,,0.021101884574711956,,,,,,,,,,,,0.016210460712054148,,,,0.018409939768932612,0.032420921424108295,0.021101884574711956,,,,,,,,,,,,0.021101884574711956,,,,0.029463828898711433,0.029463828898711433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024572405036053624,,,,,,,0.03782577322271091,0.04220376914942391,0.03782577322271091,0.03782577322271091,0.03782577322271091,0.03782577322271091,0.03782577322271091,0.03782577322271091,0.03782577322271091,0.03782577322271091,0.03782577322271091,0.03782577322271091,0.024572405036053624,0.03782577322271091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.025831489800166803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03798339223448152,0.03798339223448152,,0.03798339223448152,,,,,,,,,,,,,,,,,,,,0.03798339223448152,,,,,,,,,,,,,,,,0.033137891584078705,0.029178829281697467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044230329064896524,,,,,,,,0.03798339223448152,,,,,,,,,,,,,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.05303489201768058,0.05303489201768058,0.05303489201768058,0.06808639180087965,0.06808639180087965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.02527447375136944,,,,,,,,,0.014760851314381028,,,,,,,,,,,0.018935938048044974,,,0.01667361673239855,,,,,,,,,,0.02170479556256087,,,,,,,,,,,,,,,,,,,,,,,0.01667361673239855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02170479556256087,,0.018935938048044974,,,,,,,,,,0.01667361673239855,,,,0.018935938048044974,0.01667361673239855,,,,,,,,,,,,,0.02170479556256087,,,,,,,,,,,,,,,,,,,,,,0.018935938048044974,,,,,,,,,0.02527447375136944,,,,,,,,,,,,,,,,,,,,,0.02170479556256087,,,,,,,,,,,,,,,,,,,0.03030565258153176,0.03030565258153176,0.03030565258153176,,,0.03890650960050265,0.03890650960050265,0.03787187609608995,0.03890650960050265,0.018935938048044974,0.018935938048044974,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03030565258153176,0.03030565258153176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,0.05098137166781339,0.05098137166781339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08159214156566244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06804666009984081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10474829507827638,0.10474829507827638,0.10474829507827638,0.10474829507827638,0.10474829507827638,0.10474829507827638,0.10474829507827638,0.10474829507827638,0.10474829507827638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,0.05166297960033361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10606978403536116,,,,,,,,,0.058357658563394935,,,,,,,,,,,0.10606978403536116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06627578316815741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06627578316815741,,0.06627578316815741,0.06627578316815741,,,,,,,,,,,,,,,,,,,,0.1361727836017593,0.1361727836017593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,0.031559896746741624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031559896746741624,,,,,,,,,,0.027789361220664253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505094209692196,,,,,,0.031559896746741624,,,,,,,,,,,,,,,,,,,,,,,0.0505094209692196,,,,,,,0.03617465927093478,,,,,,,,,,,0.04212412291894907,,,,,,,,,,,,,,,0.031559896746741624,,0.031559896746741624,0.031559896746741624,,,,,,,,,,0.0505094209692196,,,,,,,,,,,,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.0505094209692196,0.0505094209692196,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,0.012600726731788685,0.016164825162965222,0.016164825162965222,,,,,,0.02157577027555928,,,,0.02157577027555928,,,,,,0.014233575259364618,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016164825162965222,,,,,,0.014233575259364618,,,,,0.018528484016820255,,,,,,,,,,,,,,,,,,0.025870679033014918,0.018528484016820255,,,,,,,,,0.025870679033014918,,,,,,,,,,,,,,,,,,,,,,,,,0.025870679033014918,,,,,,,,,,,,,,,,,0.02157577027555928,0.02157577027555928,0.016164825162965222,,,,0.025870679033014918,,,,,0.02157577027555928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016164825162965222,,0.016164825162965222,0.016164825162965222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025870679033014918,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.025870679033014918,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,0.033212874049209584,,,,,,
22,,,,,,,,,,0.024601418857301716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505094209692196,,,,,0.03617465927093478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031559896746741624,,,,,,,,,,,,,,,,0.03617465927093478,,,,,,,,,,,,0.03617465927093478,,,,,,,,,,,,,,,,,,,,,0.04212412291894907,,,0.0505094209692196,,,,,,,,,,,,,0.0505094209692196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031559896746741624,,0.031559896746741624,0.031559896746741624,,,,,,,,,0.0505094209692196,,,,,,,,,,,,,,,,,,,,0.0505094209692196,,,,,,,,0.0505094209692196,,,,,,,,,,,,,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441
