,phòng,và,trị,ung,thư,dạ,dày,đầy,bụng,chậm,tiêu,kém,ăn,sút,cân,mệt,mỏi,là,triệu,chứng,của,bệnh,này,nhưng,muốn,biết,được,chính,xác,thì,phải,chụp,x,quang,cuộc,kiểm,tra,cho,phép,nhìn,thấy,rõ,phát,hiện,những,thương,tổn,nó,các,nhà,khoa,học,từ,lâu,đã,nghĩ,rằng,thụ,nhiều,muối,cá,hun,khói,tạo,điều,kiện,thuận,lợi,sự,xuất,người,mắc,mạn,tính,ở,như,viêm,thể,teo,có,khối,u,lành,cũng,dễ,tổ,chức,y,tế,thế,giới,vi,khuẩn,helicobacter,pylori,thủ,phạm,số,một,gây,ngày,nay,chuyên,gia,mặt,chất,selen,nitrat,trong,đồ,uống,nguyên,nhân,dẫn,tới,chuyển,hóa,thành,nitrit,sau,đó,nitrozamin,sản,phẩm,giáo,sư,philippe,rougier,phẫu,thuật,hệ,thuộc,viện,ambroise,paré,pháp,trên,thực,do,yếu,tố,phức,tạp,kết,hợp,ra,không,nói,tỷ,lệ,nitrate,hơi,cao,nước,làm,tăng,nguy,cơ,triển,thay,đổi,thói,quen,sống,đặc,biệt,việc,hơn,bảo,vệ,rau,hoa,quả,góp,phần,giảm,căn,hai,họ,loại,phía,kia,dưới,phương,nội,soi,tá,tràng,ống,mềm,giai,đoạn,sớm,nếu,nghi,ngờ,ổ,loét,hay,bác,sĩ,sẽ,sinh,thiết,vài,mảnh,tại,vùng,để,định,bản,bào,ác,kỹ,siêu,âm,cắt,lớp,giúp,đánh,giá,mức,độ,xâm,lấn,di,trường,chiếm,khoảng,50,bỏ,hoặc,toàn,bộ,cách,triệt,duy,nhất,chữa,khỏi,chỉ,mới,bề,90,đến,muộn,mổ,phụ,vào,tình,trạng,nạo,vét,kéo,dài,thời,gian,mà,gần,đây,con,đạt,rất,tiến,chẳng,hạn,liệu,trước,diện,tích,ca,phối,giữa,tia,tuổi,thọ,30,tái,gan,màng,bong,hạch,bạch,huyết,bằng,tiêm,thuốc,dù,bớt,đau,đớn,nhọc,đang,trông,đợi,chế,khả,năng,ngăn,chặn,lây,lan,tập,đoàn,dược,đưa,thử,nghiệm,tương,đối,quan,nhóm,nhật,hàn,quốc,gene,mở,hướng,hứa,hẹn,trọng,ta,cần,giàu,xơ,tránh,bị,theo,nghiên,cứu,trung,thức,axít,folic,ngừa,axits,lòng,đỏ,trứng,thận,cam,ngũ,cốc,xanh,ngoài,mỹ,sulforaphane,cây,súp,lơ,mầm,diệt
10,,0.008884691449664346,,0.01043838911838546,0.01043838911838546,0.008884691449664346,0.008884691449664346,,,,0.01883319166646529,,,,,,,0.013286972926056378,,,,0.008183973359658259,,,,,,,,,,,,,,,,,,,,,,,0.022614883549731516,,,,0.017159521925699955,,,,,,,,,0.02635894155806482,0.014430910190073257,,,,,,,,,,0.041625445635311814,,,,,,,0.030761223034456848,,0.014430910190073257,,0.008183973359658259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020812722817655907,0.020812722817655907,,,,,,,,,,,,,,0.030761223034456848,,,,,,,,,,,,,,,,,0.02323547314285732,,,,,0.03828697292605638,0.03828697292605638,0.03828697292605638,0.03828697292605638,0.030761223034456848,0.03828697292605638,0.03828697292605638,0.020812722817655907,0.03828697292605638,0.03828697292605638,0.03828697292605638,0.030761223034456848,0.03828697292605638,0.02635894155806482,0.030761223034456848,0.02323547314285732,0.020812722817655907,0.015709723251257787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,0.01897888930615538,0.01897888930615538,0.03230796890787035,0.03230796890787035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026238018527405923,,,,,,,,,,,,,,,,,,,,,,,,,,0.055929496426285176,,,,,0.08449262961039025,,,,,0.014879951563015015,,,,,,,,,,,,,,,,,,,0.02856313318410507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04792534828739058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042246314805195126,,,0.055929496426285176,0.06961267804737524,0.11185899285257035,0.13922535609475048,0.06961267804737524,0.06961267804737524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.025384832713326703,,,,,,,,,,,,,,,,0.037962779788732505,,,,0.023382781027595022,,,,,,,,,,0.07531126159447091,0.07531126159447091,0.0878892086698767,,,,,,,,,0.03500615942028786,0.04123117197163787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023382781027595022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05380911904704368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0878892086698767,,,,,,0.10939135121730394,0.0878892086698767,0.0878892086698767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,0.018704613578240728,0.018704613578240728,,,,,,,,,,,,,,,0.017229417599280542,,,,,,,,,,,,,,,,,,,,,0.025794012204422633,0.03038086355804896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048916785563910145,,,0.03038086355804896,,0.017229417599280542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03038086355804896,,,,,,,,,,,,0.06476046954622494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06476046954622494,0.06476046954622494,0.08060415352853974,0.08060415352853974,0.08060415352853974,0.08060415352853974,0.06476046954622494,0.06476046954622494,0.06476046954622494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,0.014763303251173754,,,0.012563824194295286,,,,,,,,0.034179136704952054,,,,,,,,,,,,,,,,,0.034179136704952054,0.034179136704952054,,0.01906613547299995,,,,,,,,,,,,,,,,,,,,,,,,,0.10253741011485615,,,,,,,0.020925768518294762,0.01906613547299995,0.034179136704952054,,,,,,0.025817192380952574,,,,,,,,,,,,,,,,,0.05163438476190515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029287712842294242,0.04254108102895153,0.04254108102895153,0.04254108102895153,0.034179136704952054,0.08508216205790306,0.04254108102895153,0.04254108102895153,0.02312524757517323,0.034179136704952054,0.04254108102895153,0.04254108102895153,0.04254108102895153,0.04254108102895153,0.029287712842294242,0.025817192380952574,0.04254108102895153,0.034179136704952054,0.034179136704952054,0.04254108102895153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.01776938289932869,,,,,,,,,,,,,,,,,,,0.022614883549731516,,,,,,,,,,,0.05271788311612964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03766638333293058,0.03431904385139991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041625445635311814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031419446502515574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07657394585211276,0.07657394585211276,0.07657394585211276,0.05271788311612964,0.07657394585211276,0.041625445635311814,0.07657394585211276,0.07657394585211276,0.07657394585211276,0.061522446068913696,0.061522446068913696,0.061522446068913696,0.041625445635311814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.009112504050937791,0.019316094016887473,0.010706040121420983,0.010706040121420983,0.009112504050937791,0.009112504050937791,,,,,,,,,,,0.013627664539545004,,,,0.008393818830418726,,,,,,,,,,,,,,,,0.013627664539545004,,,,,,,,,,,,,,,,,,,0.016112536667956704,,,,,,,,0.01759950966738457,,,,,,,,,,,,,,,0.008393818830418726,,,,,,,,,,,,,,,,,,,0.016112536667956704,,,,,,,,,,0.014800933528280262,,,,,,,,,,,,,,,,0.03154997234303266,0.03154997234303266,,0.03154997234303266,,,,,,,,,,,,,,,,,0.02134638237708298,,0.027034811854425453,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023831254505494684,,0.016112536667956704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04766250901098937,,,,,,,,0.027034811854425453,,,,,,,,,0.02134638237708298,0.027034811854425453,0.039268690180570644,0.039268690180570644,0.039268690180570644,0.03154997234303266,0.027034811854425453,0.039268690180570644,0.03154997234303266,0.03154997234303266,0.039268690180570644,0.039268690180570644,0.039268690180570644,0.03154997234303266,0.027034811854425453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.028974141025331215,,,0.013668756076406687,0.013668756076406687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03769894091415616,0.022201400292420397,,,,,,,,,,,,,,,,,,,,,0.026399264501076856,,,,,,,,,,,,,,,,0.028974141025331215,0.026399264501076856,,,,,,,,,,,,,,,,,,,,,,,0.047324958514549,,,,,,,,,,,,,,,,,,,,,,,,0.03574688175824203,0.03201957356562447,,,,,,,0.08110443556327637,,,,,,,,0.03201957356562447,,,,,,,,,,,,,,0.03574688175824203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047324958514549,0.040552217781638186,,,,,,,,0.03201957356562447,,,,,,,,,,,,,,,,,0.03201957356562447,,,,,,,,0.040552217781638186,,,,,,,,,,,,,0.040552217781638186,0.047324958514549,0.03574688175824203,0.05890303527085597,0.05890303527085597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,0.051268705057428074,,,,,,,,,0.018845736291442927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024051516983455427,,,,,,,,,,,,,,,,,,,,,,0.03138865277744214,0.028599203209499924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051268705057428074,,,,,,,,,,,,0.04393156926344136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04393156926344136,,,,0.026182872085429645,,,,,,,,,,,,,,0.051268705057428074,0.051268705057428074,,0.04393156926344136,,,,,,,,0.034687871362759845,,,,,,,0.03872578857142886,,,,,,,,,,,,,,,0.051268705057428074,0.051268705057428074,0.034687871362759845,,,,,,,,,,,,,,,,,,,0.051268705057428074,0.06381162154342729,0.051268705057428074,0.06381162154342729,0.04393156926344136,0.06381162154342729,0.06381162154342729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,0.011691390513797511,,,,,,,,,,,,,,,,0.018981389894366252,,,,,,,0.016153488249808223,,,,,,,,,,,,,,,,,,,,,,,,,,0.03319353306122474,,,,,,,,,0.011691390513797511,,0.024513602750999935,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020615585985818936,,,,,,,,,,,,,,,,,,,,0.03319353306122474,0.029732461168079864,,,,,,,,,,,,,,,0.029732461168079864,,,,,,,,,,,,,,,,,,,0.04394460433493835,,,0.029732461168079864,,,,,,,,,,0.044884923575022245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037655630797235454,,,,,,,,,0.037655630797235454,,0.029732461168079864,,,,,,,0.05946492233615973,0.037655630797235454,,,,0.04394460433493835,,,,,,,,,,0.04394460433493835,,,,,,,,,,,0.05469567560865197,0.05469567560865197,0.037655630797235454,0.037655630797235454,0.05469567560865197,0.05469567560865197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,0.027901024691059685,0.03092856035077173,0.03092856035077173,0.013162505851354585,0.013162505851354585,,,,,,,,,,,0.019684404334898337,,,,,,,,,0.03442292317460343,,,,,,,,,,,,,,,,,,0.016751765592393716,,,,,,,,,,0.030833663433564307,,,,0.021379126207515933,,,,,,0.02542151396399993,,,,,,0.03442292317460343,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02327366407593746,,,,,,,,,,0.04275825241503187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030833663433564307,,,,,,,,,,,,,0.0455721822732694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0455721822732694,,,,,,,,,,,,,,,,,,,,,,,,0.056721441371935376,0.056721441371935376,0.03905028378972566,0.056721441371935376,0.056721441371935376,0.056721441371935376,0.056721441371935376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
