,làm,thế,nào,để,tiết,sữa,trở,lại,một,số,bà,mẹ,muốn,có,cho,con,bú,sau,thời,gian,nuôi,bằng,ngoài,điều,này,thể,thực,hiện,được,nhưng,với,kiện,người,tin,tưởng,chắc,chắn,là,mình,sẽ,đủ,và,phải,kiên,trì,các,biện,pháp,phục,hồi,trong,trường,hợp,vì,trẻ,ốm,hoặc,mà,tạm,ngừng,khi,đã,khỏi,bệnh,thì,thức,ăn,nhân,tạo,thấy,tăng,trưởng,chậm,nên,cũng,bị,chết,chính,nguồn,của,trên,mất,chỉ,còn,rất,ít,tìm,cách,trước,tiên,thường,xuyên,đúng,cả,chưa,cường,kích,thích,tuyến,vú,cố,gắng,thu,xếp,công,việc,ở,gần,hơn,nhiều,lần,nhất,10,ngày,lâu,càng,tốt,bất,kỳ,lúc,kể,ban,đêm,nhớ,kiệt,bên,rồi,mới,chuyển,sang,kia,cần,ưu,uống,đầy,lao,động,nghỉ,ngơi,lý,tinh,thần,thoải,mái,3,bữa,thêm,vài,phụ,đa,dạng,loại,phẩm,năng,lượng,mỗi,500,kcal,nước,những,món,dân,tác,dụng,lợi,như,cháo,gạo,nếp,móng,giò,lợn,tế,nhanh,hay,tuỳ,cơ,từng,nếu,1,2,tuần,nữa,xuống,dễ,ngưng,tháng,tuổi,so,6,chờ,hộp,bù,đắp,phần,thiếu,hụt,giảm,dần,cân,hàng,xem,tiếp,tục
10,,,,,,,,,,,,0.01345459952237943,,,,,,,,,,,,,,,,,0.04212412291894907,,,,0.027789361220664253,,,,,,,,0.031559896746741624,0.027789361220664253,,,,,,,,,,,0.031559896746741624,,,,,,,,,,,,,,0.019404063170393712,,,,,,,,,,,,,,,,,,,,,,,0.0505094209692196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03617465927093478,0.06484418266750441,0.0505094209692196,0.0505094209692196,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,0.06484418266750441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,0.02912137735085162,,,,,,,,,0.08041878011799368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03704412059802436,,,,,,,0.08041878011799368,,,,0.09642707639578288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123793439637963,0.19285415279156576,0.05305241687581357,0.09642707639578288,0.123793439637963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,0.01987037676935908,,0.006061840513910312,,,,,,,,0.024641165450720603,,,,,,,,,,,,,0.034023330049920406,,,,,,,,,,,,,,0.05098137166781339,0.022445253293613437,,,,,,,,,,,,,,,,,,,,,,,,,0.015672512560702616,,0.022445253293613437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034023330049920406,,,,,,,,,,,,,,,,,,0.02921799402652425,,0.04079607078283122,,,,,,,,,,,,0.04079607078283122,0.044890506587226875,,,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.034023330049920406,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,0.007163993334621277,,,,,,,,0.02912137735085162,,,,,,0.030125355985526098,,,,,,0.03453035657680138,,,,,0.04020939005899684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01852206029901218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026526208437906786,,,,,,,,,,,,,0.04821353819789144,0.123793439637963,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,0.026526208437906786,0.014327986669242555,0.04020939005899684,0.01852206029901218,,,,,,,,,,,0.03453035657680138,0.030125355985526098,,,,,,0.03453035657680138,0.04020939005899684,,,,,,0.026526208437906786,,,,,0.04020939005899684,,,,,,,,,,,,,0.03453035657680138,,,,,,0.023483172545606185,,,,,,,,,,,,0.026526208437906786,,0.030125355985526098,,0.04821353819789144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.0618967198189815,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,0.007505135874365148,,,,,,0.01345459952237943,,0.015254054802827037,,,0.011799261129083622,,,,,,,,,0.03617465927093478,,,,,,,,,,,,,,,,,0.027789361220664253,,,,,,,,,,,,0.021839897572649966,,0.024601418857301716,,,0.04212412291894907,,0.024601418857301716,,,,,,,,,,,,,,,,,,,,0.0505094209692196,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03617465927093478,0.031559896746741624,,,,,0.0505094209692196,,,,,,,,,,,,,0.04212412291894907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04212412291894907,0.06484418266750441,0.0505094209692196,0.0505094209692196,0.0505094209692196,0.06484418266750441,,,,,,,,,,,,,,,,,,,,
16,,,,,0.05305241687581357,0.014327986669242555,,0.03704412059802436,,,,,,,,,0.022525862155523282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06906071315360277,0.060250711971052195,,,,,,,0.08041878011799368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06906071315360277,,,,,,,,,,,,,,,,,,,0.08041878011799368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09642707639578288,,,,,,,,,,,,,,,,,,,,,,,,,0.09642707639578288,,,,,,,,,,,,,,,,,,,
17,,,,,0.022445253293613437,0.006061840513910312,,0.015672512560702616,,,,0.010867176537306464,,,,0.03527983454043456,0.009530172450413696,,,,,,0.034023330049920406,,,,,,,,0.034023330049920406,,,,,,,,,,,,,,,,,,,,,0.02921799402652425,0.025490685833906696,,,,,,,,0.025490685833906696,0.01987037676935908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034023330049920406,,,,,,,,,,,,,,0.02921799402652425,,,,,,,,,,,,,,,,,,,,,,,,,,0.04079607078283122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034023330049920406,,0.04079607078283122,,,,0.04079607078283122,0.05237414753913819,0.10474829507827638,0.10474829507827638,0.05237414753913819,0.05237414753913819,,,,,,,,,,,,,,
18,,,,,0.032420921424108295,0.026267975560278017,,0.022638073698792664,,,,,,,0.015697032776109336,,,,0.04220376914942391,0.036819879537865224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04220376914942391,,,,0.02547988050142496,,0.028701655333518667,,,,,,,,,,0.022638073698792664,,0.032420921424108295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04220376914942391,,,,,,,,,,,,,,,0.06484184284821659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07565154644542182,0.07565154644542182,,,,,,,,,,,,
19,,,,,,0.019700981670208513,,,,,,0.017659161873123004,,,0.017659161873123004,,,,,,,,,,,,,,,,,,,,,,,,,,0.04142236448009838,,0.03647353660212183,,,,,,,,,,,,0.02866486556410308,,,,,,,,,,,,0.025467832911141748,,,,,,,,,0.06629361502210072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03647353660212183,,,,,,,,0.055287911331120654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08510798975109955,0.08510798975109955,0.08510798975109955,0.08510798975109955,0.08510798975109955,,,,,,,
20,,,,,0.027789361220664253,0.02251540762309544,,0.019404063170393712,,,,0.01345459952237943,,,0.01345459952237943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021839897572649966,,0.024601418857301716,,,,0.031559896746741624,0.04920283771460343,,,,,0.019404063170393712,0.04212412291894907,0.027789361220664253,,0.031559896746741624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031559896746741624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08424824583789814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06484418266750441,0.06484418266750441,,,,,
21,,,,0.03974075353871816,,0.012123681027820623,,,,,,,,,,,0.019060344900827392,,,,,,,,,,,,,,,,,,,,,,,,0.05098137166781339,,,,,,,,,,,,,,0.07055966908086912,,,,,,,0.03974075353871816,,,,,,,,,,,,0.06804666009984081,,,,,,,,,,,,,,,,,,,,,0.06804666009984081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08159214156566244,,,,,,,,,,,,,,,,,,0.08159214156566244,0.10474829507827638,0.10474829507827638,,
22,,,,0.02066519184013344,,0.012608628268933449,,,,,,,,0.012813406034374713,0.011301863598798723,,0.009911379348430244,,,,,,,,,,,,,,,,,,,,,,,,,0.023343063425357972,,,,,,,,,,,,,0.03669102792205194,,,,,,,0.02066519184013344,,,,,0.016299413063130718,0.03538426325191722,0.023343063425357972,,0.026510313267262966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026510313267262966,,,,0.03538426325191722,,,,,,,,,,,,,0.04242791361414446,,,,,0.03038671378758522,,,,,,,,,,,,,,,0.023343063425357972,0.04242791361414446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03538426325191722,,,,0.04242791361414446,,,,,,,,,,,,,,,,,0.04242791361414446,,,0.054469113440703716,0.054469113440703716
