,các,rối,loạn,sau,chấn,thương,sọ,não,thường,để,lại,di,chứng,nặng,nề,trong,đó,có,tâm,thần,với,hội,chính,suy,nhược,động,kinh,và,sa,sút,là,một,khá,phổ,biến,chiếm,50,70,tổng,số,trường,hợp,biểu,hiện,chủ,yếu,đau,đầu,chóng,mặt,giấc,ngủ,trí,nhớ,giảm,chú,ý,cảm,xúc,không,ổn,định,dễ,giận,dữ,mệt,mỏi,xuyên,phản,ứng,quá,mức,phù,cường,độ,đặc,điểm,kích,thích,bệnh,nhân,thực,vật,đa,dạng,chẳng,hạn,như,ra,nhiều,mồ,hôi,mạch,nhanh,huyết,áp,dao,làm,việc,khác,sự,thay,đổi,thời,tiết,lực,khí,của,môi,mẫn,rượu,khám,thấy,tăng,xạ,gân,xương,run,tay,hay,về,xen,kẽ,kỳ,tiến,triển,xấu,do,ảnh,hưởng,căng,thẳng,lao,nhọc,bị,nhiễm,khuẩn,thươngthường,rõ,ràng,hơn,so,thể,la,hét,vã,hoặc,diễn,tình,huống,chiến,đấu,đối,binh,triệu,này,gặp,năm,thì,mất,hẳn,trạng,thái,xảy,đi,nghỉ,ngơi,khó,kiến,thức,mới,tư,duy,kém,linh,hoạt,nghèo,nàn,bùng,nổ,tự,kiềm,chế,bản,thân,tấn,công,người,mâu,thuẫn,kiện,cáo,ngược,ở,vô,lờ,đờ,chậm,chạp,thiếu,sẽ,khi,tố,thuận,lợi,tinh,uống,tỷ,lệ,4,5,ca,nếu,vết,tranh,lên,30,xuất,rất,sớm,từ,vài,giờ,ngày,6,tháng,đến,1,nhưng,vòng,2,80,cục,bộ,toàn,cũng,bắt,bằng,cơn,tượng,giống,phân,ly,hoàn,hành,vi,hung,bạo,nguy,hiểm,kết,thúc,co,giật,năng,rệt,khả,phê,phán,óc,chỉ,còn,được,chân,đơn,giản,đòi,hỏi,kỹ,thuật,cao,hết,phục,vụ,ngoài,bênh,liệt,paranoid,tưởng,theo,dõi,ghen,tuông,hoang,cách,sát
10,0.02925439063576173,,,0.01548479028085773,0.01548479028085773,0.0177076468037636,,,0.02925439063576173,,,,0.03319243708462132,,,0.03785015744036396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043550746440837874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05090008388838493,,,,,,,,,,,,,0.05090008388838493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06125839324460148,0.06125839324460148,0.05090008388838493,0.06125839324460148,0.06125839324460148,0.043550746440837874,0.07896604004836506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,0.017549428984972092,,,,,0.03315497605386329,,,,,,,,,,,,,,,,,,,0.03761809536257084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03315497605386329,,,,,,0.042896845099079164,0.05768676174016959,0.06942617901054834,,,,,,,,,,,,,,,,,,,,,0.05768676174016959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049357512632949595,,0.06942617901054834,0.06942617901054834,0.08949484538814707,0.08949484538814707,0.08949484538814707,0.08949484538814707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.01058137533633935,,,,,,,,0.01058137533633935,,,,,,,,,,,,,,,,,,,0.012005775115714096,,0.018410668640479654,,,,,0.022157291173579258,,,,,,,,,,,,,,,,,,0.018410668640479654,0.03682133728095931,0.018410668640479654,,,0.012005775115714096,0.0157523976488137,0.0211627506726787,0.018410668640479654,0.018410668640479654,0.027380964956859037,,,,,,,,,,,,,,,,,0.009347504124048141,0.01058137533633935,,,,,,,,,,,,,,,,,,,0.0157523976488137,,,0.018410668640479654,,,,,,,,,,,,,,,,,0.018410668640479654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02856218469834481,0.02856218469834481,0.022157291173579258,0.02856218469834481,0.02856218469834481,0.02856218469834481,0.02856218469834481,0.02856218469834481,0.022157291173579258,0.02856218469834481,0.02856218469834481,0.02856218469834481,0.02856218469834481,0.018410668640479654,0.02856218469834481,0.02856218469834481,0.022157291173579258,0.02856218469834481,0.02856218469834481,0.022157291173579258,0.022157291173579258,0.02856218469834481,0.02856218469834481,0.02856218469834481,0.02856218469834481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,0.05090008388838493,,,,,,,0.022834127728404787,,,,,,,,0.01548479028085773,,,,,,,,,,,,,,,,,,,0.06125839324460148,,,,,,,,,,,,,0.03319243708462132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06125839324460148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06125839324460148,0.06125839324460148,,,,,,,,,,,,,,,,,,,,,,,,,0.06125839324460148,,,,,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,0.007742395140428865,0.007742395140428865,0.0088538234018818,,0.01659621854231066,,,,,,0.025450041944192463,0.03062919662230074,,,,,0.01659621854231066,,,,0.01659621854231066,,0.007742395140428865,,,,,,0.01659621854231066,,,,,,,,0.01659621854231066,,,,,,0.03062919662230074,,,,,,,,,,,,0.01659621854231066,0.021775373220418937,0.014627195317880865,,,,,,0.01892507872018198,,,,,0.025450041944192463,,,,,,,,,0.012921549818537137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03062919662230074,,,,,,,,,,0.025450041944192463,,,,,,,,,,,,0.025450041944192463,0.03062919662230074,0.025450041944192463,0.03062919662230074,0.03062919662230074,,,,0.03062919662230074,,,,,,,,,,,,,,,,0.025450041944192463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03948302002418253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.03315497605386329,,,0.008774714492486046,0.017549428984972092,0.03010299956639812,0.024678756316474797,0.01880904768128542,,,,,,,,,,,,,,,,,,0.008774714492486046,0.016577488026931646,,,,0.01880904768128542,,,,,0.03471308950527417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03471308950527417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03471308950527417,,,,,0.03471308950527417,,,0.03471308950527417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08949484538814707,0.08949484538814707,0.04474742269407354,0.04474742269407354,0.04474742269407354,0.03471308950527417,0.04474742269407354,0.04474742269407354,0.04474742269407354,0.04474742269407354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.014229266744571967,0.014229266744571967,0.0162718916575125,,,0.013441206508322957,,,,,,,0.017390612878005068,,0.02098271196664224,,,,,,,,0.007114633372285984,0.013441206508322957,,,,,,,,,,,,,,,,,0.030501158402084463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030501158402084463,,,,0.02338652502979848,,,,,,,,,,,0.0562914964950392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07256338815255169,0.0281457482475196,0.03628169407627584,0.07256338815255169,0.07256338815255169,0.03628169407627584,0.03628169407627584,0.03628169407627584,0.03628169407627584,0.03628169407627584,0.03628169407627584,0.0281457482475196,0.03628169407627584,0.03628169407627584,0.03628169407627584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,0.011445279772807886,0.011445279772807886,0.01308826068104266,,,0.043245620939821684,,,,,,,,,,,,,,,,,0.022890559545615773,0.043245620939821684,,,,0.04906708090770109,,,,,,,,,,,,,,,,,0.032189682151923645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024533540453850543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04527794283296631,,,,,,,,,,,,,,,,,,,,0.11673240702801793,0.09055588566593262,0.037621801134893204,0.058366203514008966,0.04527794283296631,0.04527794283296631,0.04527794283296631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.013762717815574697,0.013762717815574697,,,,,,,,,,,,,0.015693967719175302,,0.018935618116238118,,,,,,,,,,,,,,,,,,,,,,,,,,0.013762717815574697,,,,0.01805762657303034,,,,,,,,,0.04220982566353872,,,0.012129869287998767,,,0.015693967719175302,,,,,,,,,,,,,,,,,0.010715431556835674,0.012129869287998767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013762717815574697,,,,,,,,,,,,,,,,,0.03611525314606068,,,,,,,,,,0.05079964317845001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025399821589225005,,,,,,0.02110491283176936,,0.025399821589225005,0.05079964317845001,0.076199464767675,0.032742016605419665,0.025399821589225005,0.025399821589225005,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,0.005264828695491628,0.005264828695491628,0.006020599913279624,,,,,,,0.01128542860877125,,,0.01286905352972375,,0.007763603427657628,,,,0.01286905352972375,,,,0.005264828695491628,,,0.020827853703164503,0.03461205704410175,,0.01128542860877125,,,,,,,,0.01128542860877125,,,,,,,,,,,,,0.05191808556615263,0.017306028522050876,0.017306028522050876,,,,,0.009946492816158989,,,,,,,,,,,,,,,,,,,,0.008786653876605252,0.009946492816158989,,,,,,,,,,,,,,,,,0.020827853703164503,0.020827853703164503,,,,,,,,,,,,,,,,,,,,0.020827853703164503,,,,,,,,,,,,,,0.017306028522050876,,,,,,0.020827853703164503,,,,0.01128542860877125,,,,,,,,,,,,,,,,,0.029614507579769755,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020827853703164503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020827853703164503,0.017306028522050876,,,,,,,,,,,,,,,,,,,,0.041655707406329005,0.026848453616444123,0.020827853703164503,0.026848453616444123,0.026848453616444123,0.026848453616444123,0.020827853703164503,0.017306028522050876,0.026848453616444123,0.026848453616444123,0.026848453616444123,0.026848453616444123,0.026848453616444123,0.026848453616444123,0.026848453616444123,0.026848453616444123,0.026848453616444123,,,,,,,,,,,,,,,
20,0.022605665491270428,,,,,,,,,,,,,0.03933188300466108,,,,,,,,,,,,0.011965519762480973,,,,,,0.025648701383571025,,,,,,,,0.025648701383571025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019969667901375575,0.022605665491270428,,,,,,,,,,,,,,,,,,,0.03365284952246563,,,,,,,,,,,,,,,,,,,,,,,,,0.04733603114355569,0.04733603114355569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04733603114355569,,,,,0.03933188300466108,,,0.04733603114355569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04733603114355569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09467206228711138,,0.04733603114355569,,,,0.04733603114355569,0.03933188300466108,,,,,,,,,,0.06101921276464574,0.06101921276464574,0.06101921276464574,,,,,,,,,,,,
21,,0.01085137366228005,0.01085137366228005,0.005062335284126565,0.005062335284126565,0.005789038378153485,0.01423774402873546,0.01085137366228005,,,,,0.0217027473245601,,,,,0.029860013183298572,0.016640412040433535,0.01085137366228005,,0.012374089932426682,,,,,,,,,,0.0217027473245601,,,,,,,,0.0217027473245601,,,,,,,,,,,,,,,,,0.016640412040433535,,,,,,,,,,,,,,,,,,,,,,,,0.019127870800305747,,,,,,,,0.016640412040433535,,,,,,,,,,,,,0.020026782406888946,0.016640412040433535,,,,,,,,,,,,,,,,,0.016640412040433535,,,,,,,,,,,,,,,0.03328082408086707,,,,,,,,0.0217027473245601,,,,0.016640412040433535,,,,,,,,0.020026782406888946,,0.016640412040433535,,,,,,,,,,,,,,,,,,,,,,,,0.016640412040433535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020026782406888946,0.020026782406888946,,,,,,,,,,,,,,,,,,,,0.03328082408086707,,,,,,,,,,,,,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.05163164157008485,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427
