,viện,bỏng,sắp,mổ,tạo,hình,vú,và,ghép,ngón,tay,ngày,29,7,quốc,gia,sẽ,áp,dụng,2,kỹ,thuật,mới,lấy,chân,để,vào,bàn,thay,thế,cho,đã,mất,từ,trước,tái,bệnh,nhân,từng,bị,cắt,bỏ,cơ,quan,này,do,ung,thư,các,ca,có,sự,hỗ,trợ,của,chuyên,nhật,bản,được,lần,đó,là,anh,vũ,đình,chứ,43,tuổi,lê,đinh,hoàng,35,họ,đều,cụt,đốt,cái,phải,tai,nạn,lao,động,vai,trò,rất,trọng,đối,với,khả,năng,cầm,nắm,cả,thiếu,hụt,gây,khó,khăn,lớn,trong,sinh,hoạt,bác,sĩ,quang,vinh,khoa,phẫu,biết,tới,viên,tách,1,vị,trí,trỏ,kia,bằng,vi,nối,mạch,máu,gân,nhờ,thể,sống,đảm,nhận,chức,gần,như,bình,thường,dự,kiến,diễn,ra,6,tiếng,theo,tiến,năm,giám,đốc,việt,nam,thực,hiện,nhiều,nhưng,chỉ,chính,đứt,chỗ,thương,tổn,ngay,sau,hoặc,chuyển,một,khác,lâu,phục,hồi,tốt,mảnh,nên,nguy,thải,loại,thấp,đi,nửa,cũng,không,giảm,người,hải,phòng,điều,trị,cách,đây,20,ngực,những,trường,hợp,vậy,vạt,thẳng,bụng,lên,thần,kinh,bảo,da,phương,pháp,nhược,điểm,thoát,thành,hướng,dẫn,nhánh,xiên,nuôi,khá,phức,tạp,kéo,dài,khoảng,8,nếu,công,phần,tuy,tuyến,thông,về,thức,ổn,định,mãi,hành,khi,khối,u,phí,quá,cao,vì,dùng,thuốc,đắt,tiền
10,,,,,,,,,0.017463721155915653,0.013425803947246637,0.015332366053941435,0.03521241833392737,,,,,0.011701108732320591,0.03521241833392737,0.03521241833392737,0.022669501847928153,0.02596872043324585,0.017463721155915653,0.02596872043324585,,,,,0.03000663764191487,,,0.022669501847928153,0.03521241833392737,0.042549554127914085,,,,,,,0.02596872043324585,,,,,,,,,,,0.017463721155915653,,,,,,,,,,,,,,,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,0.042549554127914085,,,,,,,,,,,,0.02596872043324585,,,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,,,0.03000663764191487,,,,,,,,,,,,,,,,,,,,,0.0550924706139133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,0.041912930774197575,,0.03679767852945944,,,,,,0.028082660957569422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047712125471966245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06232492903979005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0720159303405957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08450980400142569,,,,,,0.13222192947339192,0.13222192947339192,0.13222192947339192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,0.029937807695855405,,,,,,,,,,,,,,,0.051439950243282635,,,,,,,,,,0.07294209279070986,,,0.03408008962283303,0.03408008962283303,,,,,0.04451780645699289,,,,,,,,,,,,,,,,0.051439950243282635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07294209279070986,,,,,,,,,,,,,,,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,0.023015663909565665,,,,,,,,,,,,,,0.051439950243282635,0.06036414571530405,,,0.051439950243282635,,,,,,,,,,,,0.08903561291398578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051439950243282635,,,,,,,,,,,,,0.04451780645699289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051439950243282635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.06036414571530405,0.09444423533813709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,0.028329513199904566,0.028329513199904566,0.07682709454675062,,,,,,,,,,,,,,,0.019051332170089804,,,,,,,,,,0.03841354727337531,,,,,0.021687329759984657,0.021687329759984657,,,,,,,,,0.046417695412269915,0.046417695412269915,,,,,,,,,,,0.03273451379117986,,,0.03273451379117986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03273451379117986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03273451379117986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.046417695412269915,0.046417695412269915,0.06010087703335997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,0.016401297115734223,0.016401297115734223,,0.014317580114480939,,,,,,,,,,,,,,,,,,0.03790312123189247,,,,,0.014317580114480939,,,,0.022239422105638337,,,,,,,,0.016401297115734223,,0.012555822492622696,,,,0.012555822492622696,,,0.022239422105638337,,,0.012555822492622696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022239422105638337,0.018951560615946234,,,,,,,,,,,,,,,,0.04447884421127667,0.022239422105638337,0.026873402607103632,,,,0.026873402607103632,0.026873402607103632,,,,0.026873402607103632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026873402607103632,,,,,,,,,,,,,,,,,,,,,,,0.026873402607103632,0.026873402607103632,,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.053746805214207265,0.026873402607103632,0.022239422105638337,0.034795244598261034,0.034795244598261034,0.026873402607103632,0.034795244598261034,0.026873402607103632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039760104559971865,,,,,,0.03492744231183131,,,,,,,,,,,0.06001327528382974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08509910825582817,,,,,,,,,,,,,,,,,,0.08509910825582817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.08509910825582817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.01714665008109421,0.01714665008109421,,0.012954001055958944,,,,0.012954001055958944,0.009979269231951802,,,0.020121381905101352,,,,0.020121381905101352,0.0066863478470403385,0.020121381905101352,0.020121381905101352,0.012954001055958944,0.01483926881899763,0.009979269231951802,0.02967853763799526,0.01714665008109421,,0.01714665008109421,,,,,,,,,,,,,,,,,0.01483926881899763,,,,,,0.011360029874277677,0.011360029874277677,,,,,0.011360029874277677,0.024314030930236617,0.024314030930236617,0.024314030930236617,,,0.020121381905101352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01483926881899763,,,,,,,,,,0.020121381905101352,,,,,,,,,,0.020121381905101352,0.020121381905101352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024314030930236617,,,,,,,0.020121381905101352,,,0.020121381905101352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024314030930236617,0.024314030930236617,0.020121381905101352,,,,,0.048628061860473235,,,,,,,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,0.045339003695856306,,,,,,,,,,0.07042483666785473,,,0.023402217464641183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039760104559971865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08509910825582817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,,,,,,,,,,,,,,,,,,,,,,,
19,,,,0.018135601478342523,0.020774976346596682,0.041549952693193365,0.05633986933428379,,,,,,,,,,0.009360886985856473,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015904041823988746,,,,,0.015904041823988746,0.013970976924732523,,,,0.015904041823988746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020774976346596682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024005310113531898,,,,0.034039643302331266,,,,,,,,,,,,,,,,,0.034039643302331266,,,,,,,,,,,0.028169934667141894,,,,,,,,,,,,,,,0.028169934667141894,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034039643302331266,,,,,,,,,,,,,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.08814795298226129,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,0.017807122582797156,0.011975123078342163,0.017807122582797156,,,,,,,,0.015544801267150733,,,,,,0.013632035849133212,0.013632035849133212,,,0.029176837116283945,0.029176837116283945,,,,,,,,,0.011975123078342163,,,,,,,,0.020575980097313054,,,,,,,,,,,,,,,,,,,0.029176837116283945,,,,,,,,,,,,,,,,,,,,,,,,,,0.020575980097313054,,,,,0.029176837116283945,,,,,,,,,,,,,,,,0.024145658286121623,,,,,,,,,,,,,,,,0.05835367423256789,0.020575980097313054,,,,,,,0.029176837116283945,,,,,,,,0.029176837116283945,,,,,,,,,,,,,,,,,,,0.04829131657224325,,,,,,,,,,,,,,,,,,,,0.029176837116283945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.07555538827050967,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836,0.037777694135254836
