,bí,quyết,làm,đẹp,cấp,tốc,cái,mụn,trứng,cá,mọc,không,đúng,chỗ,lúc,đôi,mắt,sưng,lên,vì,mất,ngủ,da,dẻ,khô,cong,trong,mùa,đông,tất,cả,đều,có,thể,khắc,phục,mấy,khó,khăn,nhờ,những,sản,phẩm,tủ,lạnh,của,nhà,bạn,hãy,nhúng,miếng,bông,vào,sữa,giàu,magiê,cacbonat,để,và,đặt,nhẹ,ngay,dưới,bụng,chờ,vài,phút,rồi,rửa,mặt,bằng,nước,ấm,quầng,bọng,sẽ,giảm,đi,trông,thấy,tạm,thời,che,chiếc,đèn,pin,đỏ,ửng,cách,áp,một,viên,đá,khoảng,60,giây,lau,cho,thoa,concealer,hoặc,phấn,nền,trên,mẹo,biến,đầu,đen,khá,hiệu,quả,là,hòa,thìa,cà,phê,baking,soda,tạo,thành,dung,dịch,sền,sệt,massage,vùng,bị,với,sau,đó,sạch,mát,dứa,vị,cứu,tinh,gái,phải,sở,hữu,lỗ,chân,lông,nở,to,quá,cỡ,lát,mỏng,nghiền,nát,đắp,vòng,15,chất,enzime,tác,dụng,hút,hết,bẩn,nhờn,ô,nhiễm,khi,tiết,trời,trở,nên,hanh,chút,kem,dưỡng,ẩm,bát,lò,vi,sóng,5,trước,hơi,nóng,giúp,thẩm,thấu,nhanh,hơn,sâu,thế,chẳng,còn,sợ,làn,nứt,nẻ,nếu,ở,mũi,khuỷu,tay,gót,hay,gối,bong,tróc,quấn,băng,dính,ngón,quay,ra,ngoài,phần,kéo,tức,thì,tế,bào,chết,tích,tắc,muốn,tươi,sáng,đừng,quên,thường,xuyên,loại,bỏ,các,nhiên,này,chống,chỉ,định,người,nhạy,cảm,chọn,mỹ,thanh,tẩy,hạt,bé,mịn,trường,hợp,ngược,lại,lớn,mật,độ,dày,hạn,như,chiết,xuất,từ,mơ,1,đến,2,điểm,giao,cơ,cần,sự,lột,xác,nói,khác,đánh,bóng,lựa,số,lựu,muối,đường,lưu,ý,4,điều,tắm,trắng,việc,tiến,hành,dùng,theo,xoáy,tròn,tập,trung,bùng,thô,ráp,bàn,nguyên,3,tráng,nhàng,vẫn,body,cream,lotion,giữ,lặp,trình,năm,lần,tuần,đặc,biệt,mỗi
10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03157187364499413,,,,,,0.03157187364499413,,,,,,,,0.02898483082260506,,,,,,,,,,,,,,,,,,0.03762874945799765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06425179522501522,,,,,,,,,,,,,,,,,,,,,,0.18814374728998826,0.09407187364499413,0.09407187364499413,0.09407187364499413,0.09407187364499413,0.09407187364499413,0.09407187364499413,0.09407187364499413,0.09407187364499413,0.09407187364499413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,0.03884258008567499,,,,0.023451571868911687,,,,,,0.021291998009859647,,0.01629516059096471,,,,,,,,,,,,,,,,,,,,,0.01777120867356713,0.026005805612383456,,,,0.021291998009859647,,,,,,0.019421290042837495,0.03884258008567499,,,,,,,,,,0.026005805612383456,,,,,,,,,,,,,,,,,,,,,0.019421290042837495,,,,,0.03884258008567499,,0.033162216890330436,0.029131935064256244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033162216890330436,0.04855322510709374,0.04855322510709374,0.04855322510709374,0.03884258008567499,0.04855322510709374,0.03884258008567499,0.07768516017134998,0.03884258008567499,0.033162216890330436,0.04855322510709374,0.04855322510709374,0.04855322510709374,0.04855322510709374,0.03884258008567499,0.04855322510709374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,0.0177076468037636,,,,0.029714704607053298,,,,,,,,,,,,,,,,,,,,,,,,,,0.03882658460621465,,,,,,0.0354152936075272,,,,,,,,,,,,,,,,,0.053122940411290794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0708305872150544,0.0708305872150544,0.060472277858837846,,,,,,,0.088538234018818,0.088538234018818,0.088538234018818,0.088538234018818,0.088538234018818,0.088538234018818,0.12094455571767569,0.088538234018818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,0.02315615351261394,,0.050773226023511475,0.09262461405045576,,,,,,,,,,,,,,,,,,,,,,0.04237749760619854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06946846053784181,,,,,,,,,,,,,,,0.06946846053784181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11578076756306971,0.09262461405045576,0.09262461405045576,0.11578076756306971,0.06201384415260671,0.11578076756306971,0.11578076756306971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,0.01505149978319906,,,,0.012628749457997652,,,,,,,,,,,,,,,,,,,,,,0.02015449934959718,,0.03010299956639812,,0.033002596915282456,,,,,,0.01505149978319906,,,0.03010299956639812,,,,,,,,0.02015449934959718,,,,,,,,,,,,,,,,,,,,0.03010299956639812,,,,,,,,,,,,,,,,,0.025700718090006087,,,,,,,,,,,,,,,,,,,,0.02257724967479859,,,,,,,,,,,,,,,0.025700718090006087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03010299956639812,0.03762874945799766,0.03762874945799766,0.03010299956639812,0.051401436180012174,0.03010299956639812,0.02257724967479859,0.03010299956639812,0.07525749891599531,0.03762874945799766,0.03762874945799766,0.07525749891599531,0.07525749891599531,0.03762874945799766,0.03762874945799766,0.07525749891599531,0.03762874945799766,0.03010299956639812,0.03762874945799766,0.03762874945799766,0.03010299956639812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,0.09345715669093123,,0.02736636324218011,,,,0.045922725301809644,,,,,,,,,,,,,,0.04215975392378918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08209908972654033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10946545296872044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08209908972654033,0.08209908972654033,0.08209908972654033,0.13683181621090054,0.13683181621090054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,0.0316873679646296,,,,,,,,,,0.02658684096420558,,,,,,,,,,,,,,,0.028995129941083213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0316873679646296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04243052494652037,,,,,,,,,,,,,,,,,,,,,,,,0.047531051946944396,0.047531051946944396,0.047531051946944396,,,0.079218419911574,0.079218419911574,0.079218419911574,0.079218419911574,0.079218419911574,0.079218419911574,0.079218419911574,0.0633747359292592,0.079218419911574,0.079218419911574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,0.03664454427199487,,,0.05473272648436022,,,,,,,,,,,,0.013683181621090055,,0.03000236083207496,,,,,0.05473272648436022,,,0.022961362650904822,,,,,,,,0.02107987696189459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046728578345465614,,,,,,,0.05473272648436022,,,,,,,,,,,,,,,,,,,,,,0.041049544863270164,,,,,,,,,,,,,,,,,,,0.09345715669093123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03664454427199487,,,,,,,,,0.041049544863270164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06841590810545027,0.05473272648436022,0.06841590810545027,0.05473272648436022,0.06841590810545027,0.046728578345465614,0.05473272648436022,0.05473272648436022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,0.0158436839823148,,,,,,,,,,0.02658684096420558,,,,,,,,,,0.04243052494652037,,,,,,0.04243052494652037,,,,,0.0541067749263286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0633747359292592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0541067749263286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0633747359292592,,,,0.047531051946944396,0.047531051946944396,0.047531051946944396,,,,,,,,,,,,,,,,,,,,,0.1267494718585184,0.0633747359292592,0.04243052494652037,0.04243052494652037,0.0633747359292592,0.079218419911574,0.079218419911574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018041070654282357,,,,,,,,,0.03671531155715155,0.02879214192799597,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02357328351091604,,,,,,,,,,,,,,,,,,,,0.021502142547427227,,,,,,,,,,,,,,,,,,,,0.02879214192799597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043004285094854454,,,,,,,,,,,,,,,,0.03671531155715155,,,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,,,,0.043004285094854454,,,,,,,,,,,,,0.043004285094854454,,,,,,,,,,,,,0.02879214192799597,0.02879214192799597,0.043004285094854454,,,0.05375535636856807,0.05375535636856807,0.05375535636856807,0.043004285094854454,0.05375535636856807,0.05375535636856807,0.05375535636856807,0.05375535636856807,0.05375535636856807,0.043004285094854454,0.043004285094854454,0.043004285094854454,0.03225321382114084,0.05375535636856807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11288624837399294,,,0.1007724967479859,,,,,,,,,,,,,,,,,,,,,,,,0.12850359045003043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12850359045003043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11288624837399294,,0.18814374728998826,0.1505149978319906,0.1505149978319906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,0.012041199826559249,,,,,0.048164799306236995,,,,,0.02020599913279624,0.03224719895935549,,,,,,,0.01855029172646724,,,,,,,0.022036298755223244,,,,,0.026402077532225964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048164799306236995,,,,,,,0.048164799306236995,,,,,,,,,,,,,,,,,,,,,,,0.03612359947967774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03612359947967774,,,,,,,,,,,,,,,0.03612359947967774,0.03612359947967774,0.03612359947967774,,,,,,,,,,,,,,,,,,,,,,,0.03224719895935549,0.03224719895935549,,,,,,,,,,,,,,,,,,,,,0.06020599913279624,0.06020599913279624,0.048164799306236995,0.048164799306236995,0.06020599913279624,0.06020599913279624,0.06020599913279624,0.06020599913279624,0.06020599913279624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,0.01308826068104266,,,,,,,,,,0.043926085071296174,0.03505130321669075,,,,,,,,0.04469690102609754,0.03505130321669075,,,,,0.023952498646981783,,,,,,,,,,0.03926478204312798,0.02617652136208532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02617652136208532,,,,,,,,,,,,,,,,,,,,0.03505130321669075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03505130321669075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05235304272417064,,,,,,,,,,,,,,,,,0.05235304272417064,0.05235304272417064,0.03926478204312798,,,,,,,,,,,,,,0.0654413034052133,0.0654413034052133,0.0654413034052133,0.0654413034052133,0.0654413034052133,0.0654413034052133,0.05235304272417064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,0.10280287236002435,,,,,,,,,,,,,,,,,,,,,,0.08061799739838872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12041199826559248,0.12041199826559248,,,,,,,,,,,,,0.15051499783199063,0.15051499783199063,0.15051499783199063,0.15051499783199063,0.12041199826559248,0.15051499783199063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
