,bất,lực,vì,thuốc,trợ,dương,anh,h,42,tuổi,đã,có,vợ,và,một,con,tự,thấy,sự,của,mình,bị,yếu,theo,chỉ,dẫn,người,quen,thường,xuyên,ăn,các,món,nóng,được,truyền,tụng,là,bổ,như,dê,nấu,cay,để,cải,thiện,tình,hình,thế,nhưng,càng,cảm,hơn,tìm,đến,lương,y,huỳnh,văn,quang,chủ,nhiệm,phòng,khám,đa,khoa,thuộc,hội,đông,quận,5,tp,hcm,ông,xem,mạch,cho,biết,cơ,thể,tính,cần,sử,dụng,vị,âm,thì,mới,tác,làm,rõ,rệt,đem,bài,bạn,cùng,cảnh,ngộ,sau,1,tháng,chẳng,những,không,mạnh,lên,mà,còn,lâm,vào,trạng,bi,đát,họ,lại,này,tay,chân,lạnh,rịn,mồ,hôi,nên,phải,chọn,chất,ngược,so,với,khi,thận,chúng,hay,từ,đó,đúng,từng,hạn,thịt,cầy,dinh,dưỡng,hài,hòa,khí,sẽ,sung,mãn,tinh,tràn,đầy,mẽ,xưa,dùng,đậu,phụ,tươi,do,mát,kìm,bớt,quá,mức,cũng,quan,niệm,gì,nấy,phần,nào,hỗ,về,mặt,tâm,lý,liên,cái,nam,giới,rất,nhiều,nhằm,mục,đích,nhũ,lẽ,đàn,vú,gà,ác,tiềm,bắc,quý,trong,đâu,bộ,phận,giống,vật,hiện,nay,lớn,hoặc,mách,bảo,chuyên,môn,vậy,tốn,số,tiền,chữa,chứng,bệnh,nặng,thêm,tạng,trên,dưới,nghe,liền,đi,tráng,đều,đặn,mỗi,tuần,hộp,đeo,cả,sinh,dục,gồm,hai,hoàn,pín,bò,rằng,bàn,gấu,cú,vả,bỏ,ra,vài,trăm,nghìn,đồng,mua,rắn,lấy,máu,rượu,uống,thời,gian,giao,phối,lâu,đá,hiệp,vẫn,sức,bàng,cẩm,thanh,lọc,trị,đau,nhức,thấp,khớp,tốt,tăng,cường
10,,,,,,,0.08714645754672293,0.1296918750639406,,,,0.05516553650690407,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14584354389861667,,,,,0.14584354389861667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,0.04100223340912277,,,,,,,,0.02364237278867317,,,0.0499264288811442,,,,,0.03408008962283303,0.07142857142857142,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045144515336100394,,,0.06250437595655,,,,,,,,,,,,,,,,0.10550866105140445,0.07142857142857142,0.07142857142857142,0.10550866105140445,0.10550866105140445,0.10550866105140445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,0.02751993396212303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061899539950299017,,,,,,0.061899539950299017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,,,,0.0777432239326138,0.0777432239326138,0.0777432239326138,0.05263157894736842,0.061899539950299017,0.04095532896756019,0.05263157894736842,0.0777432239326138,0.05263157894736842,0.061899539950299017,0.0777432239326138,0.0777432239326138,0.0777432239326138,0.0777432239326138,0.0777432239326138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,0.014000762627505338,,,0.012753140128788722,0.018979298789844966,,,,0.016146010684947535,,0.015415200358668429,,,,,,,,,,,,,,,0.02868515265989467,,0.009705853870049698,,0.011637103773650303,,,,,,,,,,,,,,,,,,,,,0.024390243902439025,0.021342957643700002,0.021342957643700002,0.021342957643700002,,,0.018979298789844966,,,,,,,,,,,,,,0.015415200358668429,,,,0.024390243902439025,0.024390243902439025,0.021342957643700002,0.042685915287400004,,,,,0.021342957643700002,,0.024390243902439025,,,,,,0.024390243902439025,0.024390243902439025,,,,,,,,,,,,,,,,,,,0.024390243902439025,0.05737030531978934,0.02868515265989467,0.02868515265989467,0.036027347676089325,0.02868515265989467,0.036027347676089325,0.036027347676089325,0.036027347676089325,0.02868515265989467,0.02868515265989467,0.036027347676089325,0.02868515265989467,0.02868515265989467,0.036027347676089325,0.024390243902439025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,0.00752574989159953,,,,,,0.01654966095207122,,,,,,,,,,,,0.017474250108400473,,,0.014350781693192972,,,,0.01989700043360188,0.017474250108400473,0.023856062735983122,,,,,,0.03921590589602532,,,,,0.01945378125959109,,,,,,,,,,,,0.021876531584792504,0.021876531584792504,0.029402281476392036,0.029402281476392036,0.01945378125959109,,,,,,,,,,,,,,,,,0.021876531584792504,0.025,,,,0.029402281476392036,0.029402281476392036,0.0656295947543775,,0.021876531584792504,,0.025,0.04375306316958501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029402281476392036,,,,,,0.01945378125959109,0.025,0.03692803136799156,0.021876531584792504,0.03692803136799156,0.029402281476392036,0.05,0.03692803136799156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,0.018814374728998825,,,,,,,,,,,,,,,,,,,,,0.03587695423298243,,,,0.02487125054200235,,0.029820078419978902,,,,,,0.0326799215800211,,0.04863445314897773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.054691328961981256,,,,,,,0.0625,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,0.07350570369098008,,,,,,,,,,,,,,0.054691328961981256,,,,,0.0923200784199789,0.14701140738196017,0.0923200784199789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,0.21067440490180184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3920304196852271,,,,,,,,,,,,0.3920304196852271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.05,,,,0.03010299956639812,,,,,,,,,,,,,0.03890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04375306316958501,0.05,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,0.07385606273598312,0.07385606273598312,0.07385606273598312,0.05880456295278407,0.07385606273598312,0.05,0.05880456295278407,0.07385606273598312,0.05880456295278407,0.07385606273598312,0.07385606273598312,0.05880456295278407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,0.01114925909866597,,,,,,,,,,,,,,0.017671157582209718,,,,,,,0.021260417323248845,,,,,,0.017671157582209718,,,,,0.037037037037037035,,,0.057640833361751374,0.04355893552058079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06481935284382963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,0.032409676421914814,,,,,,0.04355893552058079,,,,,,,0.037037037037037035,,,,,,,0.05470819461924675,0.037037037037037035,0.1094163892384935,0.08711787104116157,0.04355893552058079,0.04355893552058079,0.05470819461924675,0.05470819461924675,0.05470819461924675,0.05470819461924675,0.05470819461924675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,0.05113440256763832,,,,,,,0.014391009523540192,,,,,,,,,,,,0.03039000018852256,0.043478260869565216,,,,,,0.017301739507479895,,,,,,,,0.02273385849044946,,,,,,,,,,,,,,,,,,,,,0.03383266306015842,,,,,,,,,,,,,,0.02747927020458285,,,,,,,0.03804614188659566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05113440256763832,,,,,,,,,,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043478260869565216,0.043478260869565216,0.05113440256763832,0.05113440256763832,0.06422266324868098,0.05113440256763832,0.05113440256763832,0.06422266324868098,0.06422266324868098,0.06422266324868098,0.06422266324868098,0.06422266324868098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,0.00813594582875625,,,,,,0.008945762676795255,,,,,,,,0.012895169046477363,,,,,,,,,,,0.02151027073902906,0.018891081198270782,0.025790338092954727,,,,,,0.028263715961099334,0.02702702702702703,0.02103111487523361,,,0.02103111487523361,,,,,,0.02702702702702703,,,,,0.023650304415991894,,,,,,,,,,,,,,,,,,,0.03416341701110301,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05405405405405406,0.03178625024474815,,,,,,,,,,,,,0.03178625024474815,,,,,,,,,,,,,,,,,,,0.03178625024474815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,0.02702702702702703,,0.03178625024474815,,,,,,,,,0.03992219607350439,0.03178625024474815,0.03178625024474815,0.03178625024474815,0.023650304415991894,0.02702702702702703,0.03992219607350439,0.03992219607350439,0.03992219607350439,0.03992219607350439,0.03992219607350439,0.03992219607350439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4771212547196624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,0.022078125681835342,,0.02315615351261394,,,,,,0.01273050842467017,,,,,,,,,,,,,,,,,,,0.015305384948924524,,0.018350817489217786,,0.029928894245524758,,,,0.020110720972320677,,,,,0.029928894245524758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02430858518097714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029928894245524758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038461538461538464,,,,,,0.045234279194449285,,,,,,,,,,,0.038461538461538464,,,,,,,,0.11362471190151249,0.056812355950756246,0.045234279194449285,0.045234279194449285,0.045234279194449285,0.056812355950756246,0.056812355950756246,0.045234279194449285,0.045234279194449285,0.056812355950756246,0.045234279194449285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,0.022961250709108753,,0.012041199826559249,,,,,,0.013239728761656978,,,,,,,0.031126050015345744,0.019084850188786497,,,,0.027958800173440754,,,0.022961250709108753,,,,0.015917600346881503,0.027958800173440754,0.019084850188786497,,,,,,0.020915149811213504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,0.031126050015345744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,0.047043650362227254,,,,,,,,,0.047043650362227254,0.047043650362227254,,,,,,,,,,,,,,,,,,,,,0.059084850188786495,0.059084850188786495,0.047043650362227254,0.047043650362227254,0.059084850188786495,0.047043650362227254,0.059084850188786495,0.059084850188786495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.039203041968522714,0.03333333333333333,0.039203041968522714,0.01913437559092396,,,,,,,,,,,0.02329900014453396,,,,,0.015904041823988746,0.03333333333333333,,,,,,,,,,,,,,0.02593837501278812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039203041968522714,,,,,,,,,,,,,,0.05187675002557624,,,0.03333333333333333,,,,,,,0.03333333333333333,,,,,,,,,,,,,,,,0.02593837501278812,,,,,,0.03333333333333333,,,,,,,,,,,,,,,,,,0.03333333333333333,,,,0.039203041968522714,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,0.039203041968522714,0.039203041968522714,,,,,0.04923737515732208,0.04923737515732208,0.039203041968522714,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,0.01308826068104266,,,,,,,,,0.03039000018852256,,,,,,,,,,,,,,,,,0.06078000037704512,0.020744402379115758,,0.03383266306015842,0.043478260869565216,0.05113440256763832,0.043478260869565216,0.02273385849044946,,,,,,,,,,,,,,,0.043478260869565216,,,,,,,,,,,,,,,,,,,,0.02747927020458285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03383266306015842,,,,,,,,,,,,,,,,,,,,,,,,,,0.03383266306015842,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05113440256763832,,,,,,,,,,,,0.05113440256763832,,,,,,,,,,,,,0.06422266324868098,0.06422266324868098,0.06422266324868098,0.06422266324868098,0.06422266324868098,0.06422266324868098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,0.017394886900839967,,0.009122121080726703,,,,,,0.010030097546709832,,0.019152218627436532,0.021180909222303604,,,,,0.014458219839989772,,,,,,,0.017394886900839967,,,,0.012058788141576897,,,,,,,,,,0.023580340920716474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02651700798156667,,,,,,,,,,,,,,,,0.03563912906229338,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07127825812458675,,,,,,,,,,,,,,0.03563912906229338,0.03563912906229338,,,,0.03563912906229338,0.03563912906229338,,0.03563912906229338,,,,,,,,,,,0.03563912906229338,,,,,,,,,,,,,,0.04476125014302007,0.04476125014302007,0.03563912906229338,0.04476125014302007,0.04476125014302007,0.04476125014302007,0.04476125014302007,0.04476125014302007,0.04476125014302007,0.04476125014302007,0.04476125014302007,0.04476125014302007,0.04476125014302007,0.04476125014302007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,0.018388512168968023,,,,,,,,0.026506736373314577,,,,,,,0.031890625984873265,,,,0.022107778259557644,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,0.06533840328087118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,,,0.06533840328087118,,,,,,,,,,,,,0.05555555555555555,0.06533840328087118,,,,,,,,,,,,,,0.048614514632872224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06533840328087118,0.08206229192887013,0.16412458385774026,0.08206229192887013,0.08206229192887013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
