,lưu,ý,ở,bệnh,nhân,có,lỗ,mở,khí,quản,vĩnh,viễn,những,phải,cắt,bỏ,thanh,do,ung,thư,thường,mất,đi,một,phần,hay,hoàn,toàn,bộ,phận,phát,âm,chính,và,được,thở,vùng,cổ,này,thể,sẽ,tồn,tại,người,học,cách,vệ,sinh,chăm,sóc,nó,để,tránh,nhiễm,trùng,trước,khi,ra,viện,thầy,thuốc,hướng,dẫn,làm,ống,dụng,cụ,hỗ,trợ,nhằm,tạo,đường,hầm,giai,đoạn,đầu,tịt,hẹn,thời,gian,kiểm,tra,khám,lại,rút,số,trường,hợp,đeo,cùng,với,dù,vậy,bắt,tự,thực,hiện,họ,vẫn,bỡ,ngỡ,lúng,túng,vì,chưa,quen,tình,trạng,mới,qua,chứ,không,mũi,hoặc,miệng,như,đây,ho,che,thay,bị,lớp,vảy,nhầy,đóng,bên,ngoài,trong,nguyên,là,sau,cơ,phản,ứng,bằng,tượng,tăng,xuất,tiết,đôi,bít,tắc,đó,nên,dùng,miếng,vải,mềm,to,tẩm,nước,ấm,lau,sạch,nhẹ,nhàng,phía,xung,quanh,nếu,quá,đặc,thì,nhỏ,xịt,loãng,mà,đã,kê,alphachymotrypsine,tuyệt,đối,mảnh,bông,tụt,vào,rất,nguy,hiểm,sống,việc,nơi,nhiều,bụi,tấm,phủ,màn,cotton,chế,sẵn,dành,riêng,cho,lọc,ẩm,chú,giữ,độ,cần,thiết,đặt,chậu,gần,máy,điều,hòa,hơi,phòng,viêm,phổi,nhất,mùa,đông,lá,gây,khiến,bạn,chịu,cảnh,tàn,tật,hơn,nữa,sao,cũng,hít,uống,ít,rượu,hấp,thu,nhanh,dễ,say,ngủ,chăn,ga,giường,bịt,tắm,đậy,các,giọt,khỏi,bắn,sặc,luyện,tập,thao,thậm,chí,bơi,chuyên,larkel,sử,câu,cá,thuyền,luôn,cạnh,rơi,xuống,chết,đuối,bình
10,,,0.0332842859207628,,,0.021711045507129732,0.0036881419044224564,,,,,,0.0373484818057384,0.007167380849142409,,,,,,,,,,0.00947476211123899,,,,,,,,,,,0.010855522753564866,0.0036881419044224564,,,0.010855522753564866,,,,,0.01961687478438854,,,,,,,,,,,,,0.005282113086103724,0.023809523809523808,,,,,,0.014334761698284819,,,,,,,0.01961687478438854,0.01961687478438854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028669523396569637,,0.0166421429603814,,,,,,,,,,0.01961687478438854,0.023809523809523808,,,,,,,,,,,,,,,,,,,,0.03923374956877708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03097690465866622,0.03097690465866622,0.023809523809523808,0.03097690465866622,0.03097690465866622,0.06195380931733244,0.047619047619047616,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.03097690465866622,0.023809523809523808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.017857142857142856,,0.010751071273713613,0.0093371204514346,0.008141642065173649,0.005532212856633685,,0.017857142857142856,,,,0.0093371204514346,0.005375535636856807,,,,0.017857142857142856,,,,,,,,,,,,,,,,0.007106071583429243,0.008141642065173649,0.008298319284950527,,,,,,,,,,,,,,,,,,,,0.0093371204514346,0.003961584814577792,,,,,,,0.021502142547427227,,,,,,,0.014712656088291406,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014712656088291406,,,,,,,,,,,,0.03571428571428571,,0.0249632144405721,0.017857142857142856,,,0.01248160722028605,,,,,,,,,,,,0.008141642065173649,,,,,,,,,,,,,,,,0.010751071273713613,,0.017857142857142856,,,,0.017857142857142856,0.03744482166085815,0.017857142857142856,,,,,,,,,,,,,,,,,,,,,,,,0.010751071273713613,,,,,,0.017857142857142856,,,,0.017857142857142856,,,,,,,0.017857142857142856,0.023232678493999664,0.04646535698799933,0.023232678493999664,0.023232678493999664,0.023232678493999664,0.023232678493999664,0.023232678493999664,0.023232678493999664,0.023232678493999664,0.023232678493999664,0.04646535698799933,0.023232678493999664,0.023232678493999664,0.017857142857142856,0.023232678493999664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0776633338151132,0.0776633338151132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05065910618330271,,0.0776633338151132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.144558888407109,0.1111111111111111,0.144558888407109,0.144558888407109,0.144558888407109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,0.02273385849044946,,,,,,,,0.02273385849044946,0.01308826068104266,,0.03582211917149212,,,0.043478260869565216,0.043478260869565216,,,,0.017301739507479895,,,,,,,,,,,,,,,0.019823128506509757,,,,,,,,,,,,,,,,,,,,,,0.03039000018852256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02617652136208532,,,,,,,,,,,,,0.043478260869565216,,,,,,,,,,,0.019823128506509757,0.043478260869565216,0.03039000018852256,,,,,,,,,,,,,,0.02617652136208532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05656652155060788,0.043478260869565216,0.043478260869565216,0.03582211917149212,0.05656652155060788,0.05656652155060788,0.05656652155060788,0.05656652155060788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032566568260694595,,,,,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,0.0499264288811442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,0.0499264288811442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,0.07142857142857142,,,,,,,0.058850624353165626,,,,,0.058850624353165626,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018088182212365345,0.0207241798022602,,,,0.0207241798022602,,0.031771363833455406,,,,,,,,,,,,,,,0.023767215694560802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02736636324218011,,,0.045454545454545456,0.045454545454545456,,,,,,,,,,,,,,,,,,,,0.0207241798022602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,0.037450397315650856,,,,,0.07490079463130171,,,,,0.05913772707563551,0.05913772707563551,0.11827545415127103,0.05913772707563551,0.05913772707563551,0.045454545454545456,0.05913772707563551,0.05913772707563551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,0.012908496665478598,,,,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,0.012908496665478598,,,,,,,,,,,,,,,,0.0582475003613349,0.0582475003613349,,,,0.01848739580136303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050171665943996864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10841916630533177,0.10841916630533177,0.10841916630533177,0.10841916630533177,0.10841916630533177,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,0.008605664443652399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017211328887304797,,,,,,,,,,,,,,,,0.0388316669075566,,,,,0.012324930534242022,,,,,,,,,,,,,,,0.04577270783023993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,0.03344777729599791,,,,,,,0.0388316669075566,,,,,,,,,,,,,,,,,,,,,,,,,0.03344777729599791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,0.0722794442035545,0.0722794442035545,0.0722794442035545,0.0722794442035545,0.0722794442035545,0.0722794442035545,0.0722794442035545,,,,,,,,,,,,,,,,,,,
18,,,,0.020760689356136633,0.018030301561390953,0.031443583148256855,,,,,,,,0.010380344678068316,,,,,,,,,,0.01372206926455302,,,,,,,,,,0.01372206926455302,0.015721791574128428,,,,,0.041521378712273266,,,,,,,,,,,,,,,,0.018030301561390953,0.007649956883322634,,,,,0.034482758620689655,0.034482758620689655,,,0.10344827586206896,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024102413942621338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028410646239459266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.04486310329875797,0.034482758620689655,0.04486310329875797,0.04486310329875797,0.04486310329875797,,,,,,,,,,
19,,,,,,0.02941496488062738,0.004996837418894942,,,,,,0.01686705629936573,0.009710645021418747,,,,,,,0.022547419494710286,,,,,,,,,,,,,,,0.004996837418894942,,,,,0.022547419494710286,,,0.07973310396235343,,,,,,,,,,,,,0.00715641127794698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019421290042837495,,,,,,,,,,,,,,,,,0.03225806451612903,,,,,0.026577701320784474,,,,,,,,,,,,,,,,,,,,,,,,,0.022547419494710286,,,,,,,,,0.026577701320784474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026577701320784474,,,,,,,,,,0.03225806451612903,,,,,,,,,,,,,,,,,,,,0.03225806451612903,,,,0.041968709537547784,0.041968709537547784,0.041968709537547784,0.08393741907509557,0.041968709537547784,0.041968709537547784,0.041968709537547784,0.041968709537547784,0.041968709537547784,0.041968709537547784
