,thuốc,dân,gian,chữa,bệnh,lở,sơn,những,người,tiếp,xúc,lần,đầu,tiên,với,ta,hoặc,cây,rất,dễ,bị,dị,ứng,loét,cơ,địa,nhạy,cảm,chỉ,cần,va,quệt,nhìn,vào,thùng,để,hở,ngửi,thấy,hơi,cũng,nhựa,chứa,một,chất,đặc,biệt,có,tính,kích,thích,mạnh,gây,viêm,da,chỗ,sưng,đỏ,phỏng,mụn,nước,ngứa,húp,híp,cả,mặt,nứt,nở,chảy,cho,đến,nay,y,khoa,chưa,xác,định,rõ,loại,nào,không,chịu,được,biết,hen,nổi,mày,đay,chàm,mũi,còn,phương,đã,nhiều,trồng,do,thể,quen,nên,mắc,chứng,này,cách,xử,trí,khi,trước,hết,phải,tránh,rửa,lã,gãi,chà,xát,lên,các,tổn,thương,dùng,dung,dịch,làm,dịu,và,diệt,khuẩn,như,tím,pha,loãng,1,4,000,muối,sinh,lý,09,uống,kháng,histamin,chống,giảm,đau,rát,liều,lượng,sử,dụng,bác,sĩ,trong,bài,đơn,giản,hiệu,quả,nhân,sau,đây,kết,hợp,ngoài,hoa,kim,ngân,20,g,cam,thảo,đất,12,sài,40,thổ,phục,linh,bồ,công,anh,vị,ấm,đổ,500,ml,sắc,200,lớn,trẻ,em,tùy,theo,tuổi,chia,2,3,về,lấy,lá,khế,chua,cành,non,vò,nát,nấu,lít,sôi,bỏ,ít,mà,xông,xong,tắm,mỗi,ngày,kg,sen,khô,thanh,đại,25,thạch,cao,sống,50,hoạt,15,vỏ,núc,nác,đem,tất,tán,thành,bột,mịn,trộn,dầu,vừng,bôi,trường,thêm,mai,mực
10,0.036458162252258466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04111588260800111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04111588260800111,,,0.04681647160847501,0.06452411841223861,0.06452411841223861,0.06452411841223861,0.08223176521600221,0.04681647160847501,0.08223176521600221,0.08223176521600221,0.08223176521600221,0.08223176521600221,0.08223176521600221,0.08223176521600221,0.06452411841223861,0.06452411841223861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06185625271001175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13711375162600706,0.13711375162600706,,,,,,,,,,,,0.17474250108400471,0.13711375162600706,0.17474250108400471,0.17474250108400471,0.17474250108400471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0413192505525596,,,,,,,,,,,,,,,,,,,,,0.053058667822938346,0.053058667822938346,,,,,,,,,,,,,,,,,,,,,,,,,0.03685613124385205,,,,,,,,,,,,,,0.0731273342005371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06138791693015835,,,,,,,,,,,,,,,,,,,,0.04659800028906792,,,,,,,,,,,,,,,,,,,,,,0.053058667822938346,0.09319600057813585,0.09319600057813585,0.09319600057813585,0.1863920011562717,0.0731273342005371,0.09319600057813585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0837107958138523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997190920916415,,,,,,,,,,,,,,,,,,,0.0997190920916415,,,,,,,0.0997190920916415,,,,,,,,,,,,,,,,,,,,,,0.07235272884946138,,,,,,,,,,,,,,,,,,,,,0.12708545533382162,0.12708545533382162,0.12708545533382162,0.12708545533382162,0.12708545533382162,0.12708545533382162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0413192505525596,0.06138791693015835,0.0731273342005371,0.0731273342005371,,0.0413192505525596,0.023769821567587508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03685613124385205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06138791693015835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053058667822938346,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06138791693015835,0.0731273342005371,0.09319600057813585,0.09319600057813585,0.09319600057813585,0.09319600057813585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.053894674633773385,,,,0.023845869848001227,,,,,,,,,,0.010757609166958565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012018303666473495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047691739696002454,,,,,0.020017798998964678,,,,,,,,,,,,,,0.017301739507479895,,,,,,,,,0.017301739507479895,,,,,,,,,,,,,,,,,,,0.03460347901495979,,,,,,,,,,,,,0.040035597997929356,,,,,,0.03039000018852256,0.023845869848001227,0.03039000018852256,0.03039000018852256,0.023845869848001227,0.023845869848001227,0.023845869848001227,0.03039000018852256,0.03039000018852256,0.07153760954400368,0.10008899499482339,0.03039000018852256,0.03039000018852256,0.06078000037704512,0.03039000018852256,0.03039000018852256,0.03039000018852256,0.03039000018852256,0.03039000018852256,0.03039000018852256,0.03039000018852256,0.03039000018852256,0.03039000018852256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061221539795698096,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03806538628308416,,,,,,,,,0.0708322118424904,,,,,,,,,,,,,,,,,,,,,0.08437769330831205,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376692341046299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10753384682092598,0.10753384682092598,0.10753384682092598,0.10753384682092598,0.21506769364185196,0.08437769330831205,0.08437769330831205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,0.10329812638139899,,,0.1164950007226698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13264666955734586,,,,,,,,,,,,,,,,,,,,,0.13264666955734586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13264666955734586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2329900014453396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,0.06354272766691081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997190920916415,,,,,,,,,,,,,,,,0.07235272884946138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12708545533382162,0.12708545533382162,0.12708545533382162,0.12708545533382162,0.12708545533382162,0.12708545533382162,0.0997190920916415,0.0997190920916415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.016310230481273523,,,,,,,,,,,,,,0.01302236899158142,,,,,,,,,,,,,,,,,,,0.02094421098273882,,,,,,,,,,0.04188842196547764,,,,,,,,,,,,,,,,,0.02604473798316284,,,,0.02094421098273882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02886605297389622,,,,,0.02094421098273882,,,,,,0.01839394748252681,,,0.02094421098273882,,,,,0.02094421098273882,,,,,,,,0.02886605297389622,,0.02886605297389622,,,,,,,,,,,,,,,,,0.024232072472430925,0.02886605297389622,,,,,,0.02886605297389622,,,,0.02886605297389622,0.02886605297389622,,,,0.024232072472430925,,,,,,,,,,,,,,,,,,,0.02886605297389622,,,,,,,,,,0.03678789496505362,0.02886605297389622,0.02886605297389622,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.02886605297389622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,0.06354272766691081,,,,,,,,,,,,,,,,,,,,,,,,0.0997190920916415,,,,,,,,0.07235272884946138,,,,,,,,,,,,,,,,,0.044986365607281274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997190920916415,,,,,,,,,,,,,,,,,,0.07235272884946138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997190920916415,0.12708545533382162,0.12708545533382162,0.12708545533382162,0.0997190920916415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,0.034432708793799664,0.019808184639656255,,,,,0.0388316669075566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06093944516711425,,,,,,,,,,0.04421555651911529,,,,,0.027491667871116333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04421555651911529,,,,,,,,,,,,,,,,,,,,,0.06093944516711425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06093944516711425,,,,,,,,,0.06093944516711425,0.06093944516711425,,0.1218788903342285,0.06093944516711425,,,,,,,,,,,,,,,,,0.06093944516711425,0.0776633338151132,0.0776633338151132,0.0776633338151132,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06093944516711425,0.2046263897671945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0776633338151132,0.0776633338151132,0.0776633338151132,0.1553266676302264,0.0776633338151132,0.0776633338151132,0.0776633338151132,0.0776633338151132,0.0776633338151132,0.0776633338151132,0.0776633338151132,0.0776633338151132,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,0.0329900014453396,,,,,,,,,,,,,,,,,,,0.053058667822938346,,,,,,,,,,,,,,,,,,,,,,0.053058667822938346,,,,,,,,,0.053058667822938346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0731273342005371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09319600057813585,0.09319600057813585,0.09319600057813585,0.09319600057813585,0.0731273342005371,0.09319600057813585,0.09319600057813585,0.09319600057813585,0.09319600057813585,0.09319600057813585,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05025836078707098,,,,,,,,,,,,,0.044986365607281274,,,,,,,,0.0997190920916415,0.0837107958138523,,,,,,,,,,,,,,,,,,,,,,,,0.0837107958138523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997190920916415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0997190920916415,,,,,,0.12708545533382162,0.12708545533382162,0.12708545533382162,0.12708545533382162
