,thức,ăn,nhân,tạo,hại,nhiều,hơn,lợi,với,sự,phổ,biến,các,thực,phẩm,đóng,hộp,em,bé,được,nuôi,chủ,yếu,bằng,sữa,bò,bột,liền,vitamin,không,ít,người,tin,rằng,những,sản,hiện,đại,và,đắt,tiền,như,vậy,con,mình,đã,có,chế,độ,dinh,dưỡng,tốt,nhất,nhưng,cái,gì,cũng,mặt,trái,của,nó,khi,còn,là,bào,thai,trẻ,hoàn,toàn,thụ,động,thông,qua,hệ,thống,máu,trao,đổi,rau,mẹ,trong,thời,gian,đó,thiện,dần,chức,năng,ra,đời,mới,bắt,đầu,tiêu,hoá,tự,lập,này,chưa,chỉnh,vì,vòng,6,tháng,duy,thích,hợp,bộ,máy,nguồn,rẻ,vệ,sinh,một,vũ,khí,ngăn,ngừa,bệnh,tật,tuyệt,vời,năm,giữa,thế,kỷ,20,ở,nước,công,nghiệp,phát,triển,phong,trào,nhà,cho,bú,bình,tỷ,lệ,giảm,sút,nghiêm,trọng,vài,thập,niên,trôi,thứ,hai,trưởng,thành,giới,khoa,học,lên,tiếng,cảnh,báo,gây,phiền,toái,ích,từ,90,phụ,huynh,tây,âu,lại,quay,về,truyền,tại,thuỵ,điển,98,bà,ngay,thì,đang,việt,nam,đua,nhau,theo,nghĩa,bỏ,việc,để,quan,niệm,lớn,nên,nhớ,cần,trí,tuệ,thịt,phải,chứa,đạm,chỉ,trường,đất,đắc,dĩ,dùng,vật,áp,dụng,chính,sách,khá,ngặt,cấm,bán,lon,trà,chai,núm,ti,đơn,bác,sĩ,sam,chọn,trên,nguyên,tắc,thể,tập,món,dễ,mềm,số,dị,ứng,trứng,tôm,cua,lạc,hoặc,sặc,ngạt,do,nhỏ,cứng,lượng,tức,sử,tinh,gạo,dự,trữ,mỡ,xây,dựng,cơ,hỗ,trợ,khoáng,chất,cung,cấp,nhằm,cân,đối,thu,nhập,nghịch,lý,sức,dạ,dày,thấp,nhu,cầu,calo,kg,cao,gấp,đôi,khác,nào,đáp,đầy,đủ,đa,dạng,bổ,thiếu,đậm,tố,mà,điều,khó,nạp,hết,thừa,tình,trạng,khủng,hoảng,vấn,đề,nan,giải,tuy,nhiên,cầncân,đo,đong,đếm,chi,li,thợ,bạc,tồn,sẽ,bao,nhiêu,quyết,định,lấy,khê,lựa,khiến,mệt,mỏi,họ,sống,luôn,rất,tiện,bàn,tươi,ngon,phần,bảo,quản,nếu,tiệt,trùng,tia,cực,tím,làm,tải,chắc,chắn,đến,lúc,chứng,minh,muộn,mắt,nhại,đồ,thường,nhuộm,màu,gan,loại,chúng,kể,độc,ba,bị,thất,thoát,bù,ai,nghĩ,nơi,dung,toán,giản,cẩn,thận,thiên,thiết,kế,tiếp,nhận,giống,quá,trình,chuyển,biết,đừng,mạo,hiểm,tư,sẵn,nhai,nuốt,hàm,răng,kém,đi,miệng,nhanh,hội,bọt,nhào,trộn,gánh,nặng,đảm,xơ,táo,bón,ví,dụ,cây,vừa,uống,quả,tăng,nguy,sâu,hỏng,sao,nằm,lâu,tiết,trung,hoà,huỷ,bớt,acid,thủ,phạm,mòn,men,kiện,chải,sạch,bám,chỗ,tốc,tính,giây,đọng,tái,diễn,chán,dẫn,suy,béo,phì
10,,,,,,,0.03563912906229338,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03563912906229338,,,,,,,,,,,,,0.01659704027288999,,,,,,0.02827433970816324,,,,,,,,,0.024966931543767237,,0.018244242161453407,,,,,,,,,0.03270246200144318,0.03563912906229338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03563912906229338,,,,,,,,,,,,,0.05654867941632648,0.08952250028604014,,,,,,,0.05388337122374678,0.05388337122374678,0.05388337122374678,0.05388337122374678,0.049933863087534475,0.03942515138375701,0.05388337122374678,0.05388337122374678,0.05388337122374678,0.05388337122374678,0.04476125014302007,0.05388337122374678,0.05388337122374678,0.05388337122374678,0.05388337122374678,0.03563912906229338,0.05388337122374678,0.05388337122374678,0.05388337122374678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,0.03495831042509509,,,,0.028826438368703664,,,,,0.04095532896756019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0777432239326138,,,,,0.04605585596798421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06847526292968321,,,,,,,,,,,,,,0.03678789496505362,0.049108063703651936,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,0.0935869079149286,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.0935869079149286,0.04095532896756019,0.0935869079149286,0.056799012949874994,0.0935869079149286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05187675002557624,,,,,,,,,,,,,,,,,,0.05492724939628792,,,,,,0.07194541640317499,0.09847475031464416,,,,,,,,,,,0.05833741755944667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08673533304426542,,,,,,,,,,,,,,,,,,,,,,,,0.04659800028906792,0.06220354735795912,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,0.07840608393704543,0.1185434166922429,0.1185434166922429,0.1185434166922429,0.09847475031464416,0.09847475031464416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.010863178334617314,,,,,,,,,,,0.022232892868104103,,,,0.02665866315341105,,,,,,,,0.02354024974126625,,,,,,,,,,,,,,,,,,,0.022232892868104103,,,0.01564863797158199,,,,,,,,,,,,,,,0.02354024974126625,,0.01720171403794178,,,,,,,,,,,,,,,,0.02500175038262,0.05000350076524,,,0.05714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037172285590399465,0.02500175038262,,,0.03360260740159089,0.03360260740159089,,,,0.01997057155245768,0.02665866315341105,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02857142857142857,,0.037172285590399465,0.037172285590399465,0.037172285590399465,,0.022232892868104103,,,,,,,,,,0.01997057155245768,0.04220346442056178,0.050804321439532674,0.050804321439532674,0.050804321439532674,0.04220346442056178,0.03360260740159089,0.050804321439532674,0.04220346442056178,0.03360260740159089,0.021050244720726245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.015842135071316918,,,,0.034329530872679946,,,,,,,,,,,0.03887721709872445,,,,,,,,0.06865906174535989,,,,,,,0.03242296876598515,,,,,,,,,,0.034329530872679946,,0.0648459375319703,0.0615467189466526,,,,,,,,,,,,,,,,0.054209583152665886,,,0.025085832971998432,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04496588525198437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02912375018066745,0.03887721709872445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16262874945799766,,,,,,,,,,,,,,,,,,,,,,0.030698273551059106,0.07408963543265182,0.07408963543265182,0.08333333333333333,0.03887721709872445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,0.14701140738196017,,,,0.10298859261803985,0.16262874945799766,,,,,,0.09726890629795545,,0.07350570369098008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.0752574989159953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09209482065317733,,,,0.058315825648086676,0.11113445314897773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,0.029425312176582813,0.04200325925198862,,,,,,,,,,,,,,,,,,0.058850624353165626,0.09293071397599866,,,,,,0.05558223217026026,,,,,,,,,,,,0.02779111608513013,,,,,,0.06664665788352762,0.045144515336100394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04200325925198862,0.04200325925198862,,,,0.0499264288811442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05262561180181561,,,,0.03332332894176381,,0.07708437471768749,0.06350540179941584,0.06350540179941584,0.06350540179941584,0.026312805900907805,0.05275433052570223,0.05275433052570223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,0.05488548296290511,,,0.06918183876798126,,,,0.04846522005554816,,,,,,,,,,,,,,,,,,,,,,0.03221778405913939,,,,,,,,,,,,,,,,,,,,0.021363406024283858,,,,0.08688948557174485,,,,,,,,,,,,,,,,,,,,0.06348124976750734,,,,,,,,,,,,,,,,0.06918183876798126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043338739130906974,,,,0.05488548296290511,,,,,,,,,0.06348124976750734,0.10459713237550845,0.10459713237550845,0.10459713237550845,0.10459713237550845,0.10459713237550845,0.10459713237550845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,0.02112586515241843,,,,,,,,,,,0.023924441291522738,0.023924441291522738,,0.013407147314880451,,,,,0.0633775954572553,,,,,,,,,,,,,0.033359743478563623,0.028087298923352287,,,0.02112586515241843,,,,0.02564102564102564,,,,,,,,,,,,,,0.022437468292094875,,,,,,,0.009312253908021168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016205723453984758,,,,,,,,,,,,,,,0.022437468292094875,,,,,,,,,,,,,,,0.07574980793434166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02767131400122115,,,,,,,,,0.03787490396717083,,,,,0.030156186129632855,,,,,,,,,,,,,,,,,0.02767131400122115,,,,,,,0.04559362180470881,0.033359743478563623,0.033359743478563623,0.04559362180470881,0.04559362180470881,0.04559362180470881,0.04559362180470881,0.09118724360941761,0.04559362180470881,0.04559362180470881,0.04559362180470881,0.04559362180470881,0.04559362180470881,0.03787490396717083,0.04559362180470881,0.04559362180470881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.03456465833741873,,,,,,,0.09090909090909091,,,,,0.10691738718688013,0.08482301912448971,,,,,,,,,,,,,,,,,,,,0.06038253618880062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03301617294662051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11827545415127103,0.10691738718688013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09810738600432954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16165011367124033,0.1342837504290602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.047526405213950754,,,,,,,,,,,,,,,,0.058315825648086676,,0.0326799215800211,,,,,,,,,,,,0.04863445314897773,,,0.041512993629800425,,,,,,,,,,,,0.0342313955628356,,,,,,,,,0.0923200784199789,0.058315825648086676,,,,,,,,,,0.0226986189008016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04368562527100118,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11113445314897773,0.0923200784199789,0.11113445314897773,0.04604741032658866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,0.01810529722436219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03162894752746699,,,,,,,,,,,,,,,,,,,0.04443110525568508,,,,,,,,,,,,,0.01729418582918217,0.05138958314512499,,,,,,0.056004345669318153,,,,,,,,,,,0.07033910736760296,,0.06195380931733244,0.03923374956877708,,,,,,0.08886221051137017,0.0332842859207628,,,,0.047619047619047616,,0.056004345669318153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04443110525568508,,,,,,0.03508374120121041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0846738690658878,0.0846738690658878,0.06195380931733244,0.07033910736760296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,0.013578972918271643,,,,,,,,,,,,0.04200325925198862,0.03332332894176381,,,,,,,,,,,,,,,0.0249632144405721,,,,,,,,,0.03912159492895497,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012970639371886628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022572257668050197,,,,,,,,,,,,,,,,,,,,,,,0.0249632144405721,,,,,,,,,,,,,,,,,,,,,,,,0.08400651850397724,,,,,,,,,,,,,,,,,,,,0.0249632144405721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09293071397599866,,0.04200325925198862,0.06350540179941584,0.05275433052570223,0.06350540179941584,0.06350540179941584,0.06350540179941584,0.06350540179941584,0.05275433052570223,0.06350540179941584,0.06350540179941584,0.05275433052570223,0.12701080359883168,0.06350540179941584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,0.02665866315341105,,,,,,,,,0.04220346442056178,,0.04220346442056178,,,,,,,,,,0.03129727594316398,,,0.02354024974126625,,,,,,,,,,,,,,,,,,,,,,,,,0.010376511497509303,,,,,,,,,,,,,,,0.03360260740159089,,,,,,0.02354024974126625,,,,,,,,,,,,,,,,,,,,,,0.04220346442056178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04220346442056178,,,,,,,,,,,0.08420097888290498,,,,,,0.030833749887074997,,,,,,0.04220346442056178,,,,,,,,,0.037172285590399465,,,,,,,,,,,,,,,,,,,,0.021050244720726245,,,,,,,,,,,,,,,,,,0.022232892868104103,0.050804321439532674,0.04220346442056178,0.050804321439532674,0.050804321439532674,0.050804321439532674,0.050804321439532674,0.10160864287906535,0.050804321439532674,0.050804321439532674,0.021050244720726245,0.050804321439532674,0.050804321439532674,0.050804321439532674,0.022232892868104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,0.04692092374120108,,,,,,0.05656652155060788,,,0.03383266306015842,,,,,,,0.02273385849044946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03582211917149212,,,,,,,,,,0.043478260869565216,,,,,,,,0.05656652155060788,0.05113440256763832,,,,,,,0.02747927020458285,,,,,,,,,,,,,,,,,,,,,,,,,,0.06422266324868098,0.06422266324868098,,,,,,,,,0.03582211917149212,,,,,,,,,,,,,,,,,,,,,,,0.04692092374120108,,,,,,,,,,,,,,0.05113440256763832,,,,,,,,,,,,,,0.032032981096757326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03383266306015842,,,,,,,,,,,,,,,0.06422266324868098,0.06422266324868098,0.07731092392972364,0.07731092392972364,0.06422266324868098,0.06422266324868098,0.07731092392972364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,0.03332332894176381,,,,,,,,,,,,,,0.02779111608513013,,,,,,,,,,,,,,,0.019560797464477486,,,,,,,0.03332332894176381,,,,,,0.031252187978275,,,,0.021502142547427227,,,0.012970639371886628,,,,,,,,,,,,,,,,,,,,,0.029425312176582813,,,,,,,,,,,,,,,,,,,,,,,,,,0.022572257668050197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02779111608513013,,,,,,,,,,,,,,,,,,,,,,,0.03571428571428571,,,,,,,,0.05275433052570223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08400651850397724,,,,,,,,,,,,,0.02779111608513013,,,,,,,,,,,,,,,,,,,,,,0.06350540179941584,0.05275433052570223,0.05275433052570223,0.05275433052570223,0.05275433052570223,0.05275433052570223,0.038542187358843745,0.038542187358843745,0.06350540179941584,0.06350540179941584,0.06350540179941584,0.06350540179941584,0.06350540179941584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,0.08646125004262707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07022480163393395,,,,,,0.10367257892993187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11990902733862498,,,,,,,,,,,,,0.16412458385774026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08646125004262707,,,,,,,,,,,,,,0.11990902733862498,0.11990902733862498,,,,,,0.144558888407109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.03699241847635664,0.028163795682341185,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02588777793837107,,,,,,,,,,,,,,,,,0.02028527144464332,,,0.034557526309977285,0.023408267211311316,,,,,,,,,,,0.030515138553493287,,,,,,,,,,,,,,,,,,,0.032409676421914814,,,0.07407407407407407,,,,,,,,,,,0.02588777793837107,,,,,,,,,,,,,,,,,,,0.023408267211311316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030515138553493287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027287354267608095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027287354267608095,,,,,,,0.05470819461924675,,,,,,,,0.05470819461924675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039969675779541664,0.039969675779541664,,,,,,,0.04818629613570301,0.06585745371791273,0.06585745371791273,0.037037037037037035,0.05470819461924675,0.04355893552058079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,0.047534431389121605,,,,,,,,,,,,,,,0.03019126809440031,,,,,,,,,,,,0.049791120818669966,,,,0.057456655882309596,,,,,,,,,,,,,,,,0.03301617294662051,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08482301912448971,0.06354272766691081,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07490079463130171,,,,,,,,,,,,,,,,,,,,,0.035370511381074714,,,,,,,,,,0.031771363833455406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035370511381074714,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16165011367124033,0.04905369300216477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
