,cai,thuốc,lá,bằng,mật,ong,qua,thực,tế,nhiều,năm,dùng,nọc,với,liều,rất,nhỏ,để,chữa,một,số,bệnh,các,lương,y,nhận,thấy,nó,còn,có,tác,dụng,tốt,nghiện,cách,đây,trên,200,bác,sĩ,người,đức,samuel,haneman,đã,đưa,ra,liệu,pháp,vi,lượng,đồng,căn,3,nguyên,tắc,lấy,như,đốt,sưng,lên,tấy,sử,cơ,thể,khoẻ,mạnh,bình,thường,phòng,chính,ông,cũng,trị,đau,đớn,hiệu,quả,tổ,chức,thế,giới,từng,khuyến,cáo,nên,loại,cho,những,thông,bụng,cảm,cúm,ho,sốt,cao,này,được,ví,chìa,khoá,mở,cánh,cửa,đồ,sộ,hay,vũ,khí,nhất,trong,cuộc,chiến,chống,độc,tố,sách,hướng,dẫn,về,thiệu,kể,thầy,thủ,phạm,gây,là,chất,nicotin,mỗi,khi,hít,vào,phổi,thâm,nhập,máu,não,bộ,rồi,nằm,gọn,tuyến,yên,làm,tăng,sự,thèm,muốn,hút,không,ta,nhạt,mồm,buồn,bực,khó,chịu,tinh,thần,sảng,khoái,yêu,đời,vì,bỏ,sức,sa,sút,mắc,họ,mới,cần,thiết,thì,tự,kẹo,bimin,theo,sau,uống,hỗn,hợp,pha,chanh,hoặc,quất,và,nước,lọc,tỷ,lệ,1,thìa,cà,phê,2,5,đun,sôi,nguội,trước,bạn,điếu,10,cốc,ngày,sẽ,giải,lưỡi,quen,dần,ngọt,ngon,của,thay,khét,đắng,15,giảm,đến,hoàn,toàn,lưu,ý,tiểu,đường,nặng,hàng,chục,ngoài,con,huyệt,bách,hội,thiên,đột,phế,du,khử
10,,0.011358066964390904,0.023603391864159648,,,,,,,0.07490079463130171,,,,,,,,,,,,,,,,,,,,,,,,0.03617636442473069,,,,,,,0.02736636324218011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909091,,0.07490079463130171,,,,,,,,,,,,,,0.09090909090909091,0.06354272766691081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.006941040922683329,0.014424295028097561,,,,,,,,,,,,,,,,,,,0.022107778259557644,,,,,0.06689555459199582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,0.029048819182240976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388316669075566,0.0722794442035545,0.0722794442035545,0.0722794442035545,0.0722794442035545,0.0722794442035545,0.05555555555555555,0.05555555555555555,0.0722794442035545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,0.04421555651911529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06689555459199582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0776633338151132,,,,,,,,,0.289117776814218,0.144558888407109,0.144558888407109,0.144558888407109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.0026028903460062485,0.005409110635536585,,0.021786614386680732,0.018814374728998825,,,,,,0.008290416847334116,,0.009498582409369257,,,,0.009498582409369257,,,,,,,,,,,,0.010893307193340366,,,,0.008290416847334116,0.017164765436339973,,,,,,0.006271458242999608,,,,,,,,,,,,,,,,,,,,,,,,0.020833333333333332,,,,,,,,0.020833333333333332,,,,,0.017164765436339973,,,,,,,,,,,0.014561875090333725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020833333333333332,,,,,,,0.027104791576332943,0.014561875090333725,0.012542916485999216,0.017164765436339973,0.017164765436339973,0.027104791576332943,0.054209583152665886,0.054209583152665886,0.054209583152665886,0.020833333333333332,0.054209583152665886,0.027104791576332943,0.027104791576332943,0.027104791576332943,0.041666666666666664,0.054209583152665886,0.027104791576332943,0.027104791576332943,0.027104791576332943,0.017164765436339973,0.027104791576332943,0.027104791576332943,0.027104791576332943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.006941040922683329,0.014424295028097561,,,,,,,,,,,0.025329553091651354,,,,,,,0.05555555555555555,,,,,,0.03344777729599791,,,,,,,,,,,,,,,,,,,,,,,,0.025329553091651354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029048819182240976,,,,,,,,,,,,,,,,,0.05555555555555555,,0.0388316669075566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03344777729599791,,,,,,,,,,,,0.05555555555555555,,,,,0.04577270783023993,,,,0.0722794442035545,0.05555555555555555,0.0722794442035545,0.04577270783023993,0.0722794442035545,0.0388316669075566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,0.02751993396212303,0.0158436839823148,,,,,,,,,,,,,,,,,0.02094421098273882,,,,,,,,,,,0.02094421098273882,,,,,,,0.0158436839823148,,,,,,,,,,,,,,,,,,,,0.04336361794443783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02751993396212303,,,,0.05263157894736842,0.05263157894736842,,,,,,,,,,,,,0.03678789496505362,,0.02751993396212303,,0.03678789496505362,,,,0.05263157894736842,0.08672723588887565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,0.0316873679646296,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,0.06847526292968321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.0065757229793842065,0.01366512160556611,,0.02751993396212303,0.0158436839823148,,,,,,,,0.023996418718406545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08672723588887565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,,0.06847526292968321,0.06847526292968321,0.05263157894736842,0.06847526292968321,0.06847526292968321,0.13695052585936643,0.06847526292968321,0.06847526292968321,0.06847526292968321,,,,,,,,,,,,,,,,,,,,,,
17,,0.0036746687237735275,0.007636391485463415,,,,,,,,,0.011704117902118753,,,,,,,,,,0.011704117902118753,,,,,,,,,,,,,,,0.02423261002777408,,,,0.0088538234018818,,,,,,,0.02423261002777408,0.02423261002777408,,0.013409763401462481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04846522005554816,,,,,,,,,0.029411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015378786625892283,,,,,,,,,,,,,,,,,,,0.020557941304000554,0.02423261002777408,,,,,,,,,,,,,,,0.020557941304000554,,,,,,,,,,,,,,0.020557941304000554,0.0177076468037636,0.02423261002777408,0.02423261002777408,,,,,,,,,,,,,,,,,,,,0.029411764705882353,,0.02423261002777408,,0.020557941304000554,0.020557941304000554,,,,0.029411764705882353,,,,,,,0.029411764705882353,0.038265588107764155,0.038265588107764155,0.038265588107764155,0.038265588107764155,0.038265588107764155,0.038265588107764155,0.038265588107764155,0.038265588107764155,,,,,,,,,,,,,
18,,0.0037860223214636344,0.007867797288053216,,0.015844810463040534,0.018244242161453407,,,,,0.021180909222303604,,,,,,,,,,,,0.012058788141576897,,,,,,,,,,,0.012058788141576897,0.024966931543767237,,,,,,0.009122121080726703,,,,,,,,,,,,,0.030303030303030304,,,,,0.030303030303030304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024966931543767237,0.021180909222303604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021180909222303604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030303030303030304,,,,,,,,0.018244242161453407,0.024966931543767237,0.024966931543767237,,,,,,,,,,,,,,,0.024966931543767237,,,,,,,,,0.021180909222303604,,,,,,,,,,,,,,,,,,,,,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,
19,,0.007349337447547055,0.01527278297092683,,,0.0177076468037636,,,,,,,0.030757573251784565,,,,,,,,,,,,,,,,,,,,,0.023408235804237506,,,,,,,0.0177076468037636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030757573251784565,,,,,,,,,,,,,,,,,0.04846522005554816,0.04111588260800111,,,,,,,,,0.04846522005554816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04111588260800111,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,0.04846522005554816,,0.04111588260800111,0.04111588260800111,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,0.07653117621552831
