,công,nghệ,led,giúp,màn,hình,sáng,và,tiết,kiệm,điện,chất,lượng,ảnh,trên,hiển,thị,tinh,thể,lỏng,máy,tính,xách,tay,tv,các,thiết,bị,tử,khác,sẽ,được,nâng,lên,đáng,kể,với,chiếu,nền,mới,cho,dải,màu,rộng,hơn,sắc,nét,tạo,ra,độ,tương,phản,khiến,mỗi,điểm,light,emitting,diode,là,một,cực,nhỏ,phát,do,sự,vận,động,của,electron,bên,trong,môi,trường,bán,dẫn,để,toàn,bộ,đèn,phải,xếp,ứng,1,ma,trận,việc,sắp,như,vậy,phép,điều,chỉnh,chính,xác,đến,từng,mang,lại,tốt,loại,bỏ,hiện,tượng,lệch,tại,góc,mà,lcd,bằng,huỳnh,quang,ccfl,thường,gặp,ngoài,bóng,tiêu,tốn,ít,năng,những,tuy,nhiên,càng,lớn,cần,nhiều,giá,thành,vì,thế,cũng,leo,thang,mức,chóng,mặt,sản,xuất,nguyên,nhân,nay,vẫn,chưa,phổ,biến,người,sử,dụng,số,tiền,gấp,2,hoặc,3,lần,có,chiếc,này,so,chi,phí,sở,hữu,thông,chuyên,gia,khẳng,định,giảm,xuống,khi,thực,thâm,nhập,vào,đam,mê,hàng,hi,tech,đã,sẵn,sàng,trả,phẩm,xưởng,tăng,nhất,cả,hạ,quá,trình,còn,tiếp,tục,diễn,nhà,cạnh,tranh,mở,quy,mô,giành,phần,đó,gọi,luật,giọt,nước,trickle,down,rất,cao,chỉ,dùng,cấp,chịu,vượt,trội,sau,dòng,trở,suối,chứ,không,trước,tất,đều,phụ,thuộc,cung,cầu,nào,muốn,vật,mình,nithi,nithipalan,giám,đốc,hành,hãng,tekcore,đài,loan,nói,di,đầu,tiên,nên,lý,dễ,dàng,đối,từ,10,inch,cách,biệt,về,chơi,game,playstation,portable,sony,ví,dụ,điển,nữa,thủ,luôn,khắt,khe,thêm,vài,bắt,lĩnh,vực,bàn,mẫu,phong,vaio,pc,t,s,họ,nhóm,theo,nửa,năm,c,liu,phó,trung,tâm,au,optronics,nhận,chuẩn,laptop,quan,trọng,cường,đánh,ngốn,pin,ông,kỹ,thuật,chùn,chân,dù,đây,kích,thước,đội,áp,qualia,005,nhưng,khách,lắm,ngả,mũ,chào,thì,mắt,23,dành,riêng,dân,kế,đồ,họa,42,giới,thiệu,thu,hút,đắt,chúng,tôi,lai,mina,naito,đại,diện,tokyo,ty,82,hội,chợ,ces,dự,đoán,lấn,sang,thoại,bản,thân,tư,200,triệu,usd,kịp,nhịp,nhu,đang
10,,,,,,,,,,,,,0.044535130346287026,,,,,,,,,,,,,,,,,,0.0375940894236037,,,,,,,,,,,,,,,,,,,0.061259018994285985,,,,,,,,,,0.0375940894236037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05431797807160265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025880013572776295,,,,,,,0.0710418667196016,,,0.029910606192143613,0.044535130346287026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04893408846004396,,0.05431797807160265,0.044535130346287026,,,,,,,,,,,,,,0.0375940894236037,0.08776575536760056,0.0710418667196016,0.061259018994285985,0.05431797807160265,0.05431797807160265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,0.033877445856953514,,,,,,,,,0.019253936560353284,,,,,,,,,,,,,,,,,,0.04241009007296722,,,,,0.033877445856953514,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028257136792405897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017916932473460514,,,,,,,,,,0.04141468549681424,0.061664026633320504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030832013316660252,,,,,,,,,,,,,,,,,,,0.03760475404957107,0.03760475404957107,0.049182830805878035,0.06076090756218501,0.03760475404957107,0.04241009007296722,0.049182830805878035,0.049182830805878035,0.06076090756218501,0.06076090756218501,0.049182830805878035,0.04241009007296722,0.06076090756218501,0.06076090756218501,0.06076090756218501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06255410871774852,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06766936096248666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11026623418971478,,,,0.1278753600952829,0.15797835966168103,0.1278753600952829,0.11026623418971478,0.1278753600952829,0.15797835966168103,0.15797835966168103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.015169768199066222,0.016314876104805608,,,,,,,,,,,,,,,,,,,,0.024291889279792925,,,,,,,,,0.020505866958329292,0.018955790520529855,,,,,,,,0.06682802072103926,,,,,,,,,,,,,,,,,,,,0.020505866958329292,,,,,,,,,,,,,,,,0.022263198684925857,,,,,,,,,,,,,,,,,,,,,,,,,,0.024291889279792925,,,,,,,,,,,,,,,0.038750109119782696,,0.03341401036051963,0.029627988039055992,0.044526397369851714,,,,,,,0.014116371039696162,,,,,,,,,,,0.024291889279792925,,,,,,,,0.029627988039055992,,,0.038750109119782696,0.0266913209782058,,,,,,0.059255976078111984,,,,0.038750109119782696,,,,,,,,,,,0.024291889279792925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047872230200509396,0.0533826419564116,0.047872230200509396,0.047872230200509396,0.03341401036051963,0.047872230200509396,0.047872230200509396,0.047872230200509396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.017878655377470905,0.01922824683780661,,,,,,0.017878655377470905,,,,,,,,,,,,,,,,,,0.017878655377470905,,,,,,0.022340753113481614,,,,,,,,,,,,0.03938079792489813,,,,,,,,,,,,,,,,,,0.03491870018888742,,,,,,,,,,,,,,,,,,,,,,,,,,0.045669771462601025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028629726651184517,,,0.01663715158249905,0.03145762829574255,,,,,,,,,0.01922824683780661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03491870018888742,,,,,,,,,,,,,,,0.024167628915173805,,,,0.03491870018888742,0.03491870018888742,,,,,,,,,,0.045669771462601025,,,,,0.09133954292520205,,,0.03938079792489813,,,,,,,,,,,,0.045669771462601025,0.07876159584979626,0.03491870018888742,0.05642084273631465,0.05642084273631465,0.045669771462601025,0.045669771462601025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.007342195016194664,,,,,0.012209813428516717,,,,0.026894203460906044,0.019552008444711378,,,,,,,,,,,,,,,,,,,,0.03118911221836168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016504722185972355,,,,,,,,,,,,,,,,,,,,,,,0.026894203460906044,,,,,,,,,,,,,,0.019552008444711378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013131485645331344,0.019552008444711378,,,,,,,,0.023846917202167018,0.017919159917135448,0.02828212666423464,,,,,,,,,,,,,,,,,0.03118911221836168,,,,,,0.019552008444711378,,,,0.021483258348311985,,,,,,,,,,,,,,0.023846917202167018,,,,,,,,,,,,0.026894203460906044,,,,,,0.03118911221836168,,,,,,0.021483258348311985,,,,,,,,,,,,,,0.03853130723455635,0.03853130723455635,0.03853130723455635,0.03853130723455635,0.03853130723455635,0.03118911221836168,0.03853130723455635,0.03853130723455635,0.03853130723455635,0.03853130723455635,0.03118911221836168,0.03118911221836168,0.026894203460906044,0.026894203460906044,0.03118911221836168,0.021483258348311985,0.026894203460906044,0.03118911221836168,0.03118911221836168,0.03853130723455635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,0.013683181621090055,,,,,0.022754652298599333,,,,,,,,,,,,,,,,,,,0.030758800437493936,0.03643783391968939,,,,,,,,,,,0.02635379984621864,,,,,,,,,,,,,,,,,,,,0.030758800437493936,,,,,,,,0.04444198205858399,,,,,,,,,,,,,,,0.04444198205858399,,,,,,,,,,,,,,,,,,,,0.03643783391968939,,,,,,,,,,,,,,,,,,,0.03339479802738879,,,,,,,,,,,,,,,,,,0.03643783391968939,,,,,,0.05812516367967404,0.05812516367967404,,0.03339479802738879,0.05270759969243728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03339479802738879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04444198205858399,,,,,,,,,,,,,,,,,,,,,,,,,0.05012101554077945,0.0400369814673087,0.05012101554077945,0.0718083453007641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.016723888647998956,,0.025880013572776295,0.02242735208672938,,,,,,,,,0.044535130346287026,,,,,,,,,,,0.027811241698288074,0.0375940894236037,0.044535130346287026,,,,,,,,,,,,,,,,,0.0375940894236037,,,,,,,,,,,,,,0.0375940894236037,,,0.05431797807160265,,0.0710418667196016,,,0.05431797807160265,,,,,,,,,,,,,,,0.05431797807160265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032210199812045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061259018994285985,,,,0.08776575536760056,0.08776575536760056,0.08776575536760056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,0.010380344678068316,,0.016063456700343908,0.013920425433142375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04314076463293002,,0.01999253781437276,,,,,,,,,0.038022839375763715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05528498939539079,,,,,,,0.038022839375763715,,,,,,,,,,,,,,,,,,,,,,,,0.0440949517569941,0.0440949517569941,0.0440949517569941,,,,,,,,,,,,,0.027642494697695395,,,0.016063456700343908,,,,,,,,,,,,,,,,,,,,0.025333984710432873,0.01999253781437276,,,,,,,,,,,0.03037288249244108,,,,,,,,,,,0.03371460707892578,,,,,,,,,,,,,,,,,,,,,0.03371460707892578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03371460707892578,,,0.0440949517569941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038022839375763715,0.054475296435062416,0.0440949517569941,0.03371460707892578,0.054475296435062416,0.0440949517569941,0.0440949517569941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,0.02883516696865206,,,,,,,,,,,,,,,0.052477539757325234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04833525783034761,0.04833525783034761,,,,,,,,0.04833525783034761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0629152565914851,,,,,,,,,,,,,,,,,,,0.09133954292520205,0.07876159584979626,0.1128416854726293,0.1128416854726293,0.06983740037777483,0.1128416854726293,0.1128416854726293,0.1128416854726293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,0.015526628367735726,,0.019253936560353284,,,,0.04241009007296722,0.030832013316660252,0.033877445856953514,,,,,,,,,,,,,,,,0.04241009007296722,,0.024059272583749434,,,,,,,,,,,,,0.026026677293264102,,,,,,,,,,,,,,,,,,,,0.033877445856953514,,,,,,0.030832013316660252,,,,,0.028257136792405897,,,,,,,,,,,,,,,,,,,,,,,,,0.04241009007296722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033877445856953514,,,,,,0.03760475404957107,,,,,,,,,,,,,,,,,,,,,,,,,,0.049182830805878035,0.049182830805878035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049182830805878035,0.049182830805878035,,0.08482018014593444,,,,,,,0.06076090756218501,0.06076090756218501,0.06076090756218501,0.06076090756218501,0.06076090756218501,0.06076090756218501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,0.01114925909866597,,0.017253342381850865,0.014951568057819588,,0.018540827798858715,,,,,,,,,,,,,0.027210576170464934,0.029690086897524684,0.03621198538106843,0.03621198538106843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025062726282402463,,0.03621198538106843,,,,,,,,,0.029690086897524684,,,,,0.027210576170464934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027210576170464934,,,,,,,,,,,0.032622725640029306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032622725640029306,,,,,,,,,,,,,0.04083934599619066,,,,,,,,,,,,,,,,,,,,0.04083934599619066,0.0473612444797344,,,,0.032622725640029306,,,0.04083934599619066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032622725640029306,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058510503578400375,0.0473612444797344,0.058510503578400375,0.058510503578400375,0.058510503578400375,0.0473612444797344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,0.01114925909866597,,,,,0.03708165559771743,,,,,,,,,,,,,0.027210576170464934,0.029690086897524684,0.03621198538106843,0.03621198538106843,,0.018540827798858715,,,,,,,,,,,,,0.021473466541363336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025062726282402463,,,0.029690086897524684,,,,,,,,0.029690086897524684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019940404128095744,,,,,,,,,,0.027210576170464934,0.021473466541363336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025062726282402463,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032622725640029306,,,0.04083934599619066,,,,,0.04083934599619066,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04083934599619066,,,,,,,,,,,,,,,,0.03621198538106843,,,,,,,,,,,,,,,,0.058510503578400375,0.058510503578400375,0.058510503578400375,0.0473612444797344,0.058510503578400375,0.058510503578400375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,0.012542916485999216,,0.019410010179582222,0.016820514065047035,,,,,,,,,,,,,0.04594426424571449,,0.030611898191773054,0.03340134775971527,0.040738483553701986,0.040738483553701986,,,,,,,0.02819556706770277,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05639113413540554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02243295464410771,,,,,,,,,,0.030611898191773054,0.024157649859033754,,,,,,,,0.040738483553701986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02819556706770277,,,,,,,,,0.040738483553701986,,,,,,,,,,,,,,,,,,,,,,,,,,0.0532814000397012,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03670056634503297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06582431652570042,0.0532814000397012,0.06582431652570042,0.0532814000397012,0.06582431652570042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.031287646910574084,0.03364943196616157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05505084951754946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06891639636857173,0.06891639636857173,,0.05505084951754946,,0.0799221000595518,0.0799221000595518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799221000595518,,,,,,,,0.0799221000595518,0.09873647478855063,0.09873647478855063,0.0799221000595518,0.0799221000595518,0.0799221000595518,0.09873647478855063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,0.009122121080726703,,,,,,0.03341401036051963,0.03341401036051963,,,0.024291889279792925,,0.024291889279792925,,,,,,,0.024291889279792925,,,,,0.020505866958329292,0.024291889279792925,,,0.020505866958329292,,,,,,0.018955790520529855,,0.017569199897479095,0.03341401036051963,,,,,0.020505866958329292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024291889279792925,,,,,,,0.06682802072103926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059255976078111984,0.022263198684925857,,,,,,,,0.0266913209782058,0.03341401036051963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018955790520529855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038750109119782696,,0.029627988039055992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029627988039055992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03341401036051963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038750109119782696,,,,0.038750109119782696,,,,,,,0.047872230200509396,0.047872230200509396,0.038750109119782696,0.047872230200509396,0.047872230200509396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,0.038820020359164445,0.03364102813009407,,,,,,,,,,,,,,,,,,,,,0.05639113413540554,0.06680269551943054,,,,0.0521284239314571,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05639113413540554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09188852849142898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038820020359164445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09188852849142898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13164863305140084,0.13164863305140084,0.13164863305140084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.022754652298599333,0.024472314157208415,0.013683181621090055,,,,,,0.05012101554077945,0.05012101554077945,,,0.03643783391968939,,,,,,,,,,,,,0.022754652298599333,0.030758800437493936,,,,,,,,,,0.028433685780794783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03643783391968939,,,0.03643783391968939,,,,,,,,,,,,,,,0.04444198205858399,,,,,,0.05812516367967404,,,,,,0.0400369814673087,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028433685780794783,0.0400369814673087,,,,,,,,0.05012101554077945,0.0400369814673087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05812516367967404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0718083453007641,0.0718083453007641,0.0718083453007641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,0.013683181621090055,,,,,,,,,,,,,,0.0400369814673087,,,,,,,,0.03339479802738879,,,,,,,,,,,,0.056867371561589566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04444198205858399,,,,,,,0.0400369814673087,,,,,,,,,,,,,,,,,,,,,,0.03643783391968939,,,,,,0.03643783391968939,,,,,,,,,,,,,,,,,,,,0.021174556559544245,0.0400369814673087,,,,,,,,,,,,,0.05012101554077945,0.05812516367967404,,,,,,,,,,,,,,,,,0.0400369814673087,,,,,,,,,,,,,,,,,,,,,,0.03339479802738879,,,,,,,,,0.04444198205858399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05812516367967404,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05012101554077945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0718083453007641,0.0718083453007641,0.0718083453007641,0.0718083453007641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,0.0158436839823148,,0.024517907595261755,0.021246965134796257,,,,,,,,,,,,,,,,,,,0.03866766087381859,,,,,,,,,0.05803486009984988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03561545313815087,,,,,,,,,,,,,,0.05145913712046567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042191176117535076,,,0.024517907595261755,,,,,,,,,,0.028336363760978162,,,,,,,,,,,0.030514926137726845,,,,,,,,,,0.032923215114604484,,,,,,,,,,,,,0.042191176117535076,,,,,,,,,,,,,,0.03561545313815087,,,,,,0.05145913712046567,,,,,,,,,,,,,,,,,,,,,,0.04635861012004165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08314650508509526,0.08314650508509526,0.08314650508509526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.03850787312070657,0.04141468549681424,,,,,,,,,,,,,,,,,,,,,,,0.05651427358481179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061664026633320504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04141468549681424,,,,,,,,,,,0.044598738201293085,,,,,,,,,,0.04811854516749887,,,,,,,,,,,,,,,,,0.06775489171390703,,,,,,,,,,0.052053354586528204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07520950809914213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12152181512437002,0.12152181512437002,0.12152181512437002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,0.0408158642556974,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061259018994285985,,,,,,,,,,,,,,,0.0375940894236037,,,,,,0.0710418667196016,,,,,,0.04893408846004396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0710418667196016,0.025880013572776295,,,,0.04893408846004396,,,,,,,,,,,,,,,,,,,0.04893408846004396,,,,,,,0.061259018994285985,0.0347522826209714,,,,,,,,,,,,,,,,,,,,0.0710418667196016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0710418667196016,0.08776575536760056,0.08776575536760056,0.08776575536760056,0.08776575536760056,0.08776575536760056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,0.009710645021418747,,0.01502710465516043,0.013022333469713834,0.02182882611693118,0.016148462921586622,,,,,,,,,,,,,,,,,,,0.02182882611693118,,,,,,,,,,,0.02585910794300537,0.01870269666505839,,0.07113950592884824,,,,,,,0.03556975296442412,0.02841334168647714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02585910794300537,0.03556975296442412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017367448756728552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02369953408395333,,,,0.02182882611693118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03556975296442412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03153947113834993,,,,,,,,,,,,,,,,,,,,,,,0.041250116159768674,,,,,,,,,,,,,,,,0.041250116159768674,0.041250116159768674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05096076118118742,0.05096076118118742,0.05096076118118742,0.05096076118118742,0.05096076118118742,0.05096076118118742,0.05096076118118742,0.05096076118118742,0.05096076118118742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
