,hoàng,vĩnh,giang,ông,già,chiến,thắng,giám,đốc,sở,tdtt,hà,nội,vẫn,được,mọi,người,nhắc,đến,với,cái,tên,như,vậy,là,một,trong,những,kiến,trúc,sư,của,công,trình,158,chiếc,hc,vàng,mà,đoàn,thể,thao,việt,nam,đoạt,tại,sea,games,22,ngay,cả,không,ưa,cũng,phải,thừa,nhận,đó,con,tầm,nhìn,xa,năm,1993,nguyễn,thúy,hiền,trở,thành,nhà,vô,địch,thế,giới,wushu,đầu,tiên,vai,trò,phiên,dịch,viên,cho,nữ,hlv,trung,quốc,trần,húc,hồng,bảo,đây,mới,chỉ,khúc,nhạc,dạo,và,còn,nhiều,môn,khác,lời,nói,ngày,nào,đã,sai,18,đem,quân,nhảy,cầu,chiangmai,chứng,ta,thi,đấu,hôm,chắc,ai,ngượng,chín,mặt,vđv,trông,đứa,bé,quê,thường,tìm,sướng,bằng,cú,đùng,nước,bắn,tung,toé,thậm,chí,lên,tận,khán,đài,sau,trọng,tài,nhịn,cười,cần,15,phút,diện,đối,phương,có,dễ,dàng,đưa,ra,kết,luận,xoá,khỏi,bộ,nhớ,hy,vọng,huy,chương,đột,nhiên,rơi,giải,toàn,các,rồi,đại,hội,chảy,suối,vào,tay,vận,động,địa,mối,đe,doạ,ở,trận,nên,tôi,từng,kỷ,lục,gia,cao,thì,biết,khi,nâng,mức,xà,để,chinh,phục,thông,tin,về,đám,đang,giăng,kín,mạnh,khiến,giật,mình,từ,mầm,non,hải,yến,thanh,trà,ngân,thương,hai,dục,dụng,cụ,tuấn,quỳnh,đơn,bóng,bàn,nay,sự,am,hiểu,tâm,huấn,luyện,phẩm,chất,cựu,tuyển,thủ,điền,kinh,vân,nơi,theo,khí,hậu,sapa,đà,lạt,đồi,dốc,chập,chùng,nhất,buồng,phổi,chạy,cự,ly,dài,luôn,chống,chọi,tình,trạng,yếm,do,bầu,loãng,độ,2,000,m,so,biển,điều,kiện,tự,cộng,pháp,lấy,lượng,tăng,giúp,phan,văn,hoá,phạm,đình,khánh,đoan,vừa,hạ,sơn,800,21,lan,anh,ba,lần,liên,tiếp,giữ,vị,thống,trị,thật,tuyệt,vời,bởi,trước,bình,xem,món,gân,gà,dự,asiad,14,busan,hàn,mục,tiêu,qua,chưa,làm,đá,chuyên,nghiệp,khép,chọn,đào,tạo,chuyển,nhượng,hành,tiền,cách,liệu,lận,đận,đô,hơn,thập
10,,,,,,,,,,,,,,,,,,,,0.02313418162311931,0.02985687100543314,,0.026070848683969507,,,,,0.03079730233088674,,,,0.010559231684609677,,,,,,,,,,,,,,,,,,,0.02985687100543314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03741211865967874,0.026070848683969507,,,0.02985687100543314,,,,,,,,,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.03519296976469621,0.044315090845422914,0.044315090845422914,0.03519296976469621,0.044315090845422914,0.044315090845422914,0.03519296976469621,0.08863018169084583,0.03519296976469621,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.03995057220764375,0.02259071158719415,,,,,,,,,,,0.04409285413462138,,,,,,,,,,,,,,,,,0.024889617542294233,,,,,,,,,,,,,,,,,,,,0.04887476767966517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061452714755070977,,,,,,,,,,,0.05453057096878123,0.04409285413462138,,,,,,,,,,,,,,,,,,,,,,0.0829548573024982,,,,,,,,,,,,0.0829548573024982,0.10445699984992543,0.10445699984992543,0.10445699984992543,0.10445699984992543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,0.02181222838751249,,0.014518728241703749,,,,,,,,,,,,,0.01763714165384855,,,,,,,,,0.028150764090836958,,,,,,,0.03318194292099928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03318194292099928,,,,0.0159802288830575,,,0.02458108590202839,,,,,,,,,,0.02181222838751249,0.01763714165384855,0.02458108590202839,,,0.028150764090836958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03318194292099928,0.041782799939970174,0.041782799939970174,0.041782799939970174,0.041782799939970174,0.02458108590202839,0.056301528181673915,0.041782799939970174,0.041782799939970174,0.03318194292099928,0.08356559987994035,0.041782799939970174,0.041782799939970174,0.03318194292099928,0.041782799939970174,0.041782799939970174,0.03318194292099928,0.041782799939970174,0.041782799939970174,0.041782799939970174,0.041782799939970174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,0.08957061301629941,0.08957061301629941,,,,,,,,,,,,,,,0.046195953496330114,,,,,,,,,,,,,0.05611817798951812,0.06220424977411931,,,,,,,,,,,,,,,,0.07821254605190851,,,,,0.07821254605190851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10557890929408863,,,,,,,,,,,,,,,,,,,,,,,,,,0.13294527253626873,0.10557890929408863,0.13294527253626873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,0.04839033342645728,,,,,,,,,,,,0.035847416940458066,,,,,,,,,0.029037887132676608,,,,,,0.035847416940458066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035847416940458066,,,,,0.035847416940458066,,,,,,,,,,,,,,0.035847416940458066,0.04839033342645728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035847416940458066,,,,,,,,,,,,,,,,,,,0.0609332499124565,0.0609332499124565,0.07169483388091613,0.04839033342645728,0.0609332499124565,0.0609332499124565,0.0609332499124565,0.0609332499124565,0.0609332499124565,0.04839033342645728,0.035847416940458066,0.04105319763247056,0.04105319763247056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.032900471229824264,0.018604115424748126,,,,,,,,,,,,,,,,,,,,,0.032900471229824264,,0.04490752903311395,,,,,,,,,,,,,,0.03631176222851172,0.04024980867737132,,,,,,,,,,0.04024980867737132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06831576483735145,,,,,,,,0.04024980867737132,,,,0.04490752903311395,,,,,,,,,,,,,0.057957455481134915,,,,,,,,,,,,0.06831576483735145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08602341164111506,0.08602341164111506,0.08602341164111506,0.04024980867737132,0.08602341164111506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.021084664148047876,,,,,,,,,,,,,,,,,,,,,0.03728720072713417,,,,,,,0.023230309706141285,,,,,,,,,,,0.045616449834354166,0.03728720072713417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0656851162119529,,,,,,,,0.04115333052564662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07742453348233165,,,,,,,,,,,,,,,,,,,,,,,,,,0.09749319985993041,0.09749319985993041,0.09749319985993041,0.07742453348233165,0.09749319985993041,0.09749319985993041,0.0656851162119529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04276542171970703,,,,,,,,,,,,,,,,0.053771125410687105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07258550013968593,,,,,,0.038581247367793704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07258550013968593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1231595928974117,0.09139987486868476,0.09139987486868476,0.09139987486868476,0.09139987486868476,0.09139987486868476,0.09139987486868476,0.09139987486868476,0.09139987486868476,0.09139987486868476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,0.016948727603242803,0.00958393824911267,,,,,,,,,,,0.01870605932983937,,0.02313418162311931,,,,,,,,,,,0.03079730233088674,,,,0.010559231684609677,,,,,,,,,,,,,,0.02313418162311931,,,,,,,,,,,,,0.03519296976469621,,,,,,,,,,,,,,0.03519296976469621,,,,,,,,,0.026070848683969507,,,,0.026070848683969507,0.026070848683969507,,,,,,,,,,,,,0.026070848683969507,,,,,,,0.020734749924706437,,,,,,,,,,,,,,,,,,,,,0.03519296976469621,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026070848683969507,,,,,,,,,,,,,,,,,,,,,,0.03519296976469621,,,,,,,0.026070848683969507,0.02985687100543314,0.02985687100543314,,,,0.020734749924706437,,,,,,,,,,,,,,,,,,0.044315090845422914,0.044315090845422914,0.03519296976469621,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.03519296976469621,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021623637806792818,,,,,,,,,0.0628900048837847,0.054915191908786826,0.01455844143649601,,0.026268083314242522,0.01455844143649601,0.01455844143649601,0.02380034088966011,0.024709957494361164,0.01624314879921143,0.01624314879921143,0.01624314879921143,0.024709957494361164,,,,,,,,,0.01830506396959561,,,,,,,,,,,,,,,,,,,,,,,,0.01830506396959561,,,,,,,,,,,,,,,,,,,0.01830506396959561,,,,,,,,,,,0.013134041657121261,0.01830506396959561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020963334961261564,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01830506396959561,0.020963334961261564,,,,,0.01455844143649601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020963334961261564,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.031114851019126723,0.020963334961261564,0.031114851019126723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3284255810597645,,,,,,,,,,,,,,0.3284255810597645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38712266741165824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,0.022372320436280502,0.012650798488828725,,,,,,,,,,,,,,,0.039411069727171746,,,,,,,0.03053711974251749,,,,,,0.013938185823684772,,,,,,,,,,,,0.022372320436280502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034413520262839746,,,,,,,,,,,,0.022372320436280502,,,,,,,,,0.0273698699006125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04645472008939899,,,,,,,,,,,,,,,,,0.034413520262839746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.04645472008939899,0.04645472008939899,0.05849591991595825,0.04645472008939899,0.05849591991595825,0.04645472008939899,0.04645472008939899,0.04645472008939899,0.04645472008939899,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
