,nguyễn,minh,hải,từ,siêu,dự,bị,thành,tay,săn,bàn,đắt,giá,ghi,được,5,thắng,sau,3,lượt,trận,dẫn,đầu,danh,sách,tiền,đạo,của,ha,gia,lai,đã,tạo,nên,một,trong,những,bất,ngờ,lớn,nhất,v,league,2004,vẫn,còn,sớm,để,khẳng,định,sự,ra,đời,ngôi,sao,mới,nhưng,không,thể,phủ,nhận,tiến,bộ,rất,nhanh,vườn,chính,hiệu,ít,ai,biết,rằng,trước,khi,trở,cầu,thủ,là,công,nhân,thi,đường,dây,ngành,bưu,điện,vừa,làm,việc,theo,chế,độ,hợp,đồng,anh,luyện,vào,trường,viễn,thông,trượt,giấc,mơ,cán,thất,vọng,tôi,xin,tập,cùng,các,đội,bởi,hồi,đi,học,bóng,đá,niềm,đam,mê,mặt,khác,cảm,thấy,mình,chơi,khá,tốt,chọn,lựa,lúc,mất,phương,hướng,lại,bước,ngoặt,quan,trọng,cuộc,hình,hạng,ở,mùa,2001,2002,chỉ,4,tiếp,đó,chấn,thương,kéo,dài,dù,có,tên,đấu,giải,chuyên,nghiệp,2003,phải,an,phận,trên,ghế,toàn,cơ,hội,sân,thì,đếm,ngón,lần,nào,cũng,tận,dụng,ngon,lành,đến,thứ,8,gặp,tháp,tại,cao,lãnh,gỡ,hoà,2,góp,phần,giúp,cú,lội,ngược,dòng,ngoạn,mục,bằng,chiến,kể,đều,đặn,nhả,đạn,trị,đem,về,cho,nhà,thường,thay,việt,cuối,tung,lưới,đối,nếu,tính,tỷ,lệ,số,với,tổng,thời,gian,lẽ,quả,dừng,này,tục,tỏ,rõ,năm,phát,kịp,nâng,cấp,chân,sút,mạch,chưa,hai,giang,vòng,cup,quốc,đưa,tứ,kết,nói,hiện,nay,khiêm,tốn,thừa,nhờ,tuyệt,vời,ơn,tất,cả,người,ảnh,hưởng,nhiều,lối,kiatisuk,cặp,ấy,hỏi,kỹ,thuật,cách,di,chuyển,mà,trực,hỗ,trợ,hút,hậu,vệ,phía,khoảng,trống,như,dứt,điểm,giám,đốc,văn,vinh,xét,trò,thế,mạnh,tốc,xuất,cá,và,khả,năng,bên,cạnh,vị,trí,tố,chất,cộng,tuyến,ngày,càng,ổn,vai,ngừng,môi,thuận,lợi,triển,chàng,trưởng,vững,chắc,nằm,triệu,tuyển,chuẩn,loại,world,2006,đánh,xác,nỗ,lực
11,,,0.00554940228485448,,,,,,,,0.011484212547109646,,,0.01592160347441236,0.007656141698073097,,0.011484212547109646,,0.020744402379115758,0.024572473228152307,0.01802834288763098,,,,,,,,0.01592160347441236,0.011484212547109646,0.012744907046624574,0.012744907046624574,,,,,,,,,,,,,,,,,,,,,,,,0.024572473228152307,0.01802834288763098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020744402379115758,,,0.014200272038594428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01802834288763098,,,,,,,,,,,,0.012744907046624574,,,0.01802834288763098,,,0.020744402379115758,,,,,,,,,0.03605668577526196,,,,,,,,,,,0.020744402379115758,0.03111660356867364,0.024572473228152307,0.024572473228152307,0.03111660356867364,0.03111660356867364,0.024572473228152307,0.03111660356867364,0.03111660356867364,0.03111660356867364,0.07371741968445691,0.024572473228152307,0.024572473228152307,0.024572473228152307,0.03111660356867364,0.03111660356867364,0.03111660356867364,0.03111660356867364,0.03111660356867364,0.03111660356867364,0.024572473228152307,0.024572473228152307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.01097060494156728,0.00981817327320408,0.031896298955039426,,,,,,,0.02031822219873245,,0.03670163497843557,,,,0.0406364443974649,,,,,,,,,,,,,,,,,,,,0.0450973633957485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025123558222128608,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043474375711346394,0.043474375711346394,,,,,,,,,,,0.031896298955039426,,,,,,0.02254868169787425,,,,,,,,,,,,0.043474375711346394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043474375711346394,0.03670163497843557,0.05505245246765336,0.05505245246765336,0.043474375711346394,0.043474375711346394,0.05505245246765336,0.05505245246765336,0.031896298955039426,0.043474375711346394,0.05505245246765336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.009835714775198252,0.008802500175976072,0.028596681821759482,,0.03290491411859741,0.028596681821759482,,,,,,,,,,0.018216337143691162,,,,,,,,,,,,,,,0.020216059453266568,,,,,,,,,,,,,,,,,,,,,,,,,0.028596681821759482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03290491411859741,,,,,,,,,0.022524569440529094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03290491411859741,,0.028596681821759482,,,,,,,,,0.028596681821759482,,,,,,,,,,,,0.020216059453266568,,,0.028596681821759482,,,,,,,,0.038977026499827795,,,,0.028596681821759482,,0.038977026499827795,,0.038977026499827795,,0.028596681821759482,,,,,0.03290491411859741,,0.038977026499827795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038977026499827795,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.038977026499827795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.008389286131786744,0.0075080148559795905,,,,,,,,0.03107492806864963,,,0.04308198587193932,0.010358309356216544,,0.015537464034324815,,,,,,,,,,,,,,,,,,0.015537464034324815,0.012687169534087864,0.017243109533668543,,,,0.02154099293596966,0.03324511083808841,0.03324511083808841,,,,,,,,,0.028065956159980143,,,,,,,,,,,,,,,,0.028065956159980143,,,,,,,,0.024391287436206617,0.024391287436206617,0.015537464034324815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02154099293596966,,,,,,,,,,,,,0.017243109533668543,,,,,,0.028065956159980143,,,,,,,,,0.024391287436206617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.03324511083808841,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.03324511083808841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014181805839072558,,,,,,,,0.023964653564388184,,,,,,,,0.04607243182394583,,,,,,,0.03628958409863021,,,,,,,0.03628958409863021,,,,0.05301347274662915,0.04607243182394583,,,,,,,,,,,,,0.04607243182394583,0.04607243182394583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03628958409863021,,,,,,,,,,0.04607243182394583,,,,,,,,,,,,,,0.05301347274662915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07952020911994374,0.05301347274662915,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.07952020911994374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.009507857616024976,0.008509083503443536,0.0276434590943675,,,,,,,0.017609125905568124,,,,,0.03767779228316687,0.017609125905568124,0.03180808364797749,0.03180808364797749,,0.0276434590943675,,,,,,,0.008509083503443536,,,,0.019542190804824347,,,0.03521825181113625,,,,,,,,,0.0276434590943675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03180808364797749,0.03180808364797749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021773750459178124,,,,,,,,,,,,,,,,,,0.024413125327432283,0.0276434590943675,,,0.03180808364797749,,,,,,,,,,,,0.0276434590943675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03767779228316687,0.03767779228316687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03180808364797749,0.047712125471966245,0.047712125471966245,0.047712125471966245,0.047712125471966245,0.047712125471966245,0.047712125471966245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,0.016008296277789203,,,0.022193750297665713,0.010672197518526137,,0.016008296277789203,,,,0.02513041735851591,,,,,0.022193750297665713,,,0.022193750297665713,0.032016592555578406,0.01776562800438577,,,,,0.013071629216939011,,,,,,,,0.02513041735851591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016008296277789203,,,0.01979431859925284,,,,,,,,,,,,,,,,0.01979431859925284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044387500595331426,,,,,,,0.02513041735851591,,,,,,,,0.028916439679979544,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034252538439242614,,,,,,,0.034252538439242614,0.034252538439242614,0.034252538439242614,,,,,,,,,,0.028916439679979544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.034252538439242614,0.034252538439242614,0.034252538439242614,0.043374659519969314,0.043374659519969314,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.008913616515023415,0.007977265784478315,,,,,0.02041289105547949,,,,,,,0.022011407381960155,,,,,,,,,,,,,0.007977265784478315,,,,,,,0.016508555536470116,0.013480117629968355,,,,,,,,,,,,,,,0.02041289105547949,,,,,,,,0.03532293026546894,,0.02591574290096953,0.029820078419978902,0.02591574290096953,,,,,,,,,,,,,,,0.016508555536470116,0.03532293026546894,,0.02041289105547949,,,,,,,,,,,,,,,,,,,,,,,,,,0.018320803879522826,,0.029820078419978902,,,,,,,,,,,,,,,,,0.02041289105547949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018320803879522826,,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02591574290096953,,,,,,,,,,,,,,,,,,,,,,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.03532293026546894,0.03532293026546894,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.044730117629968355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14129172106187576,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,,,,,,,,,,,,,0.0732832155180913,,,,0.14129172106187576,0.08165156422191797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17892047051987342,0.17892047051987342,0.17892047051987342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01701816700688707,,,,,0.06361616729595498,,,,,,,,0.04882625065486457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039084381609648694,,,,,,,,,,,,,,,,,,,,0.055286918188735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07535558456633373,,,,,,,,,,,,,,,,,,,0.12723233459190997,,,,,,,,,,,,,,,,,,,,,,0.06361616729595498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.07535558456633373,0.09542425094393249,0.07535558456633373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
