,arsenal,mua,reyes,với,giá,kỷ,lục,của,clb,thành,london,vừa,đồng,ý,bỏ,ra,20,triệu,bảng,để,tiền,đạo,cánh,tuổi,đầy,tài,năng,người,tây,ban,nha,jose,antonio,như,vậy,có,chữ,ký,cầu,thủ,chơi,được,ở,nhiều,vị,trí,này,đã,phải,trả,cho,sevilla,khoản,lớn,nhất,trong,lịch,sử,chuyển,nhượng,đội,bóng,đô,nước,anh,khẳng,định,các,cuộc,thương,thảo,kết,thúc,tốt,đẹp,vào,thứ,ba,và,sẽ,thi,đấu,tại,sân,highbury,theo,bản,hợp,dài,hạn,khả,là,5,năm,chính,cũng,tiết,lộ,về,vụ,trên,trang,web,thức,mình,nhưng,trở,trước,khi,kỳ,mùa,đông,chủ,nhật,trải,qua,kiểm,tra,sức,khoẻ,thể,diễn,tối,nay,nếu,mọi,chuyện,hưởng,mức,lương,lên,tới,40,000,tuần,hồi,tháng,7,đề,nghị,chỉ,8,bị,từ,chối,không,chịu,đích,thân,phó,tịch,david,dein,bay,phố,seville,cuối,tái,đàm,phán,quả,sắp,đắt,kể,đời,đó,13,mang,thánh,địa,pháp,wiltord,2000,việc,chấm,dứt,18,kiệm,phía,bắc,khoảng,thời,gian,hlv,wenger,phép,tậu,bất,cứ,nào,nhằm,giúp,dồn,kinh,phí,công,xây,vận,động,mới,trị,400,ông,maria,del,nido,rất,buồn,bán,hết,2010,quyết,vì,mà,đưa,quá,hấp,dẫn,sau,hay,tin,chấp,nhận,yêu,phát,biểu,giờ,đây,tôi,hạnh,phúc,thế,giới,bởi,rời,một,những,lại,khoác,áo,hàng,đầu,vui,mừng,cùng,hỗ,trợ,chân,sút,henry,nhà,cầm,quân,chúng,chắc,chắn,tuyệt,vời,cậu,ấy,trẻ,xuất,sắc,vệ,trái,đâu,sơ,đồ,tấn,bài,chiến,lược,hình,tuy,nhiên,đối,kanu,hai,lão,tướng,34,bergkamp,đều,bổ,sung,ưng,đánh,triển,vọng,đá,trưởng,lò,đào,tạo,lần,ngày,30,1,16,ghi,21,bàn,85,trận,giải,vô,địch,primera,liga,còn,viên,u19,châu,âu,2002,tuyển,6,9,2003,thắng,bồ,3,0,2,4,quốc,tế,gần,mặt,phần,dự,euro,2004,vài,nét,1983,sinh,utrera,ngoại,ô,mắt,thua,real,zaragoza,2001,giành,chỗ,đứng,29,chức,inaki,saez,gọi,tập,huấn,giao,hữu,tham,vòng,loại,sang
10,0.014996348332343572,,,,,0.04009800157052563,0.04009800157052563,0.014996348332343572,,,,,,,0.03441763837518107,0.019026630158417768,,0.02726122709723409,0.02726122709723409,0.024706993353762318,0.024706993353762318,0.03038735654910688,,,,,,0.022547419494710286,,,,,,,,,,,,,,,,,,,0.022547419494710286,,,,,,,,,,,,0.02726122709723409,0.03038735654910688,0.014996348332343572,,,,,,,,,,,,,,,,,,,,,,,,0.04009800157052563,,,,,,,0.0162153341674855,,,,,,,0.03441763837518107,,,,,,,,,0.024706993353762318,0.022547419494710286,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04009800157052563,,,,,,0.02726122709723409,,,,,,,,,,,,,,,,,,,,,,,,0.03441763837518107,0.049808646591944374,0.049808646591944374,0.049808646591944374,0.049808646591944374,0.04009800157052563,0.04009800157052563,0.03038735654910688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.022998549080912152,,,,,0.029055424893915674,0.036864095931934425,,0.0776898780428934,,,,,,,,,,,,,,,,,,,,,,,,,0.03141720994950316,,,,,,0.036864095931934425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05887550331389458,0.0776898780428934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05887550331389458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0776898780428934,0.09650425277189223,0.09650425277189223,0.09650425277189223,0.09650425277189223,0.09650425277189223,0.09650425277189223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,0.020700453890990053,,,,0.01594123067326894,,,,,,,,,0.02284048756795289,0.02284048756795289,,0.020700453890990053,,,,,,,,,,,,,,,,,,0.02284048756795289,0.025459677108711172,,0.01594123067326894,,,,,,,,,0.025459677108711172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03359562293746742,,,,,,,,0.01358582051870407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03359562293746742,,,,,,,,,,,,,,,,,0.03359562293746742,,,0.0288363997197463,,,,,,,,0.03359562293746742,,,,,,,0.04173156876622367,0.03359562293746742,0.04173156876622367,0.0288363997197463,0.03359562293746742,0.04173156876622367,0.04173156876622367,0.03359562293746742,0.03359562293746742,0.04173156876622367,0.04173156876622367,0.03359562293746742,0.04173156876622367,0.04173156876622367,0.0288363997197463,0.0288363997197463,0.04173156876622367,0.04173156876622367,0.04173156876622367,0.025459677108711172,0.04173156876622367,0.04173156876622367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.011920174315452585,,0.009435302187040882,,0.019638892152990563,,,,0.015123731664383354,,,,0.016435334804059794,,,0.015123731664383354,,,,,,,,,,,,,,,,0.02166918051318607,,0.031872770479135754,0.031872770479135754,,,,,,,,,,,,,,,,,0.016435334804059794,,,,,,,,,,,,,,,0.031872770479135754,,,,,,,,,0.015123731664383354,,,,,,,,,,0.02735760999052854,,0.019638892152990563,,0.024154052641597777,,,,0.02735760999052854,,,,,,,,,,,,0.024154052641597777,,0.019638892152990563,0.03584461560697533,,,,0.02735760999052854,,,,,,,,,,,,,,,,0.02735760999052854,,,,,,,,,,,,,,,,,,,,,,0.031872770479135754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03959148831667374,0.03959148831667374,0.03959148831667374,0.03959148831667374,0.02735760999052854,0.02735760999052854,0.03959148831667374,0.031872770479135754,0.03959148831667374,0.03959148831667374,0.024154052641597777,0.03959148831667374,0.03959148831667374,0.03959148831667374,0.03959148831667374,0.03959148831667374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.008015289625907772,,0.006344427332665421,,,,,0.016030579251815544,0.020338811548653475,,,,0.011051345816522966,,,,,,,,,,,,,,,0.024102413942621338,0.009380483523280615,0.009380483523280615,0.009380483523280615,,,,,,,,0.014570655862314772,,,0.010169405774326738,,,,,,,0.014570655862314772,0.021431690494591284,,0.011051345816522966,,,0.03679126860795218,0.009380483523280615,,,,,,,,0.021431690494591284,0.01320546196494193,,,,,,,,,0.01839563430397609,,,,,,,,,,,,0.01839563430397609,,,,,,0.01733363307558795,,,,,,,,,,,,,,0.016241518155557126,,,0.012051206971310669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021431690494591284,,,,,,,,,,,,,0.01839563430397609,,,,,,,,,,,,,0.01839563430397609,,,,,0.016241518155557126,,,,,,0.016241518155557126,0.021431690494591284,0.021431690494591284,0.026621862833625443,0.026621862833625443,0.026621862833625443,0.01839563430397609,0.021431690494591284,0.026621862833625443,0.01839563430397609,0.04286338098918257,0.026621862833625443,0.026621862833625443,0.026621862833625443,0.026621862833625443,0.026621862833625443,0.01839563430397609,0.02641092392988386,0.021431690494591284,0.026621862833625443,0.01839563430397609,0.01839563430397609,0.01839563430397609,0.01839563430397609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0332842859207628,,,,,,,,0.023936921866288118,,,,,,0.0280869302338548,,,,,,0.0332842859207628,,,0.04485752633439587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08971505266879173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05080698998241014,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05080698998241014,0.05919228803268068,,,,,,,,,,,,,,,,,,,,,,0.05080698998241014,,,,,,0.04485752633439587,,,,,,,,,,,,,,,,,,,,,,,0.03647222828412533,,,,,,,0.07352704973096551,0.07352704973096551,0.05080698998241014,0.07352704973096551,0.07352704973096551,0.07352704973096551,0.07352704973096551,0.07352704973096551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,0.01839883926472972,0.02949127674554754,,,,,,,,,0.032048902867916604,,,,,,,,,,,,,,,0.034948500216800946,,,,0.04225490200071284,,,,0.025133767959602527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053347339481530656,0.0382958396983316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062151902434314725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053347339481530656,0.062151902434314725,,,0.062151902434314725,,,,,,,,,,,,,,,,,,,,,,0.07720340221751379,0.07720340221751379,0.062151902434314725,0.07720340221751379,0.07720340221751379,0.07720340221751379,0.07720340221751379,0.07720340221751379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,0.04641919963434133,0.028545698576433735,0.07533563931432087,,,,,,,,,,,,,0.01523258664218335,,,0.025609031515583542,0.028545698576433735,0.037667819657160435,,0.021180909222303604,,,,,,0.025609031515583542,,,,,,,0.01648691043485684,,,,,,,,,,,,0.037667819657160435,,,,,,,,,,,,,,,,,,,,,,,,0.01523258664218335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025609031515583542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037667819657160435,0.037667819657160435,,,,,,,0.03233172089789737,,,,,,,,,,,,,,,,,,,,,,,0.028545698576433735,0.037667819657160435,,,,,,,,,,,,,,,,0.023209599817170665,,,,,0.03233172089789737,,,,,,,,,,,,,,,,,,0.04678994073788714,0.04678994073788714,0.028545698576433735,0.037667819657160435,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0387405665252209,,,,,,,0.0387405665252209,,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,,,0.045339003695856306,,,,,0.0387405665252209,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,,,,,,,0.04188961326600421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10358650405719119,,,,,,,,,,,,,,,,,0.12867233702918962,0.12867233702918962,0.12867233702918962,0.10358650405719119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,0.042130395350782196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03590538279943218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054708342426187995,0.06036414571530405,,,,,,,,,,,,0.03590538279943218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06036414571530405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08878843204902102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07621048497361521,,,,,,,,,,,,,0.08878843204902102,,,,,,,0.07621048497361521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11029057459644825,0.11029057459644825,0.11029057459644825,0.11029057459644825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
