,kanoute,giúp,mali,thắng,trận,ra,quân,tại,can,2004,chiều,qua,đã,đóng,góp,hai,bàn,trong,chiến,3,1,của,trước,kenya,đấu,đầu,tiên,bảng,b,giải,vô,địch,các,quốc,gia,châu,phi,ở,thứ,diễn,sau,đó,vài,giờ,senegal,thủ,hoà,không,với,burkina,faso,được,chú,ý,nhất,bên,phía,chính,là,frederic,tiền,đạo,đang,chơi,bóng,ngoại,hạng,anh,màu,áo,tottenham,hotspur,cầu,này,từ,chối,khoác,đội,tuyển,pháp,để,trở,về,tham,dự,cùng,còn,gương,mặt,nhiều,hlv,âu,quan,tâm,trung,phong,trẻ,dennis,oliech,khởi,tốt,hơn,nhưng,ghi,phút,25,hàng,tỏ,quá,chậm,chạp,cho,mamadou,sissoko,dễ,dàng,đánh,bại,thành,onyiso,phá,thế,bình,những,lại,hiệp,một,nắm,quyền,điều,khiển,chủ,yếu,dựa,vào,pha,phản,công,hiếm,hoi,uy,hiếp,môn,đối,phương,sang,kịch,bản,tương,tự,như,45,lần,đường,tấn,nguy,hiểm,gây,ít,sóng,gió,khung,dù,phải,đơn,độc,trên,57,titus,maluma,vượt,sự,kèm,cặp,hậu,vệ,gỡ,bằng,cú,sút,sát,vạch,16m50,tuy,nhiên,khả,năng,phát,huy,tác,dụng,63,kết,thúc,xác,nỗ,lực,đi,seydou,keita,80,nữa,chọc,thủng,lưới,nhanh,ngày,nhật,c,ai,cập,zimbabwe,2,cameroon,algerie,mboma,mở,tỷ,số,43,51,zafour,bắc,hôm,nay,d,sẽ,bắt,cuộc,tranh,tài,nigeria,marocco,và,nam,benin,lịch,thi,chi,tiết,vòng,a,gồm,tunisia,rwanda,ch,congo,guinea,1ch,2rwanda,guineatunisia,guinearwanda,3senegal,0,maliburkina,algeria,2cameroon,1cameroon,morocco,tứ,7và,8,nhì,q1,q2nhất,q3nhất,q4,bán,11,q2,q3thắng,13,thua,q3,chung,14
10,,,0.02511164498524539,,,,,,,,,,0.030856090744459497,,,,,,,,,,0.04364756699110658,,,,,,,,,,,,,,,,,,,,,,,,,0.059491250973421374,,,,,,,,,,,,,,,,0.059491250973421374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059491250973421374,,,,,,,,0.059491250973421374,,,,,,,,,,,,0.059491250973421374,,,,,,,,,,,,,,,,,,,0.04364756699110658,,,,,,,,,,,,,,,,,,,,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.020744402379115758,,,,,,,,,0.049144946456304614,,,,,,,,,,0.020744402379115758,,,,,,,,,,,0.041488804758231516,,,,,,,,,,,,,,0.03605668577526196,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049144946456304614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022968425094219293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.049144946456304614,0.06223320713734728,0.06223320713734728,0.049144946456304614,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.07539125207554773,,,,,,,,,,,,0.05329688401315731,,,,,,,,,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,0.03180808364797749,,,,,,,,,,,,,,,,,,,0.06361616729595498,,,,,,,,,,,,,,,,,0.07535558456633373,,,,,,,0.06361616729595498,,,0.07535558456633373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521825181113625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09542425094393249,0.055286918188735,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.05183148580193906,,,,,,,,,,,,,,,,,,,,,,,0.029820078419978902,,,,,,,,,,,,,,,,,0.059640156839957804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03301711107294023,,,,,,,,,,,,,,,,,,,,,,0.14129172106187576,,,,,,,,,0.07064586053093788,0.07064586053093788,0.05183148580193906,,,,,,,,,,,,,,,0.07064586053093788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.08946023525993671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,0.050247116444257216,0.03670163497843557,,0.06379259791007885,,,,,0.0450973633957485,,,0.05633798152484373,,,,,,,,,,0.06379259791007885,0.08694875142269279,0.03670163497843557,,,,,,,,,,,,0.050247116444257216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08694875142269279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06379259791007885,0.11010490493530672,0.07340326995687114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.10886875229589062,,,,,,,,,,,,,,,,,0.10886875229589062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15904041823988746,0.15904041823988746,0.15904041823988746,0.12206562663716142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,0.2612850055101375,,,,,,,,,,,,,,,,,,,,,,,,,,0.165860754566205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165860754566205,0.2862727528317975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06603422214588046,,,,,,,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10366297160387812,,0.17892047051987342,0.17892047051987342,0.17892047051987342,0.17892047051987342,0.17892047051987342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829303772831025,,,,,,,,,,0.0829303772831025,,,,,,,,,,,,,,,,,,0.09542425094393249,,,,,,,,,,,,,0.0829303772831025,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05282737771670437,,,,,,,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11303337684950061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14313637641589874,0.14313637641589874,0.14313637641589874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,0.036619687991148425,,,,,,,,,0.036619687991148425,0.04146518864155125,,0.023856062735983122,,,,,,,,,0.04146518864155125,,,,,,,,,,,,0.047712125471966245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05651668842475031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07156818820794937,0.07156818820794937,0.047712125471966245,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.05651668842475031,0.07156818820794937,0.05651668842475031,0.07156818820794937,0.036619687991148425,0.05651668842475031,0.05651668842475031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,0.05022328997049078,0.05022328997049078,,,,,,,,,,,,0.02511164498524539,,,0.03854703999068255,,,0.05022328997049078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03854703999068255,,,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.05022328997049078,0.059491250973421374,0.04364756699110658,0.059491250973421374,0.059491250973421374,0.059491250973421374,0.059491250973421374,0.059491250973421374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,0.019880052279985932,,,,,,,,,,,,,,,,,,0.027217188073972654,,,0.019880052279985932,,,,0.019880052279985932,0.039760104559971865,,,,,,,,,,,,,,,,0.039760104559971865,,,,,0.039760104559971865,0.039760104559971865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030516406659290354,,,,,,,,,,,,,,,,,,,,,0.030516406659290354,,,,,,,,,0.03455432386795937,0.09419448070791717,0.04709724035395858,0.09419448070791717,0.14129172106187576,0.04709724035395858,0.059640156839957804,0.059640156839957804,0.059640156839957804,0.059640156839957804,,,,,,,,,,,,,,,,,,,,,,,,
23,,,0.03670163497843557,,,,,,,,,,,,,,,,,,0.025123558222128608,,,0.05505245246765336,,,,0.018350817489217786,,,,,,,,,,,,,,,,,0.07340326995687114,,,,,0.07340326995687114,0.11010490493530672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03670163497843557,0.03670163497843557,0.03670163497843557,0.03670163497843557,,0.031896298955039426,,,,,,,,,,,,,,,,,,,,0.028168990762421867,,,,,,,,,0.031896298955039426,,,,,,,,,,0.05505245246765336,0.11010490493530672,0.05505245246765336,0.043474375711346394,,,,,,,,,,,,,,,,,,,,
24,,,,,,0.009542425094393249,,,,,,,,,,,,,,,0.02612850055101375,,,,,,,0.009542425094393249,,,,,,,,,0.066344301826482,,,0.013064250275506875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0165860754566205,,,,,,,,,,,,,,0.0165860754566205,,,0.05725455056635949,0.05725455056635949,0.05725455056635949,0.01464787519645937,0.0165860754566205,,,,,,,,,,,,0.019084850188786497,,,,,,0.0904267014796005,,0.01464787519645937,0.0904267014796005,0.0904267014796005,,,,,0.019084850188786497,,0.0165860754566205,,,,,,,,,,,,,0.06782002610970037,0.028627275283179748,0.028627275283179748,0.11450910113271899,0.028627275283179748,0.028627275283179748,0.028627275283179748,,,,,,,,,,,,,,
25,,,,0.03919275082652062,0.013064250275506875,0.019084850188786497,,,,,,,,,,,,,,0.022606675369900124,,,,,,,,0.07633940075514599,0.038169700377572995,0.019084850188786497,,,,,,,,,,0.02612850055101375,,,,,,,,,,,,,,,0.04521335073980025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0165860754566205,,,,,,,,,,,,,,0.033172150913241,,0.038169700377572995,,,,0.02929575039291874,,,,,,,,,,,,,0.038169700377572995,,,,0.022606675369900124,,,,,,,,,,,0.019084850188786497,0.04521335073980025,,,,,,,,,,,,,,,,,,,,,0.11450910113271899,0.04521335073980025,0.028627275283179748,0.028627275283179748,0.04521335073980025,0.028627275283179748,0.028627275283179748,0.022606675369900124,0.028627275283179748,0.028627275283179748,,,,
26,,,,0.05443437614794531,0.027217188073972654,0.019880052279985932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027217188073972654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13821729547183748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03455432386795937,,,,,,,,,,,,,,0.03455432386795937,,,,,,0.030516406659290354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09419448070791717,,,0.09419448070791717,,,0.09419448070791717,,,0.11928031367991561,0.11928031367991561,0.059640156839957804,0.059640156839957804
