,federer,ferrero,cuộc,so,tài,của,những,đấu,thủ,tự,tin,đều,có,thành,tích,đáng,kể,trong,năm,2003,roger,và,juan,carlos,hiện,là,ứng,cử,viên,kế,vị,roddick,chính,vì,vậy,chạm,trán,giữa,họ,tại,trận,bán,kết,đơn,nam,thứ,hai,ở,australia,mở,rộng,tối,mai,sẽ,thu,hút,sự,chú,ý,tay,vợt,tây,ban,nha,giành,chức,vô,địch,grand,slam,đầu,tiên,khi,đánh,bại,đối,hà,lan,martin,verkerk,chung,pháp,ngoái,với,4,danh,hiệu,cả,đã,lần,vươn,lên,trí,số,1,vào,tháng,9,cho,dù,anh,để,thua,andy,mỹ,tên,tuổi,cũng,xuất,trên,nhiều,phương,tiện,truyền,thông,bằng,việc,7,đó,wimbledon,giải,thúc,masters,cup,tới,trước,6,nhau,thắng,lợi,chia,duy,nhất,một,2000,phần,thuộc,về,nhưng,chiến,gần,đây,lại,nghiêng,hạt,giống,người,nga,marat,safin,tứ,hoặc,dẫn,bảng,xếp,hạng,atp,mới,được,công,bố,tuần,đứng,cao,nếu,vượt,qua,trường,hợp,thất,hy,vọng,không,mất,đi,thể,nay,ưu,thế,đang,rất,thận,trọng,lối,tưởng,như,lleyton,hewitt,david,nalbandian,giúp,còn,nhận,thức,rằng,nguy,hiểm,mọi,mặt,sân,nói,vòng,biết,các,tương,điều,tôi,ấy,rõ,hơn,khác,cú,thuận,lẫn,trái,điểm,bất,kỳ,nào,tuy,nhiên,mình,chơi,tuyệt,vời,thì,năng,lớn,bóng,lúc,vẫn,chứng,kiến,thường,khó,khăn,đỡ,trả,giao,sắc,ngạc
10,,0.014623509296600232,,,,0.020581276988359588,,,,,,,,,,,0.041506971001831726,0.04631230702522788,,,,,,,,,,,,,,,,,,,,,,,0.02315615351261394,,0.018350817489217786,,,,,,,,,,,,,,,,,,,,,,0.029928894245524758,,,,,,,,,,0.034734230268920904,,,,,,0.034734230268920904,,,,,,,0.034734230268920904,,,,,,,,,,,,,0.018350817489217786,,,,,,,0.034734230268920904,,,,,,,,,,,,,,,,,,,,,0.018350817489217786,,,,,,,,,,,0.034734230268920904,,,,,,,,,,,,,,,,,,,,,,,,,0.041506971001831726,,,0.053085047758138694,0.053085047758138694,0.053085047758138694,0.053085047758138694,0.053085047758138694,0.10617009551627739,0.053085047758138694,0.053085047758138694,0.029928894245524758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.023763202606975377,,,,,,,,,,,,,,,,,,,,,,,,0.05644312418699647,,,,,,0.033444575106084326,,,0.06744882787797656,,,,,,,,,,,,0.06744882787797656,0.04863445314897773,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03762874945799765,,,,,,,,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04863445314897773,,,,,,0.06744882787797656,,,,,,,,,,,,,,,,,,,0.06744882787797656,,,,,,,,,,,,,,0.08626320260697537,0.08626320260697537,0.08626320260697537,0.08626320260697537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,0.041162553976719175,,,,,,0.059857788491049516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059857788491049516,,,,,,,,,,,,,0.04631230702522788,0.052403172105814404,,,,,,,,,,,,,0.041162553976719175,,,,,,,,,,,,,,0.06946846053784181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06946846053784181,,0.08301394200366345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059857788491049516,0.10617009551627739,0.10617009551627739,0.08301394200366345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.02001111798482137,,,,,,0.028163852720913114,,0.04095532896756019,0.047531051946944396,0.09506210389388879,,,,,,,,,,,0.028163852720913114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03585480196713617,,,,,,,,,,,,,,,,,,,,,,0.04095532896756019,,,,,,,,,,,,,,,,,,,,,,,,,0.02511164498524539,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02511164498524539,,,,,,,,,,,0.047531051946944396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07264269693218978,0.056799012949874994,0.07264269693218978,0.07264269693218978,0.07264269693218978,0.07264269693218978,0.056799012949874994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.029247018593200464,0.029247018593200464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08301394200366345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08301394200366345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08301394200366345,0.10617009551627739,0.10617009551627739,0.08301394200366345,0.08301394200366345,0.08301394200366345,0.06946846053784181,0.10617009551627739,0.10617009551627739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.010561423380877944,,,,,0.014864255602704143,0.014864255602704143,,0.021615312510656768,,,,,,,,,0.016723888647998956,,,,0.029728511205408287,0.029977256834656244,0.029977256834656244,,,,,,,,,,,,,,,,,,,0.013253368186657288,,,,,0.013253368186657288,,,,,,,,,,,,,,,,,,,,,,,,,,0.014864255602704143,,0.043230625021313536,,,,,,,,,0.029977256834656244,,,,,,,,,,,,,,0.043230625021313536,,,,,,,,,,,,0.029977256834656244,,,,,,,,0.029977256834656244,,,,,,,0.02508583297199843,,,0.013253368186657288,0.029977256834656244,,,,,,,,0.021615312510656768,,,,,,,,0.029977256834656244,,,,,0.029977256834656244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021615312510656768,,,0.029977256834656244,,,,,,,0.029977256834656244,,,,,,,,,,0.029977256834656244,0.07667840231731143,0.029977256834656244,0.03833920115865572,0.03833920115865572,0.03833920115865572,0.02508583297199843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,0.05351132016973492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06020599913279624,0.06812412373755872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047712125471966245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1079181246047625,,,,0.09030899869919436,0.07781512503836437,0.1380211241711606,0.1380211241711606,0.1380211241711606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,0.05351132016973492,,,,,0.07781512503836437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12041199826559248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1079181246047625,0.1079181246047625,,,,,,,,,,,,,,,0.09030899869919436,0.1380211241711606,0.1380211241711606,0.1380211241711606,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,0.043004285094854454,,,,,,,,,,,,,,,,,,0.03822237154981065,,,,,,,,,,,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,0.03822237154981065,,,,,,,,,,,,,,,,,,,0.043004285094854454,,,,,,,,0.03408008962283303,,,,,,,0.06450642764228168,,,,,,,,,,,,,,,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05558223217026026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05558223217026026,,,,,,,,0.07708437471768749,0.07708437471768749,0.07708437471768749,0.07708437471768749,,,,,,,,,,,,,,,,,,,,,,
19,,0.01810529722436219,,,,,,0.03705482144684017,,0.043004285094854454,0.043004285094854454,,,,,,,,,,,0.025481581033207103,,,,,,,,,,,,,,,,,,,0.028669523396569637,,,,,,,,,,,,,0.03244005892264701,,,,,,,,,,,,,,,,,,,,0.025481581033207103,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,,0.03705482144684017,,,0.03705482144684017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043004285094854454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03705482144684017,,,,,,,,,,,,,,0.05138958314512499,,,,,,,,,,,,0.043004285094854454,,,,,,,,,,,,,0.0657243448434098,0.05138958314512499,0.0657243448434098,0.0657243448434098,0.0657243448434098,0.0657243448434098,,,,,,,,,,,,,,,,
20,,0.0380211241711606,,,0.1079181246047625,,,,,,,,,,,,,,,,0.1079181246047625,,,,,0.09030899869919436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09030899869919436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1079181246047625,,,,,,,,,0.1079181246047625,,,,,,,,,,,,,,,,,,,,,,,,,0.1380211241711606,0.1380211241711606,0.1380211241711606,,,,,,,,,,,,,
21,,,,,,,,,,,,,0.03344777729599791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029728511205408287,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026506736373314577,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026506736373314577,,,,,,,,,,,,,,,,,,0.05995451366931249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043230625021313536,,,,,,,,,,0.05995451366931249,,,,,,,,,,,,0.05017166594399686,,,,,,,,,,0.043230625021313536,,,,,,,,0.05995451366931249,0.05995451366931249,0.05995451366931249,0.05995451366931249,,,,,,,,,,0.05995451366931249,0.07667840231731143,0.07667840231731143,0.07667840231731143,0.07667840231731143,,,,,,,,
22,0.023763202606975377,,,,,0.033444575106084326,0.033444575106084326,,,,,,0.03762874945799765,,,,,,,,,,,,,0.05644312418699647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04863445314897773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04863445314897773,,,,,0.04863445314897773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05644312418699647,,,,,,,,,,,,,,,,,0.06744882787797656,,,,,0.08626320260697537,0.08626320260697537,0.08626320260697537,0.08626320260697537,0.08626320260697537,0.08626320260697537,,
23,,,,,,,0.033444575106084326,,,,,,0.03762874945799765,,,0.06744882787797656,,,,,,0.033444575106084326,,,,,,,,,0.033444575106084326,,,,,,,,,,,,,,,,,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,0.033444575106084326,,,,,,,,,,,,,,,,,,,0.03762874945799765,,,,,,,,0.029820078419978902,,,,,,,,0.06744882787797656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05644312418699647,,,,,,,,,,0.04863445314897773,,,,0.05644312418699647,,,,,,,,,0.06744882787797656,,,,,,,,,,,,,,,,,,,0.08626320260697537,0.08626320260697537
