,roger,federer,vô,địch,australia,mở,rộng,tân,vương,của,làng,quần,vợt,nam,thế,giới,đã,tiếp,tục,chuỗi,thành,tích,ấn,tượng,mình,bằng,chức,ở,trận,chung,kết,đơn,sáng,nay,tay,thụy,sĩ,vượt,qua,marat,safin,với,tỷ,số,7,6,4,2,hành,trang,mỗi,khi,bước,vào,đấu,cuối,cùng,là,một,danh,hiệu,grand,slam,mỹ,năm,2000,còn,đăng,quang,wimbledon,ngoái,hai,đều,khởi,đầu,trong,lo,lắng,chính,sự,căng,thẳng,này,khiến,họ,thi,không,tốt,set,thứ,nhất,cả,liên,để,thua,game,giao,bóng,vì,vậy,diễn,ra,khá,cân,có,cơ,hội,thúc,chiến,thắng,nhưng,rồi,anh,lại,sau,loạt,tie,break,thoải,mái,hơn,cho,bình,tĩnh,những,tình,huống,quyết,định,giành,5,khẳng,trội,và,quả,phát,từng,vũ,khí,lợi,hại,giúp,đkvđ,andre,agassi,bán,thể,huy,cuộc,so,tài,nhiều,lần,lỗi,càng,dù,ít,tự,đánh,hỏng,đó,hiện,rõ,người,nga,nén,được,tức,giận,đập,chửi,rủa,minh,chứng,ràng,mất,mong,muốn,trước,tâm,rất,lớn,thực,nữa,chịu,khuất,phục,cống,hiến,xem,pha,hấp,dẫn,đẹp,mắt,thật,tuyệt,vời,mùa,mới,lúc,trở,1,như,giấc,mơ,vui,sướng,biểu,thì,thừa,nhận,mệt,mỏi,ngày,phải,tổng,cộng,17,tiếng,tôi,mừng,mặt,nghĩ,chơi,phong,độ,cao,chỉ,vừa,chấn,thương,lẽ,quá
10,,,,,,,,,,,,,0.03521825181113625,,,,0.02116136079014337,,,,,,,,,,,,,,,,,,0.039084381609648694,0.07535558456633373,0.07535558456633373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028757584277265824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06361616729595498,,,,,,,,,,0.07535558456633373,,0.055286918188735,0.06361616729595498,0.04882625065486457,0.09542425094393249,0.09542425094393249,0.06361616729595498,0.06361616729595498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,0.03110535779882589,,,,,,,,,,,,,,,0.039490655849096425,,,0.03487589332490326,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027917415435463354,,,,,,,,0.03110535779882589,,,,,,,,,0.03487589332490326,0.09088023899422142,,,,0.039490655849096425,,0.04544011949711071,,,,,,,,,,,,,0.05382541754738124,0.05382541754738124,,,0.025155894150811604,,,,,0.05382541754738124,,,,,,,,,,,0.04544011949711071,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.02107137141210786,,,,,,,,,,,,,,,0.010239368124262922,,,,,,,,,,,,0.015391008216763305,,0.02362560515557963,,,,,,,0.03078201643352661,0.03078201643352661,,0.01704108958603367,0.03078201643352661,,,,,,,,,,,,,,,,0.02362560515557963,,,,,,,,,,,,,,,,,,0.027829920268321765,,,,,,,,,,,0.02107137141210786,,,,,,,,,,,0.02107137141210786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04617302465028991,0.07292475925774233,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.03646237962887117,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.03646237962887117,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,0.06658125089299714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08674931903993863,,,,,0.05329688401315731,,,,,,,,,,,,,,,0.05938295579775852,,,,,,,,,,0.08674931903993863,0.05938295579775852,,,,,,,,,,,,,,,0.04802488883336761,,,,,,,,,,,,0.06658125089299714,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13012397855990795,0.06658125089299714,0.10275761531772783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.03628958409863021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032570318008040576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04607243182394583,0.03628958409863021,,,,,,,,,,,0.03628958409863021,,,,,,,0.04607243182394583,,,,,,,,0.029348543175946873,,,,,,,,,,0.04607243182394583,0.05301347274662915,0.04068854221238714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06279632047194478,0.1590404182398875,0.06279632047194478,0.06279632047194478,0.07952020911994374,0.07952020911994374,0.07952020911994374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08674931903993863,0.04802488883336761,,,,,,,,,,,0.08674931903993863,,,,,,,,,,,,,,,,,,,,,,,,0.039214887650817036,,,,0.05938295579775852,0.10275761531772783,0.10275761531772783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10275761531772783,,,,,,,,,,,,,,0.13012397855990795,0.10275761531772783,0.10275761531772783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,0.06214985613729926,,,,0.018671788932479446,,,,,,,,,,,,,,,,,,0.034486219067337086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07684853103239338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04308198587193932,,,,0.06649022167617682,,,,,,,0.056131912319960287,0.06649022167617682,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,0.02612850055101375,,,,,,,,,,,,,,,,,,0.02929575039291874,,,,,,,,,,,,,0.02113095108668175,,,,,,,,,,,,,,,,,0.02929575039291874,0.02612850055101375,,,,,,,,,,,,,0.023450628965789217,,,,0.017254550566359494,,,,0.02612850055101375,,,,,,,,,0.02929575039291874,,,,,0.033172150913241,0.033172150913241,0.038169700377572995,0.038169700377572995,0.02612850055101375,,,,,,,,,,,,,,,,,,,,,,,,0.033172150913241,0.033172150913241,0.038169700377572995,,,,0.038169700377572995,0.038169700377572995,,,,,,,,,,,,,,,,,,,,,,,,0.02929575039291874,,,,,,,,,,0.04521335073980025,,,,,,,,,,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.04521335073980025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,0.05680108815437771,,,0.022968425094219293,,,,0.013800887471832633,,,,0.041488804758231516,,,,,,,,0.020744402379115758,,,,,,0.025489814093249148,,,,,,,,,,,,,,,,,,,,0.025489814093249148,0.049144946456304614,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028400544077188856,,,,,,,,,,,,,,,,,,,,,,,,,,0.022968425094219293,,,,,,,,,,,,,,,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049144946456304614,,0.041488804758231516,0.049144946456304614,,,,,,,,,,,,0.06223320713734728,0.06223320713734728,0.049144946456304614,0.06223320713734728,0.049144946456304614,0.06223320713734728,0.06223320713734728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,0.06361616729595498,0.055286918188735,0.055286918188735,,,,,,,,,,0.02116136079014337,,,,,,,,,,,,0.03180808364797749,0.06361616729595498,0.04882625065486457,,,,,,,,,,0.03521825181113625,,,,,,,,,,,,,,,,,,0.04354750091835625,,,,,,,,,,,,,,,,,0.028757584277265824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04882625065486457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07535558456633373,0.09542425094393249,0.09542425094393249,0.07535558456633373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,0.018671788932479446,,,,,,,,,,,,0.028065956159980143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048782574872413234,,,0.03842426551619669,,,,,,,,,,,,,0.056131912319960287,,0.03107492806864963,,,,,,,,,0.048782574872413234,,,0.04308198587193932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056131912319960287,,,,,,,,,,,,,,,,,,,,,,,,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,0.08419786847994043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04187612315319503,,,0.05231383998735489,0.09331607339647767,,,,,,,,,,,,,,,0.08073812632107186,0.08073812632107186,,,,,0.046658036698238835,,,,,,0.05923598377364464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05923598377364464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,0.02107137141210786,0.03078201643352661,0.03078201643352661,0.03078201643352661,0.026751734607452417,0.026751734607452417,,,,,,0.01704108958603367,,0.02362560515557963,0.03646237962887117,,,,,0.03078201643352661,,,,,,,,0.015391008216763305,,,,,,0.01891179755305582,,,,,,,,,0.03646237962887117,,,,,,,,,,,0.01891179755305582,,0.03078201643352661,0.02362560515557963,0.02107137141210786,,,,,,,,,,,,,,,,,0.013914960134160883,,,,,,,,,,,,,,,,,,,,,,,,0.03646237962887117,,,,,,,,,,,,,,,0.03646237962887117,,,,,,,,,,,,,,,,,,,0.03078201643352661,,0.03646237962887117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.03646237962887117,0.04617302465028991,0.04617302465028991,,,,,,,,,,,,,,,,,,,,,,,,,
23,,0.04082578211095898,,,,,,,,,,,,,0.04577460998893553,,0.01983877574075941,,,,,,,,,,,,,,,,,,,,,,,,0.03301711107294023,,,,,,,,,,,,,,,,,,,,,,,,,,0.059640156839957804,,,,,,,,,,,,,0.04082578211095898,,,,0.07064586053093788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03301711107294023,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07064586053093788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07064586053093788,,,0.07064586053093788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08946023525993671,0.08946023525993671,0.08946023525993671,0.07064586053093788,0.07064586053093788,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,0.02441695475785774,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,,,,,,,,,,,,,,,,0.0450973633957485,,,,,,,,,,,,,,,,,,,,,0.0331818280122298,,,,,,,,,,0.06379259791007885,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0406364443974649,,,,,,,,,,,,0.05633798152484373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,0.009335894466239723,,,,,,,,0.024391287436206617,,,,0.014032978079990072,0.028065956159980143,0.02154099293596966,,,,,,,,,,,0.028065956159980143,,,,,,,,,,0.028065956159980143,,,,,,,0.019212132758098344,,,,,,,,,,,,,,,,,0.012687169534087864,,,,,,,,,,,,,,,0.03324511083808841,,,,,,,,,,,,,,0.024391287436206617,,,,,,,,,0.03324511083808841,,,,,,,,,0.024391287436206617,,,,,,,,,,,0.028065956159980143,,,,,,,,,,,,,,,,,,,0.02154099293596966,,,0.03324511083808841,,,,,,,,,,,,,,,,,,,,,,,,,0.03324511083808841,,,0.03324511083808841,,,0.03324511083808841,,,,,,,,,,,,,0.03324511083808841,,,,,,,0.03324511083808841,,,,,,,,,,,,,,0.06649022167617682,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,0.042098934239970215,,
26,,,,,,,,,,,,,,,,,0.045345773121735794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11847196754728928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16147625264214371,0.16147625264214371,,,,,,,0.16147625264214371,,,,,,,,,,,,0.20448053773699817,0.20448053773699817
