,lg,acb,buộc,nam,định,phải,đón,xuân,buồn,hai,bàn,thắng,của,achilefu,giúp,hà,nội,đánh,bại,đội,bóng,cũ,mình,là,sông,đà,với,kết,quả,3,1,trong,trận,đấu,vòng,v,league,diễn,ra,chiều,nay,trên,sân,hàng,đẫy,như,vậy,clb,đá,thủ,đô,và,đkvđ,hagl,giành,được,9,điểm,tuyệt,đối,sau,tiếp,thêm,sức,mạnh,sự,khởi,đầu,hoàn,hảo,ở,2,tiên,thi,150,phong,độ,cuối,cùng,năm,quý,mùi,hy,vọng,một,chiến,nữa,để,giáp,thân,niềm,vui,viên,mãn,hlv,lê,thuỵ,hải,giữ,nguyên,hình,từng,lợi,vang,dội,trước,thể,công,anh,dũng,nhận,trách,nhiệm,chỉ,huy,phòng,ngự,minh,hiếu,đóng,vai,trò,nhạc,trưởng,còn,ngoại,binh,roberto,rosano,mauricio,luis,vẫn,tạo,dính,giữa,tuyến,cho,chủ,nhà,khi,đó,gặp,hiện,rất,cao,lại,khách,ngọc,đưa,5,thiên,về,nhằm,kiếm,ít,nhất,hoà,nghỉ,tết,âm,lịch,tiền,đạo,trung,kiên,sát,cánh,amaobi,vệ,người,đặt,dưới,bắt,nhịp,văn,sỹ,tiết,trời,lạnh,giá,kèm,theo,mưa,phùn,không,ngăn,cản,quyết,liệt,các,hậu,dành,nhiều,quan,tâm,chăm,sóc,đặc,biệt,thì,đột,biến,từ,phút,21,đường,tạt,chuẩn,xác,xuất,phát,biên,trái,bật,hiểm,hóc,hạ,thành,quang,mở,tỷ,số,thua,tiếng,trống,thúc,giục,ông,nguyễn,thuyết,cđv,nhiệt,tình,tuy,nhiên,vì,quá,mỏng,cộng,mờ,nhạt,cầu,kiến,thiết,nên,những,san,bằng,mà,nhân,đôi,khoảng,cách,huống,lên,tham,gia,tấn,hùng,chuyền,thuận,sút,chéo,góc,nâng,0,vô,bờ,toàn,ban,huấn,luyện,đức,tịch,giờ,hiệp,truyền,có,học,pháp,mới,gần,ngay,lập,tức,chơi,nhàng,hơn,hẳn,68,cố,gắng,biết,mệt,mỏi,rút,ngắn,xuống,cú,phạt,trực,phá,ngày,thần,dấu,chấm,hết,nỗ,lực,dứt,ấn,10,này,đã,tổng,cá,tại,2004,con,xếp,bảng,hoàng,lai,cũng,phục,á,quân,mùa,gạch,đồng,long,an,4,môn,việt,cường,thanh,châu,danh,sơn,chmonkine,duy,phú,tkanchenko,trọng,lộc,18,pleiku,lạch,tray,lãnh,tháp,bình,vinh,slna,dương,thống,nhđa,thép,pomina,nẵng,tt,th,bđiểm,1hagl,33,00,92,hn,93,32,01,64,65,31,20,56,nhđá,11,47,30,38,02,39,gđt,310,211,03,012
10,,,,,,,,,,,,,0.017548631922652595,,,,,,,0.012329773505572666,,,,,,,,,,0.016070321738430274,,,,,,,,,,,,0.03622287282552179,,0.05094360310361636,,,,,,,,0.02547180155180818,,,,0.023080844779286278,,,,,,,,,,0.02829970319636621,,,,,,,,,,,,,0.04251184636322469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023080844779286278,,,,,,,,,,,,,,,,0.04251184636322469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06352155017902215,0.03622287282552179,0.02829970319636621,0.03176077508951108,0.05326291763693831,0.05326291763693831,0.04251184636322469,0.023080844779286278,0.05326291763693831,0.04251184636322469,0.04251184636322469,0.05326291763693831,0.04251184636322469,0.03176077508951108,0.03176077508951108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,0.05634669106192279,,,,,,,,,,0.019179647675335258,,,,,,,,,,,,,,0.02289891376592488,,,,,,,,,,,,,,,,,,,,,,0.03590353632333421,,,,,,,,,,,,,,,,,,0.04402176052768077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.0661295387872384,0.08285342743523737,0.08285342743523737,0.05634669106192279,0.08285342743523737,0.0661295387872384,0.0661295387872384,0.08285342743523737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.024568084691713635,,,0.0188709170763718,0.020609022389332394,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029413585342116456,,,,,,,,,,,,0.035660522172531454,,,,,,,,,,,,,,,,,,,,,,0.0396195844749127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032313182691000794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035660522172531454,,,0.044465085125315516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032313182691000794,,,,,,,,,,,,,,,,,,,,,0.044465085125315516,0.05071202195573052,0.07456808469171364,0.05951658490851457,0.07456808469171364,0.044465085125315516,0.07456808469171364,0.07456808469171364,0.07456808469171364,0.07456808469171364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.03509726384530519,,,,,,,,,,,,,,,,,,0.02465954701114533,,,,,,,,,,,,,,,,,,,0.06352155017902215,,,,,,,,,,,,,,,,,0.046161689558572555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08502369272644938,,,0.08502369272644938,,0.06352155017902215,0.06352155017902215,,,,,,,0.08502369272644938,,,,,,,,,,,,,,,,,,,,,,,,,,0.08502369272644938,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10652583527387662,0.10652583527387662,0.10652583527387662,0.10652583527387662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,0.010200495716957728,0.011140012102341834,,,,,,,,0.013280045779304668,,,,,0.032171126977575445,,,,,,,,,,,,,,,0.01451673471337697,0.011140012102341834,,,,,,,,,,,,,,,,0.021415991608060916,,,,,,0.017466585238378806,,,,,,,,,,,,0.024035181148819196,,,0.024035181148819196,,,,,,,,,,,,,,,,,,,,,,,,,0.024035181148819196,,,,,,,,,,,,,0.021415991608060916,0.027411903759854334,0.032171126977575445,,,,0.027411903759854334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024035181148819196,,,,,,,,,,,,,,,,,,,0.021415991608060916,,,,,0.017466585238378806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027411903759854334,0.032171126977575445,0.040307072806331695,0.040307072806331695,0.040307072806331695,0.040307072806331695,0.027411903759854334,0.032171126977575445,0.040307072806331695,0.040307072806331695,0.040307072806331695,0.040307072806331695,0.040307072806331695,0.040307072806331695,0.027411903759854334,0.032171126977575445,0.040307072806331695,0.027411903759854334,0.024035181148819196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,0.012174785210562448,,,,,,,0.03271743351982614,,0.03170075444092082,,,,,,,0.022273139235873204,0.028687151693751942,,,,,,0.02556102224187916,,,,,0.018976506672333197,,0.013296143476988641,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02084721463935535,,,,,,,,,,,,,0.02556102224187916,,,,,,,,,,,0.02556102224187916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03839779671517069,0.028687151693751942,,0.03839779671517069,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028687151693751942,,,,,,,,,,,,,0.03839779671517069,,,,,,,0.028687151693751942,,,,,,,,,,,,,,,,,,,,,,,0.03271743351982614,,,,,0.04810844173658944,0.04810844173658944,0.04810844173658944,0.04810844173658944,0.04810844173658944,0.03839779671517069,0.03839779671517069,0.03839779671517069,0.03839779671517069,0.04810844173658944,0.03839779671517069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.013648935939840907,,,0.010483842820206552,0.01144945688296244,,,,,,,,0.013648935939840907,,,,,,,,,,,,,,0.022010880263840384,,,,,,,,,,,,,,,,,0.01981140120696192,,,,,,0.022010880263840384,,,,,,0.017951768161667107,,,,,,,,,,0.022010880263840384,,,,,,,,,,,,,,,,,,,,,,0.028173345530961395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028173345530961395,,,,,,,,,,,,0.01981140120696192,,,,,,,,,,,,,,,,,,,,,,,,,0.024702825069619728,,,,,,,0.017951768161667107,,,,,,0.024702825069619728,0.024702825069619728,,,,,,,,,0.05634669106192279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028173345530961395,0.024702825069619728,,,,,,,,,,,,0.028173345530961395,0.024702825069619728,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.0330647693936192,0.041426713717618684,0.024702825069619728,0.041426713717618684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.09827233876685454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2380663396340583,0.29827233876685455,0.2380663396340583,0.29827233876685455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,0.008328164302275808,0.01208831260085812,,,,,,0.011702835869696091,0.01507291021197136,,,,,,,,,,,0.01994141379126539,,,,,,,,,,,,,,,,0.020175113528310022,,,,0.01208831260085812,,,,,,,,,,,,,0.017190515917196784,,,0.01507291021197136,,,,0.009103714989744879,,,,,,,,,,,,,0.013430367618614472,,,0.017190515917196784,,,0.020175113528310022,0.020175113528310022,,,,0.01507291021197136,,,,,,,0.020175113528310022,,,,0.013430367618614472,0.010953621251186709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01208831260085812,0.045218730635914084,0.03014582042394272,,,,,,,,,,,,,,,,,,,,,,,,,0.013430367618614472,0.01507291021197136,,,,0.010953621251186709,,,,,,,,,,,,,,,,,,,,,0.01507291021197136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017190515917196784,0.01507291021197136,,,,,,0.020175113528310022,0.020175113528310022,,0.020175113528310022,,0.020175113528310022,,,,,,,,,,,,,,,0.01507291021197136,,,,,,0.02527731684464869,0.040350227056620044,0.02527731684464869,0.020175113528310022,0.02527731684464869,0.020175113528310022,0.02527731684464869,0.02527731684464869,0.02527731684464869,0.02527731684464869,0.02527731684464869,0.020175113528310022,0.02527731684464869,0.02527731684464869,0.02527731684464869,0.02527731684464869,0.02527731684464869,0.02527731684464869,0.02527731684464869,0.02527731684464869,0.02527731684464869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,0.013014425569911583,0.014213118889194755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014213118889194755,,,,,,,,,,,,0.03497380824533139,,,,,,0.024593463567263073,,,,,,,,,0.022284953580000544,,,,,,,,,0.03497380824533139,,,,,,,,,,,,,,,,,,,,,,,,,0.03497380824533139,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041045920626561774,,,,,,,,,,,,,0.041045920626561774,,,,,,,,,,,,,0.041045920626561774,,,,,,,,,,0.041045920626561774,,,,,,,,,,,,,,,,0.041045920626561774,,,,,,,,,,,,,,,,0.030665575948493458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041045920626561774,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,0.011794323172732372,0.012880638993332746,,,,,,,,,,,,,,,,,,,,,,,,,,0.020195739181875495,,,,,,,,,,,,,,,,,,0.037197865567821606,,,,,,,,,,,,0.020195739181875495,0.03169501372233157,,,,,,,,,,0.01678497451234212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024762240296820434,,,,,,,,,,,,,,,,,,0.03169501372233157,,,,,,,,,,,,0.02228782635783216,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024762240296820434,0.027790678203322195,,,,,,,,,,,,,,,,,,,,0.06339002744466314,,0.037197865567821606,,,,,,0.037197865567821606,,,,,,,,,,,0.03169501372233157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027790678203322195,,,,0.037197865567821606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.037197865567821606,0.04660505293232102,0.04660505293232102,0.04660505293232102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,0.008777170733196183,0.01917118361798362,,,,,,,0.015029387298139903,0.01142701613568076,0.01658628938257277,,,,,,0.008028689724558946,,,,,,,,,,0.01046439555060576,0.015029387298139903,0.013680737368426258,,0.00958559180899181,,,,,,,,,,,,,,,,,,,,,,,,0.023586986956153726,,,,,,,,,,,,,,,,0.018427713709261717,,,,,,,,,,,0.018427713709261717,0.023586986956153726,,,,,,,,,,,,,,,,,,,,0.020681434942007214,,0.015029387298139903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03317257876514554,0.020681434942007214,0.020681434942007214,0.020681434942007214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02768213251558817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023586986956153726,,,,,,0.023586986956153726,,,,,,,,0.023586986956153726,,,,,,,,,,,,,,,,0.023586986956153726,0.020681434942007214,,,,,,,,,,,0.02768213251558817,,0.020681434942007214,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02768213251558817,,,,,,,,,,,,,,,,,,,,,,,,0.02768213251558817,,,,0.03468283008916913,0.03468283008916913,0.03468283008916913,0.03468283008916913,0.06936566017833826,0.03468283008916913,0.03468283008916913,0.03468283008916913,0.03468283008916913,0.03468283008916913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,0.07801849531650848,0.04971258875538583,0.018898526685933566,0.027431170901947275,,,,,,,,,,,,,0.030476603442240537,,,,,0.02262583487855112,0.020658430169036457,,,0.034203911634858086,0.034203911634858086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020658430169036457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030476603442240537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03900924765825424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06840782326971617,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045781988391165054,,,,,0.045781988391165054,,,,,,,,,,0.045781988391165054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05736006514747203,0.05736006514747203,0.05736006514747203,0.05736006514747203,0.05736006514747203,0.03900924765825424,0.05736006514747203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.09827233876685454,,,,,,,,,,,0.12925273076400318,,,,,,,,,,,,,,,,,,0.08999380173520954,0.12925273076400318,,0.10742383687898958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,0.011699087948435063,,,,,,,,,,0.01538722985285752,,,,0.016981201034538786,0.016981201034538786,,,0.016439698007430222,,,,,,,,,,0.010713547825620182,0.01538722985285752,,0.01278855200940352,,,,,,,,,,,,,,,,,,,,,,0.0423477001193481,,0.02834123090881646,0.024148581883681196,0.02834123090881646,0.02834123090881646,0.03077445970571504,,,,,,,0.02117385005967405,,,,0.01278855200940352,,,,,,,,,,,,,,0.024148581883681196,,,,,,,,,,,,,,,,,,,,0.0423477001193481,,,0.018866468797577474,,,,,,,,,,,,,,,,,,,,,,,0.02834123090881646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02117385005967405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02834123090881646,,,,0.024148581883681196,0.02117385005967405,,,,,,,,,,,,,,,,,,,,,,0.02834123090881646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03550861175795887,0.03550861175795887,0.02834123090881646,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.02834123090881646,0.024148581883681196,0.03550861175795887,0.03550861175795887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.09827233876685454,,,,,,,,,,,,,,,,,,,0.06904673163120693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20284808782292207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20284808782292207,0.2380663396340583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.014038905538122077,,,,,,,,,,,,0.020377441241446546,,0.020377441241446546,0.020377441241446546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022639762557092966,,,,,,,,,,,,,,,0.028978298260417434,,,,,,,0.015346262411284225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022639762557092966,0.028978298260417434,,,,,,,,0.05795659652083487,0.034009477090579755,,,,,,,,,0.034009477090579755,0.034009477090579755,0.034009477090579755,0.034009477090579755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05081724014321773,0.028978298260417434,,,,,,0.036929351646858045,,,,,,,0.025408620071608864,,,,,,,,,,,,,,,0.028978298260417434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034009477090579755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08522066821910129,0.034009477090579755,0.042610334109550646,0.08522066821910129,0.08522066821910129,0.042610334109550646,0.042610334109550646,0.042610334109550646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,0.011100539456689292,0.012122954346666114,,,0.029830601150429712,,,,,,,,,,,,,,,,,0.029830601150429712,0.026155932426656182,,,,0.01323438260811905,,,,,,,,,,,,,,,,,,,,0.02330563792641923,,,,,,,,,,,,,,,,,,,,,,0.015797623070439644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029830601150429712,,,0.029830601150429712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029830601150429712,,,,,,,,,,,,0.052311864853312365,0.029830601150429712,0.02330563792641923,0.026155932426656182,,,0.035009755828537985,0.03801550904823622,,,,,,0.052311864853312365,0.026155932426656182,,,,,,,,,,,,,,,0.029830601150429712,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07001951165707597,,,,,,,,,,,,,,,,0.026155932426656182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035009755828537985,,,,,,,,,,,,0.035009755828537985,,,,,,,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.04386357923041978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.028903629049074862,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11932240460171885,0.14003902331415194,0.0264687652162381,0.03801550904823622,,0.03159524614087929,,0.04195355549709583,0.052311864853312365,0.052311864853312365,,,0.07001951165707597,,,0.059661202300859424,0.04195355549709583,0.07001951165707597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059661202300859424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07001951165707597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.007121183968612648,0.007121183968612648,,0.005469831036629506,0.01194725935613472,,,,,,,,,,,0.010336383238414916,0.010336383238414916,,,0.005003386350087459,,,,,0.014699136798762467,0.02577686094221189,,,,0.01304257996162457,0.0749291192834801,,0.0077843360057238825,0.00597362967806736,0.010336383238414916,0.012888430471105945,0.012888430471105945,,,,,,,,,,,,,,,,,0.0172511840314535,,,,,,,0.009366139910435013,0.014699136798762467,,,,,,,,,,0.023353008017171648,,,,,,,,,,,,,,,,,,,,,,,,,,0.014699136798762467,,,,,,,,,0.011483937528960202,0.009366139910435013,,,,,,,,0.012888430471105945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012888430471105945,,,,,,,,,,,0.0172511840314535,,,,,0.0172511840314535,,,,,,,,,,,,,,,,,,,,,0.0172511840314535,,,,,,,,0.012888430471105945,,,,,0.012888430471105945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014699136798762467,,,,,,,,,,,0.0172511840314535,0.029398273597524935,,,,,,,,,,,,,,,,,0.0172511840314535,0.021613937591801052,0.021613937591801052,0.021613937591801052,0.021613937591801052,0.0172511840314535,0.034502368062907,0.021613937591801052,0.0172511840314535,0.0172511840314535,0.021613937591801052,0.021613937591801052,0.021613937591801052,0.021613937591801052,0.0172511840314535,0.021613937591801052,0.021613937591801052,0.021613937591801052,0.021613937591801052,0.0172511840314535,0.0172511840314535,0.021613937591801052,,,,,,,,,,,,,,,,,,,,,
