,tứ,kết,champions,league,nóng,bỏng,với,derby,london,chiều,nay,uefa,tiến,hành,bốc,thăm,chia,các,cặp,đấu,vòng,và,bán,của,giải,số,một,châu,âu,cấp,clb,theo,đó,chelsea,phải,đọ,sức,arsenal,trong,cuộc,nội,chiến,anh,quốc,đội,nào,thắng,sẽ,giáp,mặt,real,madrid,monaco,hai,còn,lại,là,ac,milan,deportivo,porto,lyon,5,tổng,8,vào,năm,chưa,lần,đoạt,chức,vô,địch,ứng,viên,nặng,ký,thậm,chí,bao,giờ,tới,danh,giá,nhất,lục,thì,khiến,chính,làng,bóng,đá,pháp,kinh,ngạc,khi,đầu,lịch,sử,giành,quyền,vượt,qua,cũng,đều,gây,bất,ngờ,không,nhỏ,góp,ở,mạnh,hứa,hẹn,tiếp,tục,sốc,mùa,trước,7,cựu,hoặc,đương,kim,valencia,đã,chung,lễ,ngoái,mỗi,tự,nhận,thấy,lá,may,rủi,họ,gặp,cứ,như,nhau,này,có,lý,do,để,mừng,chỉ,chạm,trán,dưới,cơ,quả,nguyên,tắc,ngẫu,nhiên,chọn,hạt,giống,phân,biệt,cùng,hay,khác,gia,toàn,tiên,hiện,cả,3,trận,tỷ,2,1,tại,ngoại,hạng,cup,fa,16,liên,vừa,giữa,trên,mọi,nếm,mùi,lợi,nhưng,bị,juventus,loại,liệu,phận,hồi,hè,thủ,đô,thời,trang,italy,đang,hướng,thứ,lượt,đi,diễn,ra,2h45,ngày,23,24,hà,về,6,4,cách,thế,người,hâm,mộ,thể,mơ,bộ,tuy,giới,chuyên,môn,khả,năng,rất,khó,xảy,cổ,động,tây,ban,nha,hy,vọng,được,chứng,kiến,1h45,20,21,26,sân,arena,aufschalke,gelsenkirchen,đức
10,0.018216337143691162,0.008802500175976072,,,,,,,,,,,,,0.03290491411859741,0.06580982823719482,,,,,0.022524569440529094,,,,,,,,,,,,,,,,,,,,,,,,0.026894557172466364,0.038977026499827795,,,,,,,,,,,,,,,,,,,,,0.03290491411859741,,,,,,,,,,,,,,,,,,,,,0.038977026499827795,,,,,,,,,,,,,,,,0.025254957235274777,0.028596681821759482,,0.038977026499827795,,,,,,,,,,,,,0.03290491411859741,,,,,,,,,0.04935737117789612,0.038977026499827795,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.03290491411859741,0.04935737117789612,0.038977026499827795,0.04935737117789612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04364756699110658,,,,,,,,,,0.020524793631619066,,,,,,0.030856090744459497,0.034379605988175986,0.034379605988175986,,0.04364756699110658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034379605988175986,,,,,,,,,,,,,,,,,,,,,,,0.03854703999068255,,,,,,,,,,,,,,,,,,,,,,,,0.05022328997049078,0.05022328997049078,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.059491250973421374,0.059491250973421374,0.07533493495573618,0.07533493495573618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.009967429757868749,0.009632924720879473,0.02132705223575483,0.02132705223575483,,,,,,,,,,,0.01800457564979858,0.01800457564979858,,,0.011061617436693027,0.01232476441085554,0.01232476441085554,,,,,,,,,,,0.01800457564979858,,0.027637500370678057,,,,0.027637500370678057,0.011061617436693027,,,,0.02132705223575483,0.02132705223575483,0.007357944886806835,,,,,,0.011061617436693027,0.01232476441085554,0.01232476441085554,,,,0.013818750185339028,0.015647240996811793,0.015647240996811793,0.013818750185339028,0.015647240996811793,0.013818750185339028,,,,,,,,,,0.013818750185339028,0.013818750185339028,,,,,,,,,,,,,,,,,,,,,,,,0.02132705223575483,0.02132705223575483,0.02132705223575483,,,,,,,,,,0.04265410447150966,,,,,,,,,,,,,,,0.01800457564979858,0.01800457564979858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02132705223575483,0.027006863474697874,0.027006863474697874,0.027006863474697874,0.02132705223575483,0.027006863474697874,0.027006863474697874,0.02132705223575483,0.02132705223575483,0.027006863474697874,0.02132705223575483,0.027006863474697874,0.027006863474697874,0.027006863474697874,0.027006863474697874,0.027006863474697874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,0.05183148580193906,,,,0.02591574290096953,,,,,,,,,0.02041289105547949,0.02041289105547949,,,,0.029820078419978902,0.02591574290096953,0.02591574290096953,,,,,,,0.022887304994467766,,,,0.022887304994467766,,,,,,,,,0.022887304994467766,,,,,,,0.022887304994467766,,,,,,,,,0.02591574290096953,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02591574290096953,,,,,,,,,,,,,,0.02591574290096953,,,,,,,0.04577460998893553,,,,,,,0.022887304994467766,,,,,,,,0.03532293026546894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03532293026546894,,,,,,0.044730117629968355,0.044730117629968355,0.03532293026546894,0.022887304994467766,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.044730117629968355,0.044730117629968355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033172150913241,,,,,,,0.02929575039291874,,,,,0.023450628965789217,0.04521335073980025,,,,,0.015598843160030492,,0.02929575039291874,,,0.038169700377572995,,,,0.02929575039291874,,,,,,,,,,,,,,0.038169700377572995,0.033172150913241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038169700377572995,0.02929575039291874,,,,,,,,,,,,0.04521335073980025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04521335073980025,0.04521335073980025,,,,,,,,,,,,,,,,,,,,,,0.02929575039291874,,,,,,,,,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.04521335073980025,0.04521335073980025,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.057254550566359495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.024012444416683806,0.023206591373027826,,,,,,,,,,,,,,,,,,,,,0.03329062544649857,,,,,,,,,,0.03769562603777386,,,,,,,,,,,,,,,,,,0.026648442006578656,0.02969147789887926,,,,,0.03329062544649857,,,,,,,,,,,,,,,0.03329062544649857,0.03329062544649857,,,,,,,,,,,,,,,,,,,,,,,0.02969147789887926,,,,,,0.05137880765886391,0.043374659519969314,,,,,,,,,0.03329062544649857,,,,,,,0.03329062544649857,0.043374659519969314,,,,0.043374659519969314,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,0.02513041735851591,,,,,,,,,,,,,0.028916439679979544,,0.02513041735851591,,0.02513041735851591,0.028916439679979544,,,,,,,,,,,,,,,,0.011817305424265524,,,,,,0.01776562800438577,,,,,,,0.02513041735851591,0.02513041735851591,,,,,,,,0.05783287935995909,,,,0.034252538439242614,0.022193750297665713,0.022193750297665713,,,,,,,,,0.02513041735851591,,,,,,,,,0.02513041735851591,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022193750297665713,,0.028916439679979544,,,,,,,,,0.034252538439242614,,,,,,,,,,,,,,0.028916439679979544,,,,,,,,,,,,,,,,,0.034252538439242614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.029348543175946873,0.014181805839072558,,,,,,,,,,,,,,,,0.09214486364789166,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662915,,,,,,,,,,,,,,,,,,,,,,,,,0.03628958409863021,,,,,,,,,,,,,,,0.06279632047194478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06279632047194478,0.04068854221238714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04607243182394583,0.06279632047194478,0.06279632047194478,0.05301347274662915,0.06279632047194478,0.04607243182394583,0.07952020911994374,0.07952020911994374,0.07952020911994374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13632035849133212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11847196754728928,,,,0.16147625264214371,0.11847196754728928,,,,0.16147625264214371,0.20448053773699817,0.13632035849133212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.02687079001087432,,,,,,,,,,,,,,,0.059491250973421374,,0.09256827223337849,0.034379605988175986,,,0.03854703999068255,,,,,,,,,,,0.03854703999068255,,,,0.03854703999068255,,,,,,,0.04104958726323813,,0.0770940799813651,,,,0.030856090744459497,0.034379605988175986,0.034379605988175986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05022328997049078,,,,,,,,,,,,,,,0.059491250973421374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,0.09771095402412174,,,,,,,,,,,,,,,,,,,,,,,,,,0.06499517983346037,,0.12206562663716142,,,,,,,,,,,0.06910864773591874,0.06910864773591874,0.06103281331858071,0.06910864773591874,0.06103281331858071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07952020911994373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,0.00981817327320408,,,,,0.031896298955039426,,,,,,,,,,,,0.02254868169787425,,,0.031896298955039426,,,,,,,,,,,,,,,,,,,0.03670163497843557,,,,,,,,,,,,0.025123558222128608,,,,,,,,,0.028168990762421867,,,,,,,,,,,,,,,,,,,,0.031896298955039426,,,,,,,,,0.031896298955039426,0.043474375711346394,0.043474375711346394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031896298955039426,,,,,,,,,,,,,0.043474375711346394,,0.03670163497843557,0.03670163497843557,,,,,,,,,,,,,,,,,,0.043474375711346394,,,,,,,,,,,0.028168990762421867,,,,,,,,,,,,0.043474375711346394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.05505245246765336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,,,,,,,,,,,,,,,0.08694875142269279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,,,,,,,,,,,,,,,,,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,,,,,,,,,,,,,,,,,,,
23,,0.012763625255165304,,,,,,,,,,,,,,,,0.04146518864155125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05651668842475031,,,0.029313286207236524,0.03266062568876719,,,,,,,,0.036619687991148425,,,,,,,,,,,,,,,0.05651668842475031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036619687991148425,,,,,,,,,,,,,,,,,,,,,,,,0.04146518864155125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036619687991148425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,,,,,,,,,
24,,0.01963634654640816,,,,,,,,,,,,,,,,0.06379259791007885,,,,,0.05633798152484373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050247116444257216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06379259791007885,0.08694875142269279,0.08694875142269279,0.07340326995687114,,0.06379259791007885,,,,,,0.07340326995687114,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08694875142269279,0.11010490493530672,0.11010490493530672,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33172150913241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165860754566205,,,,,,,,,0.22606675369900123,,0.19084850188786498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.01963634654640816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06379259791007885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633798152484373,,,,,,,,,,,,,,,,0.06379259791007885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08694875142269279,,,,,,,,,,,,,,,,,,,,,,,,,,0.06379259791007885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08694875142269279,,,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.11010490493530672
