,hòa,phát,hà,nội,tiếp,tục,cuộc,đua,thăng,hạng,thắng,đội,chủ,nhà,khách,sạn,khải,hoàn,với,kết,quả,thuyết,phục,3,1,bóng,duy,trì,sức,ép,lên,hai,dẫn,đầu,giải,nhất,trong,đoạt,2,vé,v,league,mùa,tới,chơi,toàn,trên,chân,đối,thủ,phần,lớn,thời,gian,của,trận,đấu,vắng,trụ,cột,ở,hàng,phòng,ngự,kskh,xuất,hình,chắp,vá,tiền,đạo,đại,lâm,buộc,phải,lui,về,vị,trí,chốt,chặn,cuối,cùng,sơ,đồ,5,hậu,vệ,khi,đó,cầu,thường,xuyên,thi,trung,là,văn,bảy,lại,được,bố,tấn,công,ngoại,binh,saliu,kankam,diego,moreno,trải,đều,ba,tuyến,ngoài,ra,diện,đô,còn,có,góp,mặt,tuyển,u20,việt,nam,xuân,thành,vòng,9,tmn,csg,thanh,hoá,0tt,huế,cần,thơ,0qk,7,bưu,điện,0,1qk,giang,1ks,hoà,3quảng,an,lắp,ghép,này,không,tốt,các,thiếu,ăn,ý,môn,quốc,cường,cũng,những,pha,vào,hợp,lý,làm,ú,tim,cổ,động,viên,trái,tận,dụng,trẻ,và,nền,tảng,thể,lực,vượt,trội,luôn,đẩy,thế,rượt,đuổi,phút,16,vinh,thực,hiện,một,đường,chuyền,bổng,khu,vực,16m50,nỗ,phá,vây,lưu,quang,đã,lúng,túng,đánh,phản,lưới,mở,tỷ,số,cho,6,sau,đáp,trả,ngay,lập,tức,hùng,lộ,chạm,tay,hưởng,phạt,đền,từ,chấm,11m,cựu,hagl,sỹ,linh,sút,chính,xác,cân,bằng,rất,ấn,tượng,xuống,xé,nát,phương,biên,29,mạnh,thoát,phối,tâng,qua,nâng,hiệp,thuộc,đến,họ,bàn,định,74,đệm,lòng,thẻ,vàng,4,nhưng,thứ,bảng,xếp,vẫn,thay,đổi,bởi,chiều,nay,thừa,thiên,thép,miền,cảng,sài,gòn,giành,chiến,trước,nhờ,cú,hat,trick,lợi,80,85,phong,27,quan,huy,45,hiển,ghi,cả,35,55,mang,tt,2004,th,bđiểm,1tt,97,11,22,2tmn,95,31,18,3hp,hn,4qk5,94,23,14,5tiền,93,24,6kskh,7quảng,8thanh,92,43,10,9bưu,quân,25,811,712,91,44,tính,theo,trực
10,,0.02262583487855112,,,,,,,,,,0.018898526685933566,0.027431170901947275,0.02262583487855112,,,0.03900924765825424,0.034203911634858086,,,,,,0.034203911634858086,0.05486234180389455,,,,,,,,,,,,,,,,,,,,,,,,,0.02262583487855112,,,,,0.02262583487855112,0.02262583487855112,0.02262583487855112,,,,,0.027431170901947275,0.034203911634858086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027431170901947275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034203911634858086,,,,,,,,,,,,,,,,,,,0.03900924765825424,,0.03900924765825424,0.05736006514747203,0.045781988391165054,0.05736006514747203,0.05736006514747203,0.034203911634858086,0.03900924765825424,0.045781988391165054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07353396335529114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08915130543132864,,,,,,0.08915130543132864,0.11116271281328878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09904896118728174,0.12678005488932628,0.12678005488932628,0.12678005488932628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,0.021787840994160337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021787840994160337,,,,,,,0.021787840994160337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026415201609282558,,,,,,,,,,,,,,,,,,,,0.04408635919149227,0.08817271838298454,,,,0.02934784035178718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03756446070794853,0.04408635919149227,0.02934784035178718,0.03756446070794853,,,0.04408635919149227,0.04408635919149227,0.04408635919149227,0.04408635919149227,0.055235618290158245,0.032937100092826306,0.026415201609282558,0.04408635919149227,0.055235618290158245,0.055235618290158245,0.055235618290158245,0.055235618290158245,0.055235618290158245,0.055235618290158245,0.055235618290158245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.018383490838822784,,,,,,,,,,,0.02228782635783216,0.018383490838822784,,,,,,,,,,,,,,,0.037197865567821606,,,,,,,,,,,,,,,,,,,,,0.018383490838822784,,,,,,0.018383490838822784,0.018383490838822784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03169501372233157,,,0.02228782635783216,,,,,0.027790678203322195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03169501372233157,,,,,0.027790678203322195,,,0.024762240296820434,,0.03169501372233157,0.03169501372233157,,,,,,,0.02228782635783216,,,,,,,,,0.04660505293232102,0.037197865567821606,0.037197865567821606,0.04660505293232102,0.027790678203322195,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.037197865567821606,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.037197865567821606,0.04660505293232102,0.04660505293232102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,0.025861141780751194,,,0.037537391760559424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030961668781175213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05338107574287422,0.037537391760559424,,,,,,,,,0.04170482576306599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037537391760559424,,,,,,,,,,,,,,,,,,,,,,,,,0.04170482576306599,0.06264903674580481,0.06264903674580481,0.05338107574287422,0.05338107574287422,0.05338107574287422,0.04680535276349001,0.04680535276349001,0.07849272072811961,0.06264903674580481,0.07849272072811961,0.07849272072811961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.02028523127042514,,,,,,,,,,,,0.02028523127042514,,,,,,,,,,,0.024593463567263073,0.027323851362008756,,,,,,,,0.030665575948493458,0.03497380824533139,,0.022284953580000544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024593463567263073,,,,,,,0.030665575948493458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03497380824533139,,,,0.03497380824533139,,,,,,,,,,,,,,,,,,0.024593463567263073,,,,,,,,,,,,,,,,,0.041045920626561774,,,,,,,,,,,,,0.03497380824533139,,,,,,,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.05142626530463009,0.030665575948493458,0.030665575948493458,0.03497380824533139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,0.03779705337186713,0.05486234180389455,0.04525166975710224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060953206884481075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06840782326971617,,,,,,,,,,,,,,,,,,,,,,,,,,0.060953206884481075,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09156397678233011,0.11472013029494406,0.11472013029494406,0.11472013029494406,0.11472013029494406,0.11472013029494406,0.11472013029494406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,0.0396195844749127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05951658490851457,,,,,,,,,,,,,,,,,,,,,,0.05071202195573052,0.035660522172531454,,,,,,,0.044465085125315516,,0.0396195844749127,,,0.05951658490851457,,,,,,0.05951658490851457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035660522172531454,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05071202195573052,0.05071202195573052,,0.044465085125315516,0.044465085125315516,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07456808469171364,0.07456808469171364,0.07456808469171364,0.07456808469171364,0.07456808469171364,0.07456808469171364,0.07456808469171364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,0.07507478352111885,,,,,,,,,,,,,,,,,,,,,,,,,0.030961668781175213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05338107574287422,,,,,,0.04170482576306599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04680535276349001,0.04680535276349001,,,,,,,,,,,,,,,,0.05338107574287422,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.06264903674580481,0.06264903674580481,0.07849272072811961,0.07849272072811961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,0.01819858125312121,,,0.026415201609282558,,,,0.032937100092826306,,,,,,,0.02934784035178718,,,,,,0.02934784035178718,,,,,,,,,,,,,,,,,0.03756446070794853,,,,,,0.021787840994160337,0.021787840994160337,0.021787840994160337,,,,0.026415201609282558,0.026415201609282558,0.032937100092826306,0.03756446070794853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026415201609282558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032937100092826306,0.032937100092826306,,,,,,,,,,,,,,,,,,,,,,,,0.032937100092826306,,,0.02934784035178718,,,,,,,,,0.032937100092826306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055235618290158245,0.04408635919149227,0.055235618290158245,0.04408635919149227,0.055235618290158245,0.055235618290158245,0.055235618290158245,0.055235618290158245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,0.016981201034538786,0.02834123090881646,0.024148581883681196,0.02117385005967405,,,,,,,0.016981201034538786,0.018866468797577474,,,,,0.02834123090881646,,,0.02117385005967405,,,,,0.02117385005967405,,,,,,,,,,,0.014006469210531645,,,,,0.02801293842106329,,,,,,,0.016981201034538786,0.02117385005967405,0.024148581883681196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024148581883681196,,,,,,,,,,,,,,,,,,,,,,,0.02117385005967405,0.02117385005967405,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024148581883681196,0.024148581883681196,0.024148581883681196,0.02834123090881646,0.02834123090881646,0.02834123090881646,,,0.02117385005967405,,0.02834123090881646,,,,,,,,,0.02834123090881646,0.02834123090881646,,,,,,,,,,,,,,0.018866468797577474,,,,,,0.02117385005967405,0.02117385005967405,,,,,,,,,,,,,,,,,0.02117385005967405,0.02117385005967405,,,,,,,,,,,,,,,,0.024148581883681196,,,,,,,,,,,,,,,0.02834123090881646,,,,,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,0.03176077508951108,0.03176077508951108,0.03176077508951108,0.04251184636322469,,,,,,0.017548631922652595,,,0.02547180155180818,,,,,,,,,0.03176077508951108,0.02547180155180818,,,,,,,0.02829970319636621,,,,,,,,,,,,,,,,,,,,,,,,0.021009703815797465,,,,,0.02547180155180818,,,,,,,,,,,,,,,,0.03622287282552179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02829970319636621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02547180155180818,,,,,,,,,,,,,0.03176077508951108,,,,,,,,,0.04251184636322469,,,0.02829970319636621,,,,,,,,,,,,,,,,,,,,,,,,0.03176077508951108,0.03176077508951108,,,,,,,,,,,,,,,,0.03622287282552179,,,,,,,,,,,,,0.04251184636322469,,,,,,,,,,,,,,0.05326291763693831,0.04251184636322469,0.05326291763693831,0.05326291763693831,0.03622287282552179,0.05326291763693831,0.05326291763693831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
