,arsenal,vẫn,bất,khả,chiến,bại,đêm,thứ,bảy,đội,bóng,thành,london,đã,giành,thắng,lợi,2,0,dù,phải,làm,khách,đối,thủ,khó,chịu,là,blackburn,gặp,không,ít,khăn,trong,hiệp,một,nhưng,chứng,tỏ,đẳng,cấp,của,mình,hai,với,bàn,henry,và,pires,nhờ,đó,họ,chưa,lần,thua,sau,28,vòng,mùa,này,những,chàng,pháo,du,đấu,mà,có,sự,góp,mặt,cầu,trụ,cột,bị,chấn,thương,bergkamp,ljungberg,vì,vậy,hình,xuất,phát,ông,wenger,bố,trí,tân,binh,reyes,đá,cặp,còn,tiền,vệ,gilberto,silva,lấp,chỗ,trống,ở,bên,hành,lang,ưu,thế,khán,giả,nhà,nhập,cuộc,đầy,quyết,tâm,nhằm,cản,bước,tiến,gã,khổng,lồ,tranh,chấp,liệt,áp,sát,để,hạn,chế,lối,chơi,kỹ,thuật,phương,công,pháp,đầu,trận,nếu,hậu,ashley,cole,kịp,phá,ngay,trước,vạch,môn,cú,đánh,short,phút,5,chủ,sớm,mở,tỷ,số,cũng,chỉ,tạo,thêm,được,pha,nguy,hiểm,đồng,thời,cơ,hội,rõ,ràng,nhất,45,tiên,khi,đạo,andy,buộc,jens,lehmann,trổ,hết,tài,năng,kháng,cự,từ,phía,dần,vượt,trội,phối,hợp,nhanh,đẹp,mắt,chính,xác,trên,khắp,sân,friedel,vất,vả,chặn,xuyên,thủng,lưới,tuy,nhiên,nhận,trọng,cho,răng,người,vào,tiếp,tục,thi,tập,trung,chống,trả,khoan,nhượng,càng,lúc,ra,rồi,liên,kết,thúc,suýt,bảybirmingham,leicester,1blackburn,2bolton,chelsea,2charlton,middlesbrough,1,0everton,portsmouth,0fulham,leeds,0chủ,nhậtman,city,mu,21hsouthampton,liverpool,23htottenham,newcastle,22hwolves,aston,villa,19h30,sang,như,điều,giúp,giảm,bớt,sức,ép,đến,57,craig,phạm,lỗi,ngoài,khu,cấm,địa,bến,cánh,trái,đích,thân,tuyển,thực,hiện,sút,phạt,đưa,góc,cao,theo,hướng,tấn,bay,tầm,thể,chạm,tay,dẫn,khoảng,3,chấm,dứt,mọi,hy,vọng,điểm,robert,cận,ấn,định,dọc,khung,lượt,duy,trì,cách,9,đứng,70,61,sẽ,san,bằng,viếng,thăm,man,nhật,neill,todd,babbel,84,gray,emerton,tugay,andresen,douglas,gresko,77,jansen,yorke,73,lauren,toure,campbell,edu,vieira,cygan,89,clichy,ngoại,hạng,anh,13,tt,h,s,1arsenal,37,2chelsea,29,3mu,27,26,58,4charlton,543,5newcastle,10,42,6birmingham,042,7liverpool,939,8fulham,339,9aston,037,tottenham,4,34,11,6,12,bolton,southampton,033,14,everton,32,15,7,16,17,18,24,19,wolves,20,22
10,0.012022329802509618,,,,,,,,,,,,,0.014684390032389328,,,,,,,0.018248488463565863,,,0.023659433576159922,0.014684390032389328,,,,,0.027954342333615562,,,,,,,,0.027954342333615562,0.023659433576159922,,,0.0109062934473712,0.027954342333615562,,0.0109062934473712,,,0.013269952301226236,,,,,,,,0.014684390032389328,,,,,0.0412242946348418,,,,,,,0.055908684667231125,,0.027954342333615562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023659433576159922,,,,,,,,,,,0.027954342333615562,,,,,,,,,,,,,0.018248488463565863,,,,,,,,,,,,,,,0.01631723855996526,,,,,,,,,,,0.0206121473174209,0.023659433576159922,,,,,,,,,,,,,,,,,,,,,,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.027954342333615562,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,0.035296537349810225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,0.024730365652285258,,,,,,,,,,0.034008546682100016,,,,0.02736636324218011,,,,0.022405250995586108,,,,,0.03841354727337531,0.03841354727337531,0.07682709454675062,,,,,,,,,,,0.034008546682100016,0.024730365652285258,,,0.044092580755570765,,,0.044092580755570765,,0.02736636324218011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03841354727337531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052096728894465365,,,,,,,,,,,,,,,,,,,,,,,,0.03841354727337531,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,0.019431001583938415,,,0.021502142547427227,,0.023893099319949127,,,,,,,,,,,,,,,0.023893099319949127,,,,,,,,,,,,,,0.01596992969079354,0.030182072857652027,,,,,,,,,,,,,,0.023893099319949127,,,,,,,,,,,,,,,,,,,0.04093314413136564,,,,,,,,,,,,,,,0.03464417059366274,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04093314413136564,0.04093314413136564,,,,,,,,,,,,0.03464417059366274,0.030182072857652027,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030182072857652027,,0.03464417059366274,0.03464417059366274,,,,,,,,,,0.023893099319949127,0.04093314413136564,,,,,,,0.04093314413136564,,,,,,,,,,,,,,,,,,,0.030182072857652027,,,,,,,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.03464417059366274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.012971461102707745,,,,,,,,,0.01760544160417304,,0.019689158605426325,,,,,,,,,,,,,,,,,,,0.01760544160417304,,,,,,0.022239422105638337,,0.025527283595330443,,,,,,,0.022239422105638337,,0.014317580114480939,0.022239422105638337,,,,,,,,,,,,0.022239422105638337,,,,0.01760544160417304,,0.025527283595330443,,,,,,,,,,,,,,,,,,,,,,,0.025527283595330443,,,,,,,,,,,,,,,,,,,0.025527283595330443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025527283595330443,,,,,,,,,,0.025527283595330443,0.025527283595330443,0.025527283595330443,,,,,,,,,,0.01760544160417304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06032252819359147,0.030161264096795735,0.038083106087953136,0.038083106087953136,0.038083106087953136,0.038083106087953136,0.038083106087953136,0.038083106087953136,0.038083106087953136,0.07616621217590627,0.038083106087953136,0.038083106087953136,0.038083106087953136,0.038083106087953136,0.030161264096795735,0.030161264096795735,0.038083106087953136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.018958289303957477,,,,,,,0.028776462577161554,,,,,,,,,,0.03730910679317526,0.09751131230933734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03250377076977911,0.04408184752608608,,,0.03250377076977911,,,,0.02573103003686829,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04408184752608608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05565992428239305,0.04408184752608608,0.05565992428239305,0.05565992428239305,0.03730910679317526,0.05565992428239305,0.04408184752608608,0.08816369505217216,0.05565992428239305,0.04408184752608608,0.05565992428239305,0.04408184752608608,0.05565992428239305,0.05565992428239305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02053814674595393,,,,,,0.03521241833392737,,,,,,,,,0.03521241833392737,0.01863158463925913,,,,,,,,,,,,,,,,,,,,0.02787528253994065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521241833392737,0.031174501125258346,,,,,,,,,,,,,,,0.02787528253994065,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04041819902593986,0.04775533481992658,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.04775533481992658,0.060298251305925796,0.060298251305925796,0.060298251305925796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046949891111903154,,,,,,,,,,,,,,,0.046949891111903154,,,,,,,,0.03716704338658753,,,,,,,,,,,0.05389093203458649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0636737797599021,,0.046949891111903154,,,,0.03716704338658753,,,,,,,0.05389093203458649,0.05389093203458649,,,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029810535422814612,,0.04987920180041336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06466911844150379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07640853571188252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09647720208948128,0.09647720208948128,0.09647720208948128,0.09647720208948128,0.09647720208948128,0.09647720208948128,0.09647720208948128,0.09647720208948128,0.09647720208948128,0.07640853571188252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,0.022669501847928153,,,,,,,,,,,,,,0.025085832971998432,,,,,,,,,,,,,,,,,,,,,,,0.022669501847928153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,0.04775533481992658,,0.04041819902593986,0.03521241833392737,,,,,,,,,,,,,0.04041819902593986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04041819902593986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.04775533481992658,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,0.049460731304570515,,,,,,,,,,,,,,,,,,,,0.060818798268961416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08818516151114153,,,,,,,,,,,,,,,,,,,,,,,,0.10419345778893073,,,,,,,,,,,,,,,,,,,,0.07682709454675062,,,,,,,,,,,,,,0.08818516151114153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13155982103111083,0.13155982103111083,0.13155982103111083,0.13155982103111083,0.13155982103111083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.12322888047572358,,,,,,,,,,,,,,,,,,0.2112745100035642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2865320089195595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3617895078355548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.027384195661271905,,,,,,,,,,,,,,0.0636737797599021,,,,,,,,,,,,,,0.027384195661271905,,,,,,,,,,,,,0.02484211285234551,,,,,,,,,,,,,,,,,,,,,,,0.03716704338658753,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0636737797599021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05389093203458649,,,,,,,,,,,,,,0.03716704338658753,,,,,,,,0.05389093203458649,,,,,,,,,,,,,,,,0.03716704338658753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0636737797599021,0.05389093203458649,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.08039766840790107,0.046949891111903154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,0.035816501114944936,,,,,,0.017002126385946115,0.04676175168788752,,,,0.020906461904955487,,0.0303136492694549,0.026409313750445525,,,,,,0.018814374728998825,,,,0.015403610059465448,,,,,,,,,,,,,0.01397368847944435,,,,,,0.017002126385946115,0.026409313750445525,,,,,0.0303136492694549,,0.03762874945799765,,,,,,,,,,,,,,,,,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,0.035816501114944936,0.0303136492694549,,,,,,,,,,,,,,,,,,,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026409313750445525,0.0303136492694549,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020906461904955487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035816501114944936,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.02464577609514472,,,,,,,0.03740940135031002,,0.03345033904792878,,,,,,0.03345033904792878,0.0573064017839119,,,,,,,,,,,0.04225490200071284,,,,,,,,,,,,,,,,0.04225490200071284,0.044715803134221924,,,,,,,,,,,,,,,0.03345033904792878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048501838831127846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0573064017839119,,,,,,,0.04225490200071284,,,,,,,,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.0573064017839119,0.0573064017839119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,0.047786198639898254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03193985938158708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08186628826273128,,,,,,,,,,,,,,,,,,,0.08186628826273128,,,,,,,,,,,,,,,,,,0.047786198639898254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06928834118732548,,,,,,,,,,,0.08186628826273128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06036414571530405,,,,,,,,,,,,,,,0.10336843081015851,0.10336843081015851,0.10336843081015851,0.10336843081015851,0.10336843081015851,0.08186628826273128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,0.2865320089195595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2425091941556392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2425091941556392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3617895078355548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0045221607514027,,,,,,,,,0.006137676889528217,,,,,,,,,,,,,,,,,,,0.0090443215028054,,,,,,,,,,,,,,,,,,0.006864110339506425,,0.007753193027653733,,,,,,,0.0055234861589721325,0.07753193027653732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008899419969014284,,,,,,,0.008899419969014284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008899419969014284,,,,0.01779883993802857,,,,,,,,,0.008899419969014284,,0.010514936107139798,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010514936107139798,,,,,,,,,,,,,,,,,,,,,,0.007753193027653733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010514936107139798,,,,,,,,,,,,,,,,0.010514936107139798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008899419969014284,,,,,,0.007753193027653733,,,,,,,,,,,,,0.010514936107139798,0.010514936107139798,,,,,,0.010514936107139798,,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.02655335837325173,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.021029872214279596,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.010514936107139798,0.013276679186625865,0.05257468053569899,0.021029872214279596,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.02655335837325173,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.039830037559877594,0.013276679186625865,0.013276679186625865,0.021029872214279596,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,0.013276679186625865,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1056372550017821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,,,,,,,,0.04775533481992658,,0.04775533481992658,,,0.04041819902593986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04041819902593986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,,,,,,,0.04775533481992658,,0.19102133927970633,0.04775533481992658,,,,,,,,,,,,,,,,,,,,0.04775533481992658,,,,,,,,,,0.060298251305925796,0.060298251305925796,0.12059650261185159,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796
