,tim,henman,mất,điểm,trước,người,hâm,mộ,được,mời,tới,thăm,trường,tiểu,học,jumeirah,trong,thời,gian,tham,dự,giải,dubai,mở,rộng,nhưng,tay,vợt,anh,đã,từ,chối,thực,hiện,nghĩa,vụ,của,mình,sau,khi,thất,bại,ở,ngay,vòng,một,không,có,sự,thích,hợp,lý,nào,và,atp,phải,cử,federer,thay,thế,emily,kirton,cậu,bé,8,tuổi,giành,nhất,cuộc,thi,viết,về,thần,tượng,do,nhà,tổ,chức,btc,tài,trợ,xuất,bài,này,sẽ,chuyến,theo,sắp,xếp,tuy,nhiên,để,thua,qua,đấu,loại,ch,czech,hạng,149,giới,tối,thứ,hai,cho,biết,thể,vì,đặt,vé,bay,trở,vào,2h45,sáng,hôm,ba,toàn,bộ,sinh,các,bậc,phụ,huynh,vô,cùng,vọng,hiệu,trưởng,thông,báo,quyết,định,trên,lập,tức,gửi,thư,nhân,viên,quan,hệ,công,chúng,bắt,buộc,bất,kỳ,nán,lại,thêm,họ,trận,số,thành,cam,kết,đến,đó,chấp,thắng,hay,đồng,như,vậy,cả,hầu,hết,mọi,đều,gia,hoạt,động,khác,ra,là,giữ,lời,hứa,ấy,cũng,rạch,ròi,giấy,tờ,lẽ,đây,ngoại,lệ,rõ,ràng,chỉ,nói,gần,chắc,chắn,tôi,còn,vẫn,chưa,tán,thống,giữa,bên,dù,cụ,biện,pháp,chữa,cháy,tuyệt,vời,1,roger,buổi,giao,lưu,ngoài,mong,đợi,cứu,bàn,trông,thấy
10,,,,,,,,,,,,,0.02628405609247103,,,,0.051439950243282635,,,,,,,,,0.06036414571530405,,,,,,,,,,,,,,,,,,,,0.02628405609247103,0.029937807695855405,0.029937807695855405,,,0.10287990048656527,,0.03886200316787683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06036414571530405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09444423533813709,0.07294209279070986,0.07294209279070986,0.09444423533813709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,0.021687329759984657,,,,,,,,,,,,,,0.03841354727337531,,,,,,,,,,0.012764845889804283,,,,,,,,,,0.021687329759984657,,,,,,,0.019051332170089804,,,,,,0.024730365652285258,,,,,,,,,,,,,,,,0.03841354727337531,,,0.03841354727337531,,,,0.03841354727337531,,,,,,,,,,,,,,,,,0.028329513199904566,,,,,,,,,,,,,,,,,,,0.046417695412269915,0.046417695412269915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03841354727337531,0.046417695412269915,,,,,,,,,,,,,,,,,,,0.06010087703335997,0.06010087703335997,0.046417695412269915,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.06010087703335997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.06500754153955822,0.04185138802694428,,,,0.03670163497843557,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04794225310753081,,,,,,,,,,,,,,0.06448143196030395,,,,,,,,,0.04794225310753081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07855302300537985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07855302300537985,0.05539686949276592,0.1017091765179938,0.1017091765179938,0.1017091765179938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,0.03180808364797749,,,,,,,,,,,,,,,,,,,,,,,0.041549952693193365,,,,,,,,,,,,,,,,,,0.027941953849465045,,,,,,,,,0.08309990538638673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,,,,,,0.048010620227063795,,,,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,0.045997098161824304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052391163467746964,,,0.09001991292574461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09001991292574461,,,,,,,,,,0.12764866238374226,0.1652774118417399,0.1652774118417399,0.1652774118417399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.023655132363055463,,,,,,,,,,0.027097795234691323,,,,,,,,,,0.02801906910729733,,,,,,,0.027097795234691323,,,,0.027097795234691323,0.03131127406112856,,,,,,,,,,,,,0.0182230133800859,0.0182230133800859,,,,0.04439953474217122,0.023655132363055463,,,,,,,,,,,,,,,,,,,,,,,,,,0.027097795234691323,,,,,,0.04439953474217122,0.03674339304409812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04439953474217122,,,,,,,,,,,,,,,,,,,,,,,,,,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.04439953474217122,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,,0.0519374408664917,,,,,,,,,,,,,0.03066473210788287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,0.07042483666785473,,,,,,,,,,,,,,,,,,,,0.08509910825582817,,,,,,,,,,,,,,,,,,,,,,0.08509910825582817,0.1101849412278266,0.1101849412278266,0.08509910825582817,0.1101849412278266,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,0.022998549080912152,,,,0.04500995646287231,,,,,,,,,,,,,0.01755166309848089,,,,,,,,,,,,,,,,,,0.052391163467746964,0.05281862750089105,,0.04500995646287231,,,0.03400425277189223,,,,,,,,,,,,,,0.05281862750089105,,,,,,,,,,,,,,,,0.05281862750089105,,,,,,,,,,,,,,,,,,,,0.06382433119187113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06382433119187113,,,,,,,,,,,,,,0.06382433119187113,,0.08263870592086996,0.08263870592086996,0.08263870592086996,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,0.010394170797868365,0.02726122709723409,0.02726122709723409,0.02726122709723409,,0.020104815819287112,0.020104815819287112,,0.009058922889538523,,,,,,,,,,0.015391008216763305,,,,,,0.011870218880470788,,0.013520300249741152,,,,,,0.017550582075815342,0.0232309452711599,,,0.02726122709723409,0.03294159029257865,0.02726122709723409,,,,,,,,,,,,,,,,,,,0.020104815819287112,,,,,,,,,,,,,0.03294159029257865,,,,,,,,,,,,,,,0.02726122709723409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02726122709723409,,,,,,,,,,,0.03294159029257865,,,,,,,,,,,0.0232309452711599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042652235313997394,0.042652235313997394,0.042652235313997394,0.042652235313997394,0.042652235313997394,0.042652235313997394,0.042652235313997394,0.042652235313997394,0.042652235313997394,0.042652235313997394,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023402217464641183,,,,,,,0.045339003695856306,,,,,,,,,,,,,,,,,0.045339003695856306,,,,,,,,,,,,,,,,,,,,,,,,,0.0519374408664917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08509910825582817,,,,,,,,,,,,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028082660957569422,,,,,,,,,,,,,,,,0.03679767852945944,,,,,,,,,0.0720159303405957,,,0.08450980400142569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06232492903979005,,,,,,,,,,,,0.08450980400142569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13222192947339192,0.13222192947339192,0.13222192947339192,0.13222192947339192
