,bạn,vào,một,quán,cà,phê,wi,fi,điểm,truy,cập,internet,không,dây,để,vừa,thưởng,thức,và,online,bằng,máy,tính,xách,tay,của,mình,kết,nối,mạng,bắt,đầu,thực,hiện,các,giao,dịch,thông,qua,ngân,hàng,hay,mua,món,nào,đó,trên,mạng…,với,tư,cách,là,người,dùng,cuối,cảm,thấy,an,toàn,khi,biểu,tượng,hình,chiếc,khóa,bên,dưới,trình,duyệt,web,explorer,tin,bao,gồm,username,password,tài,khoản,thẻ,tín,dụng…,được,mã,hóa,ở,chế,độ,128,bit,tế,việc,này,có,thật,sự,đối,thì,nói,chung,khá,đặc,biệt,nó,ssl,secure,sockets,layer,phát,triển,bởi,hãng,netscape,nhằm,giúp,truyền,tải,liệu,riêng,sử,dụng,hệ,thống,hai,dữ,công,cộng,mọi,biết,còn,gọi,bí,mật,mà,chỉ,nhận,mới,cả,navigator,đều,hỗ,trợ,nhiều,trang,tiếp,từ,như,số,tuy,nhiên,thể,ra,hacker,đánh,cắp,điều,xảy,trực,cần,thiết,lại,trung,gian,khác,man,in,the,middle,hắn,ta,sẽ,cho,chạy,loạt,chương,bị,hại,tục,hơi,hoạt,động,certificate,server,trở,thành,giữa,họ,1,hiểu,rõ,hơn,khái,niệm,quan,trọng,nên,chứng,lập,tốt,đồng,nghĩa,tới,nơi,tất,đang,sau,gửi,theo,giải,dù,về,cũng,khó,tệ,nếu,giả,mạo,trong,trường,hợp,chộp,lấy,do,tạo,dễ,dàng,ngược,đi,phòng,tránh,đưa,thay,thế,đúng,hầu,hết,những,gật,đây,ví,dụ,tâm,security,alert,am,tường,tận,chọn,yes,xuất,cửa,sổ,2,đã,tự,làm,nhấp,bẫy,nút,view,vấn,đề,so,sánh,lưu,ý,đọc,hướng,dẫn,lần,đổi,cái,vnp,chức,năng,nâng,cao,firewall
10,,,0.007666183026970717,,,,,,,,,,,,0.008453444712166545,,,,0.011334750923964076,,,,,,,,,,,,,,,,0.011294448845272415,0.01690688942433309,0.02053814674595393,,,,0.012542916485999216,,,,,,,,0.013937641269970324,,,0.010269073372976965,0.007666183026970717,,,,,,,,,,,,,,,0.015587250562629173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02020909951296993,0.015587250562629173,,,,,,,,,,,,,0.013937641269970324,,,,,,,0.015587250562629173,,,,,,,,,0.011334750923964076,,,,,,,,,,,0.015587250562629173,,0.015587250562629173,,,,,,,0.017606209166963684,,,,,0.013937641269970324,,,0.02020909951296993,0.02387766740996329,0.02020909951296993,0.02387766740996329,0.02387766740996329,0.02387766740996329,0.02387766740996329,0.015587250562629173,0.017606209166963684,,0.015587250562629173,0.02387766740996329,0.02387766740996329,0.02387766740996329,0.012542916485999216,0.015587250562629173,0.030149125652962898,0.030149125652962898,0.030149125652962898,0.030149125652962898,0.02020909951296993,0.030149125652962898,0.030149125652962898,0.030149125652962898,0.030149125652962898,0.02387766740996329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.04508503846488824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10778186406917298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0604520049278084,,,,,,,,,,,,,,,,,,,,,0.1273475595198042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08313200300068892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16079533681580213,0.1273475595198042,0.16079533681580213,0.16079533681580213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.02830590656112265,,,,,,,,,,,,0.01560635946861516,,,,,,,,,,,,,,,,,,0.017198385820854586,,0.01042564508794377,0.03121271893723032,0.037916578607914954,,,,,,,,,,,,,,,0.018958289303957477,0.014152953280561325,0.03730910679317526,,,,0.03250377076977911,0.03250377076977911,,,,,,,,,,,,,,,,,,,,,,,0.014152953280561325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04408184752608608,,,,,0.02092569401347214,,,,,,,,,,,,,,,,,,,,,,,,,,0.03730910679317526,,,,,,,,,,,,,,,,,,,,,,0.03730910679317526,,,,,,,,,,0.05565992428239305,0.05565992428239305,0.05565992428239305,0.05565992428239305,0.02573103003686829,0.02573103003686829,0.05565992428239305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,0.03504540812329471,,,,,,,,,,,,,,,,,,,,,,,,,0.040242763810202704,0.040242763810202704,,,,0.02129323958772472,,,0.01932215934209496,0.023472167709661634,,,,,,,,,,,,0.03185746575993217,,0.03562800128600954,,,,,,,0.040242763810202704,0.040242763810202704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05457752550848752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03562800128600954,,,,,,,,,,,,,0.04619222745821699,0.03185746575993217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03185746575993217,,0.06891228720677234,0.06891228720677234,0.06891228720677234,0.040242763810202704,0.04619222745821699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.017266610475914646,,,,,,,,,,,,,,0.008633305237957323,,,,,,0.020639080353671423,,,,,,,,,,,,,,0.005767378133756127,0.017266610475914646,0.020975128591612525,,,,,,,,,0.023151831674479813,,,,,,,,,,,,,,0.008633305237957323,,,,,,,,0.015918894191621284,0.020639080353671423,0.015918894191621284,,,,,,,,,,,,0.02348787991242092,0.03183778838324257,0.017980809362005464,,,,,,,,,,,,,,,,,,,0.041278160707342845,,,,,,,,,,,,,,0.014234186828905863,,0.023151831674479813,0.019028001333711454,,,,0.015918894191621284,,,,,,,,,0.011575915837239907,,,,0.02438570288677102,,,,,,,0.03183778838324257,,,,,,,,,,,,,0.020639080353671423,0.028468373657811727,,,,,,,,,,,,0.047756682574863846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017980809362005464,0.020639080353671423,0.03079059641153658,0.03079059641153658,0.017980809362005464,0.020639080353671423,0.02438570288677102,0.02438570288677102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.013525511539466472,,,,,,,,,,,,,,,,,,,,,,,,,0.018135601478342523,,,,,,,0.014905267711407306,0.02493960090020668,0.009035559076217932,,,0.013525511539466472,,,,,,,,,,,,,0.02493960090020668,,,,,,,,,0.013525511539466472,,,,,,,,,,,,0.018135601478342523,,,,,,,,,,0.024531785686306297,0.02493960090020668,,,,,,,,,0.02493960090020668,0.036271202956685046,,,,0.04013733275519749,,,,,,,,,,,,,,,,,,,,0.02230022603195252,,,,,,,0.02493960090020668,,,,,,,,,,,,,,,,,,,,,,,,,,0.02493960090020668,,0.018135601478342523,,,,,,,,,,,,,,,,0.02493960090020668,0.028169934667141894,,0.02493960090020668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03820426785594126,0.03820426785594126,0.04823860104474064,0.03820426785594126,0.04823860104474064,0.03820426785594126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,0.008177261895435432,,,,,,,,,,0.012090400985561682,,,,,,,,,0.018779956444761263,0.016626400600137786,,,0.012090400985561682,,0.037559912889522526,0.037559912889522526,,,,0.009936845140938205,,,0.009017007692977648,0.010953678264508764,,,0.016626400600137786,0.013379110918399165,,,,,0.012090400985561682,,,,,,,0.016354523790870865,,,,,,,0.009017007692977648,,,,,,,,,,,,,,,,,,,,,,0.016354523790870865,,,,,,,,,,,,0.021556372813834598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012090400985561682,,0.016626400600137786,,,,,,,,,,0.016626400600137786,0.016626400600137786,,0.021556372813834598,0.021556372813834598,,,0.024180801971123364,,,,,,0.014866817354635013,,0.021556372813834598,,,,,,,,,,,,,,,0.02675822183679833,0.04987920180041336,,,,,,,,,,,,,,,,,,,,0.014866817354635013,,,,,0.05633986933428379,,,,,0.021556372813834598,,,,,,,0.032159067363160425,0.025469511903960844,0.018779956444761263,0.021556372813834598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,0.017002126385946115,,,0.026409313750445525,0.02338087584394376,,,0.03400425277189223,,,,,,,,,0.008470836633954312,,,0.025360334136499636,,,,,,,,0.017002126385946115,,,,,,,0.011499274540456076,,,,,,,,,,,,,,,0.02338087584394376,0.0303136492694549,0.02338087584394376,,0.03400425277189223,,,,,,,,,,0.011499274540456076,,,,,,,,,,0.02338087584394376,,,,,,,,,,,,,,,,,,,,,,,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02338087584394376,,,,,,,0.017002126385946115,,,,,,,,,,,,,,,,0.02338087584394376,0.026409313750445525,0.04676175168788752,,,,,0.018814374728998825,0.02338087584394376,,,,,,,,,,,,,,,,,,,,,,,,,0.026409313750445525,,,,,,,,,,,,,,,,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,0.012680167068249818,,,,,,,,,,,,,,,,,,0.01397368847944435,,0.008470836633954312,,,0.012680167068249818,,,,,,,,0.017002126385946115,,,,,,,0.011499274540456076,,,,,,,,,,,,,,,,,,,0.017002126385946115,,,,,,,,,,0.011499274540456076,0.02338087584394376,0.026409313750445525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017002126385946115,,,,,,,,,,,,0.02338087584394376,,,,,,0.02338087584394376,0.017002126385946115,,,,,,,,0.0303136492694549,,,,,,,,0.02338087584394376,,0.02338087584394376,0.02338087584394376,,,,0.018814374728998825,0.02338087584394376,,,,,,,,,,,,,,,,,,,0.020906461904955487,0.020906461904955487,,,,,,,,,,0.0303136492694549,,,,,,,,,0.026409313750445525,0.0303136492694549,,,,,0.035816501114944936,0.0303136492694549,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,0.01449161950657122,,,,,,,,,,,,,,,,,0.04093314413136564,0.03193985938158708,,0.019361912306181284,,,,,,,,,,,,,,,,,,0.013142028046235515,,,,,,,0.01449161950657122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021502142547427227,,,,,,,,,,,,,,,,,,,,,,0.019431001583938415,0.01596992969079354,,,,,,,,,,,,,,,,,,,0.04093314413136564,,,,,,,,,,,,0.026721000964507153,0.019431001583938415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047786198639898254,,,,,,,,,,,,,,,,,,,0.030182072857652027,0.03464417059366274,,,,,,,,,,,,0.04093314413136564,0.03464417059366274,0.03464417059366274,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.04093314413136564,0.04093314413136564,0.030182072857652027,0.051684215405079253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023472167709661634,0.017522704061647354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017522704061647354,,,,,,,,,,,0.025908002111917888,,,,,,,,,,,,,,,,,,,,,,,,,,0.025908002111917888,0.02129323958772472,,,,,,,,,,,,,0.025908002111917888,,0.03562800128600954,,,,,,,,,,,,,,,0.03562800128600954,0.03562800128600954,,,,,,,,,,0.04619222745821699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040242763810202704,,,,,,,,,,,,,,,,,0.04619222745821699,,,,,,,,0.04619222745821699,,,,,,0.040242763810202704,,0.05457752550848752,0.05457752550848752,0.05457752550848752,0.06891228720677234,0.05457752550848752,0.05457752550848752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,0.045339003695856306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03066473210788287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06234900225051669,,,,,,,,,,,,,,,,,,0.09551066963985316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09551066963985316,0.09551066963985316,0.07042483666785473,,,,,,,,0.12059650261185159,0.12059650261185159,0.12059650261185159,0.12059650261185159,0.09551066963985316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.013089204715612715,0.021580863901889534,,,,,,,,,,,,,,,,,0.017550582075815342,,0.03129150892330829,,,,,0.017550582075815342,0.06258301784661657,,,,,,,0.0241350976453613,,,,,,,,,,,,0.017550582075815342,,,,,0.0241350976453613,,,,,,,,,0.02617840943122543,,,0.03129150892330829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0241350976453613,,,,,,0.017550582075815342,,,,,,,,,,,,,,,,,,,0.0241350976453613,,,,,,,,,,,,,,,0.03697187211865283,,,,,,,,,,,,,,,,,,,,,,,,,,0.03697187211865283,,,,,,,,,,,,,,,,,,0.03129150892330829,,,,,,,,,,,,,,,,,,0.03697187211865283,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.09336503428014317,0.09336503428014317,0.046682517140071586,0.03697187211865283,0.046682517140071586,,,,,,,,,,,,,,,,,,,,
23,0.027051023078932944,0.04460045206390504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07640853571188252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036271202956685046,,,,0.04013733275519749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06466911844150379,0.06466911844150379,0.04987920180041336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06466911844150379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07640853571188252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07640853571188252,,0.09647720208948128,0.09647720208948128,0.09647720208948128,0.09647720208948128,,,,,,,,,,,,,,,,
