,làm,sạch,bàn,phím,để,vệ,sinh,bạn,cần,các,vật,dụng,như,tuốc,nơ,vít,2,cạnh,cỡ,trung,bình,giấy,dai,và,không,lại,xơ,chổi,nhỏ,lông,cứng,loại,thường,dùng,quét,sơn,máy,sấy,tóc,nước,cồn,70,độ,rửa,bát,mỡ,bôi,trơn,silicon,bước,1,tắt,tính,tháo,dây,nếu,có,đặt,ở,nơi,thoáng,mát,đủ,ánh,sáng,thể,dễ,dàng,thao,tác,trên,một,mặt,phẳng,hay,đất,sẽ,đều,được,nhẹ,bay,hết,bụi,bẩn,bám,bề,khe,dưới,bấm,chú,ý,nên,dựng,đứng,khi,lấy,ăn,thấm,chút,ẩm,là,lau,qua,khô,từ,đến,3,phút,tay,thuận,cầm,ngón,trỏ,của,điểm,tựa,cho,bẩy,bắt,đầu,ctrl,bên,trái,sau,đó,tới,windows,logo,alt,riêng,những,lớn,space,bar,enter,shift,backspace,0,ins,nhấc,ra,cuối,cùng,vì,nó,khó,nhất,rất,bị,vỡ,nứt,nhàng,quá,thô,bạo,với,nào,đang,níu,giữ,bởi,chất,xong,cất,thất,lạc,gây,phiền,hà,nhiều,về,tìm,thay,thế,vuốt,đoạn,cắm,bây,giờ,lên,nhưng,thật,kỹ,kẽ,này,khử,mùi,vết,tẩy,tránh,rớt,vào,trong,nẩy,bằng,nhựa,dẻo,4,lúc,phần,chính,đưa,đã,rời,chậu,ngâm,5,10,mềm,hoặc,tùy,từng,tiếp,tục,chừng,chế,nóng,thành,ngoài,lỗ,chứa,việc,giúp,gõ,nhạy,hơn,êm,lắp,theo,thứ,tự,ngược,tì,mạnh,tổn,thương,đáng,vậy,hoàn,công,bảo,trì,mình,mà,sự,trợ,thuật,viên,thực,hiện,tăng,thêm,niềm,cảm,hứng,lưu,mua,tại,cửa,hàng,đồ,điện,chợ,nhật,tảo,tphcm,hòa,nội,hạn,chua,chịu
10,0.04113126052745799,0.027629146711552744,0.012693296028631635,0.002299593619901393,0.021565565076826745,,,,,,,,,,,,,,,,,0.0357473709158993,,,,,,,,,,,,0.024407371879459034,,,,,,,0.04113126052745799,,,,,,,,,,,,,,0.1157102983509139,,0.03134841280214236,,,,,,,,,,,,,,,,,,,,,,,0.03134841280214236,,,,,,,,,,,,,,,,,,0.04113126052745799,0.04113126052745799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04113126052745799,,,,,,,,,,,,,,,,,,,0.07457903782345589,0.07457903782345589,0.07457903782345589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.01202522781659839,0.002178562376748688,,,,0.03386593034137828,,,,,,,,,,,,,,,,,,,,0.04554218032118651,0.04554218032118651,,,,,0.023122773359487505,0.02969849633887171,,,,,,,,,,,,,,,0.03386593034137828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02969849633887171,,,,,,,,,,,,,0.05481014132411711,0.05481014132411711,,,,,,,,,,,,,0.05481014132411711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04554218032118651,,,,,,,,,,,,,,,,,,,,,,,,,,0.0706538253064319,0.05481014132411711,0.0706538253064319,0.0706538253064319,0.0706538253064319,0.04554218032118651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.017149125545101705,0.00393929876750637,0.0014273339709732786,0.020078284726700764,,,,,0.010380344678068316,,,,,,,,,,,,0.011094011663554955,,0.013385523151133841,,,,,,,,,,0.0075747016177631485,0.009728817766182113,,,,,0.019457635532364227,0.012764873956797308,,,0.04475697031564881,0.014918990105216271,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011094011663554955,,,,,,0.029837980210432543,,0.009728817766182113,,,,0.012764873956797308,,,0.01795504629583147,0.014918990105216271,,,,,,,0.011094011663554955,,0.014918990105216271,0.025529747913594615,0.025529747913594615,,,0.02218802332710991,,,,,,,0.01795504629583147,,,,,,,,0.01795504629583147,,,,,0.014918990105216271,,0.011094011663554955,,,,,,,0.012764873956797308,,,,,,,,,,,,,,,0.014918990105216271,,,,,,0.014918990105216271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023145218634865624,0.023145218634865624,0.023145218634865624,0.01795504629583147,0.023145218634865624,0.023145218634865624,0.01795504629583147,0.023145218634865624,0.011094011663554955,0.014918990105216271,0.023145218634865624,0.023145218634865624,0.023145218634865624,0.023145218634865624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.016577488026931646,0.007615977617178982,0.002759512343881672,,,,,,0.010034333188799373,,,,,,,,,,,,,,,,,,,,,,,,,0.01880904768128542,,,,,0.01880904768128542,,,,,,,,,,0.021448422549539582,,,,0.01880904768128542,,,,,,,,,,,,,,,,,,0.021448422549539582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021448422549539582,,,0.028843380870084794,0.028843380870084794,,0.028843380870084794,,,,,,0.028843380870084794,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028843380870084794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021448422549539582,0.05768676174016959,,,,,0.04474742269407354,0.028843380870084794,0.04474742269407354,0.03471308950527417,0.04474742269407354,0.03471308950527417,0.04474742269407354,0.04474742269407354,0.028843380870084794,0.028843380870084794,0.04474742269407354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,0.0034493904298520898,,,,,,,,,,,,,,,,,,0.026810528186924476,,,,,,,,,,,,0.018305528909594276,,,,,,0.023511309601606772,0.030848445395593494,,0.03605422608760599,0.03605422608760599,0.03605422608760599,,,,,,,,,,,,0.023511309601606772,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030848445395593494,0.04339136188159271,,,,,,,,,,0.026810528186924476,,0.03605422608760599,0.030848445395593494,,,,0.026810528186924476,,,,,,,,,,,,,,,,,,,,,,0.026810528186924476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03605422608760599,,,,,,,,,0.026810528186924476,,,,,,,,,,,,,,0.03605422608760599,,,0.05593427836759192,0.03605422608760599,0.05593427836759192,0.05593427836759192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.014627195317880865,,0.0024348638328367694,0.011417063864202394,,,,,0.0088538234018818,,,,,,,,,,,,,,0.011417063864202394,,,,,,,,,,,,,0.021775373220418937,0.09188758986690222,,0.01659621854231066,,,0.025450041944192463,,,,,,,,,,,,,,,,,,,0.03062919662230074,,,,,,,,,,,,,,,0.01892507872018198,,,,,,,,,,,,,,,,,,0.01892507872018198,,,,,,,0.03785015744036396,,0.03062919662230074,,,,0.025450041944192463,,,,,,,,,,,,,,,,0.03785015744036396,0.03062919662230074,,,,,,,,,,,,,,,,,,,,,,,,,0.03062919662230074,0.03062919662230074,,,,,0.021775373220418937,,,,,,,,,,,0.03062919662230074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025450041944192463,0.025450041944192463,,,0.025450041944192463,,,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03062919662230074,0.03948302002418253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.0025870428223890673,,,,,,0.009407187364499412,,,,,,,,,,,,,,0.012130630355715044,,,,,,,,,,,,,,,,,,,,,,0.05408133913140899,0.04627266809339024,,0.027040669565704493,0.020107896140193357,,,,,,,,,,,,,,,,,,,,,,0.020107896140193357,,,,,0.020107896140193357,0.027040669565704493,0.027040669565704493,,,,,,,,,,0.032543521411194536,,,,,,,0.027040669565704493,,,0.02313633404669512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040215792280386714,0.027040669565704493,,,,,,,,,,,,,,0.027040669565704493,,,,,,,,,,,0.032543521411194536,0.04195070877569394,0.04195070877569394,0.04195070877569394,0.027040669565704493,0.032543521411194536,0.04195070877569394,0.04195070877569394,0.08390141755138789,0.04195070877569394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.008159976018406052,0.002956620368444648,0.013863577549388622,,,,,0.010751071273713613,,,,,,,,,,,,,,,0.04030510217418304,0.07438519179701608,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02015255108709152,,,0.02015255108709152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026441524624794422,,,,,,,,,,0.030903622360805134,,,,,,,,,,,,0.03719259589850804,,,0.026441524624794422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03719259589850804,,0.02298045273164955,,,,,,,0.030903622360805134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,0.00787859753501274,0.0014273339709732786,,,,0.02218802332710991,0.03591009259166294,0.010380344678068316,,,,,,,,,,,,,,,0.019457635532364227,,,,,,,,,,,,0.025529747913594615,,,,,,,,,,,,,,,,0.03591009259166294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025529747913594615,,,,,0.029837980210432543,,,,,,,,0.059675960420865086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029837980210432543,,,,,,,,,,,,,,,,,,0.03591009259166294,,0.03591009259166294,,,,,,,,,,,,,,,0.03591009259166294,,,,0.029837980210432543,0.03591009259166294,,,,,,,,,,,,,,,0.04629043726973125,0.04629043726973125,0.03591009259166294,0.04629043726973125,0.04629043726973125,0.04629043726973125,0.04629043726973125,0.04629043726973125,0.04629043726973125,0.04629043726973125,0.04629043726973125,,,,,,,,,,,,,,,,,,,,,,,
19,0.07403626894942439,0.024866232040397472,0.011423966425768473,0.002069634257911254,,,,0.03217263382430937,,,,,,,,,,,,,,,,0.01940900856914407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037018134474712194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05206963425791126,,,,,,,,,,,,,,,,,,,,0.04326507130512719,,,,,,,,,,,,,,,,,,,,,,,0.08653014261025438,,,,,,,,,,,,,,,,,,0.05206963425791126,,,,,,,,,0.06712113404111031,0.06712113404111031,0.06712113404111031,0.06712113404111031,0.06712113404111031,0.06712113404111031,0.06712113404111031,,,,,,,,,,,,,,,,
20,,,,,,,,,,0.01157807675630697,,,,,,,,,,,0.04005356481377789,,,,,,,,,,,,,,,,,,,,,,,,,0.03328082408086707,0.02847548805747092,0.04005356481377789,0.03328082408086707,,,,,,,,0.0217027473245601,,0.04005356481377789,,,,,,,0.04005356481377789,,,,,,,,,,,,,,,,,,,,,,,,,0.04005356481377789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04005356481377789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03328082408086707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.1032632831401697,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.05163164157008485,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0337948226023279,,,,,,,,,,,,,0.05695097611494184,,,,,,,,,,0.0434054946491202,,,,,,,,,,,,,,,,,,,,0.04949635972970673,,,,,,,,,,,,,,,0.05695097611494184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06656164816173414,,0.06656164816173414,,,,,,,,,,,,,,,,,,,,,,,,0.08010712962755578,,,,,,,,,,,,,,,,,0.08010712962755578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08010712962755578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1032632831401697,0.1032632831401697,0.1032632831401697
