,ngày,24,03,2006,vinagame,cho,biết,đã,tìm,được,chủ,nhân,của,1,giải,đặc,biệt,mỗi,suất,học,bổng,trị,giá,20,triệu,đồng,và,2,nhì,màn,hình,lcd,17,inch,5,tại,showroom,383,điện,biên,phủ,q,3,tphcm,công,ty,trong,chương,trình,khuyến,mại,“rạng,rỡ,danh,anh,hùng,thỏa,chí”,diễn,ra,từ,đến,30,04,trên,toàn,quốc,người,đoạt,đầu,tiên,là,khách,hàng,quách,thêm,lai,sinh,năm,1981,ngụ,quận,8,một,những,yêu,mến,trò,chơi,trực,tuyến,võ,lâm,truyền,kỳ,nguyễn,việt,quang,sn,1977,nam,định,trần,tuấn,1984,ninh,bình,bên,cạnh,đó,có,34,ba,755,khích,trao,may,mắn,khác,phỏng,vấn,về,cảm,xúc,khi,chi,sẻ,“tôi,thật,bất,ngờ,cao,nhất,tôi,bắt,gần,tháng,dành,khoảng,giờ,để,sau,làm,việc,ngoài,mãn,nhu,cầu,trí,này,còn,giúp,hiểu,hơn,thế,giới,internet,cách,sử,dụng,máy,tính,thành,thạo,hơn”,như,vậy,với,sẽ,tiếp,tục,hết,4,văn,nhiều,thưởng,cùng,cũng,chính,thức,bố,nhà,hoá,thanh,niên,phối,hợp,tổ,chức,đàn,“thanh,thụ,hưởng,các,quả,khoa,nghệ”,mong,muốn,tạo,dựng,sân,bổ,ích,mở,cơ,hội,bạn,trẻ,nói,lên,suy,nghĩ,mình,nghệ,kỷ,nguyên,thông,tin,nào,hữu,ban,rộng,mọi,đối,tượng,quan,tâm,đề,tài,nay,14,tham,gia,thể,gửi,bài,dự,thi,qua,website,www,nvhtn,org,vn,forum,hoặc,viết,kèm,file,vi,địa,chỉ,phòng,giáo,dục,tp,hcm,số,phạm,ngọc,thạch,tổng,cụ,thiết,thực,thời,buổi,thuyết,vào,16
10,,,,0.020760689356136633,,,,,,,,,,0.018030301561390953,0.010380344678068316,,,,,0.041521378712273266,0.034482758620689655,0.028410646239459266,0.028410646239459266,0.024102413942621338,0.028410646239459266,0.028410646239459266,0.010380344678068316,,,,,,,,,,,,,,,,,,,,,0.024102413942621338,0.020760689356136633,,,,,,0.020760689356136633,,,,,,,0.020760689356136633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024102413942621338,,,,,,,,0.034482758620689655,,,,,,,,,,,,,,,,,,0.034482758620689655,,,,,,,,,,,,,,0.034482758620689655,,,,,,,,,,,,,,,,,0.024102413942621338,0.028410646239459266,0.034482758620689655,0.04486310329875797,0.034482758620689655,0.034482758620689655,0.020760689356136633,0.04486310329875797,0.034482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.013407147314880451,,,,0.02564102564102564,,,,,,,,,,,,,,,0.015437435675075958,,,,,,,,,,,,,,,,,,,,,,,,,0.05376692341046299,0.02564102564102564,,,,,,,,,,,,,0.017922307803487664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017922307803487664,,,,,,,,,,,,,,,0.02112586515241843,0.02112586515241843,,,0.02112586515241843,,,,,0.03584461560697533,0.02112586515241843,,,,,0.015437435675075958,,,0.06671948695712725,0.02564102564102564,0.033359743478563623,0.033359743478563623,0.033359743478563623,0.017922307803487664,0.017922307803487664,0.017922307803487664,0.03584461560697533,0.033359743478563623,0.033359743478563623,0.02112586515241843,0.02112586515241843,0.02112586515241843,0.033359743478563623,0.02564102564102564,0.02564102564102564,0.02112586515241843,0.02564102564102564,0.02112586515241843,0.033359743478563623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,0.008847721573873656,,,,,,,0.00762101254845522,,,,,,,0.00762101254845522,,,,,,,0.00762101254845522,,,,,,,,,,,,,,,,,,0.008847721573873656,,0.008847721573873656,,,,,,,,,,,,0.008847721573873656,0.012658227848101266,,0.00762101254845522,,,,,,,,,,,,,,,,,,,,,,0.020858449137830855,0.01524202509691044,,,,0.008847721573873656,,,,,,,,,,,,,,,,,,,,,0.012658227848101266,,,,,,,,,,,,0.00762101254845522,,,,,,,,,,,0.012658227848101266,,,,,,,,0.02531645569620253,,0.010429224568915428,0.008847721573873656,,,,,,0.012658227848101266,,,,,0.012658227848101266,,,0.012658227848101266,0.020858449137830855,0.020858449137830855,,,0.020858449137830855,,,0.010429224568915428,,0.008847721573873656,,,,,,,,,,0.012658227848101266,,,,,,,,,,0.010429224568915428,0.010429224568915428,0.010429224568915428,,0.012658227848101266,0.012658227848101266,0.020858449137830855,0.02531645569620253,0.010429224568915428,,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.03293746824465775,0.03293746824465775,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.012658227848101266,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,0.016468734122328875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.013407147314880451,,,0.015437435675075958,,,,,0.02564102564102564,,,,,,,,,,,,,,,,,,0.007718717837537979,,,,,,,,,0.017922307803487664,,,,,,,,,,,,,,,,,,,,,,,0.03584461560697533,,0.02564102564102564,0.015437435675075958,,0.02112586515241843,,,,0.02564102564102564,,,,,,,,0.02564102564102564,,,,,,,,,,,,,,0.017922307803487664,0.02112586515241843,,,,,,,,,,,,,,,,,,,,0.017922307803487664,,,,,,,,,,,0.015437435675075958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02564102564102564,,,,,,,,,,,,,0.02112586515241843,0.02564102564102564,,,,,0.02564102564102564,,0.015437435675075958,,,,,,,,0.017922307803487664,0.017922307803487664,0.017922307803487664,0.017922307803487664,,,,,0.04225173030483686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033359743478563623,0.033359743478563623,0.033359743478563623,0.033359743478563623,0.02564102564102564,0.02564102564102564,0.02112586515241843,0.033359743478563623,0.033359743478563623,0.033359743478563623,0.033359743478563623,0.033359743478563623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,0.02229851819733194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02588777793837107,,,,,,,,,,,,,,,,,,,,,0.02588777793837107,,,,,,,,,,,0.02229851819733194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,0.037037037037037035,,,,0.02229851819733194,,,,,,,,0.02588777793837107,0.02588777793837107,0.02588777793837107,0.02588777793837107,,,,,,,,,,,0.030515138553493287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,0.030515138553493287,,,,,,,,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.037037037037037035,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.037037037037037035,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,0.05809763836448195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,0.1111111111111111,0.144558888407109,0.144558888407109,0.144558888407109,0.144558888407109,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
19,0.010670994801639543,,,0.012286938598529844,,0.0285293879320824,,,,,,,,,0.012286938598529844,,,,,,,0.016814464100904463,0.016814464100904463,,0.016814464100904463,0.033628928201808926,0.006143469299264922,,,,,,,,,0.0142646939660412,,,,,,,0.02040816326530612,,,,,,0.012286938598529844,,,,,,,,,,,,,,,0.016814464100904463,,,,,0.0142646939660412,,,,,,,,,,,,,,,0.016814464100904463,0.02457387719705969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02040816326530612,,,,,0.016814464100904463,,,,,,,,,,,,,,,,,,,,,,,,,,0.016814464100904463,,,,,0.012286938598529844,,0.02040816326530612,,,,,,0.0142646939660412,0.0142646939660412,0.0142646939660412,0.0142646939660412,,,0.033628928201808926,0.033628928201808926,,,,,0.016814464100904463,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02040816326530612,,,,,,,,,,,,,0.02040816326530612,,0.033628928201808926,,,,,,,,,,,0.04081632653061224,,,,,,,,,,,,,,,0.026551632564571045,0.026551632564571045,0.026551632564571045,0.026551632564571045,0.026551632564571045,0.026551632564571045,0.026551632564571045,0.026551632564571045,0.026551632564571045
