,keitai,thị,trường,đtdđ,mới,đầy,hấp,dẫn,hai,bé,gái,nhật,đang,dùng,thử,của,willcom,cuộc,cạnh,tranh,quyết,liệt,giành,giật,khách,hàng,các,nhà,cung,cấp,dịch,vụ,điện,thoại,di,động,ở,chuyển,qua,một,hướng,do,nhu,cầu,sử,dụng,người,lớn,dần,đi,đến,mức,bão,hòa,mạng,xứ,hoa,anh,đào,nhắm,vào,đối,tượng,trẻ,em,giờ,đây,từ,dành,cho,đã,trở,nên,rất,quen,thuộc,doanh,số,trong,năm,2005,lên,275,triệu,usd,bảo,vệ,khi,yumi,36,tuổi,tokyo,định,làm,lại,sau,thời,gian,dài,trông,nom,con,cái,chị,lập,tức,tìm,mua,cô,9,mình,chiếc,biết,“tôi,muốn,tôi,có,để,thể,liên,lạc,và,cháu,xa”,cũng,theo,lo,bị,đường,mùa,đông,vì,đó,trời,sụp,tối,sớm,hơn,bình,thường,tội,phạm,học,gia,tăng,gần,khiến,bậc,phụ,huynh,luôn,quan,ngại,sự,an,toàn,khai,thác,tâm,lý,lắng,nhạy,bén,tung,ra,loại,máy,như,đồ,chơi,lứa,tiểu,ngoài,chức,năng,đàm,gởi,tin,nhắn,thông,này,còn,thêm,tính,kiểm,duyệt,truy,cập,internet,nội,dung,trò,mang,giáo,dục,thiết,chẳng,hạn,tự,báo,phát,tín,hiệu,cứu,tấn,công,bắt,cóc,hay,ngày,càng,triển,mạnh,nhờ,tham,được,chính,quyền,khuyến,khích,nóng,lợi,nhuận,đều,sụt,giảm,tới,ngưỡng,70,tình,hình,buộc,hãng,phải,kiếm,thượng,đế,nhí,liệu,nghiên,yano,research,institute,đạt,“chúng,thấy,là,tiềm,năng”,ông,satoshi,okano,docomo,nhận,tuy,chậm,nhưng,kết,hợp,với,bandai,sản,xuất,đủ,giống,sẽ,mặt,giữa,nay,điều,sẵn,nuôi,gà,ảo,tamagochi,sanyo,electric,tích,vị,gps,còi,gọi,cài,đặt,khẩn
10,,,,0.006162465267121011,,,,,,,,,,0.022886353915119964,,,,,,,,,,,,,0.008361944323999478,,,0.0194158334537783,0.022886353915119964,0.0194158334537783,,,,0.022886353915119964,,,,,,,,,,,,,,0.022886353915119964,,,,,,,,,,,,,,0.029048819182240976,,,,,,0.012664776545825677,,,,,,,,,,,,,,,,0.022886353915119964,0.022886353915119964,0.0194158334537783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022886353915119964,,,,,,,0.04577270783023993,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027777777777777776,0.027777777777777776,,,,,,,,,,,,0.0388316669075566,,,,,,,,,,,,0.027777777777777776,,,,,,,,,,,,,,,,0.03613972210177725,0.03613972210177725,0.03613972210177725,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.03613972210177725,0.03613972210177725,0.027777777777777776,0.03613972210177725,0.03613972210177725,0.03613972210177725,0.03613972210177725,0.03613972210177725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.018251972959192436,,,,,,,,,,,,,0.018251972959192436,,,,,,,,,,,0.0158436839823148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023996418718406545,,,,,,,,,,,,,,,,,,,,,0.04336361794443783,0.04336361794443783,,,,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,,,,,,,,,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.04336361794443783,0.06847526292968321,0.05263157894736842,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.06847526292968321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.015917600346881503,0.013871499448986253,0.008873949984654256,,,,,,,,0.018237278225988977,,,,,,,0.04,0.04,0.032956349637772754,0.04,,,,,0.012041199826559249,,,,,,,,,,0.015917600346881503,,,,,,,,,,,,,,,,,,0.032956349637772754,,,,,,,,,,,,,,,0.018237278225988977,0.018237278225988977,,,,,,0.032956349637772754,0.024082399653118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018237278225988977,,,,,,0.032956349637772754,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032956349637772754,,,,,,,,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,0.010084034073470746,,,,,,,,0.0207241798022602,,0.037450397315650856,,,,,,,,,,,0.037450397315650856,0.037450397315650856,,,,,,,,,,,,,,,,,0.045454545454545456,0.045454545454545456,,,0.09090909090909091,0.045454545454545456,,,,,0.045454545454545456,0.045454545454545456,,,,,,,,,,,,,,0.037450397315650856,,,0.0414483596045204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031771363833455406,,,,,,,,0.045454545454545456,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11827545415127103,0.05913772707563551,0.05913772707563551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.02487125054200235,0.02167421788904102,,0.04368562527100118,,,,,,,,,,,,,,,,,,,,,,0.03762874945799765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.04368562527100118,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.02229851819733194,0.029477037679410192,0.025687961942567134,,,,,,,,,,,,,0.012843980971283567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016886368727767567,,,,,,0.030515138553493287,0.04459703639466388,0.02229851819733194,0.030515138553493287,0.037037037037037035,,0.037037037037037035,0.037037037037037035,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,0.030515138553493287,,,,,,,,,,,,,,,,,,,,0.02588777793837107,,,,,,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.04818629613570301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.01894952422247798,0.01651368982022173,0.010564226172207447,0.0332842859207628,0.03923374956877708,,,,,,,,,,0.01651368982022173,,,,,,,,,,,,,,,,,,,,,,,,0.0332842859207628,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03923374956877708,,,,,,,,,,,,,,,,,,,,,,,,,,0.03923374956877708,,,,,,,,,,,,,,,,,,,,,,,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0332842859207628,,,,,,,,,,,,0.06195380931733244,0.06195380931733244,0.047619047619047616,0.06195380931733244,0.06195380931733244,0.06195380931733244,0.06195380931733244,0.06195380931733244,0.047619047619047616,0.06195380931733244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.01047210549136941,0.009125986479596218,0.01167624997980823,,0.021681808972218913,,,,,,,,,,,0.021681808972218913,,,,,,,,,,,,,,,,,,,,,,,0.01839394748252681,,,,,,,,,,,,,,,0.021681808972218913,,,,,,,,,,,,,,,,0.011998209359203272,,,,,,,0.0158436839823148,,,,,,,,,,,,,,,,,,,,,,0.021681808972218913,,,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,0.021681808972218913,,,,,,,,,,,,,,,,,,0.02631578947368421,0.02631578947368421,,,0.0158436839823148,,0.03678789496505362,0.05263157894736842,0.03678789496505362,,,,,0.021681808972218913,,,,,,,,,0.021681808972218913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02631578947368421,,,,,,,,,,,,,,,,,,0.01839394748252681,,,,,,,,,,,,,,,,,,,,,,0.03423763146484161,0.03423763146484161,0.06847526292968321,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,,,,,,,,,,,,,,,,,,,,
18,0.02315615351261394,,,,,,0.038461538461538464,0.038461538461538464,,,,,,,,0.01333798023940986,0.03168879772862765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03168879772862765,,,,,,,,,,,,,,,,,,0.02315615351261394,0.03168879772862765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376692341046299,,,,,0.017535844448066322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02315615351261394,0.026883461705231496,,,0.026883461705231496,,,,,,,,,,,,,,,,,,,,,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038461538461538464,,,,,,,,,,,,,,,,,,,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.038461538461538464,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.05003961521784544,,,,,,,,,,
19,,0.009254418806326456,0.016129650522077037,0.005159273246892009,,,,,,,,,,,,,,,,,,,,,,,0.007000697573580958,,,0.016255116379907415,,,,,,0.03832133678810785,,,0.023255813953488372,,,,,,,,,,,,0.019160668394053924,,,,,,,,,,,,,,,,,,,,0.010603068736040102,,,,,,,0.014001395147161916,0.028002790294323832,,,,,,,,,0.016255116379907415,,,,,0.019160668394053924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010603068736040102,,,,,,,,,,,0.023255813953488372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023255813953488372,0.023255813953488372,0.014001395147161916,0.016255116379907415,,,,,,,,0.019160668394053924,,,,,,,,,0.019160668394053924,,,,,,,,,,,,,,,0.023255813953488372,0.023255813953488372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023255813953488372,,,,,0.023255813953488372,0.06976744186046512,0.023255813953488372,,,,,,,,,,,0.023255813953488372,,,,,0.030256511527069332,0.030256511527069332,0.030256511527069332,0.030256511527069332,0.030256511527069332,0.030256511527069332,0.030256511527069332,0.030256511527069332,0.030256511527069332,0.030256511527069332
