,phạt,tác,giả,virus,xrobots,10,triệu,đồng,phòng,công,nghệ,thông,tin,bộ,bưu,chính,viễn,đã,chuyển,quyết,định,xử,hành,với,mức,đối,bùi,hải,l,hiện,là,học,sinh,lớp,12,trú,tại,người,tung,“xrobots”,lên,mạng,internet,để,lây,nhiễm,qua,chương,trình,chat,yahoo,messenger,kết,quả,điều,tra,cho,thấy,khoảng,18h,ngày,9,4,trên,việt,nam,xuất,một,mới,lan,truyền,rất,nhanh,xác,đây,hệ,thống,này,được,vào,15h,trang,web,http,net,trong,2,và,chóng,khiến,000,máy,tính,bị,11,cqđt,phát,tượng,tập,n,đang,viên,năm,thứ,hai,của,trường,đh,ở,hà,nội,viết,phiên,bản,xrobot,mục,đích,nghiên,cứu,khai,nhận,đầu,tháng,2006,đưa,em,trai,copy,lại,nhưng,ngay,sau,khi,sự,việc,xảy,ra,chủ,động,khắc,phục,xin,lỗi,sử,dụng,còn,cấm,cùng,lúc,trung,tâm,an,ninh,bkis,cung,cấp,diệt,số,biết,tán,các,link,có,lần,cũng,chỉ,nhiều,thí,nghiệm,từng,làm,tuy,nhiên,thân,không,lường,trước,độ,khủng,khiếp,gaixinh,khẳng,phong,tỏa,toàn,mình,bày,tỏ,nguyện,vọng,nhờ,những,kinh,nhất,thể,giúp,đỡ,nạn,nhân,e,mail
10,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24678756316474795,0.2144842254953958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24678756316474795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09254533618678049,,,,0.08043158456077343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09254533618678049,,,,,,,,,,,,,,,,,,,,0.16780283510277577,0.16780283510277577,0.16780283510277577,0.16780283510277577,0.16780283510277577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06730569904493126,0.05849569786238068,0.07866376600932216,,0.05849569786238068,,,,,,,,,,,,,,,,,0.045211330982540855,0.045211330982540855,,,,,,,,0.06730569904493126,,,,,,,,,,,,,,,,,,,,,0.05849569786238068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12203842552929148,0.12203842552929148,0.12203842552929148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12361448944322054,,,,,,,,,,,,,,,0.12361448944322054,,,,0.07104637725827849,0.07104637725827849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1917746686888866,0.1917746686888866,0.1917746686888866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,0.06848453616444126,,,,,,,,,,,,,,,,,,,,,0.14807253789884878,,0.14807253789884878,0.09946492816158989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26848453616444123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10576609849917769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1917746686888866,0.1917746686888866,0.1917746686888866,0.14877038359403216,0.1917746686888866,0.1917746686888866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,0.05090008388838493,,,,,,,,,,,,,0.02014251063660037,,,,,,,,,,,,,,,,,,,,0.05090008388838493,,,,,0.043550746440837874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06125839324460148,0.06125839324460148,0.06125839324460148,,,,0.043550746440837874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,0.028754086769102325,,,,,,,,,,,,,,0.02536464302386713,,,,,,,,,,,,,,,,,,,,,,,,0.018419431141035163,,,,0.03204820096676088,,0.018419431141035163,0.018419431141035163,,,,,,,,0.02742084035163866,,,,,,,,,,,,,,,,,,,,,0.023831580610599534,,,,,,,0.03857009945030463,,,,,,,0.03857009945030463,0.03857009945030463,0.07714019890060926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.03461205704410175,0.03461205704410175,0.015527206855315256,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0257381070594475,,,,,,0.03461205704410175,,,,,,,,,,,,,,,,,,,,0.029614507579769755,,,,,,,,,,,0.03461205704410175,,,,,,,,,,0.0257381070594475,,,,,,,,0.041655707406329005,,,,,,,,,,0.041655707406329005,0.041655707406329005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041655707406329005,,,,,,,,,,,,,,,,,,,,,,,,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.041655707406329005,0.053696907232888245,0.041655707406329005,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.041655707406329005,0.053696907232888245,0.053696907232888245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,0.021401417551387893,,,,,,,0.06508704282238907,,,,,,,,,,,,,,,,,,,,0.05408133913140899,,,,,,,,,,,,,,,,,,,,,,,,,0.06508704282238907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05408133913140899,,,,,,,,0.06508704282238907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08390141755138789,0.08390141755138789,0.08390141755138789,0.08390141755138789,0.08390141755138789,0.08390141755138789,0.08390141755138789,0.08390141755138789,0.08390141755138789,0.08390141755138789,,,,,,,,,,,,,,,,,,,,
20,,0.021632535652563595,0.021632535652563595,0.009704504284572035,,,,,,,,0.018509067237356097,,0.02603481712895563,,,,0.008560567020555158,,,0.04326507130512719,,,,,,,,,0.018509067237356097,,,,,,,0.021632535652563595,,,,,,,,,,0.016086316912154685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02603481712895563,0.02603481712895563,,,0.02603481712895563,,,,,,,,0.018509067237356097,,,,,,,,,,,,,,,,,,0.04326507130512719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02603481712895563,,0.02603481712895563,,,,0.02603481712895563,,,,,,,,,,,,,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.06712113404111031,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.06712113404111031,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6712113404111031,0.6712113404111031
