,không,cần,chạy,ra,tiệm,ảnh,máy,tính,bạn,cũng,có,thể,tự,hoàn,tất,một,tấm,vừa,chụp,xong,ngay,tại,nhà,chỉ,trong,vòng,vài,phút,đó,là,tiện,dụng,mà,chiếc,in,trực,tiếp,mang,lại,cho,người,tiêu,dùng,trang,bị,đồ,nghề,bỏ,chưa,đến,3,triệu,đồng,tậu,mình,với,chất,lượng,theo,mong,muốn,hầu,hết,những,sản,xuất,hp,canon,epson,lexmark,đang,mặt,thị,trường,việt,nam,đều,cung,cấp,loại,mới,này,kể,phẩm,số,như,p4350,giá,2,530,000,tốc,độ,15,màu,r250,840,19,ip4200,118,photosmart,8230,phụ,thuộc,vào,hình,được,cài,đặt,để,giới,thiệu,các,tờ,rơi,kèm,thường,ở,mức,thấp,nhất,phân,giải,kém,do,khi,mua,hỏi,kỹ,nếu,chế,cao,phép,từ,thuật,thông,qua,cổng,pictbridge,cáp,usb,hoặc,khe,cắm,thẻ,nhớ,của,đặc,biệt,trước,xem,trên,chỉnh,sửa,kích,cỡ,sắc,nét,thêm,chi,tiết,đường,viền,dựng,khung,ngoài,việc,ấn,còn,chức,năng,copy,và,scan,tránh,mực,khô,hay,đầu,phun,nghẹt,nên,tình,trạng,ngủ,lâu,hơn,tháng,văn,bản,thậm,chí,gõ,chữ,hoạt,động,xuyên,lưu,ý,tùng,giờ,đây,quá,đắt,nhưng,chính,phí,đáng,sau,vì,nó,vẫn,rất,sử,4,6,hộp,gồm,1,đen,bao,bộ,200,300,tùy,từng,lúc,phải,ví,dụ,182,420,365,220,đơn,giản,thấy,dưới,tục,ưng,nghĩ,giấy,sẽ,ráo,sợ,thấm,nhòe,kodak,fujifilm,đa,dạng,150,50,a4,khổ,10,cmx15,cm,dịch,vụ,rửa,chuyên,nghiệp,tuy,nhiên,nhắm,sự,lợi,nào,thích,lý,ngày,càng,nhiều,nhỏ,gia,đình,đời
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6334684555795864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10314084642516241,,,,,,,0.011495451570169905,,,,,,,,,0.09344984512435678,,,,,,,,,0.05195251032727497,,,,,,,,,,,,,,0.10314084642516241,,,,,,,,,,,,,,,,,,,,,,,,0.055428720953196176,,,,0.06792259461402617,,,0.13324384599156056,,,0.16334684555795864,0.16334684555795864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,0.04927315097283311,,0.02363724690476753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01436931446271238,,,,,,,,,,,,,,,,,,,,,,0.05840615320272298,0.05840615320272298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06446302901572651,0.05840615320272298,,,,,,,,,,0.08327740374472534,0.08327740374472534,0.07227170005374525,0.07227170005374525,0.05840615320272298,0.10209177847372415,0.10209177847372415,0.04564865428672769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,0.01350699823129573,0.011872802139843047,,,,,,,,,,,,,,,,,,0.03337494468727027,,,,,0.030547043042712246,,,,,0.004105518417917823,,,,,,,,,,,,,,,,,,,,,,,,0.03337494468727027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07367203316083029,0.10012483406181082,,,,,,,,,,,,,0.041298114316425855,0.03337494468727027,,,,0.05833815912784237,0.05833815912784237,0.036836016580415146,0.04758708785412876,0.05833815912784237,0.041298114316425855,0.04758708785412876,0.04758708785412876,0.05833815912784237,0.05833815912784237,0.08259622863285171,0.05833815912784237,0.05833815912784237,0.05833815912784237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.046882202920528374,,,,,0.01511083908707297,,,,,,,,,,,,,,,,,,,,,,0.03319902129943832,,,,,,0.0052252052591681385,,,,,,0.03887805478163377,,0.03583501888933317,,,,,,,,,,,,,,0.042477202329253075,0.042477202329253075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046882202920528374,0.08495440465850615,,,,,,,,,,,,,,,,,0.03319902129943832,,,,,,,,0.06056538454161843,,,0.052561236402723824,,,,0.06056538454161843,0.03583501888933317,0.046882202920528374,0.07424856616270847,0.06056538454161843,0.07424856616270847,0.07424856616270847,0.052561236402723824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,0.03337023092437769,0.029332805286671062,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006762030335394061,0.030335543066224237,0.027485248565987285,,,0.021481719664342442,0.025156388388115968,,0.023187365163686167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027485248565987285,,,0.030335543066224237,,0.03918936646810604,,,0.027485248565987285,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030335543066224237,,,,,,,,,,,,,,,,0.03918936646810604,,,,0.03918936646810604,0.030335543066224237,0.04804318986998783,0.04804318986998783,0.04804318986998783,0.04804318986998783,0.04804318986998783,0.04804318986998783,0.04804318986998783,0.03401021178999777,0.04804318986998783,0.04804318986998783,0.04804318986998783,0.04804318986998783,0.030335543066224237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,0.010221512175034607,0.008984823240962307,,,0.027875904439233087,0.014980735392755724,0.021307308528792698,,,,0.014980735392755724,0.025256714898474805,,,,,,,,,,,,,,,,,,0.0062137576054972455,0.027875904439233087,0.025256714898474805,,0.03125262705026822,,0.023116681221511972,,0.021307308528792698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025256714898474805,0.03601185026798934,,,,,,,0.025256714898474805,,,,,,,,,,,,0.03125262705026822,,,,,,,,,,,,,,,,,,,,,0.021307308528792698,,,,,,,,,,,,,,,,,,,,,,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.03601185026798934,0.03125262705026822,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,0.04414779609674558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,0.01846880332864474,,,,0.030793733862886762,,,,,0.030793733862886762,,,,,,,,,,,,,,,,,,,0.006386361983427724,,,,,,,,0.04379835642029609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057300470236201335,,,,,0.05191658062464265,,,,,,,,,,,,,,,,,,,,,,,,,0.04057658158820238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0740243588842003,,,,,,,0.0740243588842003,0.0740243588842003,0.09074824753219925,0.0740243588842003,0.09074824753219925,0.09074824753219925,0.09074824753219925,0.0740243588842003,0.09074824753219925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0406303674453725,,,,,,0.014453846083287187,,,,,,,,,0.02409944389269399,,,,,,,,,0.0406303674453725,,,,,,,,,,0.004998022421813002,,,,,,,,,,0.10055193050955862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06351117118153417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07102036763389506,0.02574242480092876,0.057932106952852405,0.057932106952852405,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.07102036763389506,0.057932106952852405,0.07102036763389506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,0.017496761048189754,,0.0414931797665963,,0.029173011027997985,0.0414931797665963,,,,,,,,,,,,,,,0.06086037899262758,,,,,,,,0.006050237668510475,,,,,0.038440972030928576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038440972030928576,,,,,,,0.07012833999555818,,,,,,,,,,,,,,,,,,,,,,,,,0.06086037899262758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08597202397787296,0.08597202397787296,0.08597202397787296,0.08597202397787296,0.08597202397787296,0.08597202397787296,0.08597202397787296,0.08597202397787296,0.08597202397787296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.017971124062376304,0.01983477815868508,,,,,0.006393047306069334,0.01983477815868508,,,,,,,,0.010659369414076188,,,,,,,,,,,,,0.014045739780531597,0.032896815584459345,,,0.022237446170383156,0.022237446170383156,0.006631991290482637,,,,,,0.032896815584459345,0.022237446170383156,0.03032193906020499,,,,,,,0.016448407792229672,,,,,,0.022237446170383156,,,0.017971124062376304,,,,,,,,,,,,,,,,,,,,,,0.025623816536838567,,0.025623816536838567,,,,,0.021318738828152377,,,,,,,0.013062037425774263,,,,,,,,0.025623816536838567,,,,,,,,,,,,,0.022237446170383156,,,,,0.022237446170383156,,,,,,,,,,,0.022237446170383156,,,,,,,,,,,,,,,0.01983477815868508,,,,,,,,,,,,,0.022237446170383156,,,,,,,,,0.051247633073677135,,,,,,,0.022772145016206214,,,,,,,,,,,,,,,,,,,,,,0.03141285491499205,0.025623816536838567,0.03141285491499205,0.03141285491499205,0.03141285491499205,0.03141285491499205,0.025623816536838567,0.03141285491499205,0.03141285491499205,0.025623816536838567,0.03141285491499205,0.025623816536838567,0.03141285491499205,0.03141285491499205,0.03141285491499205,0.03141285491499205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,0.012199869370202595,0.010723821287600173,,,,,,,,,,,,,,,,,,0.030145111330437666,,,,0.023560595760891707,,,0.037301522608384645,,,0.003708210183925775,0.03327124078231045,0.030145111330437666,,,,,,,,,,,,,,0.08596377160745841,,,,,,,,,,,0.042981885803729206,0.037301522608384645,0.037301522608384645,,,,,,,,,,,,,0.030145111330437666,,,,,,,,,,,,0.030145111330437666,,,,,,0.021910514391621342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03327124078231045,,,,,,,,0.037301522608384645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042981885803729206,,,0.05729765520206724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042981885803729206,0.042981885803729206,0.052692530825147944,0.07068178728267513,0.042981885803729206,0.037301522608384645,0.030145111330437666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,0.014545998095241557,0.012786094612138667,,,,,,,,,0.021318738828152377,,,,,,,,,,,,,,,,,,,0.00884265505397685,,,,,,,,,0.03594224812475261,,,,,,,,,,,,0.04447489234076631,0.03594224812475261,0.07188449624950521,0.03594224812475261,,0.04447489234076631,,,,,,,,,,,,,,,,0.03594224812475261,,,,,,,,0.03594224812475261,,,0.021318738828152377,,,,,,,,,,,,,,,,,,0.04447489234076631,,,,,,,,,,,,,,,,,,,,0.03032193906020499,0.03966955631737016,,,,,,,0.03966955631737016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022772145016206214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051247633073677135,,,0.0628257098299841,0.04447489234076631,0.051247633073677135,0.04447489234076631,0.04447489234076631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,0.023745604279686094,,,,,,,,,,,,,,,,0.06674988937454054,,,,,,,,,,,,0.008211036835835645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07367203316083029,0.08259622863285171,,,,,,,,,,,,,,0.07367203316083029,,,,,,,,0.03959194353799727,,,,,,,,,,,,,,,,0.09517417570825752,0.08259622863285171,,,,,,,,0.07367203316083029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07367203316083029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04229112645866868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08259622863285171,0.11667631825568474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,0.017496761048189754,0.05428465601324337,0.0414931797665963,,,,,,,,,,,,,,,,,,,,,0.04501669501031278,,,,,0.006050237668510475,,,,,,,,,,,,,,,0.04501669501031278,,,,,0.07012833999555818,,,,0.04918412901281935,,,,0.06086037899262758,,,,,,,,,,,,,,,,,,,,,,,,,0.029173011027997985,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06086037899262758,,,,,,,,,,0.0414931797665963,0.05428465601324337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062323765307511735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06086037899262758,,,,,0.07012833999555818,0.12172075798525515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,0.023745604279686094,,,,0.03959194353799727,,,,,,,,,,,,,,,,,,,,,,,,0.008211036835835645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07367203316083029,,,,,,,,0.06674988937454054,,,,,,,,,,,0.03959194353799727,,,,,,,0.04851613901001869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07367203316083029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04229112645866868,,0.09517417570825752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06674988937454054,,,,,,,,,0.11667631825568474,0.11667631825568474,0.11667631825568474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01436931446271238,,,,,,,,,,,,,,,,,,0.06494063790909371,,,,,,,,,,,,,,,,,0.1445434001074905,,,,,,,,,,,,,,,,,,0.06928590119149522,,,0.06928590119149522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07400947130267019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09129730857345537,,,,,,,,,,,,,,,0.2041835569474483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10390502065454994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11085744190639235,,,,0.13584518922805233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1460756937175286,,,,,,,,,,,,,,,,0.2664876919831211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
