,muốn,đưa,kịch,hình,thể,việt,nam,ra,thế,giới,dự,kiến,vở,100,phút,cuối,cùng,của,hàn,mặc,tử,đạo,diễn,lê,hùng,nghệ,sĩ,lan,hương,làm,trợ,lý,sẽ,mắt,khán,giả,vào,tháng,4,đầu,5,2006,với,giá,50,usd,vé,tiếp,đó,tham,liên,hoan,sân,khấu,xã,hội,hóa,ở,tphcm,9,và,thực,nghiệm,12,phóng,viên,nhiều,đang,tò,mò,không,biết,như,nào,ông,có,tiết,lộ,đôi,chút,về,đây,là,được,chia,phần,tên,định,mệnh,đau,thương,điên,loạn,vĩnh,hằng,chào,đời,đã,giao,sứ,thơ,anh,bị,người,yêu,từ,bỏ,trong,lúc,bệnh,tật,nhưng,dù,bi,tâm,hồn,vẫn,thăng,hoa,để,lại,những,bài,tuyệt,hay,cho,nhân,vật,do,ba,đảm,nhận,một,con,xác,bình,thường,đòi,hỏi,cuộc,sống,khi,thân,ta,yên,đúng,luôn,hành,hạ,chứng,tỏ,sức,mạnh,văn,minh,chất,sự,dằn,vặt,đớn,khôn,nguôi,nhà,tài,năng,tại,sao,cấm,trẻ,em,dưới,16,tuổi,đoán,già,non,cảnh,sex,nên,mới,tôi,nghĩ,mà,đẹp,thì,xem,cũng,tột,e,nó,tốt,còn,rất,việc,phát,triển,tương,đối,mạo,hiểm,vậy,thích,số,phận,múa,câm,điều,ấy,song,nước,ngoài,họ,dựng,này,nhắm,tới,tượng,chính,chứ,chúng,quyết,chỉ,hai,thật,đàng,hoàng,đấy,đâu,phải,vì,tiền,nếu,cười,khỏe,đêm,hát,chật,kín,thu,“,ngon,lành”,25,triệu,mình,xa,hơn,cố,gắng,đến,ngày,đoàn,thành,lập,giai,đoạn,thử,dạng,chưa,dám,gọi,phong,cách,sử,dụng,các,kiểu,ngôn,ngữ,mời,biên,thoại,ấn,riêng,nói,tiếng,liệu,thưởng,thức,trọn,vẹn,toàn,trước,cứ,đọc,huế,công,phiên,dịch,sang,tiến,bằng,giỏi,nhất,thi,khác,chắc,chắn,khó,rồi
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025073871307323012,,,,0.01609882776355242,,,,,0.014684390032389328,,,,,,,0.013436767533672709,,,,,,,,,,,,,,,,,,,,,0.01609882776355242,,,,,,,,0.02202658504858399,,,,,,,,,0.029368780064778655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03671097508097332,0.07342195016194664,0.07342195016194664,0.050147742614646024,0.05873756012955731,0.11013292524291995,0.11013292524291995,0.08810634019433596,0.07342195016194664,0.03671097508097332,0.03671097508097332,0.029368780064778655,0.07342195016194664,0.025073871307323012,0.01773167629112835,0.014684390032389328,0.029368780064778655,0.02202658504858399,0.03671097508097332,0.025073871307323012,0.03671097508097332,0.025073871307323012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.03864644109680675,,,,,,,,,,0.03359083224932863,,,,0.04283453015001014,0.019323220548403373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04283453015001014,,,,0.02750216409606871,,,,,0.025085832971998432,,,,,,,,,,,,,,0.04283453015001014,0.050171665943996864,0.050171665943996864,0.050171665943996864,,,,,,,,,,,,,,,,,,,,,0.050171665943996864,,,,,,,,,,,,0.04283453015001014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04283453015001014,0.050171665943996864,,,,,,,0.050171665943996864,,0.04283453015001014,,0.050171665943996864,,,,,,,0.06271458242999609,0.06271458242999609,0.050171665943996864,0.06271458242999609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,0.02440827858745689,0.03473957570029732,0.0316873679646296,0.0316873679646296,0.04243052494652037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0541067749263286,,,,,,,,,,,,,0.03473957570029732,,,,,,,,,,,,0.028995129941083213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0541067749263286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038263090944013804,,,0.047531051946944396,,,,,,,0.0633747359292592,,0.0633747359292592,0.0633747359292592,0.079218419911574,0.079218419911574,0.079218419911574,0.079218419911574,0.0633747359292592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.01855029172646724,0.026402077532225964,0.024082399653118498,0.024082399653118498,0.03224719895935549,,,,,,,,,,,0.01855029172646724,,,,,,0.04112114894400974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026402077532225964,,,,,,,,,,0.026402077532225964,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048164799306236995,,,,,,0.026402077532225964,,,,,,,,,,,,,,,,,,,,,,,,,,0.048164799306236995,,,,,,,,,,,,,,,,0.048164799306236995,,,,0.048164799306236995,,,,,0.048164799306236995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06020599913279624,0.06020599913279624,0.048164799306236995,0.048164799306236995,0.06020599913279624,0.06020599913279624,0.048164799306236995,0.06020599913279624,0.06020599913279624,0.06020599913279624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,0.02315615351261394,0.031006922076303355,,,,,,0.031006922076303355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03953956629231706,,,0.025386613011755738,,,,,,,0.03953956629231706,,,,,,,,,,,,,,,0.02118874880309927,,,,,,,,,,,,,,,,,,,,,0.050773226023511475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04631230702522788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02315615351261394,,,,0.03953956629231706,,,,,,,,,,,,,0.04631230702522788,,,,0.04631230702522788,,,,,,,0.057890383781534854,0.09262461405045576,0.09262461405045576,0.03953956629231706,0.057890383781534854,0.057890383781534854,0.057890383781534854,0.04631230702522788,0.04631230702522788,0.057890383781534854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,0.09087484099203279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1505149978319906,0.1505149978319906,0.1505149978319906,0.1505149978319906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752574989159953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09087484099203279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1505149978319906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,0.03672716459203874,,,,,,,,,,,,0.05374533159892581,0.048466581862417486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04013733275519749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08027466551039499,,0.05374533159892581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04013733275519749,,,,,,0.06853524824001622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06853524824001622,0.10034333188799373,0.08027466551039499,0.10034333188799373,0.10034333188799373,0.10034333188799373,0.10034333188799373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,0.09181791148009684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25085832971998434,0.25085832971998434,0.17133812060004056,0.17133812060004056,0.20068666377598746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,0.017836818967756962,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031006922076303355,,,,,0.031006922076303355,0.02796148953601009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034734230268920904,,,,,,,,,,,,,,,,,,,,,,,0.04631230702522788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03953956629231706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03953956629231706,,,,,,,,,,,,,,,,,,0.02315615351261394,,,,0.03953956629231706,,0.03953956629231706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03953956629231706,0.04631230702522788,0.057890383781534854,0.057890383781534854,0.057890383781534854,0.057890383781534854,0.04631230702522788,0.057890383781534854,0.057890383781534854,0.057890383781534854,0.057890383781534854,0.057890383781534854,0.057890383781534854,0.057890383781534854,0.057890383781534854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.048164799306236995,0.01855029172646724,0.026402077532225964,0.024082399653118498,0.024082399653118498,0.03224719895935549,0.04112114894400974,0.02907994911745049,0.04112114894400974,,,,,,,,0.01855029172646724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03612359947967774,,,,,,,,,,,,,,,,,,,,,,,,,0.03612359947967774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03612359947967774,,,,,,,,0.03224719895935549,,,,,,,,,,,,,0.03224719895935549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048164799306236995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08224229788801948,,,,,,,,,,,,,,,,0.06020599913279624,0.06020599913279624,0.06020599913279624,0.06020599913279624,0.06020599913279624,0.06020599913279624,0.06020599913279624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,0.02576429406453783,0.036669552128091615,0.03344777729599791,,,,,,,,,,,,,0.02576429406453783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06689555459199582,,,,,0.057112706866680185,,,,,,,,,,,,,,,,0.04038881821868124,,,,,,,,,,,,,,,,,,,,,,,,0.05017166594399686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04038881821868124,0.03344777729599791,,,,,,,,,,,0.06689555459199582,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057112706866680185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06689555459199582,0.06689555459199582,0.06689555459199582,0.08361944323999478,0.08361944323999478,0.08361944323999478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.03762874945799765,,0.01449241541130253,0.061879869216154605,0.03762874945799765,,,,,,,,,,,,,0.01449241541130253,,,,0.03212589761250761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020626623072051535,,,,,,,,,,,,0.017215858402518158,,,,,0.03762874945799765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025193124186996475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018814374728998825,,0.028221562093498236,,,,,,,,,,,,,,,,,,,,,,0.03762874945799765,,,,,,,,,,,,,,0.03762874945799765,0.03212589761250761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047035936822497064,0.047035936822497064,0.047035936822497064,0.047035936822497064,0.047035936822497064,0.047035936822497064,0.047035936822497064,0.047035936822497064,0.028221562093498236,0.047035936822497064,0.03762874945799765,0.03762874945799765,0.03762874945799765,0.047035936822497064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,0.023187864658084048,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04030899869919436,,,,,,,,,,,,,,,,,,,0.04515449934959718,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06020599913279624,,,,,,,,0.036349936396813116,,,,,,,,,,,,,,,,,,,,,,,,0.04515449934959718,,,,,,,,,0.051401436180012174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051401436180012174,,,,,,0.051401436180012174,,,,0.06020599913279624,,,,,,,0.036349936396813116,,,0.04515449934959718,,,,,,,,,,0.06020599913279624,,,,,,,,,,,,,,,,,,,,,,,,0.06020599913279624,,,,,0.06020599913279624,,,,,,,,,,,,,,0.06020599913279624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07525749891599531,0.07525749891599531,0.07525749891599531,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
