,mời,bạn,đọc,tham,gia,bình,chọn,giải,mai,vàng,xi,2005,hoa,hậu,nguyễn,thị,huyền,trao,lần,x,2004,cho,nhóm,acampm,ảnh,n,hữu,tổng,trị,giá,thưởng,và,văn,nghệ,sĩ,135,triệu,đồng,sau,hơn,4,tháng,diễn,ra,vòng,đề,cử,ban,tổ,chức,đã,mỗi,hạng,mục,5,cá,nhân,tập,thể,được,đưa,vào,ở,này,chỉ,bỏ,phiếu,1,trong,của,mà,theo,là,xứng,đáng,nhất,cách,thức,dựa,trên,in,sẵn,báo,người,lao,động,đánh,dấu,ô,vuông,có,tên,mình,yêu,thích,ngoài,phải,trả,lời,câu,hỏi,bắt,buộc,bao,nhiêu,để,xác,định,trúng,hay,không,thuộc,về,kết,quả,đúng,gần,với,số,lượng,gởi,thực,tế,19,nam,nữ,ca,nhạc,nhẹ,âm,hưởng,dân,hát,đạo,viên,kịch,nói,cải,lương,hài,sân,khấu,điện,phim,truyền,hình,chương,trình,dẫn,mc,nhà,thiết,kế,thời,trang,dành,cả,3,bảng,75,20,2,nhì,10,ba,15,khuyến,khích,60,gồm,cúp,hiện,kim,gian,nhận,đầu,từ,ngày,12,đến,hết,30,xa,sẽ,căn,cứ,bưu,xin,vui,lòng,cắt,các,tuần,điền,đầy,đủ,cầu,tòa,soạn,123,127,võ,tần,quận,tphcm,bì,thư,ghi,rõ,cũng,nlđ,tử,tại,địa,www,nld,com,vn,những,từng,rất,mong,nhiệt,tình
10,,,,,,,,0.07418208871593031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0746969636114768,0.0746969636114768,,,0.14285714285714285,,,,,,,,,,,,,,0.0998528577622884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1858614279519973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,0.06490932762643903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0653598431600422,0.0653598431600422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10298859261803985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16262874945799766,0.16262874945799766,0.16262874945799766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,0.01366512160556611,0.0316873679646296,0.0316873679646296,,,,,,,,,,,,0.02751993396212303,,,,,,0.04336361794443783,0.05263157894736842,0.05263157894736842,0.04336361794443783,0.04336361794443783,0.0316873679646296,0.0316873679646296,0.02751993396212303,,0.02751993396212303,0.02751993396212303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.06847526292968321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,0.01366512160556611,0.01366512160556611,,,,,0.0316873679646296,,,,,,,,,,0.02751993396212303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,,,,,,,,,,,,0.02094421098273882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04336361794443783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,,,0.06847526292968321,0.05263157894736842,0.06847526292968321,0.06847526292968321,0.08672723588887565,0.13695052585936643,0.06847526292968321,0.06847526292968321,0.06847526292968321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.014789916641090426,0.014789916641090426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05492724939628792,0.05492724939628792,,,,0.026529333911469173,,,0.04659800028906792,,,,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05492724939628792,,,,,,,,,,,,,,,,,,,,,,0.05492724939628792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05492724939628792,,,,,0.06666666666666667,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.003824978441661317,0.003824978441661317,0.009015150780695477,0.010380344678068316,0.008953010707095038,0.008953010707095038,0.004476505353547519,0.010380344678068316,0.010380344678068316,,0.010380344678068316,,,,,,,,,,,,,,,,,,,,,0.010380344678068316,,,,,,,,,,,0.012051206971310669,,,,,,,,,,,,,,,,,,,,,,0.014205323119729633,0.020583103896829533,,0.017241379310344827,,,0.017241379310344827,,,,,,,,0.012051206971310669,0.017241379310344827,,0.028410646239459266,0.020760689356136633,0.034482758620689655,0.034482758620689655,,,,,,,,0.014205323119729633,,0.017241379310344827,,,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,0.014205323119729633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017241379310344827,,,,,,,,,,,,,,,,,,,,0.014205323119729633,,,,,,,,,,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,0.022431551649378986,,,,,,,,,,,,,,,
16,,,,,,0.018545522178982577,0.018545522178982577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058850624353165626,,0.02842428633371697,,,,,,,,,,,,,0.0499264288811442,,,0.058850624353165626,,,,,,,,0.0499264288811442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058850624353165626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3010299956639813,,,,,,,
19,,0.004720186162050136,0.004720186162050136,0.011125079686815694,0.012809787049531115,0.005524198095867151,0.011048396191734302,0.011048396191734302,0.02561957409906223,0.02561957409906223,0.0425531914893617,0.02561957409906223,,,,,,,0.0425531914893617,,,,,,,,,,,,,,0.012809787049531115,0.012809787049531115,0.011125079686815694,,,,,,,,,0.014871702219915295,,,,0.02127659574468085,0.02127659574468085,0.02127659574468085,,,0.012809787049531115,0.012809787049531115,,0.01752997321158125,0.01752997321158125,0.01752997321158125,0.01752997321158125,,,,,,,,,,,0.014871702219915295,,,,0.02127659574468085,0.02127659574468085,0.012809787049531115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02127659574468085,,,,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02127659574468085,,,,,,,,0.02127659574468085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02768148926944641,0.02768148926944641,0.02768148926944641,0.02768148926944641,0.02768148926944641,0.02768148926944641,0.02768148926944641
