,kể,khổ,chuyện,chụp,ảnh,thời,trang,dương,yến,ngọc,muốn,kiếm,tiền,chẳng,dễ,người,mẫu,hay,các,sao,lên,dù,đài,quý,phái,thế,nào,cũng,phải,lao,động,như,ai,hãy,nghe,những,trong,cuộc,về,hậu,trường,của,bức,mỹ,miều,xuân,lan,ngán,chi,làm,việc,với,voi,để,có,một,bộ,cưới,thật,hoàn,hảo,đã,bay,ra,hà,nội,trước,ê,kíp,2,3,ngày,trời,chỉ,quen,da,tay,bị,trày,xước,tuần,sau,mới,lành,thú,là,ban,đầu,rất,sợ,vì,nó,to,quá,lại,xù,xì,ko,cẩn,thận,quăng,cho,mình,cái,chết,chơi,nhưng,đó,nhờ,mọi,trấn,an,nên,đủ,can,đảm,tốt,lần,hình,khác,đáng,nhớ,tuyết,nhân,tạo,toàn,bọt,xà,bông,ngồi,từ,sáng,đến,tối,bột,xịt,hết,cả,vào,mặt,miệng,mà,mùi,nặng,thì,đều,biết,cảm,giác,đông,cứng,đứng,mãi,tư,10,phút,kinh,khủng,lắm,cực,đam,mê,được,lúc,bình,minh,tức,khoảng,chừng,6,giờ,dậy,4,điểm,tóc,và,canh,khi,ló,rạng,nhảy,vô,kịp,bấm,máy,lia,lịa,đẹp,ngoài,cơ,thể,mềm,mại,ống,kính,kết,hợp,ánh,mắt,nét,thần,suốt,vậy,buổi,dài,nhất,kéo,7,12,đêm,năm,2000,nghề,nhiếp,gia,phương,thấy,say,rửa,cuộn,phim,hỏng,lé,rõ,sự,thất,vọng,tham,hôm,may,mắn,hội,nhà,thành,nguyễn,rừng,xuống,biển,nằm,trên,trăng,chạm,tôi,quỳnh,thy,cộng,ngâm,nước,phan,thiết,5,chiều,9,chịu,bây,mấy,vẫn,thích,tấm,chuyên,nghiệp,dầm,mưa,dãi,nắng,thức,khuya,sớm,tiếng,trưa,sưu,tập,võ,việt,chung,theo,giỏi,tìm,góc,độ,quan,trọng,hơn,hướng,dẫn,thực,hiện,ý,đồ,dĩ,nhiên,đôi,bó,đành,ca,sĩ,nhật,tinh,anh,cứ,chờ,nữ,thông,thường,nam,giới,nhanh,cần,15,30,chuẩn,xong,xuôi,nếu,họ,mất,gần,đồng,hồ,rồi,bố,trí,20,hàng,mệt,mỏi,lay,lất,tươi,tắn,trở,đóng,tờ,báo,khó,tính,xảy,cười,đơ,tống,bạch,thuỷ,đi,diễn,thủy,vừa,bìa,số,tạp,chí,tới,hào,hứng,đợi,lâu,héo,rũ,riêng,gian,đứt,bắt,tận,11,nguyên,chục,rã,rời,qua,nhiều,luôn,tự,hưng,phấn,tiên,căng,thẳng,thậm,ngủ,kế,khá,nổi,lê,khoa,ổn
10,,0.041298114316425855,,0.00970502212721406,,,,0.041298114316425855,0.041298114316425855,0.028156086270190346,,,,,,,,,,,,,,,,0.030547043042712246,,,0.011872802139843047,,,,,,,,0.041298114316425855,,,,,,,,,,,,,0.028156086270190346,,,,,0.01740501499647673,0.02114556322933434,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028156086270190346,,,,,,0.02262387341355666,,,,,,,,,,,,,,,,,,,,,,,,0.03337494468727027,,,,,,0.01439355479290402,,,,,,,,,,,,,,,,,,,,,,,,,,0.026084945306701534,,,,,,,0.04758708785412876,0.05833815912784237,0.041298114316425855,0.036836016580415146,0.036836016580415146,0.041298114316425855,0.041298114316425855,0.04758708785412876,0.05833815912784237,0.05833815912784237,0.04758708785412876,0.030547043042712246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,0.038544906695330804,,,,,,,,,0.01731750344242499,0.024345948952921432,,,,,,,,,,,,0.011081281997186844,,,,,,,,,,,,,,0.031149948374785588,,,,,,,0.026279013852177655,,,,0.048691897905842864,0.016244680663378284,0.019735859014045384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015245906550796842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013433984473377085,,,,,,,,,,,,0.031149948374785588,0.03438028214172081,,,,,,,0.03438028214172081,,,,,,0.024345948952921432,,,,,,,,,,,,,,,,,,,0.038544906695330804,0.04441461533052018,0.04441461533052018,0.05444894851931955,0.05444894851931955,0.05444894851931955,0.05444894851931955,0.048691897905842864,0.04441461533052018,0.05444894851931955,0.04441461533052018,0.04441461533052018,0.026279013852177655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,0.23362461281089192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.289086800214981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25785211606290603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4083671138948966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,0.0159847423271761,,,,,,,,,,,,,,,,,,,,,,,,,0.01955520352444737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026904540971994427,,,,,,,,,,,,,,,,0.050312776776231936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07837873293621209,0.07837873293621209,,,,,,,,,,,,0.042963439328684884,0.09608637973997566,0.09608637973997566,0.09608637973997566,0.09608637973997566,0.09608637973997566,0.19217275947995133,0.07837873293621209,0.09608637973997566,0.09608637973997566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.03303849145314069,,,,,,,,,,,,,0.01484357437922142,0.020867956245361228,,0.03303849145314069,0.03806967028330301,,,,,,0.024437634434169797,,,0.018996483423748874,,,,,,,,,,,,,,,,,,,,,,,0.024437634434169797,,0.020867956245361228,0.027848023994362772,,,,0.05893762652866424,,,,,,,,0.03806967028330301,,,,,,,,,,,,,,,,,,,0.013067919900683008,,,,,,,,,,,,,,,,0.024437634434169797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02946881326433212,,,,,,,,,,,,,,0.03303849145314069,,,,,,,,,0.024437634434169797,,,,,,,,,,,,,,,,,,,,,,,,,0.05893762652866424,0.0466705273022739,0.03806967028330301,0.03806967028330301,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.03806967028330301,0.03806967028330301,0.0466705273022739,0.0466705273022739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,0.018116041304132913,,,,,,,,,,,,,,,,,,,,,,0.05702114701306286,,,,,,0.06876056428344161,,,,,,,,,,,,,,,,,,,,0.05702114701306286,,0.048691897905842864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042231230371972434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02686796894675417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08882923066104036,,0.07708981339066161,0.06876056428344161,0.06876056428344161,0.07708981339066161,0.07708981339066161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1088978970386391,0.1088978970386391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.0159847423271761,,,,,,0.046374730327372334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046374730327372334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023707031423606622,,,,,,,,,,,,0.05497049713197457,0.060671086132448475,0.03995446742001539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08592687865736977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05497049713197457,0.13604084715999107,0.07837873293621209,0.07837873293621209,0.09608637973997566,0.06802042357999553,0.05497049713197457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,0.015096701086777426,0.032893098356742305,,,,,0.04379835642029609,,,,,,,,,,,,,,,,0.04751762251088571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04379835642029609,,,,,,0.035192691976643695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057300470236201335,,,,,,,,,,,,,,,,,,,,,,,0.0740243588842003,0.04751762251088571,,,,,,,,,,,,,0.04379835642029609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0740243588842003,0.09074824753219925,0.09074824753219925,0.06424151115888467,0.06424151115888467,0.09074824753219925,0.057300470236201335,0.09074824753219925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,0.032893098356742305,,,,,0.04379835642029609,,,,,,,,,,,0.05191658062464265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05191658062464265,,,,0.05191658062464265,,,,,,,,,,,,,,,,,,,,,,,,,0.04057658158820238,,,,,,,,,,,,0.022389974122295143,,,,,,,,,,,,,,,,,,,0.05191658062464265,,,,,,,0.04057658158820238,0.1480487177684006,,,,,,,,,0.057300470236201335,,,,,,,,,,,,,,,,,,,,,,,0.04057658158820238,,,,,,,,,,,,,,,,,,,,,0.0740243588842003,,,,,,,,,,,,,,,,,,,,0.09074824753219925,0.09074824753219925,0.09074824753219925,0.09074824753219925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5157042321258121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8167342277897932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
