,đạo,diễn,phi,tiến,sơn,tôi,chưa,làm,báo,bao,giờ,nhưng,phóng,viên,ảnh,cũng,sẽ,bị,mổ,xẻ,trên,phim,chỉ,mang,tính,chất,minh,hoạ,chắc,chắn,có,đụng,chạm,với,giới,nói,về,nghề,không,phải,là,dân,anh,sợ,mình,thiếu,khách,quan,khi,các,nhà,đúng,thắc,mắc,vì,sao,từng,học,qua,hay,xuất,lại,thể,viết,và,bình,luận,cả,hơn,nữa,tin,tưởng,biên,kịch,nguyễn,mạnh,tuấn,một,người,kinh,nghiệm,rất,am,hiểu,đã,quen,đi,phê,phán,khác,bây,họ,việc,nghĩ,ý,kiến,đó,chúng,định,trích,mà,chia,sẻ,thì,khán,giả,cần,rằng,đây,cực,kỳ,khó,khăn,đôi,đối,mặt,xã,hội,dư,đồng,nghiệp,chính,luôn,đứng,giữa,ranh,sự,trung,thực,gần,lựa,chọn,biết,lúc,nào,hợp,lý,để,đặt,quyền,lợi,của,toà,độc,lên,trước,lường,phản,ứng,cánh,chí,ra,lò,cố,gắng,ánh,cách,theo,niệm,đương,nhiên,ta,thích,tốt,chẳng,nhìn,nhận,những,điều,như,thế,riêng,mảng,động,vậy,nhiêu,phần,trăm,ủng,hộ,tìm,được,lắm,nên,20,thôi,tự,soi,xét,vấn,đề,kỹ,thoải,mái,hồn,tiếng,chung,kén,quá,lấy,chồng,đóng,máy,mắt,hy,vọng,tết,kịp,trình,chiếu,vào,đợt,21,6,sang,năm,ngay,tên,cho,nhân,vật,trong,hết,sức,mệt,muốn,tuyệt,tránh,mọi,lầm,ám,chủ,trừ,tật,giật,đáng,còn,đa,số,tình,bộ,thiện,cầu,nối,xác,tích,nhiều,cung,cấp,tư,liệu
10,,,,,,,,,0.0135533386143269,,,,,,,,,,,,,,,,,,,,,,,,,0.16901960800285137,,,,,,0.03740940135031002,,,,,0.03345033904792878,,,,0.04225490200071284,,0.027203402217513786,,,,,,,,,,,,,,0.027203402217513786,,0.0573064017839119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07235790156711096,0.0573064017839119,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.0573064017839119,0.07235790156711096,0.048501838831127846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0573064017839119,,,,,0.03740940135031002,,,,,,,,,,,,0.09700367766225569,,,,,,,,,,,,0.0573064017839119,0.05440680443502757,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03740940135031002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0573064017839119,0.07235790156711096,0.14471580313422192,0.07235790156711096,0.048501838831127846,0.1146128035678238,0.1146128035678238,0.14471580313422192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,0.01084267089146152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05985504216049603,0.026760271238343025,,,,0.026760271238343025,,,,,,,,,,,,,,,0.038801471064902275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029927521080248015,,,,,,,,,,,,,,0.033803921600570275,,,,,,,,,,,,,,,,0.038801471064902275,,,,,,,,,0.05788632125368877,0.05788632125368877,0.05788632125368877,0.05788632125368877,0.038801471064902275,0.05788632125368877,0.05788632125368877,0.038801471064902275,0.04584512142712952,0.05788632125368877,0.05788632125368877,0.038801471064902275,0.05788632125368877,0.05788632125368877,0.05788632125368877,0.038801471064902275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,0.030807220118930896,,,0.016941673267908623,,,,,,,,0.018814374728998825,,,,,0.012680167068249818,,,,,,,,,0.015403610059465448,,,,,,0.018814374728998825,0.020906461904955487,,,,,0.02338087584394376,,,,,0.0303136492694549,0.026409313750445525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02338087584394376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035816501114944936,0.035816501114944936,,,,,,,,,,,,,0.0606272985389098,,,,0.0303136492694549,0.04522368847944435,0.07163300222988987,0.035816501114944936,0.04522368847944435,0.026409313750445525,0.035816501114944936,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.035816501114944936,0.04522368847944435,0.04522368847944435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,0.030182072857652027,0.030182072857652027,,,,,,0.021502142547427227,,,,,,,,,,,,0.03464417059366274,0.04093314413136564,0.017604125782246224,0.04093314413136564,0.03464417059366274,,,0.030182072857652027,0.021502142547427227,,0.026721000964507153,,,,,,0.023893099319949127,,,,,,,,,,0.026721000964507153,,,,,0.03464417059366274,,,,,0.019431001583938415,,,,,,,,,,,,,,0.026721000964507153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04093314413136564,,,,0.03464417059366274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051684215405079253,0.04093314413136564,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.051684215405079253,0.03464417059366274,0.051684215405079253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,0.049711649412603344,0.015945104252149293,,,,,,,0.04401106041212943,,,,,,0.023868549775529067,,,,,,,,,,,0.0570609868601504,,,,0.0354152936075272,,0.04401106041212943,,,,,,,,,,,,,,,,,,,,,,,,,,0.032004002608839746,,,0.0570609868601504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06741929621636694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0570609868601504,,,,,,,,,,,,,,,,0.049711649412603344,,,,,,,,,,,,,,,,,,,0.06741929621636694,0.06741929621636694,0.08512694302013055,0.08512694302013055,0.08512694302013055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,0.01408330062579698,,,0.015489529844945027,0.024145658286121623,,,,,,,0.01720171403794178,,,,,0.011593295605256976,0.024145658286121623,,,,,,0.027715336474930193,,0.01408330062579698,,,,,,,,,,,,0.021376800771605725,,0.019114479455959302,,,,,0.021376800771605725,0.015544801267150733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06549303061018502,,,,,,,,,,,,,,,,,,0.024145658286121623,,,,,,,,,,,,,,,0.027715336474930193,,,,,,,,,,,,,,,0.055430672949860385,,,,,,,,,0.024145658286121623,,,,,,,,,,,,,,,,,,,,,,,,0.03274651530509251,0.0413473723240634,0.0413473723240634,0.0413473723240634,0.0826947446481268,0.0826947446481268,0.03274651530509251,0.055430672949860385,0.0413473723240634,0.03274651530509251,0.0413473723240634,0.0413473723240634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,0.012321216922115363,,,,,,,,,,,,,,,,0.052096728894465365,,,,,,,,,,,,,,,,,,0.034008546682100016,,,0.052096728894465365,,,,0.06801709336420003,0.024730365652285258,,,,0.034008546682100016,0.044092580755570765,,,,,,0.052096728894465365,,,,,,,,,0.044092580755570765,,,,,,,,,,,0.08818516151114153,,,,,,,,,,0.034008546682100016,,,,,,,,,,,,,,,,,,,,0.03841354727337531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052096728894465365,,,,,,,,,,,,,,,,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,0.023474945555951577,,,,,,,,0.04156600150034446,,,,,,0.01127125961622206,,,,,,,,,,,,,,0.023474945555951577,,,0.06234900225051669,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151130012319521,,,,,,,,,,,,,,0.02078300075017223,,,0.026945466017293244,,,,,,,,,,0.02078300075017223,,,,,,,,,,,,0.03183688987995105,0.026945466017293244,0.023474945555951577,,,,,,0.023474945555951577,,,,,,,,,,,,,,,,,,,,,,,,,,0.026945466017293244,,,,,,,,,,,,,,,,,,,,,,,0.03183688987995105,,,,,,,0.026945466017293244,,0.09551066963985316,,,,,0.03183688987995105,,,,,,0.03183688987995105,0.05389093203458649,,0.03183688987995105,,,,,,,,,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.03183688987995105,0.04019883420395053,0.04019883420395053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,0.015403610059465448,,,,,,,,,,,0.018814374728998825,,,,,0.012680167068249818,,,,,,,,,0.015403610059465448,,,,,,,,,,0.020906461904955487,,,,,,,,0.026409313750445525,,,,,,,,,,,,,,0.035816501114944936,,0.03400425277189223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0303136492694549,,,,,,,0.0303136492694549,0.026409313750445525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0303136492694549,,,,,,,,,,,0.0303136492694549,,,,,,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0904473769588887,0.0904473769588887,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,0.013692097830635953,,,,,,,,,,0.02078300075017223,,,,,,0.01127125961622206,0.023474945555951577,,,,,,,,,,,,,,0.016723888647998956,,,,,,,,,,,0.026945466017293244,,,0.0151130012319521,,,,0.02078300075017223,,,,,,,,,,,,,0.026945466017293244,,,,,0.026945466017293244,0.026945466017293244,0.026945466017293244,0.026945466017293244,0.026945466017293244,,,,,,,0.023474945555951577,,,,,,,,,0.0636737797599021,,,,,0.026945466017293244,,,,,,,,,,,,,,,,,0.03183688987995105,,,,,,,,,,,,,,,,,,,,,,,,0.03183688987995105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04019883420395053,0.04019883420395053,0.03183688987995105,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,,,,,,,,,,,,,,,,,,,
25,,,,,,0.015403610059465448,,,0.008470836633954312,,,,,,,,0.018814374728998825,,,,,0.012680167068249818,,,,,,,,,0.030807220118930896,,,0.026409313750445525,,,,0.020906461904955487,,,0.020906461904955487,,,,0.020906461904955487,,,,,,,,,,0.02338087584394376,,,,,,,,,,,,,,,,0.0303136492694549,,,,,,,0.02338087584394376,0.02338087584394376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035816501114944936,0.035816501114944936,,,,,,,,,,,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035816501114944936,0.035816501114944936,,0.026409313750445525,,,,,,,,,,,,,,,,,0.0303136492694549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035816501114944936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.035816501114944936,0.04522368847944435,0.04522368847944435,0.04522368847944435,0.035816501114944936,0.04522368847944435,,,,,,,,,
26,,,,,,,,,0.014266672225607261,,,,,,,,,,,,,0.021356070851789165,,,,,,,,,,,,,,,,0.03521088320834608,,,0.03521088320834608,,,,,,,,,,,,,,,,,,,,,,,,0.028635160228961877,,,,0.051054567190660885,,,,,,,,,0.03937831721085265,,,,,,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,0.06032252819359147,,,,,,,,,,,,0.051054567190660885,,,,,,,,,,,,,,,,0.051054567190660885,,,,,,,,,,,,,,,,,,,0.06032252819359147,,,,,,,,,,,,,,,,,,,,,,,,,0.051054567190660885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06032252819359147,,,,0.06032252819359147,,0.07616621217590627,0.07616621217590627,0.07616621217590627,0.07616621217590627,,,,,
27,,,,,,0.044810501991172216,,,0.024642433844230725,,,,,,,,,,,,,,,,,,,,,,0.044810501991172216,,,,,,,,,,,,,,,,,,,,0.049460731304570515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10419345778893073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10419345778893073,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13155982103111083,0.13155982103111083,0.13155982103111083,0.13155982103111083,0.13155982103111083
