,ca,sĩ,phương,anh,“không,bước,chân,vào,ngõ,tối”,“đã,có,lúc,tôi,nghĩ,mình,sai,lầm,khi,làng,giải,trí,và,thấy,nản,lòng,đến,mức,thể,buông,xuôi,mọi,thứ,nhưng,nhận,khán,giả,gia,đình,ủng,hộ,kỳ,vọng,nhiều,không,cho,phép,từ,bỏ,niềm,đam,mê”,sỹ,tâm,sự,nhạc,phú,quang,từng,xét,tố,chất,của,một,tốt,“giống,thanh,lam,thời,đầu”,sao,bị,so,sánh,với,“diva”,này,rất,hâm,mộ,chị,vinh,dự,ðược,ấy,đang,ở,giai,đoạn,khởi,đầu,nên,phải,học,tập,sau,dứt,khoát,sẽ,tìm,tòi,sáng,tạo,rèn,luyện,để,những,nét,riêng,biên,chế,đoàn,nghệ,thuật,hải,quân,phòng,tách,ra,dựng,nghiệp,khó,gì,hoàn,toàn,may,mắn,là,luôn,điều,kiện,hòa,nhập,đời,sống,ngoài,phạm,vi,hoạt,động,xa,quê,nơi,phồn,hoa,theo,hát,“nương,nhờ”,ai,năm,16,tuổi,hà,nội,người,thân,quen,tự,tính,kiên,trì,nhẫn,nại,nếu,ý,muốn,hỏi,chuyện,đại,nào,đứng,thì,câu,trả,lời,nói,hai,con,đường,bên,khăn,tối,đầy,hào,vật,thà,vất,vả,thẳng,còn,hơn,vì,chút,lợi,lộc,trước,mắt,mà,làm,hoen,ố,tương,lai,lập,hẳn,cũng,chứ,đã,mê,quãng,gian,“rã,rời”,đó,qua,hay,vẫn,hiện,diện,lọt,chung,kết,mai,điểm,hẹn,do,nữa,giờ,tên,được,khẳng,định,hứng,tin,rằng,chọn,đúng,phía,chặng,dài,đủ,biến,ước,mơ,thành,thực,thuận,tình,cảm,chia,sẻ,buồn,vui,yêu,hết,“bắt,hình,dong”,ta,mất,sửa,chữa,album,“giấc,mơ”,vol,1,tư,cd,nhà,tài,trợ,dư,dả,tiền,bạc,thật,chắt,chiu,nhờ,bạn,bè,giúp,đỡ,sản,phẩm,âm,danh,tiếng,cần,nó,đánh,đổi,nhân,cách,quá,khát,khao,nổi,chỉ,phụ,nữ,thôi
19,,,,,,,,0.03242296876598515,,,,,,0.011564537492269095,,0.05926703839608587,,,,,,,,0.03242296876598515,,,,,,,,,,0.03572218735130285,0.04496588525198437,0.05230302104597108,0.05230302104597108,0.039760104559971865,0.04496588525198437,0.05230302104597108,0.05230302104597108,0.039760104559971865,0.05230302104597108,0.03242296876598515,0.023179270865303636,0.039760104559971865,0.05230302104597108,0.039760104559971865,0.05230302104597108,0.05230302104597108,0.04496588525198437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05230302104597108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,0.02683280173736702,,,,,,0.009570651717739942,,,,,0.0245242917501045,,,,,,,,,,,,,,,,,,,,,,,,,,0.01918284485404439,,,0.03290491411859741,,,,,,,,,,,,,,,,,,,,,0.03721314641543534,,0.03721314641543534,,,,,,,,,,,,0.043285258796665727,,,0.043285258796665727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03290491411859741,,,,,,,,,,,,,,,,,,0.02683280173736702,,0.05366560347473404,0.043285258796665727,0.05366560347473404,0.05366560347473404,0.043285258796665727,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.03721314641543534,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,0.013216614276878966,,0.03386687908347764,,,0.03386687908347764,,,,0.03386687908347764,0.03705482144684017,,,0.040825356972917545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05977488119539552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05977488119539552,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03705482144684017,,,,,,,,,,,,,,,,,,,,0.07410964289368034,0.07410964289368034,0.05138958314512499,0.07410964289368034,0.07410964289368034,0.07410964289368034,0.07410964289368034,0.07410964289368034,0.07410964289368034,0.07410964289368034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,0.01460783683233991,,,,,,,,,,,,,,,,,,,,0.04512276297006676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0316873679646296,,,,,,,,,,,,,,,,,,,,,,0.04512276297006676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06606697395280557,,0.06606697395280557,,,,,,,,,,,,,,,,,0.05022328997049078,,,,,,,,,,,0.05022328997049078,,,,,,0.06606697395280557,,,,,,,,,,,,,,,,,,,,,,0.056799012949874994,,,,,,,,,,,,,,,,,,,,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.08191065793512038,0.056799012949874994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,0.033715303076805286,0.033715303076805286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023580340920716474,0.016857651538402643,,,,,,,,,,0.03270246200144318,,,,,,,,0.02597977261912935,0.02597977261912935,,,,,,,0.06540492400288636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03803856076070625,,,,,,0.018244242161453407,,,,,,,,,,,,,,,0.028916439679979544,0.028916439679979544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0519595452382587,,,,,,,,,,,,0.03803856076070625,0.03803856076070625,,,,0.028916439679979544,,,,,,,,,0.03270246200144318,,,,,,,,,0.028916439679979544,0.03803856076070625,,,0.03803856076070625,,,,,,,,,,,,0.03270246200144318,,0.023580340920716474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04716068184143295,0.04716068184143295,0.04716068184143295,0.03803856076070625,0.03803856076070625,0.04716068184143295,0.04716068184143295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,0.025231718164950755,,,,,,,,,,,,0.09810738600432954,,,,,,,,,,,,,,,,0.08674931903993863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11411568228211873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07793931785738804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11411568228211873,0.07074102276214943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09810738600432954,,,,,,,,0.2829640910485977,0.14148204552429886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,0.011564537492269095,,,0.08993177050396874,0.08993177050396874,0.029633519198042933,,,,0.029633519198042933,,,,,,,,,,,0.03572218735130285,,,,,,,,,,0.03242296876598515,,,,,,,,,,,,,,,,,,,,,,,,,0.04496588525198437,,,,,,,,,0.05230302104597108,,,,,,,,,,,,,,,0.03572218735130285,,,,,,,,,,,,,0.025085832971998432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03572218735130285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03242296876598515,,,0.05230302104597108,,,0.05230302104597108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0648459375319703,0.0648459375319703,0.0648459375319703,0.0648459375319703,0.0648459375319703,0.0648459375319703,0.0648459375319703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3890756251918218,0.3890756251918218,0.3890756251918218,0.3890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,0.06953781259591091,0.06953781259591091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15690906313791325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1348976557559531,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1348976557559531,,,,,,,,,,,,,,,,,,,,,0.1945378125959109,0.1945378125959109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,0.039608447354543254,,,,,,,0.027354017721270402,,,,,,,,,,,,,,,,,,,,,,,,,,0.0427925000590221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041506971001831726,0.041506971001831726,,,,,0.041506971001831726,,,0.03670163497843557,,,,0.04827971173474254,0.04827971173474254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04827971173474254,,,,,,,,0.03670163497843557,,,,,,,,,0.041506971001831726,,,,,,,,,,,,,,,,,0.07340326995687114,0.041506971001831726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059857788491049516,0.059857788491049516,0.059857788491049516,0.059857788491049516,0.059857788491049516,0.059857788491049516,0.04827971173474254,0.04827971173474254,0.059857788491049516,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,0.016326405871438722,,0.041835556514884145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07383955912372388,,,,,,,0.05043132331948638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0354152936075272,,,,,,,,,,,,,0.06348124976750734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056131912319960287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09154720592748748,0.09154720592748748,0.09154720592748748,0.09154720592748748,0.09154720592748748,0.09154720592748748,0.09154720592748748,0.09154720592748748,0.09154720592748748,0.09154720592748748,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,0.024519515029002962,,0.013216614276878966,,,,,,,,,,,,,,,,,,,,0.040825356972917545,,,,,,,,,,,0.026490595274632725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040825356972917545,,,,,,,,,,,,,0.028669523396569637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05977488119539552,,,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,0.05138958314512499,,,,,,,0.05138958314512499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05977488119539552,0.05977488119539552,,,,,,,,,,,,0.07410964289368034,0.05977488119539552,0.07410964289368034,0.07410964289368034,0.07410964289368034,0.07410964289368034,0.07410964289368034,0.07410964289368034,,,,,,,,
34,,,,,,,,,,,,,,0.021349915370342948,,,,,,,,,,,,,,,,,,0.08301394200366345,,,,,,,,,,,,,,,,,,,0.08301394200366345,,,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09262461405045576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08301394200366345,,,,,,,,,,,,0.08301394200366345,,,,,,,,,0.06594865357163604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09655942346948508,,,,,,,,,,,,,,,,,,,,,0.08301394200366345,,,,,,,,,,,,,,,,,,,,0.09655942346948508,0.09655942346948508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,0.012615859082475377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025286477307603968,,,,,,,,,,0.04905369300216477,,,,,,,,,0.03896965892869402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03896965892869402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07793931785738804,,,,,,,,,,,,,,,,,,,0.04905369300216477,,,,,,,,,0.07793931785738804,,,,,,,,,,,0.057057841141059364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04905369300216477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057057841141059364,,,,,,,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.07074102276214943
