,thư,phòng,tư,nhân,đầu,tiên,tại,huế,nhà,nghiên,cứu,nguyễn,hữu,châu,phan,thông,tin,chuẩn,bị,mở,một,mang,tên,thân,phụ,ông,cố,kỹ,sư,đính,để,phục,vụ,bạn,đọc,miễn,phí,ngay,đang,được,nhiều,người,ở,quan,tâm,với,10,000,sách,phần,lớn,quí,hiếm,đây,sẽ,là,trong,ngôi,vườn,yên,tĩnh,18,huệ,tận,tình,cho,chúng,tôi,xem,gia,tài,đồ,sộ,mà,sở,số,này,do,sinh,bỏ,cả,đời,cất,công,sưu,tập,bảo,quản,bằng,lòng,đam,mê,và,nhằm,mục,đích,sau,hễ,có,dịp,lịch,sử,văn,hóa,lại,không,tiếc,tiền,mua,những,cuốn,bổ,sung,vào,rất,còn,giữ,đến,nay,đều,thuộc,hàng,như,70,bản,gốc,san,của,đô,b,a,v,h,bộ,tạp,chí,vòng,30,năm,từ,1914,1944,120,quyển,hội,thành,hiếu,cổ,học,giả,pháp,l,cadière,thực,hiện,hay,đã,dịch,ra,tiếng,việt,nhưng,tìm,cách,gần,trăm,điều,dễ,về,các,bậc,thầy,mỹ,thuật,thế,giới,nhất,lưu,xuất,1916,qua,thời,gian,tấm,bìa,hỏng,chủ,cẩn,thận,thay,khác,viết,tay,cũng,ủ,màu,thể,thấy,bài,thơ,thuận,an,vua,minh,mạng,thiên,ký,sự,“một,ngày,nữ,tộc,huế”,cuối,kỷ,19,lâm,giá,trị,1919,họa,chi,tiết,môtip,trang,trí,kiến,trúc,cung,đình,điển,vật,gồm,bốn,1892,paris,thiệu,liệu,hồi,đông,dương,1893,1899,vị,tướng,lucien,de,reinach,theo,nó,phản,ánh,hình,chính,cai,lộ,khi,cửa,dự,mới,âm,2,500,nghiệp,trên,1,ngàn,đặc,biệt,loại,nước,vì,chuyên,ngành,20,ý,tây,ban,nha,thụy,sĩ,lượng,hạn,hẹp,đắt,nên,phải,ai,kiện,dụng,thưa,sao,định,thật,đó,nguyện,1973,cụ,phổ,biến,rằng,chết,1995,trước,gửi,ước,ấy,mãi,bây,giờ,hoạt,động,đặt,gì,độc,cần,làm,thẻ,nếu,họ,mượn,chỗ,bởi,biết,chuyện,rồi,quá,muốn,trả,nữa,hệ,thủy,vn,1975,ks,từng,chức,giám,đốc,trung,1971,1974,cùng,con,trai,lúc,giáo,viện,hán,khảo,đại,phạm,lập,sùng,biên,soạn,khoa,nơi,nguyên,cơ,bí,mật,nuôi,giấu,cán,ủy,tặng,thưởng,huân,chương,hạng,ba
10,,,,,,,,0.020064020870333633,,0.029141311724629543,0.029141311724629543,,,,,,,,,,0.024833079427791616,,,,,,,,,,,,,,,,,,,,,0.02683280173736702,,,,0.031871699519375234,,,,,,,,,,,0.031871699519375234,,,,,,,,,,,,,,,,,,,,,0.04559376878392825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024833079427791616,0.04559376878392825,,,,,0.03521342410585993,0.05597411346199657,0.05597411346199657,0.05597411346199657,0.05597411346199657,0.020064020870333633,0.029141311724629543,0.05597411346199657,0.05597411346199657,0.05597411346199657,0.04559376878392825,0.05597411346199657,0.04559376878392825,0.05597411346199657,0.04559376878392825,0.03952165640269786,0.03952165640269786,0.029141311724629543,0.04559376878392825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4407397649113064,0.4407397649113064,0.38204267855941265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,0.016401297115734223,,,,,,0.018951560615946234,,,,,0.013402787844501676,,,,,,,,,,,,,,0.03790312123189247,,,,,,,,,0.009683599613015643,0.030161264096795735,,,,0.026873402607103632,,0.01760544160417304,,,,,,,,,,0.04447884421127667,,,,,,,,,,0.026873402607103632,0.02432313910689162,,,,0.026873402607103632,,,,,0.02432313910689162,,,0.030161264096795735,,,,,,,,,,,,,,,,,0.020477664483780095,,,,0.01760544160417304,,,,,,,,,,,,,,,0.020477664483780095,0.034795244598261034,,,,,,,,0.026873402607103632,,,,,0.015312015927359878,,,,,,,,,,,,0.022239422105638337,,,,0.030161264096795735,0.030161264096795735,0.026873402607103632,0.04271708658941843,0.030161264096795735,0.06959048919652207,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.04271708658941843,0.04271708658941843,0.026873402607103632,0.04271708658941843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02830590656112265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05146206007373658,0.04475820040305196,,,,,,,,,,,,,,,,,,,0.1017091765179938,,,,,,,,,,,,,,0.1017091765179938,,,,,,,,,,,,,,,,,,,,,,,,,0.05539686949276592,0.12486533003060774,0.12486533003060774,0.12486533003060774,0.08816369505217216,0.08816369505217216,0.06500754153955822,0.07855302300537985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3222192947339193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3222192947339193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3222192947339193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,0.04794225310753081,,,,,,,,,,,0.03917737985315875,,,,,,,,,,,,,0.08816369505217216,0.05539686949276592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07855302300537985,,,,,,,,,,,,,0.08816369505217216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059857788491049516,,,,,,,,,,,,,,0.04475820040305196,,,,,,,,,0.1017091765179938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12486533003060774,0.12486533003060774,0.07109840662014474,0.12486533003060774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,0.042449186506601407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026672566792813216,,,,,,,,,0.01362876982572572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042449186506601407,,,,,,,,,,,,,,,,0.03423256615044006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031299927407935434,,,,,,0.07564365178295837,,,0.04897108499014516,,,,,,,,,,,,,,,,,,,,,0.04897108499014516,0.06012034408881113,0.06012034408881113,0.12024068817762226,0.12024068817762226,0.06012034408881113,0.06012034408881113,0.06012034408881113,0.06012034408881113,0.06012034408881113,0.04897108499014516,0.04897108499014516,0.06012034408881113,0.037821825891479185,0.06012034408881113,0.06012034408881113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011870218880470788,,,0.025101653238182052,,,,,0.02981546084070586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017550582075815342,,,,,,,,,,,,0.018769567910957272,,,,,,,,,,,,,,,,,0.0464618905423198,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03697187211865283,,,,,,,0.042652235313997394,,,,,,0.0232309452711599,,,,,,0.02726122709723409,,,,,,,,,,,,,,,,,,,,,,0.042652235313997394,0.042652235313997394,0.05236288033541615,0.05236288033541615,0.05236288033541615,0.05236288033541615,0.05236288033541615,0.042652235313997394,0.05236288033541615,0.05236288033541615,0.042652235313997394,0.05236288033541615,0.05236288033541615,0.05236288033541615,0.05236288033541615,0.05236288033541615,0.05236288033541615,0.042652235313997394,0.03697187211865283,0.03697187211865283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,0.03250377076977911,,0.02573103003686829,0.02237910020152598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039276511502689924,,,,,,,,0.014152953280561325,,,,,0.039276511502689924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02092569401347214,,,,,,,,,,,,0.02237910020152598,,,,0.04408184752608608,,,,,,,,0.04408184752608608,,,,,0.02769843474638296,,,,,,,,,,,,,,,,,,,,,0.08816369505217216,0.04408184752608608,0.03250377076977911,0.0508545882589969,,,,,,,,,,,,,,,,,0.02769843474638296,,,,0.08816369505217216,0.08816369505217216,,,,,,,,,,,,,,,,,0.0508545882589969,,,0.039276511502689924,,,,,,,,,,,,,,,,,,,,,,,0.04408184752608608,0.039276511502689924,0.0508545882589969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,0.02909283026198377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04621396430309409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03345033904792878,,,,,,,,,,,,,,,0.03890756251918218,,,,,,,,,,,,,,0.02909283026198377,,,,,,,,,,,,,,0.06611096473669596,,,,,,,,,,,,,,,,0.03600796517029785,,,,,,,,,,0.04621396430309409,,,,,,,,,,,,,,,,,,,,,,,,,0.06611096473669596,,,,,,,,,,,,,,,,0.08116246451989503,0.08116246451989503,0.08116246451989503,0.06611096473669596,0.08116246451989503,0.08116246451989503,0.08116246451989503,0.06611096473669596,0.08116246451989503,0.08116246451989503,0.06611096473669596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
