,không,tự,tin,nhất,quyết,làm,“ở,xứ,thanh,ra,trụ,lại,được,đất,hà,nội,có,một,gia,đình,hạnh,phúc,đúng,nghề,mình,thích,hiện,tại,tôi,mong,gì,hơn”,anh,thơ,tâm,sự,nhiều,người,bảo,chị,ôm,rơm,hát,nhạc,nhẹ,là,nhàng,cátxê,cao,thì,cứ,đâm,đầu,vào,đỏ,cả,chất,giọng,lẫn,sức,lực,phải,tư,ghê,gớm,trẻ,đang,thứ,thời,thượng,bao,giờ,cũng,bốc,hơn,còn,xô,bồ,nhưng,sống,bền,lâu,trót,yêu,chung,thuỷ,chứ,thi,thoảng,cải,thiện,đổi,tông,đi,tí,ảnh,hưởng,nói,thật,đã,lúc,nghĩ,đến,việc,ấy,thấy,hợp,vả,ai,lép,vế,nào,vẫn,mời,diễn,quanh,năm,cuối,khi,ngày,chạy,2,3,sô,thế,ổn,tham,lam,nữa,vừa,ca,sĩ,giảng,viên,khoa,viện,hn,thầy,hay,thợ,khó,giống,nhau,trước,đây,học,cô,giáo,hồ,mậu,la,mặc,dù,70,tuổi,đốc,trò,nơi,chốn,hôm,hai,cày,gần,12,đêm,mới,nghỉ,bây,giận,quăng,sách,của,hết,nóng,hối,hận,thương,và,hiểu,thấu,cái,quy,luật,đời,chưa,chắc,nổi,thành,danh,do,kém,mà,vì,những,yếu,tố,khác,phần,trăm,may,mắn,tuy,ít,ỏi,đôi,nó,chi,phối,nghệ,vậy,thể,ở,hương,đồng,gió,bay,mất,nhìn,đằm,thắm,gốc,đâu,ôi,trời,tỉnh,lẻ,gắn,chặt,với,kỷ,niệm,lần,tiên,trong,đó,diện,ngay,áo,dài,màu,tím,hoa,cà,nhảy,lên,xe,đạp,bạn,nhờ,đèo,chẳng,sao,về,cổng,trường,tà,mắc,xích,rách,roẹt,can,tội,ngồi,chịu,vén,như,ta,30,nghìn,120,tiếc,mấy,liền,thảo,đứng,rón,rén,nhớn,rồi,đoan,trang,nỗi,phố,thú,vui,quen,ví,dụ,karaoke,hạn,bè,lôi,kéo,chơi,bật,đĩa,hẳn,hoi,gian,rảnh,đọc,con,mẹ,ru,ngọt,khéo,lắm,trêu,bố,chồng,đùa,chỉ,toàn,hàng,xóm,suốt,véo,von,trên,tivi,gái,ngậm,hột,thị,bụt,chùa,nhà,thiêng
10,,,,,,0.030522764636111047,,,,,,0.0332842859207628,,,,,0.0280869302338548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04485752633439587,,,,,,,,,,,,,,,,0.040242763810202704,,,,0.05080698998241014,,,,,,,,,,,,,,,,,,,,,,,,,0.0332842859207628,,,,,0.040242763810202704,,,,,,,,,,,,,0.05919228803268068,,,,,,,,,,,,,,,,,,,0.05080698998241014,,,,,,,,0.04485752633439587,,,,,,,,,,,0.05080698998241014,,,,,,,,,,,0.05080698998241014,0.07352704973096551,0.07352704973096551,0.05919228803268068,0.0332842859207628,0.07352704973096551,0.07352704973096551,0.07352704973096551,0.07352704973096551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,0.10466756144692368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08510186599629244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09389978222380631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1381153387429216,0.1381153387429216,,,,,,,,,,,,,,,,,,,,,,,,0.0776633338151132,,,,,0.17156311603891952,0.1381153387429216,0.1381153387429216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.014087478736443964,,,,,0.019423577495707032,,,,,,,,,,,0.0178735010579076,0.021180909222303604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028545698576433735,,,,,,0.023209599817170665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03233172089789737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037667819657160435,,,,,,,,,0.06466344179579474,,,,,,,,0.028545698576433735,,,,,,,,,,,0.06466344179579474,,,,,,,,,,,,,,,,,,,,,,0.037667819657160435,0.04678994073788714,0.023209599817170665,0.04678994073788714,0.04678994073788714,0.03233172089789737,0.04678994073788714,0.03233172089789737,0.04678994073788714,0.037667819657160435,0.04678994073788714,0.04678994073788714,0.09357988147577428,0.03233172089789737,0.04678994073788714,0.037667819657160435,0.04678994073788714,0.04678994073788714,0.037667819657160435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,0.034948500216800946,,,,,,0.034948500216800946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04710040265111567,,,,,,,,,,,,,,,,,,,,,,,0.0382958396983316,,,,,,,,,,,,,,,,,,,,,,0.034948500216800946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062151902434314725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0382958396983316,,,0.053347339481530656,,,,,,,,,,,,,,0.07720340221751379,0.07720340221751379,0.062151902434314725,0.062151902434314725,0.07720340221751379,0.07720340221751379,0.07720340221751379,0.07720340221751379,0.062151902434314725,0.07720340221751379,0.07720340221751379,0.07720340221751379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,0.0536205031737228,0.06354272766691081,,,,,,,,,,,,,,,,,,,,0.06354272766691081,,0.08563709572930121,,,,,,0.07682709454675062,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07682709454675062,,,,,,,,,,,,,,,,,,,,,,,,,0.0969951626936921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11300345897148131,0.11300345897148131,,,,,,,,,0.11300345897148131,0.14036982221366143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.016603099939380386,,,,,0.022892073477083285,,0.04439421602451051,0.038105242486807606,0.04439421602451051,0.04439421602451051,0.0249632144405721,0.0499264288811442,0.04439421602451051,,,0.021065197675391098,0.0249632144405721,0.04439421602451051,0.04439421602451051,0.04439421602451051,0.04439421602451051,0.033643144750796904,0.04439421602451051,0.033643144750796904,0.038105242486807606,0.04439421602451051,0.038105242486807606,0.021065197675391098,0.04439421602451051,0.0249632144405721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027354171213093997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04439421602451051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04439421602451051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.01859547193210603,,,,,,,,,,,,,,0.037680322120892534,0.07536064424178507,,,,,,,,,,,,,,,0.027958800173440754,,,,,,,0.027958800173440754,,0.037680322120892534,,,,,,0.033803921600570275,,,,,,,,,,,,,,,,0.030636671758665277,,,,,,,,,,0.033803921600570275,,,,,,,0.030636671758665277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04267787158522452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049721521947451774,,,,,,,,,,,,,,,,0.049721521947451774,0.049721521947451774,0.06176272177401103,0.06176272177401103,0.049721521947451774,0.06176272177401103,0.06176272177401103,0.06176272177401103,0.06176272177401103,0.06176272177401103,0.06176272177401103,0.06176272177401103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0327680852728306,,,,,,,,,,,,,,,,,,,,,,,,0.0690576693714608,,,,0.0690576693714608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388316669075566,,,,,,,,,,,,,,,,,,,,,0.05927482164614517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388316669075566,,,,,,,,,0.04255093299814622,,,0.05927482164614517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08578155801945976,0.08578155801945976,0.08578155801945976,0.08578155801945976,0.05927482164614517,0.08578155801945976,0.08578155801945976,0.08578155801945976,0.08578155801945976,0.08578155801945976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,0.021180909222303604,,,,,0.021180909222303604,,,,,,,,,,,0.0178735010579076,,,,0.037667819657160435,,,,,,,,,,,0.025609031515583542,,,,,,,,,,,,,,,,,,,,,,,0.037667819657160435,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04236181844460721,,,,,,,0.021180909222303604,,,,,,,,,,,,,0.037667819657160435,0.03233172089789737,,,,,,,,,,,,,,,,,,,,,0.037667819657160435,,,,,,,,,,0.028545698576433735,,,,,,,,,,,,,,,,,,,,,,,,,,0.021180909222303604,,,,,,,,,0.023209599817170665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037667819657160435,0.037667819657160435,,,,,,,,,,,,,,,,,,,,,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.028545698576433735,0.037667819657160435,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.037667819657160435,0.037667819657160435,0.04678994073788714,0.037667819657160435,0.04678994073788714,0.04678994073788714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,0.04710040265111567,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0382958396983316,,,,0.062151902434314725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034948500216800946,,,,,,,0.06989700043360189,,0.04225490200071284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0382958396983316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04710040265111567,,,,,,,,0.062151902434314725,,,,,0.062151902434314725,0.062151902434314725,0.07720340221751379,0.07720340221751379,0.07720340221751379,0.062151902434314725,0.07720340221751379,0.07720340221751379,0.07720340221751379,0.07720340221751379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.03576052294635775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376692341046299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08207282997158563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07246215792479334,,,,,,,0.09561831143740727,,,,,,,,,,,0.09561831143740727,,,,,0.11877446495002121,0.11877446495002121,0.11877446495002121,0.11877446495002121,0.11877446495002121,0.09561831143740727,0.09561831143740727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,0.0388316669075566,,,,,,,,,,,,,,,,0.0327680852728306,,,,,,,,,,,,,,,,,,,0.0690576693714608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0690576693714608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1381153387429216,,,,,,,,,,,,0.0388316669075566,,,,,,,,,0.04255093299814622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0690576693714608,,,,,,,,,,,,,,,,,,,,,0.05233378072346184,0.0690576693714608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08578155801945976,0.17156311603891952,0.08578155801945976,0.08578155801945976,0.08578155801945976,0.08578155801945976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
