,chinh,phục,sao,hỏa,hay,một,cuộc,chiến,không,gian,mới,ứng,viên,tổng,thống,nhiệm,kỳ,2,của,mỹ,g,bush,đã,khởi,đầu,năm,bầu,cử,bằng,việc,công,bố,lại,đưa,người,lên,mặt,trăng,và,sẽ,đổ,bộ,trong,vòng,14,nữa,cùng,với,đó,là,dồn,dập,những,tín,hiệu,khả,quan,cho,chương,trình,đầy,tham,vọng,tàu,spirit,rồi,opportunity,liên,tiếp,hạ,cánh,thành,trên,hành,tinh,đỏ,kế,hoạch,tái,ngộ,được,tung,ra,vào,thời,điểm,này,chính,vũ,khí,sách,đối,ngoại,lược,quân,sự,toàn,cầu,thuật,tranh,nước,trụ,đánh,dấu,mốc,trọng,ngày,23,3,1983,khi,r,reagan,thức,khai,tuyên,động,sáng,kiến,phòng,thủ,sdi,thường,nhắc,đến,sau,dưới,cái,tên,giữa,các,vì,bối,cảnh,xô,đang,có,bước,lấn,sân,đất,kể,từ,1970,ông,rằng,vụ,chống,mối,đe,doạ,khủng,khiếp,hệ,lửa,viết,21,1,2004,w,thứ,hai,bản,lề,nasa,rất,chờ,đón,vai,hùng,quốc,tế,thông,báo,trở,khoảng,2015,2020,2018,nằm,tăng,cường,ngân,kinh,phí,gia,dự,tính,12,tỷ,usd,qua,chuyến,bề,hình,ảnh,màu,đen,trắng,độ,phân,giải,cao,do,gửi,về,làm,càng,tin,tưởng,phiên,đêm,24,ở,bên,kia,quy,mô,tiên,bắt,j,f,kennedy,gọi,apollo,nay,amstrong,vẫn,son,huy,hoàng,lịch,sử,tiến,nghệ,thế,giới,80,ưu,dù,thất,bại,nhưng,thân,buộc,họ,phải,lao,chạy,đua,hết,sức,tốn,kém,nền,lụn,kết,cục,kẻ,thù,suốt,ii,sụp,tan,rã,thập,niên,cuối,kỷ,trước,cha,cũng,tục,bỏ,dở,tiền,tích,cỏi,lĩnh,vực,hiện,thực,móng,án,nếu,như,mục,tiêu,nhằm,khẳng,định,vượt,trội,năng,tấn,ngoài,trái,thì,con,nhiều,hơn,nga,truyền,hợp,tác,xây,dựng,trạm,bay,chung,luôn,dè,chừng,kỹ,gặp,khó,khăn,chảy,máu,chất,xám,ta,nói,chuyên,hàng,tại,trung,tây,âu,ấn,cạnh,tiềm,nhất,nặng,ký,còn,đồng,minh,hân,hoan,bớt,niềm,beagle,đáng,lẽ,cả,hy,vệ,mars,express,dần,quỹ,đạo,thể,phép,mặc,nhận,nào,sắc,nét,mà,lấy,tự,bảy,rạng,chủ,nhật,vừa,coi,nhẹ,nổi,lâu,phụ,thuộc,2003,lần,kiện,thần,châu,tầm,vóc,lời,tán,tụng,đơn,thuần,lợi,ích,giấu,kín,hoàn,diện,đặt,cải,cách,đội,gần,đây,hạt,nhân,phóng,2008,2030,vô,cớ,quảng,bá,ầm,ĩ,lúc,đạt,đặc,biệt,afghanistan,iraq,giống,mình,bị,chỉ,trích,bởi,yếu,sát,quên,bill,clinton,thắng,biết,dân,sống,chứ,lý,xa,xôi,tận,số,xác,đâu,đồ,nâng,tay,chèo,lái,nhà,thầu,ngần,ngại,tập,đoàn,nghiệp,dầu,mỏ,vận,tới,nmd,tmd,cận,cực,xúc,đắc,tốt,thuyết,nghi,tài,để,nó,kiểm,soát,phản,kịp,biển,đáy,tất,đảm,bảo,triển,tâm,sắp,xếp,đông,á,thái,bình,dương,thúc,ép,sớm,nhập,nato,eu,ngạc,nhiên,ba,lan,rumani,thậm,chí,trí,lãnh,ngựa,troi,chậm,trễ,afghanitstan,diễn,biến,gruzia,saddam,hussein,rõ,rút,khỏi,căn,cứ,philippines,hồi,dính,líu,đàm,phán,bắc,triều,vẻ,sẵn,sàng,đi,hiệp,tử,chia,hưởng,khu,nóng,phương,giành,phần,khác,pháp,hoá,kiềm,toả,từng,ngỏ,phát,mọi,ai,hiểu
10,,,0.017306028522050876,0.020827853703164503,,,0.016390878710837373,0.010815806691780795,,0.014807253789884877,,,,,,,,,0.004795206778501171,0.006848453616444126,,0.013468317997272614,0.008786653876605252,,,0.016390878710837373,,,,,,0.016390878710837373,0.019488917910552236,0.024349678884278126,0.03385628582631375,0.019488917910552236,0.013468317997272614,0.020827853703164503,0.0074477180839929895,0.019488917910552236,0.026848453616444123,0.024349678884278126,0.01831264398097103,,,,,,0.024349678884278126,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026848453616444123,0.026848453616444123,,,,,,0.012308479057718877,0.020827853703164503,,,0.015563025007672872,,,,,,,,,,,,,,,,,,,,,,,,,,0.026848453616444123,,,,,,,,,,,0.017306028522050876,,,,,0.020827853703164503,,,,,,,,,,,,,0.020827853703164503,,0.014112011664700637,,,0.024349678884278126,,,,0.026848453616444123,,,,,,,,,,,,,,,,,0.03639087871083738,0.03639087871083738,0.014112011664700637,0.018329078970998502,0.026848453616444123,0.026848453616444123,0.03639087871083738,0.0607405575951155,0.03639087871083738,0.03639087871083738,0.03639087871083738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,0.03524822879038174,,,,,,,,,,,,,,,,,,,,,,0.03747868828952353,,,,,,,0.017608311520164455,,,,,0.023670152034074767,,,,,,,,,,0.023670152034074767,0.029928894245524758,0.02847548805747092,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02590061153321657,0.029928894245524758,,,0.11680876460599135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03328082408086707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04682630554668871,,,,,,,,,,,,,,,0.058404382302995675,0.13996491811860529,0.04682630554668871,0.06998245905930264,0.04005356481377789,0.06998245905930264,0.05163164157008485,0.04682630554668871,0.05163164157008485,0.06998245905930264,0.06998245905930264,0.06998245905930264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,0.015468408962907002,0.011045892929748589,,0.021723093543988086,0.014172022381621375,,,,,,,,0.014768261274976636,0.05287380229302378,,,,,,,,,,,0.014768261274976636,,,,0.03614754616793064,0.01985238557696593,,,0.04898432064122218,0.04898432064122218,0.029536522549953273,0.03614754616793064,0.03614754616793064,0.031433738565406835,0.03614754616793064,0.01985238557696593,0.025101653238182052,0.023882667403040125,0.04898432064122218,0.04330395744587762,0.03614754616793064,,,,,,,,,,0.02956303059838468,,,,,,,,0.019003064973019186,,,,,,,,,,,,,,,,,,,,,,,,,,0.031433738565406835,,,,,,,,,0.031433738565406835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02276130913661393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039273675619803425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,0.04326507130512719,0.05206963425791126,,,,,,,,,,,,,,,0.011988016946252927,,,,,0.06087419721069531,0.03890756251918218,,,,,,0.02289080497621379,,,,,,0.033670794993181534,,,,,,,,,,,,,0.030771197644297196,,,,,,,,,,,,,,0.0487222947763806,0.056028696560292496,,,,,0.06087419721069531,0.06087419721069531,0.035280029161751596,0.045822697427496256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0487222947763806,,0.06712113404111031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06087419721069531,0.07592569699389438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07592569699389438,0.06712113404111031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,0.009656970260518566,,,,,,,,,,,,,0.017125738494647037,0.006114690728967969,,,0.007845226675540403,,0.013895558042565065,,,,,,0.008175287491504923,,,,0.01007627554354576,0.017400819562993067,0.012025283926136263,,0.006649748289279454,,,,,,,,,,,,,,0.008175287491504923,,,,,0.010989713444391855,,,,,,0.034801639125986134,0.04002049754306606,,0.021740784718105467,,,0.021740784718105467,0.021740784718105467,0.012600010414911282,,0.03719259589850804,0.034801639125986134,0.02001024877153303,,,,,,,,0.010989713444391855,,,0.012025283926136263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012600010414911282,,,,,,,,,,,,,,,,,,,,,0.021740784718105467,,,,,0.01859629794925402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023971833586110824,0.021740784718105467,0.02001024877153303,0.032491855991819085,0.032491855991819085,0.032491855991819085,0.01859629794925402,0.023971833586110824,0.027116320354962274,0.027116320354962274,0.027116320354962274,0.027116320354962274,0.015451811180402567,0.021740784718105467,0.023971833586110824,0.021740784718105467,0.023971833586110824,0.032491855991819085,0.027116320354962274,0.032491855991819085,0.016365249081248662,0.032491855991819085,0.032491855991819085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.04097719677709344,0.03890756251918218,,,,,,,0.027039516729451984,0.037018134474712194,,,,0.045822697427496256,0.04326507130512719,,,,0.011988016946252927,0.017121134041110316,,,,,0.07781512503836437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03890756251918218,0.037018134474712194,,,,,,,,,,,,,,,,,,,,,0.02945475070817974,,,,0.05206963425791126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056028696560292496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09097719677709344,0.09097719677709344,0.0487222947763806,0.07592569699389438,0.09097719677709344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8195439355418688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22411478624116998,,0.26848453616444123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36390878710837377,0.36390878710837377,0.30370278797557754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.02341554101548196,0.022232892868104103,,,,0.015451152416829705,,,0.015451152416829705,0.021153219699835538,,,,,,,0.029754076718806432,,0.0068502953978588155,0.0195670103326975,,,,,,,,,,,0.013080459986407878,,,,,,0.01924045428181802,0.029754076718806432,0.010639597262847127,,,0.034785255548968746,,,,,,0.01758354151102697,,0.01758354151102697,,,,,,,,0.01758354151102697,,,,,,,,,,,,,,,0.02618439852999786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043386112567939644,,,,,,,,,,,,,,,,,,,,0.024722897888644107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02016001666385805,,,,,,,,,,,,,,,,,,,,,,,,0.034785255548968746,0.03201639803445285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043386112567939644,0.051986969586910535,0.03201639803445285,0.051986969586910535,0.051986969586910535,0.051986969586910535,0.051986969586910535,0.051986969586910535,0.03201639803445285,0.029754076718806432,0.029754076718806432,0.034785255548968746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.02101394706517612,0.01995259616368317,0.022187216053911378,,0.024985792193015686,,,0.04159925650684921,0.013866418835616403,,,,,0.023498819193587824,0.022187216053911378,,,,0.0061477009980784245,0.00878006873903093,,,,,,0.02101394706517612,,,0.0312175370311258,,,,,,,,,,,,,,,,,,,,,,,,0.023477748693552604,,,,,0.015780101356049844,,,,,,,,,,,,,,,,,,,,,,,0.015105000363169096,,,,0.026702376542518592,,,,0.022187216053911378,,,,,0.044374432107822756,,,,,,0.02101394706517612,,0.023498819193587824,0.03893625486866378,0.03893625486866378,,,,,,,,0.03893625486866378,,,,,,0.03442109438005657,0.03893625486866378,0.0312175370311258,0.018983658704980613,,,,,,0.028732664902714096,,,0.026702376542518592,0.018983658704980613,0.0312175370311258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03893625486866378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024985792193015686,,,,,,,,,,,,,,,,,,,0.04665497270620176,0.0312175370311258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3424226808222062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,0.031199442380136905,0.01576046029888209,0.010399814126712302,,,,,,,,,,,0.009221551497117637,0.013170103108546397,,,0.008448705650581975,,,,,,,,0.008804155760082227,,,,0.01085137366228005,,,,,,,,0.008804155760082227,,,,,,0.023413152773344353,0.023670152034074767,,,,,,,0.021549498677035574,0.011835076017037384,,,,,,,,,,0.021549498677035574,,,,0.013569241985289075,,,,,,,,,,,,0.011835076017037384,,,,,,,,0.013569241985289075,,0.016640412040433535,,,,,,,,,,,,0.025815820785042427,,,,,,,,,,,,,,,0.01423774402873546,0.029202191151497837,,,,,,,,,,0.023413152773344353,0.025815820785042427,0.023413152773344353,0.023413152773344353,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020026782406888946,,,,,,,,,0.01762411439519087,,,,,,,,,,,,0.020026782406888946,,,,,,,,0.023413152773344353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020026782406888946,0.03499122952965132,0.06998245905930264,0.021549498677035574,0.029202191151497837,0.03499122952965132,0.025815820785042427,0.021549498677035574,0.03499122952965132,0.025815820785042427,0.025815820785042427,0.029202191151497837,0.03499122952965132,0.03499122952965132,0.025815820785042427,0.029202191151497837,0.03499122952965132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,0.014231324594448412,,,,,,,,,,,0.006309482603291014,0.009011123179531743,,,0.011561386679743752,,0.020477664483780095,0.021566945672154437,,,,,,,,,,,,,0.019599258115771023,,0.03532691265321595,,0.012047792092744099,,,,,,,0.01619536718120905,,,0.012047792092744099,,,,,,,,,,,,,,,0.029488787663311835,,,,,,,,,,,,,,,,,,,,0.020477664483780095,,,,0.01856843640092189,,,,,,,,0.021566945672154437,,,,,,,,,,,,,,,,,,,,,0.019483228670901152,,,,,0.032039051163523846,,,,,,,,,0.032039051163523846,,,,,,,,,,,,,,,,,,,,,,,,,,0.032039051163523846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024117209172366448,,,,,,,,,,,,,,,,,,,,,,0.05481014132411711,0.032039051163523846,,,,,,,,,,,,,,,,,,,,0.04788273514583865,0.04788273514583865,0.03996089315468125,0.03996089315468125,0.04788273514583865,0.04788273514583865,0.04788273514583865,0.04788273514583865,0.04788273514583865,0.04788273514583865,0.04788273514583865,0.03996089315468125,0.03996089315468125,0.029488787663311835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,0.05994008473126464,,0.2603481712895563,,,,,,,,,,,,,,0.14106785760964063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3796284849694719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1205739312058498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,0.0659161136003441,,,0.014103549348532855,,,0.03961269999197828,0.025843099637074273,,,,,,,,0.026930358795545634,,,,0.03319243708462132,,,,,,,,,,,,,,,,,,,,,,,,,0.043550746440837874,,0.07896604004836506,0.0659161136003441,,,,,,0.08932434940458162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05732034679574187,0.041505916660884226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04820846679658051,0.10703199620834522,0.10703199620834522,0.10703199620834522,0.10703199620834522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
