,vụ,đánh,bom,matxcơva,qua,lời,kể,của,các,nhân,chứng,khủng,bố,hôm,trong,đường,tàu,điện,ngầm,ở,thủ,đô,nước,nga,không,chỉ,gây,ra,cái,chết,cho,39,người,và,làm,hàng,trăm,hành,khách,khác,bị,thương,mà,còn,là,nỗi,ám,ảnh,kinh,hoàng,đối,với,những,ai,phải,kiến,một,phụ,nữ,mặt,đầy,máu,tên,maria,phóng,viên,tất,cả,mọi,đều,gào,thét,lúc,lâu,chúng,tôi,vẫn,thể,mở,được,cửa,toa,cuối,cùng,thì,lái,mới,bước,ngoài,sau,đó,chạy,bộ,khoảng,2,km,hầm,lên,đất,nhắc,đến,chính,vladimir,gorelov,ông,đã,có,phản,ứng,nhanh,chóng,khi,tình,huống,khẩn,cấp,xảy,để,giảm,thiểu,con,số,vong,việc,đầu,tiên,định,thần,lại,tiếng,nổ,dùng,đàm,yêu,cầu,cắt,cao,thế,hề,sự,hoảng,loạn,hay,cảnh,dẫm,đạp,lẫn,nhau,cư,xử,rất,tuyệt,bình,tĩnh,nhận,xác,rằng,nguồn,tiến,hướng,dẫn,thoát,thân,nhưng,cũng,giữ,nổi,nghe,thấy,lớn,anh,sinh,alexander,maximov,tái,mét,nói,hơi,thở,gấp,gáp,ý,nghĩ,ngay,do,quá,sốc,nên,nhấc,đôi,chân,nhiều,la,hét,thực,lâm,vào,trạng,khói,đen,khét,lẹt,bao,trùm,nhà,ga,avtozavodskaya,khu,vực,này,bà,mẹ,kéo,tới,tìm,kiếm,thông,tin,về,đứa,mình,gái,đang,dưới,50,tuổi,mắt,chan,hoà,cứ,liên,tục,như,ilya,blokhin,may,mắn,ngồi,trên,chiếc,cách,xa,nhớ,đinh,tai,quả,pháo,tuôn,biết,phủ,sát,sẽ,gì,bọn,tấn,công,đoàn,chở,nằm,gần,lena,thanh,niên,đầm,đìa,lao,ấy,cốc,vodka,rồi,nhìn,tay,phận,cơ,liệt,gọi,tàn,đẫm,matxcơva07,02,2004,phó,chủ,tịch,duma,đề,nghị,hoãn,bầu,cử,tổng,thống09,đời,sống,matxcơva09,tang,nạn,ngầm09,cuộc,chiến,bên,nga07
10,,,,,,,,,,,,,,,0.02821357152192813,0.02821357152192813,,,,,,,,,0.02821357152192813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05206963425791126,0.04326507130512719,,0.01505149978319906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024866232040397472,,,,,,,0.04326507130512719,,,,,,,,,,,,,,,0.024866232040397472,,,,,,,,,,,,,,,,,,0.04326507130512719,0.03217263382430937,,,,,,,,,,,,,,,,,,,,,,0.05206963425791126,0.05206963425791126,,,,,,,,,,0.05206963425791126,0.06712113404111031,0.06712113404111031,0.05206963425791126,0.05206963425791126,0.037018134474712194,0.05206963425791126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,0.02603481712895563,,,0.014106785760964064,,,,,,,,,,,,,,,,,0.014106785760964064,,,0.012433116020198736,,,,,,,,,,,,,0.021632535652563595,,,0.02603481712895563,0.010983317345756567,,,,,,,,,,,,,,,0.021632535652563595,,,,,,0.021632535652563595,,,,,,,,,,0.024866232040397472,,0.021632535652563595,,,,,,,,,,,0.021632535652563595,,,0.02603481712895563,,,,,,,,,,,,,,0.014106785760964064,,,,,,,,,,,,,,,,,,,0.02603481712895563,0.02603481712895563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02603481712895563,,,0.02603481712895563,,,,0.021632535652563595,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.02603481712895563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,0.024748179864853365,,,,,,,,,,,,,,,,,,,,,,,,0.013170103108546397,0.0217027473245601,,,,,,0.03328082408086707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024748179864853365,,,0.03328082408086707,,,,,0.019127870800305747,,,,,,,,,,,,,,,,,,,,,,0.019127870800305747,0.04005356481377789,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04005356481377789,0.04005356481377789,0.04005356481377789,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02847548805747092,,,,,,,,,,,,,,,,,,,,,,,0.04005356481377789,0.04005356481377789,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.03328082408086707,0.05163164157008485,0.04005356481377789,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.05163164157008485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.038966457341802305,,,,,,,,,,,0.038966457341802305,0.03386593034137828,,0.02969849633887171,,,,,,,,,,,,,0.02617498109515523,,,,,0.018022246359063486,,,,,,,,,,,,0.023122773359487505,,,,,,,,0.038966457341802305,,,,0.0158436839823148,,,,,,,,,,,,0.03386593034137828,,,,,,,,,,,,0.038966457341802305,,,,,,,,0.04554218032118651,0.02617498109515523,,,,,,,,,,,,0.04554218032118651,,,,,,,,,,,,,,,,0.03386593034137828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05481014132411711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05481014132411711,0.05481014132411711,0.05481014132411711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,0.023511309601606772,0.026810528186924476,,,,0.026810528186924476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030848445395593494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04339136188159271,,0.030848445395593494,,,,,,,,,,,0.026810528186924476,,,0.03605422608760599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04339136188159271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04339136188159271,,,,,,,,,,,,,,,,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.04339136188159271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,0.04339136188159271,,,0.030848445395593494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012542916485999216,0.04339136188159271,0.04339136188159271,,,,,,,,,,,,0.04339136188159271,,,,,0.02072186003366456,,,,,,,,,,,,,,,0.030848445395593494,,,0.04339136188159271,,,,0.04339136188159271,,,,,,,,,,,,,,,,,,,,,,,0.03605422608760599,,,,,,,,,,,,,,,,,0.04339136188159271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05593427836759192,0.04339136188159271,0.04339136188159271,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.05593427836759192,0.04339136188159271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.025399821589225005,0.025399821589225005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013762717815574697,,,,0.02110491283176936,0.02110491283176936,,0.02110491283176936,,,,,,,,,,,,,,,,0.014684390032389328,,,,0.02110491283176936,,,,,,,,,,,,,,,0.012129869287998767,,,,,,0.0470819031575259,,,0.02110491283176936,,,,,0.012129869287998767,0.01805762657303034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02110491283176936,0.04220982566353872,0.015693967719175302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025399821589225005,0.01805762657303034,0.025399821589225005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02110491283176936,,0.025399821589225005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025399821589225005,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.025399821589225005,0.025399821589225005,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,0.032742016605419665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,0.026441524624794422,0.02298045273164955,,,,0.02015255108709152,0.02298045273164955,0.030903622360805134,,,,0.026441524624794422,,0.02015255108709152,,,,,,,,,0.02015255108709152,0.03719259589850804,,,,0.030903622360805134,,,,,,,,,,,,,,,,,,0.010751071273713613,,,,0.030903622360805134,,,,,,,0.03719259589850804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03719259589850804,,,0.030903622360805134,,,,,,,,,,0.017761594314569622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030903622360805134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03719259589850804,,,,,,,,,,,,,,,,,,,,,,,,,,0.03719259589850804,0.04794366717222165,0.03719259589850804,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.020565630263728995,,,,,,,,,0.02403615072507066,,,,,,0.01567420640107118,,,,,,,,,,,,0.013814573355776372,,,0.02403615072507066,,0.009511741133950175,,,0.05785514917545695,,,,,,,,,0.012203685939729517,,,,,,,,,,,,0.008361944323999478,,,,,0.02403615072507066,0.028927574587728475,,,0.02403615072507066,,,,,,,,,,,,,,,0.04113126052745799,,,,,,,,,0.013814573355776372,,,,,,,0.02403615072507066,,,,,,,,,0.01567420640107118,,,,,,0.013814573355776372,,,,,0.02403615072507066,,,,,,,,,,,,,,0.01787368545794965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02403615072507066,,,,,,,,0.028927574587728475,0.028927574587728475,0.028927574587728475,,,,,,,,,,,,,,,,,0.028927574587728475,,,,,,,,,,,,,,,0.028927574587728475,,,,,,,,,,0.028927574587728475,,,,,,,,,,0.028927574587728475,0.037289518911727944,0.028927574587728475,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.037289518911727944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,0.01838436218531964,,,,,,,,0.016122040869673216,,,,,,,,,,,,,,,,0.049445795777288214,,0.00978350516634875,,,,,,,0.024722897888644107,,,,,,,,,,,,,0.021153219699835538,,,,0.00860085701897089,,,,,,,,,,,,,,,,,,0.021153219699835538,0.014209275451655698,,0.024722897888644107,,,,0.01838436218531964,,0.029754076718806432,,,,,,,,,0.029754076718806432,,,,,,,,,,,,,0.016122040869673216,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029754076718806432,0.029754076718806432,,,,,,,,0.029754076718806432,,,,,,,,,,,,,,0.029754076718806432,,,,,,,,,,,,0.021153219699835538,,0.024722897888644107,,,,,,,,,,,,,,,,,,,,0.029754076718806432,,0.029754076718806432,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029754076718806432,,,,,,,,,,,,,,,,,0.029754076718806432,,,,,,,,,,,,,,,,,,,,,0.029754076718806432,,,,,,,,0.029754076718806432,0.03835493373777732,0.03835493373777732,0.03835493373777732,0.03835493373777732,0.03835493373777732,0.03835493373777732,0.03835493373777732,0.03835493373777732,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,0.04949635972970673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0337948226023279,,,,,,,,,,,,0.02315615351261394,,,,,0.06656164816173414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05695097611494184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06656164816173414,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06656164816173414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08010712962755578,,,,,,,,,,0.08010712962755578,,,,,,0.08010712962755578,,,,,,,,,0.1032632831401697,0.1032632831401697,0.1032632831401697,,,,,,,,,,,,,,,,,,,,,,,,
21,0.013461139808986252,,,0.018934412457422275,,,,,,0.015732753201864434,,0.013461139808986252,0.011699139572476135,,0.03077844166028523,0.010259480553428409,0.03077844166028523,0.03509741871742841,0.03146550640372887,,,,0.013461139808986252,0.018934412457422275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005473272648436021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013461139808986252,,,,,,,,,,,0.011699139572476135,,,,,,,,,,,,,0.011699139572476135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024407685105858293,0.12203842552929148,0.12203842552929148,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293,0.024407685105858293
