,châu,á,luôn,là,cái,nôi,của,cúm,trong,thế,kỷ,qua,xuất,phát,điểm,hai,3,đại,dịch,trên,toàn,giới,virus,có,thể,hiện,khắp,nơi,nhưng,đầy,đủ,các,điều,kiện,để,làm,bùng,giống,như,nó,đang,hoành,hành,nay,hầu,hết,chủng,đều,từ,chim,và,môi,trường,thuận,lợi,nhất,chúng,nhảy,sang,người,đông,dân,cư,với,sống,cùng,thú,số,lượng,gia,súc,lớn,đàn,cầm,khổng,lồ,phần,ba,sinh,klaus,stohr,nhà,khoa,học,hàng,đầu,về,thuộc,who,nói,chỉ,riêng,trung,quốc,đã,hơn,cả,phi,80,mới,ở,những,thập,gần,đây,nguồn,gốc,nhằm,ngăn,chặn,triệu,được,tiêu,huỷ,sẽ,con,nữa,chung,phận,gà,giết,chết,thái,lan,9,việt,nam,tính,đến,ngày,2,tập,quán,nông,nuôi,vịt,lợn,đình,càng,khiến,dễ,cơ,hội,vượt,rào,cản,loài,xâm,nhập,quy,mô,chăn,công,nghiệp,tình,hình,trầm,trọng,ông,robin,weiss,giáo,sư,london,nhận,xét,không,mà,còn,giàu,đô,thị,hoá,đòi,hỏi,thực,đơn,chứa,nhiều,thịt,trứng,sữa,đó,ngành,biến,đổi,tăng,năng,suất,mỗi,cm,trang,trại,khi,vật,diện,một,bạn,rơi,vào,nguy,đối,mặt,bệnh,tiến,sĩ,samuel,jutzi,giám,đốc,phụ,trách,sản,sức,khoẻ,y,fao,70,90,mức,bình,quân,thụ,nước,triển,50,dẫn,sự,đột,nhanh,cho,hay,thói,quen,đi,chợ,mua,cũng,thời,tiết,đóng,vai,trò,quan,gây,đường,hô,hấp,dường,rất,thích,khí,hậu,này,hiển,suốt,năm,theo,mùa,khác,john,oxford,chuyên,queen,mary,mặc,dù,chủ,yếu,rằng,thân,âu,nguyên,nhân,lây,chính,di,siberia,1957,1968,bắt,1918,19,mang,tên,tây,ban,nha,cựu,lục,địa,40,mạng,kể,vua,vì,ta,thông,tin,chứng,tỏ,chứ,phải,thấy,xảy,ra,bất,cứ,đâu,hợp,ngoái,diễn,hà,độ,nhẹ,tránh,trận,lẽ,nhờ,bộ,vòng,1,tuần
10,,,,,,,,,,,,,,,,,,,,,,,,0.01620669652335512,,,,,,,,,0.04185539790692615,,,,,,,,,,,,,,,0.04185539790692615,,,0.014489034664746037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04185539790692615,,,,,,,,,,,,,,0.04185539790692615,,,,0.02512918039353549,,,,,,,,,,,,,,0.04985954604582075,,,,,,,,,,,,,,,,,,,,0.04985954604582075,,,,,,,,,,,,,,,,,,,,0.04985954604582075,0.04985954604582075,,,,,,,,0.04985954604582075,0.06354272766691081,0.04985954604582075,0.06354272766691081,0.03617636442473069,0.06354272766691081,0.06354272766691081,0.06354272766691081,0.06354272766691081,0.06354272766691081,0.06354272766691081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,0.012371250542002351,,,,,,0.012371250542002351,,,,,,,0.017474250108400473,,0.017474250108400473,,,,,,,,,,,,,,,,,,,,,,,0.00796896906561032,,,,,,,,,,,,,0.017474250108400473,,0.027422750325201414,0.027422750325201414,,,,,,,,,,,,,,,,,,,,,0.023020468848809383,,,,,,,,,,,,,0.012371250542002351,,,,,,,,,,,,,,0.027422750325201414,0.023020468848809383,,,,,,,,,,,,,,,,,,,,,,,,,,0.023020468848809383,,,,,,,,,,,,,,,,,,,,,,,0.027422750325201414,0.027422750325201414,,,,,,,,,,,,,0.023020468848809383,,,,,,,,,,,,,,,0.027422750325201414,0.034948500216800946,0.034948500216800946,0.01989700043360188,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.027422750325201414,0.034948500216800946,0.034948500216800946,0.027422750325201414,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.034948500216800946,0.027422750325201414,0.027422750325201414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,0.023610737280830133,,,0.015892019443292153,,,,,,,,,,,,,,,,,,0.03584461560697533,,,,,,,,,0.028125897769437344,,,,,,,,0.015892019443292153,,0.008173301605754175,,,,,,,,,0.011376858954684942,,,,,,,,,,0.042526305281367756,0.023610737280830133,,0.020407179931899364,0.017922307803487664,,,,,,,,,,,,0.028125897769437344,0.017922307803487664,,,,,,,,,,,,,,0.012688462094361384,,0.028125897769437344,,,,,,,,,,0.023610737280830133,,,,,,,,,,,,,,,,0.05625179553887469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028125897769437344,0.028125897769437344,0.028125897769437344,,,0.028125897769437344,,0.04081435986379873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03584461560697533,0.03584461560697533,0.028125897769437344,0.03584461560697533,0.03584461560697533,0.03584461560697533,0.028125897769437344,0.03584461560697533,0.028125897769437344,0.03584461560697533,0.023610737280830133,0.03584461560697533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,0.044270625592028136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022768483044600916,,,,,0.06577276813945537,,,,,,,,,,,,0.11369714533486788,0.07835071521486117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03948871204698434,,,,,,,,,,,,,,,,,0.07835071521486117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07835071521486117,,,,0.05684857266743394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07835071521486117,,,,,,,,,,,,,0.0998528577622884,0.06577276813945537,0.0998528577622884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.013205456426437504,0.014738518839705096,,,,,0.029477037679410192,,,,,,,,,,,,,,,,0.018327778580744223,,,,,,,,,,,,,0.040626296778076165,,,,,,,,,,,,,0.02295513919586644,,,,,,,,,0.040626296778076165,0.040626296778076165,0.032866481424645384,,0.020475628468806694,,,0.03410439829453241,,,,,0.04095125693761339,0.03410439829453241,,,0.02588777793837107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020475628468806694,,,,,,,,,,,,,,,,0.040626296778076165,,,,,,0.03410439829453241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029477037679410192,,,,,,,,,,,,,,0.040626296778076165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05177555587674214,0.05177555587674214,0.05177555587674214,0.05177555587674214,0.05177555587674214,0.03410439829453241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10969100130080565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07958800173440753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09208187539523753,0.13979400086720378,0.13979400086720378,0.27958800173440757,0.13979400086720378,0.13979400086720378,0.13979400086720378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.012733832982636164,0.014212143166858485,,,,,0.02842428633371697,0.0101427377273286,,,,,,,,,,,,,,,0.03534643012000671,0.012733832982636164,,0.0249632144405721,,0.0249632144405721,,,,,,,,,,,0.06577276813945537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03288638406972769,,,,,,,0.039175357607430586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039175357607430586,,,,,,,,,,,,,,,,,,,,,,,,0.03288638406972769,,,,,,,,,,,,,,,,,0.039175357607430586,0.0499264288811442,0.0499264288811442,0.0499264288811442,0.0499264288811442,0.0499264288811442,0.039175357607430586,0.0499264288811442,0.0499264288811442,0.03288638406972769,0.0499264288811442,0.0499264288811442,0.03288638406972769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,0.00946655521217336,,0.026529333911469173,,,0.0164950007226698,,,,,0.02329900014453396,,0.03656366710026855,,0.030693958465079173,,0.011884910783793754,,0.02329900014453396,,0.02329900014453396,,,,,,,,,,,0.030693958465079173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018428065621926025,,,,,,,,,,,,,,0.026529333911469173,,,0.02329900014453396,0.030693958465079173,,0.030693958465079173,,,,,,,,,,,0.0164950007226698,0.030693958465079173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03656366710026855,,,0.030693958465079173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026529333911469173,,,,,,,,,,,,,,,,,,,0.03656366710026855,,,,,,,,,,,,0.030693958465079173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04659800028906792,0.04659800028906792,0.04659800028906792,0.04659800028906792,0.03656366710026855,0.04659800028906792,0.04659800028906792,0.04659800028906792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.01927282829804393,0.01075513536951453,,0.024886993350064196,,,,0.00767558530716759,,,,,0.013374324910272812,,,,,,,,,,0.013374324910272812,,,,,,,,,0.018891081198270782,,,,,,,,,,0.02964621656778531,0.02964621656778531,,,,,,0.03350209504261589,0.02964621656778531,,,,,,,,,,,,,0.02964621656778531,0.018891081198270782,,,,,,,,,0.02151027073902906,,,,,,,,,0.024886993350064196,0.02964621656778531,0.02151027073902906,,,,,,,,,,,,,,,,,0.013374324910272812,,,,,,,,,,,,,,,,,,,0.01494167482858867,,,,0.024886993350064196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024886993350064196,,,,,,,,,,,,,,0.02964621656778531,,,,,,,,,,,,,,,,,,,,,0.037782162396541565,0.037782162396541565,0.037782162396541565,0.037782162396541565,0.024886993350064196,0.037782162396541565,0.02964621656778531,0.037782162396541565,0.037782162396541565,0.037782162396541565,0.02964621656778531,0.037782162396541565,0.037782162396541565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.009382824302995068,0.01047210549136941,,,,,,0.014947192440273727,0.016310230481273523,,,,0.01302236899158142,0.016310230481273523,,,0.024232072472430925,0.03678789496505362,0.03906710697474426,,,,,,,,,,0.02886605297389622,,,,,,,,,,,,,,,,,,,,0.032620460962547046,,0.008388388490116127,,,,,0.024232072472430925,,,,0.011676249979808229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02886605297389622,,,,,,,,,,,,,,,0.024232072472430925,0.024232072472430925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024232072472430925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04846414494486185,,,,,,,,,,,,,,,,,,,,,,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.03678789496505362,0.02886605297389622,0.02886605297389622,0.02886605297389622,0.02886605297389622,0.02886605297389622,0.03678789496505362,0.03678789496505362,0.03678789496505362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,0.010518394680192623,,0.029477037679410192,,,,,,,,,0.018327778580744223,,,,,,,,,,,,,,,,,,,,,0.03410439829453241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040626296778076165,,,0.03410439829453241,,,,,,,,,,,,,0.02588777793837107,,0.03410439829453241,,,,,,,,,,,,,,0.040626296778076165,,,,,,,,,,0.03410439829453241,0.03410439829453241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040626296778076165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040626296778076165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040626296778076165,,,,,,,,0.040626296778076165,0.040626296778076165,0.08125259355615233,0.08125259355615233,0.08125259355615233,,,,0.05177555587674214,0.05177555587674214,0.05177555587674214,0.05177555587674214,0.05177555587674214,,,,,,,,,,,,,,,,,,,,,,,,,,,
