,trẻ,iran,mồ,côi,sau,động,đất,bi,kịch,mới,chỉ,bắt,đầu,vida,3,tuổi,được,mang,đến,trại,kerman,hôm,thứ,hai,ngày,khi,tai,hoạ,giáng,xuống,thành,cổ,bam,cô,bé,không,ngủ,và,cũng,chịu,rời,tay,người,chăm,sóc,mẹ,cơ,cháu,là,farah,ngừng,khóc,đòi,một,trong,số,1,200,đứa,mất,cả,cha,lẫn,trận,vừa,rồi,cậu,ali,8,gần,như,nói,gì,trừ,việc,cho,biết,chú,em,may,mắn,thoát,chết,sẽ,ra,khỏi,đây,atefeh,7,tỏ,vẻ,bồn,chồn,về,những,bức,vẽ,của,mình,từ,nhưng,tồi,tệ,đã,xảy,ở,đó,mắt,vẫn,nhìn,cây,cọ,gái,khoảng,6,tháng,cuối,cùng,thiếp,đi,nhiều,giờ,tổng,thống,mohammad,khatami,thăm,này,chập,chững,tập,chào,ông,hello,daddy,chiếc,xe,con,búp,bê,khoe,các,nhân,viên,cứu,hộ,còn,tìm,kiếm,sống,sót,nữa,đang,phải,đối,mặt,với,thách,thức,đặc,biệt,để,đáp,ứng,nhu,cầu,nhóm,bác,sĩ,tâm,lý,thần,phố,giúp,đột,ngột,cuộc,nỗi,đau,mà,gánh,thể,đo,dù,nhà,hảo,rất,chúng,thờ,ơ,thậm,chí,tức,giận,tất,đưa,đều,hoảng,loạn,liên,tục,giấu,chăn,hoặc,arezoo,hussein,rezai,leila,beigi,bà,làm,quen,tôi,cố,chơi,đùa,đôi,rõ,sự,chán,nản,thằng,im,lặng,tên,nó,hay,lớn,hơn,thì,bỏ,quay,trở,lại,tiến,reza,khoshnood,phó,chủ,tịch,tổ,chức,phúc,lợi,mỗi,bằng,ôtô,vì,muốn,bình,tĩnh,thấy,rằng,nơi,hãng,thông,tấn,tin,2,gia,đình,lôi,đống,đổ,nát,tư,bị,thu,hút,bởi,tiếng,hót,chim,yến,đài,truyền,hình,nước,5,đồ,ăn,trai,11,chèn,ngang,ngực,có,câu,chuyện,kể,chấn,thương,nặng,nề,motahar,norouzi,14,mắc,kẹt,suốt,tiếp,kêu,mấy,đủ,sức,phía,nam,quan,hệ,họ,hàng,khá,chặt,chẽ,ta,hy,vọng,thân,nhận,nuôi,trăm,70,nosrat,amarian,20,chưa,4,hứa,anh,tại,bệnh,viện,trên,khắp,nghìn,nạn,tới,khác,chạy,chữa,lũ,khăng,kinh,nghiệm,trước,30,lúc,công,khó,khăn
10,0.04036923375611289,0.09777236052888477,,,,,,,,,,,,,,,,,,0.07346855566025533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08016323462331665,,,,,,,,,,,,,,,,,,,0.15797835966168103,0.15797835966168103,0.15797835966168103,0.15797835966168103,0.15797835966168103,0.09777236052888477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,0.08482018014593444,,,,,,,,,,,,,,,,,,,,,,,,,0.03850787312070657,,,,,,,,,,,,,,,,,,,,,,,,0.03850787312070657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04141468549681424,,,,,,,,,0.061664026633320504,,,,,,,,,,,,,,,,0.08482018014593444,,,,,,,,,0.12152181512437002,0.12152181512437002,0.12152181512437002,0.12152181512437002,0.09836566161175607,0.12152181512437002,0.12152181512437002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045509304597198666,,,,,,,,,,,,,0.06151760087498787,,,,,,0.05270759969243728,,,,,,,,,,,,,0.08888396411716798,,,,,0.056867371561589566,,,,,,,,,,,,,,,,,,,,,,,,,,0.056867371561589566,,,,,,,,,,,,0.11625032735934808,,,,,,,,,,,,,,,,,,0.08888396411716798,,,,,,,,0.1436166906015282,0.1436166906015282,0.1002420310815589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050060235056918534,,,,,,,,,,,,,0.06766936096248666,0.08016323462331665,,,,,0.057978359661681016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08808135922807914,,,,,,,,,,,0.06255410871774852,,,,,,,,,,,,,,,0.11026623418971478,,,,,,,,,,,,,,,,,,,,,,,,,,0.15797835966168103,0.15797835966168103,0.15797835966168103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.01121367604336469,,0.030629509497142993,0.030629509497142993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0161050999060225,,0.01879704471180185,,,,,0.022267565173143513,,,,,,0.022267565173143513,,,,,,,,,,0.013905620849144037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014955303096071806,,,0.0173761413104857,,,,,,,,,,,,,,,,,,,,,,,0.022267565173143513,,,,,,,,,,,,,,,,,,,,,0.022267565173143513,0.027158989035801325,0.027158989035801325,0.027158989035801325,0.030629509497142993,0.030629509497142993,0.02446704423002198,0.04388287768380028,0.0355209333598008,0.04388287768380028,0.030629509497142993,0.0355209333598008,0.0355209333598008,0.04388287768380028,0.04388287768380028,0.0355209333598008,0.04388287768380028,0.04388287768380028,0.04388287768380028,0.04388287768380028,0.0204079321278487,0.04388287768380028,0.04388287768380028,0.04388287768380028,0.04388287768380028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.012615385548785277,,,,,,,,,0.03445819818428587,,0.03445819818428587,0.03055386266527649,,,,,,0.02295892364382979,,,,,,,,,,,,0.03445819818428587,,,,,,,0.02114667530077708,,,,,,,,0.03055386266527649,,,,,,,,0.018118237394275316,,,,,0.015643823455287042,0.03445819818428587,0.03445819818428587,0.0399610500297759,0.0399610500297759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016824715983080784,,,,,,,,,0.025051010819786453,,,,,,,,,,,,,,,,,,,,,,,,0.03055386266527649,,,,,,,,,,,,,,0.025051010819786453,,,,,,,,0.0399610500297759,,,,,,,,,,,,0.02295892364382979,,,,,0.049368237394275316,0.03445819818428587,0.03055386266527649,0.06110772533055298,0.03445819818428587,0.049368237394275316,0.0399610500297759,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.026912822504075257,,,,,,,,,,,,,,,,0.038652239774454006,,,,,,,,,,,,,,,,,,,0.038652239774454006,,,,0.08525024006352193,,,,,,,,,,,,,,,,,,,0.03337349003794569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03589272743057234,,,,,,0.04897903710683689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08525024006352193,0.08525024006352193,,,,,,,,,,,,,,,,,,,,,,,,0.10531890644112067,0.10531890644112067,0.10531890644112067,0.10531890644112067,0.10531890644112067,0.10531890644112067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,0.027608742696038576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03498502650488349,,,0.04194350439432339,,,,,,0.04194350439432339,,,,,0.05250773056653084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07634593773649204,,,,,,,,,,,,,,,,,,,,,0.03817296886824602,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046558266918516555,,,,,,,,,,,,,,0.0752277903150862,0.06089302861680137,0.0752277903150862,0.1504555806301724,0.03498502650488349,0.0752277903150862,0.0752277903150862,0.06089302861680137,0.06089302861680137,0.0752277903150862,0.0752277903150862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.03364102813009407,,,,,,,,,,,,,,,,0.04831529971806751,,0.06122379638354611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04171686254743211,,0.09188852849142898,,,,,,,,,,,,,,,,,,,,,,,,,,0.07340113269006594,,,,,,,,0.04486590928821542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13164863305140084,0.08147696710740397,0.13164863305140084,0.13164863305140084,0.13164863305140084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.01755184076352734,,,,,,,,,,,,,,,,,,,0.03194285028706753,,,,,,,,,,,,,,,,0.02520798246160044,,,,,,,,,,,,,,,,0.047941840952049904,,,0.0382962431426431,,,,,,,,,,,,,,,,,0.054394877145868284,0.04250972196908034,,,,,,,,,,,,,,,,,,,,,,,,,0.027197438572934142,0.047941840952049904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047941840952049904,0.04250972196908034,0.04250972196908034,0.047941840952049904,,,,,,,,,,,,,,,,,0.03194285028706753,,,,,,,,,,,,0.055597982650122994,0.06868624333116566,0.06868624333116566,0.06868624333116566,0.06868624333116566,0.06868624333116566,0.06868624333116566,0.06868624333116566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,0.055597982650122994,0.029421461288037676,,,,,,,,,0.04250972196908034,,,,,,,,,,0.02176531958996458,,,,,,,,,,,,,,,,,,,0.05041596492320088,,,,,,0.047941840952049904,,,,,,,0.04250972196908034,,,,,,,,,0.03194285028706753,0.04250972196908034,,,,,,,,,,0.0382962431426431,,0.055597982650122994,,,,,,,,,,,,,,,,,0.04250972196908034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03194285028706753,,,,,,0.047941840952049904,0.04250972196908034,0.04250972196908034,0.047941840952049904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06868624333116566,0.06868624333116566,0.047941840952049904,0.06868624333116566,0.06868624333116566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,0.040081617311658324,,,,,,,,,0.025030117528459267,,,0.03383468048124333,,,,,,,,,,0.03383468048124333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05513311709485739,,,,,,,,,,,0.036734277830127664,,,,,,,,0.05513311709485739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06393768004764144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048886180264442386,0.07898917983084051,0.07898917983084051,0.07898917983084051,0.07898917983084051,0.07898917983084051,0.07898917983084051,0.07898917983084051,0.07898917983084051,0.07898917983084051,0.07898917983084051,0.07898917983084051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05270759969243728,,,,,,,,,,,,,0.07287566783937878,,,,,,,,,,,,,,,,,,,,,,,0.056867371561589566,0.08888396411716798,,,0.06678959605477758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11625032735934808,0.11625032735934808,,,,,,,,,,,,,,,,,,0.1002420310815589,,,,,,,,,,,,,,,0.1436166906015282,0.1436166906015282,0.11625032735934808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
