,chân,dung,trần,thủy,biển,và,liên,chiến,là,người,gốc,đài,loan,xuất,thân,từ,khu,vực,nông,thôn,nghèo,khó,nhân,vật,đối,lập,đầu,tiên,lên,nắm,quyền,lãnh,đạo,hòn,đảo,thuỷ,thực,hiện,lược,tự,tuyên,bố,nhà,vô,địch,về,dân,chủ,quyết,để,được,tái,đắc,cử,có,khả,năng,lôi,cuốn,mọi,chẳng,hạn,trong,cuộc,tranh,luận,giữa,2,ứng,viên,truyền,hình,trực,tiếp,hồi,tháng,thuộc,quốc,đảng,kmt,tập,trung,vào,cá,tính,của,gọi,ông,thất,thường,trách,nhiệm,không,đáng,tin,cậy,đáp,lại,khẳng,định,tôi,thay,đổi,kiểu,tóc,nhiều,năm,nay,tình,yêu,dành,cho,vợ,cũng,vậy,sinh,ra,gia,đình,mù,chữ,ở,một,ngôi,làng,phía,nam,1951,học,vấn,tấm,vé,đưa,thoát,khỏi,đói,từng,giỏi,nhất,giành,suất,tại,đh,nơi,nhận,bằng,luật,sư,trẻ,đầy,tham,vọng,làm,việc,công,ty,kết,hôn,với,wu,shu,jen,con,gái,bác,sĩ,giàu,chính,trường,thập,kỷ,1980,khi,biện,hộ,nhóm,các,thủ,lĩnh,ủng,độc,sau,phản,cảng,cao,hùng,đó,thua,toà,án,nhưng,bị,thu,hút,trước,tư,tưởng,cáo,trở,thành,hạt,phe,bi,kịch,xảy,1985,liệt,vì,xe,tải,đâm,rằng,đây,vụ,mưu,sát,1986,ngồi,tù,8,phỉ,báng,cầm,tuy,nhiên,nếu,hy,sẽ,rút,thì,họ,đã,sai,lầm,tế,trái,ngược,hoàn,toàn,hội,đồng,phố,bắc,đa,thiết,tuý,dpp,thị,trưởng,bầu,1994,chống,nhũng,đóng,cửa,chứa,cải,thiện,giao,thông,san,ổ,chuột,lớn,xây,phong,cách,đôi,chuyên,đứng,tạo,mình,kẻ,thù,tri,quay,lưng,4,biến,cơ,tổng,thống,2000,dịch,thắng,quan,pháp,2001,kiến,hoà,bình,phải,gây,trục,trặc,biết,kế,hoạch,trừ,hợp,đại,lục,cận,chọc,giận,kinh,điểm,tiến,số,lo,ngại,ổn,lâu,dài,trên,như,sự,thịnh,vượng,kỳ,luôn,tỏ,nghi,ngờ,buộc,trù,hiến,phá,vỡ,những,hôm,20,3,thể,cuối,cùng,tốt,đạt,đến,đỉnh,bại,nghĩa,nghiệp,trị,thúc,dẫn,thăm,dò,dư,cả,bộ,máy,hậu,thuẫn,chú,ý,im,lặng,hỏng,này,tây,an,1936,trai,chức,cấp,tới,phủ,thế,cộng,sản,1949,tu,mỹ,giả,ngoại,sứ,el,salvador,1970,giữ,phó,tướng,ghế,chịu,coi,tĩnh,thời,căng,thẳng,cương,tăng,cường,lưu,bờ,eo,động,thái,giới,doanh,hết,sức,tâm,còn,cam,sạch,hiệu,quả,phục,nền,trưng,cầu,loan02,03,2004,phạm,bắt14,05,vết,thương,do,trúng,đạn10,04,nội,sát05,tấn,cảnh
10,,,,,,,,,,,,,,,0.06611096473669596,,,,,,,,,,,,,,,,,0.03890756251918218,0.03890756251918218,,,,,,,,,,0.03345033904792878,,,,,0.0573064017839119,,,,,,,,,,,,,,,,0.04225490200071284,,,,,,,,,,,,,,,,,,,,,,0.03600796517029785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051059464953496905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031162464519895024,,,,,,,,,,,,,,0.03890756251918218,0.06611096473669596,0.08116246451989503,0.08116246451989503,0.0573064017839119,0.051059464953496905,0.08116246451989503,0.08116246451989503,0.06611096473669596,0.08116246451989503,0.08116246451989503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,0.02484211285234551,,,,,,,,,,,,,,,,,0.0636737797599021,,0.05134884922566009,0.03462496057766114,,,,,,,,,,,,,,,,,,,,,0.03232536695775974,0.0636737797599021,,,,,,,,,,,,,,,0.028294774338392427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0636737797599021,0.07345662748521774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05134884922566009,,,,,0.03716704338658753,,,,,0.043230625021313536,,,,,0.05673273883721878,,,,,,0.07345662748521774,0.0636737797599021,0.043230625021313536,0.09018051613321669,0.09018051613321669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.026506736373314577,,0.0302260024639042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05673273883721878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0302260024639042,,,,,,0.07345662748521774,,,,0.05134884922566009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03462496057766114,,,,,,,,,,,,,,,,,,,0.11346547767443756,,,,,,,,,,,0.09018051613321669,0.09018051613321669,0.09018051613321669,0.09018051613321669,0.09018051613321669,0.07345662748521774,0.09018051613321669,0.09018051613321669,0.09018051613321669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,0.03408008962283303,,,,,,0.029937807695855405,0.051439950243282635,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08186628826273128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021502142547427227,,,,,,,0.08186628826273128,,,,,,,,,,,0.09444423533813709,,,,,,,,,,,0.06601994900442011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04451780645699289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11594637788556432,0.11594637788556432,0.08186628826273128,0.09444423533813709,0.09444423533813709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03790312123189247,,,,,,,,,,,,,,,,0.030624031854719756,,,,,,,,,,,,,,,,0.026805575689003353,,,,,,,,,,,,,0.06959048919652207,,0.03521088320834608,0.04095532896756019,,,,,,,,,0.0158436839823148,,,,,,,,,,,,,,,,,,,0.028635160228961877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032802594231468446,,,,,,,,,0.03521088320834608,,,,,,0.06959048919652207,,,,,,,,,,,,,,,,,,,,,,,,,,0.06032252819359147,,,0.08543417317883686,0.08543417317883686,0.08543417317883686,0.08543417317883686,0.08543417317883686,0.08543417317883686,0.06959048919652207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.015904041823988746,0.024005310113531898,0.018135601478342523,,,,,,,,,,,,,,,,,,,,0.030809309535396057,,,,,,,,,,,,0.03820426785594126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044073976491130644,,,,,,,,,,,,,,,,,0.03820426785594126,0.02593837501278812,0.034039643302331266,,,,,,,,,,,,,,0.020774976346596682,0.034039643302331266,,,,,,,,0.030809309535396057,0.03820426785594126,,,,,,,,,0.02593837501278812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03820426785594126,0.03820426785594126,0.03820426785594126,0.044073976491130644,0.044073976491130644,0.054108309679930015,0.044073976491130644,0.054108309679930015,0.030809309535396057,0.054108309679930015,0.054108309679930015,0.044073976491130644,0.054108309679930015,0.054108309679930015,0.054108309679930015,0.054108309679930015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,0.03917737985315875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03917737985315875,,,,,,,0.059857788491049516,,,,,,,,,,,,,,,,,,0.02315615351261394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04794225310753081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08816369505217216,0.17957336547314853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07855302300537985,0.12486533003060774,0.1017091765179938,0.06500754153955822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.015391008216763305,0.0232309452711599,0.017550582075815342,0.014424452623942555,,,0.013520300249741152,,,0.016429223809389153,,,,,,,,,,,,,,0.020104815819287112,0.02981546084070586,0.042652235313997394,,,,,,,,,,,,,,,,,,,0.037539135821914545,,,,0.03697187211865283,,,,,,,,,,,,,,,,,,,,,0.042652235313997394,,,,,,,0.050203306476364104,,,,,,,0.0232309452711599,,,,,,,,,,,,,,,,,,,,,0.017550582075815342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020104815819287112,0.03294159029257865,,,,0.020104815819287112,,,,,,,,,0.021580863901889534,,,,,,,,,,,,,,,,,,0.025101653238182052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02726122709723409,0.05236288033541615,0.042652235313997394,0.05236288033541615,0.042652235313997394,0.042652235313997394,0.03294159029257865,0.02981546084070586,0.05236288033541615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,0.018350817489217786,,,0.017198385820854586,,,,,,,,,,,0.0508545882589969,,,,,,,,,,,,,,,,,,,,,,,,,,0.02573103003686829,,,,,,,0.039276511502689924,,,,,,,,,,,,,,,,,,,,0.029928894245524758,,,,,,,,,,,,,,,,,,0.01157807675630697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023971126553765404,,,,,,,,,,,,,,,,,,,,,,,0.0508545882589969,,,,,0.04408184752608608,,,,0.039276511502689924,,,,,,,,,,,,,,,,,,,,,,0.03554920331007237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06243266501530387,0.06243266501530387,0.06243266501530387,0.06243266501530387,0.06243266501530387,0.06243266501530387,0.06243266501530387,0.04408184752608608,0.0508545882589969,0.06243266501530387,0.06243266501530387,0.06243266501530387,0.06243266501530387,0.06243266501530387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,0.03273451379117986,,,,,,,,,,,,,,,,,0.04201269482099462,,,,0.03273451379117986,,,,,,,,,0.06010087703335997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04201269482099462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046417695412269915,,,,,,,,,,,,,,0.028329513199904566,,,,0.04201269482099462,,,,,,,,,,,,,,,,,,,,,,,0.035370511381074714,,,,,,,,,,,,,,,,,,,,,,,,0.052096728894465365,0.052096728894465365,,,,,,,0.04201269482099462,,,,,,,,,,0.06010087703335997,,,,,,,,,,,,,,,,,,,,,,,,0.07378405865445002,0.06010087703335997,0.06010087703335997,0.07378405865445002,0.06010087703335997,0.06010087703335997,0.07378405865445002,0.07378405865445002,0.07378405865445002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,0.016976864603035456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034039643302331266,,,,0.048010620227063795,,,,,,,,,,,0.034039643302331266,,,,,,,,,,,,,,,,,,0.044073976491130644,,,,,0.010034333188799373,,,,,,,,,,0.03820426785594126,,,,,,,,,0.036271202956685046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034039643302331266,,,,,,,,,,,,,,0.020774976346596682,,,,,,,,,0.02230022603195252,,,,,0.05187675002557624,,,,,,,,,,,,,0.02593837501278812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030809309535396057,,,,,,,,0.034039643302331266,,,0.028169934667141894,,,,,0.044073976491130644,0.034039643302331266,,,,,,,,,,,,,,,,,,,,,,,,,,0.054108309679930015,0.054108309679930015,0.054108309679930015,0.054108309679930015,0.054108309679930015,0.030809309535396057,0.054108309679930015,0.044073976491130644,0.044073976491130644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,0.0519374408664917,0.017463721155915653,,,,,,,,,,,,,,0.04775533481992658,,,0.02596872043324585,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03000663764191487,,,,,,,,,0.042442161507588644,,,,,,,,,,,0.04775533481992658,,,,,,,,,,0.0550924706139133,,0.03000663764191487,,,,,,,,,,,,,,,,,,,,,0.022669501847928153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042549554127914085,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02787528253994065,,,,,0.03242296876598515,,,,,,,,,,,,,0.03242296876598515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0550924706139133,,,0.03851163691924507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03851163691924507,,,,0.06763538709991251,0.06763538709991251,0.03851163691924507,0.04775533481992658,0.0550924706139133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,0.024654665161292687,0.08472462393011258,,,,,,,,,,,,,,,,,,,,,,0.04577360296374374,0.04577360296374374,,,,,,,,,,0.0393533400563868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054369369768345985,,,,,,0.0777776055725835,0.06006995876881988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0777776055725835,,,,,,,,,,,,,,,,,,0.09548525237634709,0.09548525237634709,0.0777776055725835,0.09548525237634709,0.09548525237634709,0.09548525237634709,0.09548525237634709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,0.019880052279985932,0.03000663764191487,0.022669501847928153,,,0.02596872043324585,,,,,,,,,,,,,,,,,,0.02596872043324585,,,,,,,,,,,,,,,0.1101849412278266,0.0550924706139133,,,,,,,,,,,,,0.03242296876598515,,,,,,,,,,,,,,,,,,,,,,,0.02787528253994065,,,,0.042549554127914085,,,,,,0.012542916485999216,,,,,0.03851163691924507,,,,,,,,,,,,,,,,,,,0.03851163691924507,,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042549554127914085,,,,,,,,,,,,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06763538709991251,0.06763538709991251,0.06763538709991251,0.06763538709991251,0.06763538709991251,0.04775533481992658,0.0550924706139133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,0.009175408744608893,0.01384921737319148,0.01046284700673607,0.008599192910427293,,,,0.01384921737319148,,,,,,,,,,,,,,,,0.011985563276882702,,,,,,,,0.019638255751344962,0.019638255751344962,,,,,,,,,,,0.02542729412949845,0.01118955010076299,,,,,,,,,,,,,,,,,,,,,0.02204092376304304,,,,,,0.02204092376304304,,,,,0.014964447122762379,,,,,,,0.02769843474638296,,0.005789038378153485,,,,0.02542729412949845,,,,,,,,0.019638255751344962,,,,,,,,,,,,,,0.02204092376304304,,,,,,,,,0.011985563276882702,,,,,,,,,,,,,,,,,0.02542729412949845,,,,,,,,,,,,,0.014964447122762379,,,,,,,,,,,,,,,,,,,,0.011985563276882702,,0.02204092376304304,,,,,0.02204092376304304,0.02204092376304304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02204092376304304,0.02204092376304304,0.02204092376304304,,,,,,0.017774601655036186,,,,,,,,,,,0.016251885384889555,,,,,,,,,,,,,,,,,,,,,,,,0.02542729412949845,0.02542729412949845,,,,,,,,,,,,,,,,,,0.017774601655036186,,,,,,,,,,,,,,,,,0.031216332507651934,0.031216332507651934,0.031216332507651934,0.019638255751344962,0.02542729412949845,0.031216332507651934,0.02542729412949845,0.031216332507651934,0.031216332507651934,0.02542729412949845,0.031216332507651934,0.02542729412949845,0.031216332507651934,0.031216332507651934,0.02542729412949845,0.031216332507651934,0.031216332507651934,0.031216332507651934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,0.01756227372727806,,,,,,,,,,,,,,,,,,,,0.02683280173736702,0.02683280173736702,,,,,,,,,,0.02306919934339916,,,,,,,,,0.04559376878392825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04559376878392825,,,0.010380344678068316,,,,,,,,,,,,,,0.04559376878392825,0.04559376878392825,,,,,,,,,,,,,,0.031871699519375234,,,,,,,,,,,,,,,,,,,,,,0.03521342410585993,,,,,,,,,,,,,0.03952165640269786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04559376878392825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04559376878392825,,,0.04559376878392825,,,,,,,,,,,,,0.05828262344925909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04559376878392825,,,,,0.03952165640269786,,,,,,,,,,,,,,,,,,,0.03521342410585993,,,,,,,,,,,,,,,0.04559376878392825,0.05597411346199657,0.04559376878392825,0.05597411346199657,0.05597411346199657,0.05597411346199657,0.05597411346199657,0.05597411346199657,0.05597411346199657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,0.011767316614268926,0.01760544160417304,0.016401297115734223,0.011029718624788834,,,,,,,,,,,,,,,,,,,,,,0.018951560615946234,,,,,,,,,,,,,,,,0.015312015927359878,,,0.026873402607103632,,,,0.018951560615946234,0.020477664483780095,,,,,,,,0.013402787844501676,0.022239422105638337,,,,,0.026873402607103632,0.020477664483780095,,,,,,,,0.01760544160417304,0.020477664483780095,0.026873402607103632,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014317580114480939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026873402607103632,,,,,,,,,,,,,,0.020477664483780095,0.026873402607103632,,,,,,,,,,,,,,0.016401297115734223,,,,,,,,,,,,,,0.01760544160417304,,,0.030161264096795735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026873402607103632,,,,,,,,,,0.02432313910689162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02432313910689162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034795244598261034,,,,,,,,,,,,,,,,0.030161264096795735,0.04271708658941843,0.04271708658941843,0.04271708658941843,0.034795244598261034,0.04271708658941843,0.04271708658941843,0.04271708658941843,0.04271708658941843,0.04271708658941843,0.04271708658941843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0648459375319703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06001327528382974,,0.025085832971998432,0.07702327383849014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09551066963985316,,,,,,,,,,,0.0519374408664917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1101849412278266,,,,,,,,,,,,,,,,,,,,,,,,0.09551066963985316,0.13527077419982503,0.09551066963985316,0.13527077419982503,0.13527077419982503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,0.03180808364797749,0.048010620227063795,0.036271202956685046,,0.04460045206390504,0.041549952693193365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03395372920607091,0.05633986933428379,,0.08814795298226129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041549952693193365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08814795298226129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08814795298226129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10821661935986003,0.10821661935986003,0.10821661935986003,0.10821661935986003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,0.027100486748013287,,,0.012700888113393203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023580340920716474,,,,,,,,,,,,,,0.03094513027484661,0.023580340920716474,,,,,,,,0.020272932756320472,,0.03094513027484661,,0.03094513027484661,,,,,,0.009122121080726703,,,,,0.028008463213996415,0.04006725135557331,,,,,,,,,,,,,,,,,,0.028008463213996415,,,,,,,,,,,,,,0.04006725135557331,,,,,,,,,,,,,0.03094513027484661,,,,,,,,,,,,,,0.023580340920716474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020272932756320472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03094513027484661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028008463213996415,,,,,,,,,,,,,,,,,,,,,0.034731152596310245,0.04006725135557331,,,,,,,,,,,,,,,,,,,0.04006725135557331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04918937243630002,0.034731152596310245,0.04918937243630002,0.04918937243630002,0.04918937243630002,0.04918937243630002,0.04006725135557331,0.04918937243630002,0.04918937243630002,0.04918937243630002,0.04006725135557331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
