,hoạt,động,tình,báo,hai,mặt,của,cia,tại,đài,loan,một,mỹ,dùng,lãnh,thổ,để,nắm,được,rất,nhiều,tin,tức,về,trung,quốc,đại,lục,mà,bản,thân,hòn,đảo,cũng,có,lợi,khác,đồng,thời,với,hợp,tác,cùng,không,ngừng,trên,này,trong,gian,dài,vẫn,luôn,dựa,vào,thu,thập,các,sử,dụng,căn,cứ,quân,nhật,kết,trinh,sát,và,bằng,vệ,tinh,chuyển,cho,nhà,đạo,cao,cấp,năm,1995,khi,lý,đăng,huy,gây,căng,thẳng,quan,hệ,bờ,cơ,đã,liên,tục,đối,sau,đó,phía,mới,dám,nói,là,tay,sự,phương,trợ,giúp,còn,thực,hiện,nhiệm,vụ,chính,thâm,nhập,giới,chức,tượng,trọng,điểm,nhằm,triển,khai,số,nhỏ,nhân,viên,quyền,bắc,làm,việc,pháp,tuyển,mộ,đơn,giản,tiền,mua,chuộc,tiến,hành,phân,trạm,nội,bộ,hiệp,hội,ngoại,giao,mỗi,tổ,trưởng,phó,thường,người,hoa,tịch,ngoài,ra,bí,mật,doanh,nghiệp,đa,những,chiêu,họ,du,học,hãng,thông,tấn,tiết,lộ,đảng,dân,lên,thư,ký,riêng,cục,trần,cường,đến,chuẩn,bị,luận,án,sĩ,ông,vừa,đặt,chân,tới,tìm,đề,nghị,diện,hình,nay,2,tương,nhạy,cảm,vì,vậy,muốn,qua,thái,đáp,lại,sẽ,trả,khoản,thù,lao,hậu,hĩnh,tuy,nhiên,nhìn,nhầm,ngay,lập,chung,cầm,kế,hoạch,điệp,phá,sản,cánh,ở,viện,nghiên,cứu,kinh,tế,rồi,sang,xuyên,tiếp,xúc,giải,quyết,vấn,trị,do,tưởng,thăng,con,đường,công,danh,mở,rộng,biện,thủ,đoạn,ví,dụ,thành,nhất,kiện,trương,hiến,nghĩa,cuối,1970,tiềm,lực,hùng,phát,vũ,khí,hạt,1979,sở,năng,lượng,ty,lân,xây,dựng,máy,chế,tạo,uranium,nghèo,nguyên,liệu,tháng,5,suất,20,chuyên,xuất,phản,ứng,thuỷ,áp,1986,ngắn,bắn,thử,loại,trường,cửu,đình,đông,1987,theo,nhận,định,chỉ,1,nữa,thể,bom,tử,ngày,9,1988,giám,đốc,đánh,cắp,tài,dưới,hỗ,sắp,xếp,đào,tẩu,chứng,cuộc,điều,khẳng,tên,lửa,thiên,mã,tầm,000,km,mang,đầu,đạn,quá,trình,xong,chấn,dư,nước,washington,yêu,cầu,phải,chương,hoá,từ,lâu,cử,đều,vật,rõ,ngạc,thấy,tiếc,nuối,tham,vọng,chiều,13,biết,đột,ngột,tái,bệnh,đau,tim,đời,đoàn,biểu,đứng,trước,trừng,phạt,đớn,đành,hứa,rằng,cách,thức,dừng,thống,điện,chặt,chẽ,bay,vị,tướng,điên,cuồng,gián,chiến,lược,ep,3e,rc,135,kỳ,quy,luật,lần,kéo,khoảng,10,giờ,đặc,biệt,chẳng,hạn,như,diễn,tập,lớn,hay,tăng,thậm,chí,tàu,biển,đất,hướng,nên,cấm,phận,khu,vực,vô,giở,ngón,đòn,kịp,gần,khách,mời,bó,ngồi,xử,duy,nếu,hoặc,thì,đội,tạm,đợi,tiện,hết,trận,nhanh,chóng,hoàn,phái,hải,thăm,dò,lì,lợm,đi,nào,trích,nhưng,đương,hại,ngậm,bồ,ngọt,bởi,dẫm
10,,,,,,,,0.05665902639980913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10884368710232904,0.07266732267759833,,,,,,,,,,,,,,,,,,0.04153798805739777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08674931903993863,,,,,,,,,,,,,,0.06890435129957788,,,,,,,,,,,,,,,0.10884368710232904,,,,,,,,,0.05938295579775852,0.07682709454675062,,,,,,,,,,,,,,,,,,,,,0.16357641358668926,0.16357641358668926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06230883610424953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06230883610424953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07682709454675062,,,,,,,,,,,,,,,0.13621005034450914,0.12020175406671994,,,,,,,0.12020175406671994,0.40863015103352734,0.12020175406671994,0.13621005034450914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,0.0391313909012625,,,,,,,,,,,,,0.08881561660595351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08421642936615073,,,,,,,,,,,,,,,,,,,,,,,,,0.09389978222380631,,,,,,,,,,,,,,,,,,,,,,,,0.1664789504210667,,,0.12226339390195143,0.14691325497043548,0.1664789504210667,0.19992672771706463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,0.03666172296458238,,,,,,,,,,,,,,,,,,0.04702003232079892,,,,,,,,,0.040317482185102636,,,,,,,,,,,,,0.04702003232079892,,,,,,,,,0.05375504336839712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06472767912456252,,,,,,,,,,,,,,,,,,0.03842426551619669,0.049711649412603344,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0777776055725835,,,0.0777776055725835,0.06472767912456252,0.06006995876881988,0.06006995876881988,0.21168712346512725,0.10584356173256362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.031162464519895024,0.029761028339882846,,,,,0.051059464953496905,,,,0.017609125905568124,,,,,,0.04481252812308191,,,,,,,,0.05501852725587815,,,,,,,,,,,,,,,,,,,,0.039967027472679086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03789739321476784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059864027906280974,,0.03266062568876719,0.04225490200071284,,,,,,,0.059864027906280974,,,,,,,,,,,,,,,,,,,,,,,,,,0.051059464953496905,0.051059464953496905,,,0.06611096473669596,0.047712125471966245,0.07491552768948002,0.051059464953496905,0.0899670274726791,0.0899670274726791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,0.012555822492622696,,,0.012791476246647076,0.01548371427019346,,0.009267961002930591,,,,,0.028957119608356917,,,,0.019945996428825174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019945996428825174,,,,,,,,,,,,,,,0.02358554111741153,,,,,,,,,,,,,,,,,0.02358554111741153,,,,,,,,,,,,,,,0.028957119608356917,,0.02511164498524539,,,,,,,,,,0.053746805214207265,,,,,,,,,,,,0.034795244598261034,,,,,,,,,,,,,,,,,,0.04735106709088373,0.06301476621713786,0.03942922509972632,0.03942922509972632,0.03942922509972632,0.04735106709088373,0.034795244598261034,0.04735106709088373,0.04735106709088373,0.04735106709088373,0.04735106709088373,0.07885845019945265,0.028957119608356917,0.03150738310856893,0.022239422105638337,0.04735106709088373,0.028957119608356917,0.034795244598261034,0.04735106709088373,0.04735106709088373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,0.02967853763799526,,,,0.048628061860473235,0.01677059610054107,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052398597386550616,0.05701335991074378,,,,,0.038063835688265796,,,,,,,,,,,,,,,,,,,,0.03263796176889261,,,,,,,,,,,,0.03609275544263603,,,,,,,0.04544011949711071,,,,0.028343836514174135,,,,,,,,,,,,,,,,,,,,,,,,,0.05701335991074378,,,,,,,0.05701335991074378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040242763810202704,,,,,,0.05701335991074378,0.08568288330731341,0.08568288330731341,0.08568288330731341,0.08568288330731341,0.08568288330731341,0.05701335991074378,0.08568288330731341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.041549952693193365,,,,0.03180808364797749,0.041549952693193365,,,,,,,,,,,,,,,,,,,0.07335803634117086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09988737025264002,,,,,0.059750037497442544,,,,,,0.08814795298226129,,,,,,,,,0.0798187038750413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11995603663023878,0.11995603663023878,0.09988737025264002,0.09988737025264002,0.11995603663023878,0.11995603663023878,0.09988737025264002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.03674339304409812,,,,,,0.027097795234691323,,0.010566871682012802,0.012790894397116337,,0.015312283396146193,,0.03896741575920166,,0.03131127406112856,0.047842197613807085,0.03896741575920166,0.04439953474217122,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03475393693276442,,,,,,,,,,,,,,,,,,,,,,,,,,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,0.047842197613807085,,,,,,,,,0.06514393712128698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05748779542321388,0.05748779542321388,,,,,,,,,,,,,,,,,,,,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,,,,0.05205567644024432,,,,,,,,,,,,,,,0.05205567644024432,0.05205567644024432,0.06514393712128698,0.06514393712128698,0.07823219780232964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,0.07468754687180318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07952020911994373,,,,,,,,,,,,,,,,,,,,,,,,,0.09977337984380161,,,,,,,,,,,,,,,,,,,,0.14994504578779846,0.1101849412278266,0.09977337984380161,0.14994504578779846,0.14994504578779846,0.14994504578779846,0.14994504578779846,0.12485921281580004,0.14994504578779846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,0.08903561291398578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08503150954252241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18888847067627418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17104007973223134,0.15719579215965185,0.21404436482708578,0.2570486499219402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,0.022045206177690995,,,,0.02308330705177409,,,,,,,,,,,,,,0.028072143122050246,0.031299927407935434,0.029605205535317838,,,,,0.04075446463398381,,,,,,,,,,,0.025385081375805363,0.04075446463398381,0.04434372437502294,,0.050770162751610726,,0.035342315164419436,,,,,,,,,,,,,,,,,,,,,,,,,,0.037821825891479185,,,,0.035342315164419436,,,,,,,,,,,,,,,,,,,,,,,,0.028072143122050246,,,,,,,,,,,0.033194465276356964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04897108499014516,,,,,,,,,,,,,0.035342315164419436,,,,,,0.04434372437502294,,,,,,,,,,0.1109859669473778,0.04075446463398381,0.04434372437502294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0554929834736889,0.04897108499014516,0.04897108499014516,0.04897108499014516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,0.02025317072385787,0.02451588092780631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06661171245446514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,,0.09977337984380161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12485921281580004,,,,,,,,,,,,,,,,,,,,0.09169754542646358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12485921281580004,0.12485921281580004,0.08509910825582817,0.12485921281580004,0.08509910825582817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,0.015189878042893403,0.018386910695854734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09364440961185003,,,,,0.049958784340848855,,,,0.08263870592086996,,,,,,,,,,,,,,0.04082578211095898,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056015660153852384,0.06877315906984768,,0.08263870592086996,,,,,,,,,,,,,,0.056015660153852384,,,,,,,,,,,,,,,0.06877315906984768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06877315906984768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08263870592086996,0.08263870592086996,,,,,,0.11245878434084886,0.07483003488285121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,0.012555822492622696,,,,,,,,,,,,,,,,,,0.026873402607103632,,,,,,,,,,,,,,,0.01803676834596697,,,,,,,,,,,,,,,,,0.012024154437667776,,,,,,,,,,0.01803676834596697,,,,0.03942922509972632,,,,,,,,0.019945996428825174,,,,,,,,,,,,,,,,,,,,,,,0.022239422105638337,,,,,,,,0.034795244598261034,0.0707566233522346,,,,,,,,,,,,,,,0.028957119608356917,,0.02511164498524539,0.026873402607103632,,,,,,,,,,0.026873402607103632,,,,,,,,,,,,,0.028957119608356917,,0.03942922509972632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03150738310856893,,,,,,0.03150738310856893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034795244598261034,0.034795244598261034,,,,,,,0.03150738310856893,0.09470213418176746,0.03150738310856893,0.03150738310856893,0.03150738310856893,0.03150738310856893,0.04735106709088373,0.03942922509972632,0.03942922509972632,0.03942922509972632,0.04735106709088373,0.04735106709088373,0.04735106709088373,0.03942922509972632,0.04735106709088373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,0.023971126553765404,,,,,,,,,,,0.03447117547929378,,,0.029151840934436797,,,,,,,0.042321944042983194,,,,,,,,,,,,,,,0.026361430659490186,,0.03670163497843557,,,,,,,,,,,,,,,,,,,,,0.026361430659490186,,,,,0.039276511502689924,,,,0.03670163497843557,,,,,,,,,,,,,,0.022893098722986806,,,,,,,,,,,,,,,,,,,,,0.03447117547929378,,,,0.046049252235600746,,,,,,,,,,,,,0.03670163497843557,0.039276511502689924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042321944042983194,0.046049252235600746,,,,,,,,,,,,,,,,,,,,,,,,0.057627328991907714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0508545882589969,0.057627328991907714,0.06920540574821468,0.06920540574821468,0.057627328991907714,0.046049252235600746,0.06920540574821468,0.06920540574821468,0.06920540574821468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,0.03666172296458238,0.035012974517509225,,,0.014032978079990072,,,0.0071481779025380715,0.008652663856872815,,0.010358309356216544,,,,,,,,,0.02229258424398108,0.024855824706301672,0.02351001616039946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035214134062518214,0.03888880278629175,0.01343876084209928,0.03888880278629175,0.035214134062518214,,,,,,0.020158741092551318,0.019212132758098344,,,,,,,,,,,,,0.02229258424398108,,,,,,,,,,,,,,,,,,,,,0.02229258424398108,,0.024855824706301672,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035214134062518214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035214134062518214,,,,0.04406795746440001,0.05292178086628181,0.05292178086628181,0.05292178086628181,0.05292178086628181,0.03888880278629175,0.035214134062518214,0.04406795746440001,0.035214134062518214,0.035214134062518214,0.035214134062518214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,0.008101268289543148,,,,,0.029875018748721272,,,,,,,,,,,0.026644684981786057,,,,,,,,,,,,,,0.022846573238224827,,,,,,,,,,,,,,,,,0.01523059562104585,,,,,,,,,,,,,,,,0.03667901817058543,0.03180808364797749,0.034039643302331266,0.03180808364797749,0.03667901817058543,,,,,,,,,,,,,0.019840685559921897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03180808364797749,,,,0.021773750459178124,,,0.034039643302331266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034039643302331266,0.034039643302331266,,,,0.03180808364797749,,,,,,,,,,,0.044073976491130644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04994368512632001,,,,,,,,,,,,,,,,,,,,0.03990935193752065,0.03990935193752065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04994368512632001,0.05997801831511939,0.05997801831511939,0.03667901817058543,0.04994368512632001,0.03180808364797749,0.02526492880984522,0.02526492880984522,0.026644684981786057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,0.026873402607103632,0.006395738123323538,0.00774185713509673,0.026873402607103632,,,,,0.018951560615946234,,,,,,,,0.026873402607103632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028957119608356917,,0.026873402607103632,,0.028957119608356917,,,,,,,,,,,,,0.01566369912625413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034379605988175986,,,,0.02511164498524539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03150738310856893,0.03150738310856893,,,,,,,,,,,,,,,,,0.03150738310856893,,,,,,,,,,,,,,,,,,,0.03942922509972632,,0.019945996428825174,0.019945996428825174,0.04207055523439903,0.03942922509972632,0.03942922509972632,0.034795244598261034,0.03150738310856893,0.03942922509972632,0.04735106709088373,0.04735106709088373,0.04735106709088373,0.02511164498524539,0.06301476621713786,0.06959048919652207,0.04735106709088373,0.04735106709088373,0.034795244598261034,0.03150738310856893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
