,ayman,al,zawahri,nhà,tư,tưởng,của,qaeda,được,coi,là,cánh,tay,phải,thân,tín,trùm,khủng,bố,osama,bin,laden,một,số,chuyên,gia,nhận,định,bác,sĩ,phẫu,thuật,mắt,này,bộ,óc,tác,chiến,đằng,sau,vụ,11,9,tại,mỹ,đứng,vị,trí,thứ,hai,chỉ,trong,danh,sách,22,tên,bị,truy,lùng,gắt,gao,nhất,mà,chính,phủ,công,năm,2001,lần,cuối,cùng,người,ta,nhìn,thấy,ở,thành,phố,khost,phía,đông,afghanistan,tháng,10,ông,bắt,đầu,cuộc,sống,lẩn,trốn,khi,lật,đổ,taliban,do,khai,mào,theo,nhiều,nguồn,tin,nhân,vật,2,có,thể,đã,sang,bắc,phi,hay,trung,tuy,nhiên,các,quan,chức,khẳng,vẫn,đang,khu,vực,biên,giới,pakistan,đình,lưu,sinh,1951,ai,cập,xuất,từ,gồm,và,học,giả,nội,từng,giáo,cao,cấp,đh,azhar,tâm,nghiên,cứu,hồi,thế,ảrập,cairo,cha,sư,dược,lý,mất,1995,bản,tốt,nghiệp,khoa,y,1974,bằng,thạc,4,đó,mới,15,tuổi,vì,dính,líu,tới,tổ,anh,em,nhóm,cực,đoan,lâu,hoạt,động,ngoài,vòng,pháp,luật,tài,giles,foden,cuốn,về,những,đánh,bom,đại,sứ,quán,kenya,tanzania,1998,nói,hiểu,tầm,trọng,phân,tích,rằng,kiểm,soát,phần,lớn,mạng,lưới,kể,tranh,dân,nêu,đạo,trừng,phạt,chống,châu,âu,văn,cơ,sản,nước,thuộc,trẻ,xét,xử,tham,ám,sát,tổng,thống,anwar,sadat,duyệt,binh,1981,kết,án,3,tù,giam,sở,hữu,vũ,khí,bất,hợp,mãn,hạn,đến,xêút,ngay,peshawar,đất,á,thiết,lập,phe,phái,jihad,thời,kỳ,liên,xô,chiếm,đóng,cũng,mặt,đây,vai,trò,1997,ngoại,giao,thông,báo,thủ,lĩnh,quân,tiên,phong,chinh,phục,cho,thảm,du,khách,luxor,toà,tử,hình,vắng,ngồi,6,nga,cộng,hoà,nam,dagestan,phóng,thích,mật,chưa,biết,mục,tiêu,phương,tây,đan,mạch,thuỵ,thập,kỷ,1990,thỉnh,thoảng,hộ,chiếu,đặt,ra,câu,hỏi,an,ninh,cư,trú,quốc,việc,không,hành,cung,hiện,trên,băng,video,đe,doạ,trả,đũa,giữ,sheikh,omar,abdel,rahman,đáng,thương,mại,wtc,1993,5,ký,vào,fatwa,sắc,lệnh,tôn,kêu,gọi,tấn,thường,còn,đưa,tố,qua,chuyện,điện,thoại,vệ,tinh,trách,phát,âm,mưu
10,,,0.01185967147527267,,,,,,,,,,,,0.0461018381415732,,,,,,,,,,,,0.05410598628046779,,,0.03241865652048314,0.05410598628046779,0.05410598628046779,,,,,,,,0.022334622447012394,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034310758320675996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026739623038287686,,,,,,,,0.0461018381415732,,,,,,,,0.04042280465937774,,,,,,,0.05410598628046779,0.06778916790155785,0.06778916790155785,0.06778916790155785,0.06778916790155785,0.06778916790155785,0.05410598628046779,0.06778916790155785,0.06778916790155785,0.0461018381415732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.007673905072235258,,,,0.014451814524537431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01900775452411811,,,,,0.035009755828537985,,,,,0.011100539456689292,,,,,,,,,,,,,,,,,,,0.035009755828537985,,,,,,0.02330563792641923,,,,,,,,,,,,,,,,0.029830601150429712,,,,,,,,,,0.029830601150429712,,,,,,,0.026155932426656182,,,,,,,,,,,,,,,,0.017302109024774383,,,,,,,,0.017302109024774383,0.029830601150429712,0.029830601150429712,,,,,,,,,,,,,,,,,,0.04386357923041978,0.04386357923041978,0.035009755828537985,0.017302109024774383,0.04386357923041978,0.04386357923041978,0.035009755828537985,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.029830601150429712,0.029830601150429712,0.029830601150429712,0.04386357923041978,0.026155932426656182,0.02330563792641923,0.029830601150429712,0.04386357923041978,0.035009755828537985,0.035009755828537985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.0053247504582856885,,,,0.020055579340174393,,0.02069878447172674,,0.012005545037598552,0.024292483636128393,0.024292483636128393,0.02069878447172674,,,,,,,0.014555315172461818,0.014555315172461818,,,0.024292483636128393,0.01617125896935212,,,,,,,,,,,0.024292483636128393,,,,0.01318905415959216,,,,0.010027789670087196,,,,,,,,,0.018149014336863473,,,,,,,,,,0.014555315172461818,,,0.007702415133212977,,,,,0.018149014336863473,0.018366081986777454,,,0.010027789670087196,,,,,,,,,0.010027789670087196,,,,,,,0.01617125896935212,,,,,,,0.02069878447172674,,,,,,,0.02069878447172674,0.024292483636128393,,,,,,,,,,0.01318905415959216,,,,,,,,,,,,,,,,,,,0.012005545037598552,,0.02069878447172674,,,,,,,,,,,0.012005545037598552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02069878447172674,0.024292483636128393,0.024292483636128393,0.024292483636128393,0.02069878447172674,0.01318905415959216,0.024292483636128393,0.02069878447172674,0.024292483636128393,0.024292483636128393,0.024292483636128393,0.030435952935393317,0.030435952935393317,0.024292483636128393,0.024292483636128393,0.030435952935393317,0.030435952935393317,0.030435952935393317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.021612437680322096,,0.030734558761048796,,,0.014889748298008263,0.02694853643958516,,,,,,,,,,0.02401186937873497,0.02401186937873497,,,,0.01782641535885846,0.04322487536064419,,,,,,,,,,,,,,0.030734558761048796,,0.014889748298008263,,,,,,,,,,,,0.01782641535885846,,,,,,,,,,,,0.021612437680322096,,,,,,,,,,,,,,,,,,0.02401186937873497,,,,,,,,,,,,,,,,,,,,0.030734558761048796,0.02401186937873497,0.02401186937873497,0.02694853643958516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03607065752031186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02694853643958516,0.02401186937873497,,,,,0.030734558761048796,,,,,,,,,,,,,,,,,,0.04519277860103857,0.04519277860103857,0.030734558761048796,0.03607065752031186,0.03607065752031186,0.04519277860103857,0.04519277860103857,0.04519277860103857,0.04519277860103857,0.04519277860103857,0.04519277860103857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,0.025198035581244754,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022802607756572058,0.026006165105502826,,,,,,,,,,0.012599017790622377,,,,,,,0.01508388991903408,,,,0.026006165105502826,0.016570862918461944,,,,,,,0.0365748945359297,,0.01828744726796485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030521325594110034,,,,,,,,,,,,,,,,,,,,,,0.016570862918461944,,,,,,,,,,,,,,0.01828744726796485,0.01828744726796485,,,,0.01508388991903408,,,,,,,,,,,,,,,,,,,,,,,0.030521325594110034,,,,,,,,,,,,,,,,,,,,,,,,,,0.026006165105502826,,,0.030521325594110034,0.07801849531650848,,,,0.026006165105502826,0.016570862918461944,,,,,,,,,,,,,,,,0.030521325594110034,0.030521325594110034,,,,,,,0.026006165105502826,0.03824004343164802,0.03824004343164802,0.03824004343164802,0.03824004343164802,0.03824004343164802,0.03824004343164802,0.030521325594110034,0.03824004343164802,0.030521325594110034,0.03824004343164802,0.020317735628160357,0.03824004343164802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.007673905072235258,,,,,,,,,,,,,,,,,,,,,,,0.02330563792641923,,,,,,,,,,,,,,,0.01900775452411811,,,,,,,,,,,0.017302109024774383,,,,,0.01900775452411811,,,,,,,,,,0.011100539456689292,,,,0.02330563792641923,,,,,0.014451814524537431,,,,,,,,,,,,0.029830601150429712,,,,,,,,,,,,0.035009755828537985,,,0.02330563792641923,0.02330563792641923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017302109024774383,,,,,,,,0.017302109024774383,,,0.026155932426656182,,,,,,,,,,,,,,,,,,,0.035009755828537985,0.017302109024774383,,,,,,,,0.059661202300859424,0.059661202300859424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.035009755828537985,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.04386357923041978,0.04386357923041978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03801550904823622,,,,,,,,,,0.022201078913378584,,,,,,0.0264687652162381,,,,,,,,,,,,0.028903629049074862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03460421804954877,,,,,,,,,,,,,,,0.07001951165707597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07001951165707597,0.07001951165707597,0.08772715846083956,0.07001951165707597,0.07001951165707597,0.08772715846083956,0.08772715846083956,0.08772715846083956,0.08772715846083956,0.08772715846083956,0.08772715846083956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.032614096556999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06142021172928409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09904896118728174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12678005488932628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18642021172928408,0.18642021172928408,0.11116271281328878,0.18642021172928408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04913616938342727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04499690086760477,,,,,,,,,0.0792391689498254,,,0.04913616938342727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11903316981702915,,,,,,,,,,0.05882717068423291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10142404391146104,,,,,,,0.11903316981702915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14913616938342728,0.14913616938342728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,0.014495154025333263,,,,,,,,,,,,,,,,,,,,0.0326817614912405,,,,,,,,,,,,,,,,,,,,,0.049405650139239456,,,,,,,,0.0326817614912405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04402176052768077,,,,,,,,,,,,,,,,,,0.03962280241392384,0.03962280241392384,,,,,,,,,0.0326817614912405,,,,,,,,0.0326817614912405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05634669106192279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04402176052768077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.0661295387872384,0.0661295387872384,0.05634669106192279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.02971710181044288,,,,,,0.03705423760442959,,,,,,,,,,,,,,,,0.02971710181044288,,,,,0.04226001829644209,0.02971710181044288,,,,0.03705423760442959,,,,,,,,,,,,,,,,,,0.02451132111843038,,,,,,,,,,,,,,,,,,,,,,,,0.02047340390976136,,,,,,0.03301632039576058,,,,,,,,,,,,,,,,,,,,,0.03301632039576058,0.03301632039576058,0.03705423760442959,0.04226001829644209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04959715409042881,0.04959715409042881,0.03705423760442959,0.06214007057642802,0.06214007057642802,0.06214007057642802,0.06214007057642802,0.04959715409042881,0.06214007057642802,0.04959715409042881,0.04959715409042881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,0.00621220886799997,,,,,,,,0.02801293842106329,,,,,,,,,,,,0.014006469210531645,,,,,,,,,,,,0.024148581883681196,,,,,0.011699087948435063,0.01538722985285752,,,,0.011699087948435063,0.02117385005967405,,,,,,0.014006469210531645,,,,,0.01538722985285752,,,,,,,,,,0.017972301977496948,,,,0.018866468797577474,,,,,0.011699087948435063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02117385005967405,,,,,,,,,,,,,,,,,,,,,,,,,0.014006469210531645,,,,,,,,0.014006469210531645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024148581883681196,,,,,,0.024148581883681196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018866468797577474,,,,,,,0.02834123090881646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02834123090881646,0.02834123090881646,0.024148581883681196,,,,,,,,,,,,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.02834123090881646,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.03550861175795887,0.024148581883681196,0.03550861175795887,0.02834123090881646,0.03550861175795887,0.03550861175795887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,0.021787840994160337,,,,,,,,,,,,,,,,,0.01819858125312121,,,,,,,,,,,,,,,,,0.023935690882222808,,,,,,,,,,0.013978457093608737,,,,,,0.016665518839853618,,,,,,,,,,,,0.01819858125312121,,,,,,,,,,,,,,,,,,,,0.032937100092826306,,,,,,,,,,,,0.023935690882222808,,,,,,,,,,,,,,0.026415201609282558,0.026415201609282558,,,,,,,,,0.021787840994160337,,,,,,,,0.021787840994160337,,,,,,,,,,,,,,,,,,,,,,,0.021787840994160337,,,,,,,,,,,0.032937100092826306,0.02934784035178718,,,,,,,,,,0.023935690882222808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04408635919149227,0.08817271838298454,,,,,,,,,,,,0.032937100092826306,,,,,,,,,,0.03756446070794853,,,0.032937100092826306,,,,,0.04408635919149227,,,,,,,,,,,,,,,,,,,,,0.055235618290158245,0.055235618290158245,0.055235618290158245,0.055235618290158245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,0.01185967147527267,,,,,,,,,,,0.0461018381415732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04466924489402479,,,,0.05410598628046779,,,0.05410598628046779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04042280465937774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026739623038287686,,,,,,,,0.0461018381415732,0.0461018381415732,,0.04042280465937774,0.03601780406810245,,,,,,,,,,0.02937562062818254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03601780406810245,,,,,,,,,,,,,,,,,,0.05410598628046779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06778916790155785,0.06778916790155785,0.05410598628046779,0.06778916790155785,0.06778916790155785,0.06778916790155785,0.06778916790155785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,0.04829716376736239,,,,,,,,0.04829716376736239,0.03773293759515495,0.03773293759515495,,,,,,,,,,,,,,,,,,,,,,0.03077445970571504,,,,,,,,,,,,,,,0.04829716376736239,,,,,,,,,,,,,,,,,0.021427095651240364,,,,,,,,,,,,0.023398175896870127,,,,,,,0.03773293759515495,,,,,,,,,,,,,,,,,,,,,,0.05668246181763292,0.05668246181763292,,0.03077445970571504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04829716376736239,,,,0.02801293842106329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05668246181763292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05668246181763292,,,,,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,0.008153524139249961,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02228782635783216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02228782635783216,,,,,,0.027790678203322195,0.01406153152112649,,,0.015355052932321022,,,,,,,,,,,0.037197865567821606,,0.037197865567821606,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027790678203322195,,,,,,,,,,,,,,,,,,,,0.03676698167764557,,0.03169501372233157,,0.027790678203322195,,,,,,,,,0.018383490838822784,,,,,,,,,,,,,,,,0.037197865567821606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03169501372233157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03169501372233157,,0.037197865567821606,,,,,,,,,,,,,,,,,,,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.037197865567821606,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,0.04660505293232102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,0.019269086032716577,,,,,,,,,,0.019887067433619808,0.015537091950946155,0.015537091950946155,,,,0.01153473934984959,0.013984518499031944,,0.015537091950946155,,,,,,,,0.03487457656887491,,,,,,,,,,,,,,,,,,,,0.017437288284437455,,,,,,,,,0.02333983721902532,0.027969036998063888,0.019887067433619808,,,,,,,,,,,0.009634543016358289,,,,,,,,,,,,,,,,,,,,,,,0.019887067433619808,,,0.019887067433619808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013984518499031944,0.013984518499031944,,,,0.02306947869969918,,,,,,,0.02333983721902532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015537091950946155,,,,,,0.02333983721902532,0.02333983721902532,,0.019887067433619808,0.012671836349412074,,,,,,,,,,,,,,,0.019887067433619808,,,,,,,,,,,,,,,,0.02333983721902532,,,,0.015537091950946155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02333983721902532,0.02333983721902532,,,,,,,,0.02333983721902532,0.02333983721902532,,,,0.02333983721902532,,,,,,,,,0.019887067433619808,,,,,,,,,,,,,,,,,,,,,,,,0.02333983721902532,,,,,,,,,,,0.02924238615361319,0.02333983721902532,0.02924238615361319,0.02924238615361319,0.02924238615361319,0.02924238615361319,0.02924238615361319,0.02924238615361319,0.02924238615361319,0.02333983721902532,0.02924238615361319,0.02924238615361319,0.02924238615361319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,0.005929835737636335,,,,,,,,,,,,,,,,,,0.01620932826024157,0.01620932826024157,0.013369811519143843,,,,,,,,,,,,,,,,,,0.01468781031409127,,,,0.011167311223506197,,,,,,,,,,,,,,,,,,,,,0.01620932826024157,0.008577689580168999,,,,0.018008902034051224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018008902034051224,,,,0.01468781031409127,,,,,,,,0.02021140232968887,,,,,,0.01620932826024157,0.01620932826024157,0.027052993140233895,,,,,,,0.02021140232968887,,,,,,0.027052993140233895,,,,0.0230509190707866,,,,,,,,,,,,,,,,,,,,,,0.013369811519143843,,,,,,,,,,,,,,,,,,,,0.027052993140233895,,,,0.0230509190707866,,,,,,,,,,,,,,,,,,,,,,0.0230509190707866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027052993140233895,,,,,,,,,0.02021140232968887,,,,,,,,,,,,,0.02021140232968887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027052993140233895,,,,0.027052993140233895,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,0.03389458395077893,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,0.01637872312780909,,,,0.019609056894744303,,,,,,,,,,0.023773681448354303,0.023773681448354303,,0.023773681448354303,,,,,,,,,,,,,,,,,,,,,0.01637872312780909,,,,0.03967772327234305,0.03967772327234305,,0.019609056894744303,,,,,,,,,,,,,,0.023773681448354303,0.012580611384247863,,,,,0.029643390083543674,0.014998966955868255,,,,,,,,,,,,0.01637872312780909,,,,,,,,,,,,,,,,,,0.026413056316608462,0.026413056316608462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019609056894744303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03967772327234305,,,,,,,,,,,,,,,,0.033808014637153674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04971205646114242,0.04971205646114242,0.03967772327234305,0.04971205646114242,0.04971205646114242,0.04971205646114242,0.04971205646114242,0.04971205646114242,0.04971205646114242,0.03967772327234305,0.04971205646114242,,,,,,,,,,,,,
29,,,0.01043651089823995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025850546152800635,,,,0.03930893550674182,,,,,,,,0.047613267926811656,0.03557206810025241,,,,0.047613267926811656,,,,,,0.028528417738025166,0.04056961756458441,,0.015096733661097437,,,,0.031695667579930156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025850546152800635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023530868273693165,,,,,,,,,,,,,,,,,,,,,,0.025850546152800635,0.047613267926811656,0.04056961756458441,0.047613267926811656,0.047613267926811656,0.047613267926811656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03557206810025241,,,,,,,,,,,,,0.03557206810025241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047613267926811656,,,,,,,,,0.05965446775337091,0.05965446775337091,0.05965446775337091,,,,,,,,,,
