,điện,thoại,di,động,giúp,lần,ra,khủng,bố,thế,nào,1,cuộc,điều,tra,mang,mật,danh,mont,blanc,bắt,đầu,vào,tháng,4,2002,khi,nhà,chức,trách,nghe,chặn,một,kéo,dài,không,đến,phút,và,hề,có,từ,ngữ,được,phát,nghi,ngờ,đây,là,dấu,hiệu,giữa,những,tên,các,nhân,viên,đã,theo,hiện,vết,phạm,này,khác,cuối,cùng,họ,nắm,3,nhánh,trên,châu,lục,cái,kết,nối,nhóm,đó,con,chip,máy,tính,nhỏ,hơn,móng,tay,quan,tình,báo,chống,mỹ,âu,giữ,hàng,chục,thành,al,qaeda,phá,vỡ,ít,nhất,âm,mưu,tấn,công,ở,ảrập,xêút,indonesia,truy,lùng,trong,kẻ,bị,gắt,gao,giới,khalid,sheikh,mohammed,người,cáo,buộc,chủ,vụ,11,9,cũng,thu,hẹp,quả,làmỹ,pakistan,hồi,năm,ngoái,2,đi,lại,của,thủ,lĩnh,sau,xác,định,rằng,ưa,dùng,nhãn,với,sử,dụng,thể,trả,tiền,trước,cho,gọi,khắp,do,hãng,swisscom,thuỵ,sĩ,sản,xuất,rất,thông,vì,chúng,mua,mà,phải,để,lộ,cứ,nghĩ,đảm,bảo,vô,nhưng,thực,tế,vậy,biết,dù,tin,cá,vẫn,giám,sát,cụ,tôi,vị,cao,cấp,nhận,thức,về,làm,an,ninh,nữa,giờ,thì,hiểu,qua,chiến,dịch,kể,2001,hình,mẫu,sự,hợp,tác,cơ,nhiều,nước,nhau,dưới,lãnh,đạo,10,đức,anh,italy,tham,gia,đóng,vai,trò,trọng,đấu,lá,đơn,yêu,cầu,thêm,quyền,tổng,chưởng,lý,john,ashcroft,chỉ,tầm,việc,cầm,lo,ngại,dễ,tổn,thương,phương,tiện,liên,hệ,thay,email,internet,thư,chuyển,bằng,hiếm,nếu,ngắn,mã,ném,bom,tora,bora,afghanistan,12,thấy,osama,bin,laden,nói,chuyện,cộng,vệ,tinh,lạc,điệp,viết,đưa,cẩn,dõi,abu,musab,zarqawi,lệnh,mục,tiêu,thái,tỏ,thận,bạn,đánh,mình,sẽ,học,đại,tá,nick,pratt,chuyên,đồng,thời,giáo,sư,trung,tâm,marshall,nghiên,cứu,trụ,sở,garmisch,partenkirchen,minh,nguyễn,hạnh,nyt
10,0.017671157582209718,0.017671157582209718,,,,,,,,,,,,,,,,0.037037037037037035,,,,,,,,,,,0.019365879454827317,,,,0.021260417323248845,,,0.02588777793837107,,,,,,,,,,,,,,,,,0.019365879454827317,,,,,,,,,,,,,,,,,,,0.028820416680875687,,,,,,0.021260417323248845,,,,0.032409676421914814,,,,,0.021260417323248845,0.037037037037037035,0.037037037037037035,,,0.032409676421914814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028820416680875687,,,,,,,,,,,,,0.021260417323248845,,,0.04355893552058079,,,0.05470819461924675,0.04355893552058079,0.05470819461924675,0.05470819461924675,0.04355893552058079,0.05470819461924675,0.05470819461924675,0.05470819461924675,0.05470819461924675,0.04355893552058079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,0.024207142753413183,,,,,,,,,,,,,,,0.043230625021313536,0.029048819182240976,0.048614514632872224,,,,,,0.0388316669075566,,,,,0.05809763836448195,,,,,,,,,,,,,,0.020176550134045866,0.06533840328087118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,,,,,0.043230625021313536,,,,,,,,,,0.048614514632872224,,,,,,,,,,,,,,,,,,0.08206229192887013,0.06533840328087118,0.08206229192887013,0.08206229192887013,0.05555555555555555,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,0.014524285652047912,0.014524285652047912,,,,,,,,,,,,,,,,,,,,0.017429291509344587,,,,0.01913437559092396,,,,,,,,0.017429291509344587,,,0.02593837501278812,,,,0.039203041968522714,0.02593837501278812,,0.03333333333333333,,,,,,,,,,,,,0.03333333333333333,,,,,,,,0.02593837501278812,,,,,,,,,,,,,,,0.01913437559092396,,,0.03333333333333333,,0.029168708779723336,,,,,0.02593837501278812,0.02593837501278812,,,,0.029168708779723336,,,,0.029168708779723336,,,,,,,,,,,,,,,,,,,,,,,,,,0.039203041968522714,,,,,,,,,,,,,,0.039203041968522714,,,,,,,,,,,,0.02593837501278812,,,,,,,,,,,,,0.01913437559092396,,0.03333333333333333,,0.03333333333333333,,,,,,,,,,,0.039203041968522714,,,,,,,0.04923737515732208,0.039203041968522714,0.04923737515732208,0.04923737515732208,0.04923737515732208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,0.04659800028906792,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,0.03826875118184792,,,,,,,,,,,,,,,,,,,,,,,,0.05833741755944667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03826875118184792,,,,,,,0.07840608393704543,,,0.07840608393704543,,,,,,,,,,,,,,,,,0.09847475031464416,0.09847475031464416,0.09847475031464416,0.09847475031464416,0.07840608393704543,0.07840608393704543,0.09847475031464416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.02511164498524539,0.02511164498524539,0.03678789496505362,0.03678789496505362,,,0.04095532896756019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02751993396212303,,,,,0.03021217198566941,,,,,,,,,,,,,,,,,,,,0.03021217198566941,,,,,,,,,,,,,,,,,,,0.04095532896756019,0.04095532896756019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061899539950299017,,,,,,,,,,,,,,,,,,,,,,,,0.03021217198566941,,,,,,,,,,,,,,,,,,,,0.05263157894736842,0.05263157894736842,,0.061899539950299017,,,,,,,,,,,0.0777432239326138,0.05263157894736842,0.0777432239326138,0.0777432239326138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,0.010374489751462794,0.0166421429603814,0.0166421429603814,,,,,,,,,,,,,,0.012449493935246133,,,,0.027334822272748516,,,,,,0.010374489751462794,,,0.020834791985516667,,,,,,,0.03705482144684017,,,0.023809523809523808,0.012449493935246133,,0.01729418582918217,,,,,,,,0.018527410723420085,0.023809523809523808,,,,,,,,,,,,,,,,,,,,,,,0.027334822272748516,,,,,,,,,0.023809523809523808,,,,,,0.020834791985516667,,,,0.020834791985516667,0.018527410723420085,,,,,,0.015048171778700131,,,,,,,,,,,,,0.028002172834659077,0.028002172834659077,0.028002172834659077,,,,,,,,,,,,,,,,0.023809523809523808,,,,,,,,,,,,,,0.018527410723420085,0.018527410723420085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028002172834659077,0.028002172834659077,0.023809523809523808,0.028002172834659077,0.03516955368380148,0.03516955368380148,0.023809523809523808,0.03516955368380148,0.03516955368380148,0.028002172834659077,0.028002172834659077,0.028002172834659077,0.03516955368380148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018944720415714666,,0.02273385849044946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024957881205552992,,,,,,0.043478260869565216,,,,,,,0.043478260869565216,,,,,,,,,,,,,,,,,0.05113440256763832,0.05113440256763832,,,,0.02747927020458285,,,,,,,,,,,,,,,,,,,,,0.05113440256763832,,,,,,,0.03039000018852256,,,,,,,,,,,,,,,,,,,,,,,0.05113440256763832,0.05113440256763832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043478260869565216,,,,,0.05113440256763832,,0.06422266324868098,0.06422266324868098,0.06422266324868098,0.06422266324868098,0.03804614188659566,0.06422266324868098,0.06422266324868098,0.06422266324868098,0.05113440256763832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.022720059748555354,0.022720059748555354,0.0332842859207628,0.0332842859207628,,,,0.020748979502925587,0.020748979502925587,,,,0.020748979502925587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047619047619047616,,,0.01729418582918217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05466964454549703,0.047619047619047616,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,0.030096343557400262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03705482144684017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056004345669318153,,,,,,,,,,,,,0.07033910736760296,0.07033910736760296,0.07033910736760296,0.04166958397103333,0.07033910736760296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.014032978079990072,0.014032978079990072,,,,0.025737095982108826,0.02288680148187187,,,,,,,0.020557941304000554,0.020557941304000554,,,,,,,,,,,,,,0.015378786625892283,,,,,,,,,,0.012815546163571686,,,,,,,,,,,,,,0.015378786625892283,,0.010681703012141929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025737095982108826,0.03376654516045405,,,,,,,,,,,,,,,,,,,,,,,,,,0.018588918079570752,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020557941304000554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029411764705882353,0.029411764705882353,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03459091938399063,,,,,,,,,,,,,,,0.025737095982108826,,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,0.043444742785872424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.015904041823988746,0.015904041823988746,0.02329900014453396,0.02329900014453396,,,,0.014524285652047912,0.014524285652047912,,,,0.014524285652047912,,,,,,,,,,,,,,,,,,,,,,,0.02329900014453396,,,,,,,,,,0.029168708779723336,,,,,,,,,0.02421186016085504,,,0.01913437559092396,,,,0.029168708779723336,0.02593837501278812,,,,,,,,,,,,,,,,,,,0.029168708779723336,,,,,0.01913437559092396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02329900014453396,,,,,,,,0.029168708779723336,,,,,,,,,0.02593837501278812,,,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029168708779723336,,,,,,,,,,,,,,,,,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.04923737515732208,0.039203041968522714,0.039203041968522714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.03180808364797749,0.03180808364797749,,,,,,,,,,,,,,,,,,,,,0.07840608393704543,,,,,,,,,,,,,,,,0.029048571304095824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03826875118184792,,,,,,,,0.05833741755944667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,0.05833741755944667,,,,,,,,,,,,,,,,,,0.03826875118184792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09847475031464416,0.09847475031464416,0.09847475031464416,0.09847475031464416,0.07840608393704543,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.019880052279985932,0.019880052279985932,0.02912375018066745,0.02912375018066745,,,,0.01815535706505989,0.01815535706505989,,,,0.01815535706505989,,,,0.04900380246065339,,,,,,,,,,0.03646088597465417,,,,,,,,,,,,0.03631071413011978,,0.021786614386680732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04900380246065339,,,,,,,,,,,,,,,,,,,,0.03646088597465417,,,0.041666666666666664,0.03646088597465417,,,,,,0.03242296876598515,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0615467189466526,0.04900380246065339,0.0615467189466526,0.0615467189466526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
