,sao,hỏa,và,cuộc,chạy,đua,giữa,các,cường,quốc,2,sau,18,năm,vắng,bóng,1993,mỹ,trở,lại,tham,vọng,chinh,phục,hành,tinh,đỏ,bằng,mars,observer,nhưng,họ,không,gặp,may,vì,con,tàu,đã,bặt,tin,3,ngày,trước,khi,đi,vào,quỹ,đạo,hệ,thống,liên,lạc,mất,tín,hiệu,người,ta,bao,giờ,nhìn,thấy,này,nữa,nản,chí,chỉ,nasa,cho,phóng,thăm,dò,global,surveyor,từ,mũi,canaveral,bang,florida,với,nhiệm,vụ,vẽ,bản,đồ,đến,nay,thu,thập,được,hơn,120,000,bức,ảnh,trong,đó,khơi,dậy,trí,tò,mò,của,về,sự,tồn,tại,nguồn,nước,bên,dưới,bề,mặt,nga,cũng,một,khác,mang,tên,96,cố,gắng,đầu,tiên,trên,cơ,sở,kế,thừa,xô,lên,kết,thúc,thất,bại,rơi,xuống,thái,bình,dương,ngay,trung,tâm,vũ,trụ,baikonur,ở,kazakhstan,tháng,11,1996,9,1997,lần,thứ,ba,ngành,hàng,thành,công,việc,robot,tự,đổ,bộ,thám,hiểm,pathfinder,hạ,cánh,gửi,trái,đất,23,triệu,thông,loại,có,20,độ,phân,giải,cao,từng,ẩm,ướt,ấm,áp,như,chúng,sứ,mệnh,ấn,tượng,đánh,dấu,bước,phát,triển,quan,trọng,lịch,sử,internet,thế,giới,theo,dõi,qua,website,ngất,ngây,quyết,định,đẩy,nhanh,tiến,trình,1999,climate,orbiter,vĩnh,viễn,nó,sát,nguyên,nhân,mát,xác,do,lỗi,những,điều,khiển,tiếc,nuối,polar,lander,trị,giá,165,usd,vô,âm,đang,gần,cực,nam,tiếp,khiến,phải,toàn,chương,khám,phá,kỷ,nhiều,nghiên,cứu,4,2001,odyssey,phần,cấu,tạo,truy,tìm,tích,môi,trường,xạ,tựu,nổi,bật,nhất,mà,là,địa,chất,kích,thước,lớn,góp,làm,thay,đổi,nhận,thức,i
10,,,0.02596872043324585,,,,,0.042549554127914085,,,,,,,,,,,,,,,,,,,,,0.011701108732320591,,,,,,,,,,0.022669501847928153,,0.042549554127914085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042549554127914085,,,,,0.017463721155915653,0.03521241833392737,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02596872043324585,0.03000663764191487,,0.03521241833392737,,,,,,0.03521241833392737,0.042549554127914085,0.042549554127914085,0.0550924706139133,0.042549554127914085,0.042549554127914085,0.0550924706139133,0.03521241833392737,0.0550924706139133,0.0550924706139133,0.03000663764191487,0.0550924706139133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.024929971615916018,,,,,,,,,,,,,,,,,,,,,,0.014719071411783777,0.019084850188786497,0.024929971615916018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04084757196279752,,,,0.04084757196279752,,,,,,,0.021762721774011028,,,,,,,,,,,,,,,,,,,,,,,,0.04084757196279752,0.033803921600570275,0.04084757196279752,,,,,,,,0.014719071411783777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04084757196279752,0.04084757196279752,,,,,0.028806372136238278,,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,0.008975043543770597,,,,0.006849429501846201,,,,,,,,,,,,,,,,0.013269952301226236,,,,,,,,,,,,0.01520120220482684,,,,,,0.017564861058681876,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013269952301226236,,,,,,0.010222666042487213,,,,,,,0.008975043543770597,,,,,,,,,,,,0.02490705607487654,0.03512972211736375,,,,,,,0.0206121473174209,0.0206121473174209,0.02490705607487654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017564861058681876,,,,0.02490705607487654,,,,0.0206121473174209,0.02490705607487654,,,,,0.0206121473174209,,,,,,,0.0206121473174209,,,0.017564861058681876,,,,,,,,,,,,,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.02490705607487654,0.02490705607487654,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.019367199226031286,0.019367199226031286,,,,,,,,,,,,,,,,0.03790312123189247,,,,,0.053746805214207265,0.053746805214207265,,,,,0.014780347872404958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,0.019367199226031286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032802594231468446,0.03790312123189247,,,,,,,,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.04447884421127667,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.053746805214207265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,0.014719071411783777,0.019084850188786497,0.024929971615916018,,0.011233064383027768,,0.033803921600570275,,,,,,,0.025777543578713546,0.021762721774011028,,,,,,0.021762721774011028,,,,,,,,,0.033803921600570275,,,,,,,,,,,,,,0.028806372136238278,0.021762721774011028,0.024929971615916018,0.04084757196279752,0.04084757196279752,,,,,,,,,,,,,,0.04084757196279752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024929971615916018,,,0.04084757196279752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018954076160818782,,,,,,,,,,,,,,,,0.049711649412603344,,,0.03666172296458238,,,,,,0.04236231196505629,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032004002608839746,,,,,,,,,,,,,0.0432913865052464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049711649412603344,,,,,,,,,,,,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.06006995876881988,0.0777776055725835,0.0777776055725835,0.06006995876881988,0.0777776055725835,0.0777776055725835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,0.020121381905101352,,,,,,0.01714665008109421,,0.01483926881899763,,,,,0.008761352030823677,0.011360029874277677,0.01483926881899763,,0.0066863478470403385,,,0.024314030930236617,,,,,0.012954001055958944,0.007671887969855221,,0.024314030930236617,,0.020121381905101352,,,0.025908002111917888,,,,,,,,,,0.024314030930236617,,,,,,,,,,,,0.024314030930236617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017522704061647354,,,,,,0.01714665008109421,,,,,,,0.01714665008109421,,,,,0.024314030930236617,0.024314030930236617,,,,,,,,,,,,,,,0.024314030930236617,,,,,,,,,,,,0.01483926881899763,,,,,0.01714665008109421,,,,,,,,,,,,,,,0.024314030930236617,0.024314030930236617,,,,,0.020121381905101352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.024314030930236617,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.024314030930236617,0.03148141177937903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.016726217513390658,0.016726217513390658,,,,,,,,,,,,0.03841354727337531,,,,,,0.028329513199904566,,,,,,,,,,,,,,,,,,,0.024730365652285258,,,,,,,,,,,,,0.03841354727337531,,,,,,,,,,,,,,,,0.03273451379117986,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019051332170089804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046417695412269915,0.046417695412269915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046417695412269915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046417695412269915,,,,,,,,,,,,,,,,,,,,,,,0.046417695412269915,,,,,,,,,,,,,,0.046417695412269915,,,,,,,,0.046417695412269915,,,,,,,,,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.06010087703335997,0.06010087703335997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0066904870053562625,0.0066904870053562625,0.011331805279961825,0.015365418909350123,,,,,,,,,,,,,,,,0.011331805279961825,,,,,0.0066904870053562625,0.008674931903993863,,,0.005105938355921713,,,,,,,,,0.005858532631525805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013093805516471943,0.009892146260914102,0.011331805279961825,,,,,,,,,,0.015365418909350123,0.018567078164907963,0.018567078164907963,,,,,,0.015365418909350123,0.018567078164907963,0.009892146260914102,,,,0.015365418909350123,,0.007620532868035922,,,,,,,0.013380974010712525,,,0.018567078164907963,0.018567078164907963,,0.013093805516471943,,,0.018567078164907963,0.018567078164907963,,,0.013093805516471943,,,,,,,,,,,,,,,,0.018567078164907963,0.018567078164907963,,,,,,,,,,,,,,,,0.011331805279961825,,,,,,,,,,0.02266361055992365,0.013093805516471943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018567078164907963,,,,,,,,,,,,,,,,,,0.015365418909350123,,,,,,,,,,,,,,,0.018567078164907963,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024040350813343984,0.024040350813343984,0.04808070162668797,0.04808070162668797,0.024040350813343984,0.024040350813343984,0.018567078164907963,0.015365418909350123,0.024040350813343984,0.024040350813343984,0.024040350813343984,0.024040350813343984,0.024040350813343984,0.024040350813343984,0.024040350813343984,0.024040350813343984,,,,,,,,,,,,,,,,,,
19,0.008761352030823677,0.008761352030823677,,,,,,,,,,,,,,,,,,,,,,,0.008761352030823677,0.011360029874277677,,,0.0066863478470403385,,,,,,,,0.012954001055958944,,,,,,,,,,,,,,,,,,,,0.01483926881899763,,,,,,0.01714665008109421,,,,,,,,,,,,,,,,,,,,0.024314030930236617,0.024314030930236617,0.024314030930236617,,,0.020121381905101352,,0.025908002111917888,,,,,,,,,,,,,0.017522704061647354,0.020121381905101352,,,,,,,,,,,,,,,,,,,0.020121381905101352,0.020121381905101352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01714665008109421,,,,,0.01483926881899763,,,,,,,,,,,,,,,,,,,0.01714665008109421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024314030930236617,,,,,,,,,,,,,,,0.024314030930236617,0.020121381905101352,,,,,,,,,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4225490200071284,,,,,,,,,,,,,,,,,,,,,,,,,,0.6611096473669597
