,leningrad,từng,có,bộ,bài,về,phát,xít,đức,hơn,nửa,thế,kỷ,trước,khi,mỹ,đưa,ra,các,nhà,lãnh,đạo,iraq,bị,truy,nã,gắt,gao,nhất,một,hoạ,sĩ,tên,là,ivan,kharkevich,đã,hoàn,thành,cỗ,ban,quốc,xã,gồm,36,con,nhằm,làm,quân,đội,mất,tinh,thần,in,những,khẩu,hiệu,chế,nhạo,thủ,lĩnh,và,đồng,minh,mục,đích,của,tác,giả,kích,động,binh,lính,thoái,lui,trong,cuộc,bao,vây,chấm,dứt,ngày,27,1,1944,tình,hình,mặt,trận,không,biến,chuyển,ý,tưởng,vẽ,giờ,91,tuổi,nhớ,lại,thức,thích,hợp,để,gây,rối,loạn,đối,phương,bắt,đầu,công,việc,vào,năm,1943,hai,được,phân,chia,bằng,vị,trí,mỗi,tiếng,nga,thơ,viết,câu,châm,biếm,giữa,trái,chống,mà,thể,giải,mã,xì,nhân,vật,giới,nghiệp,tài,chính,hậu,thuẫn,adolf,hitler,k,pích,còn,hermann,gring,joseph,goebbels,heinrich,himmler,q,nước,trục,liên,hungary,phần,lan,romania,với,độc,italy,benito,mussolini,j,người,đứng,lực,lượng,hải,toàn,biên,tập,quyết,định,kể,tuy,nhiên,ông,phác,thảo,tiên,mặc,dù,xác,nghiên,cứu,lâu,nhưng,khẳng,thời,gian,đó,ít,tháng,suốt,đêm,tay,cấp,trên,hạn,luôn,hỏi,han,thường,nhắc,rằng,phải,càng,sớm,tốt,tôi,rất,vội,vì,chiến,mọi,chuyện,cách,nhanh,chóng,nói,trẻ,gọn,thì,nổi,quá,trình,kéo,dài,tất,tấn,xô,rút,chúng,cần,nữa,ai,chơi,đang,ác,liệt,cả,thiết,kế,cho,biết,gốc,vẫn,thuộc,sở,hữu,tới,thập,1970,đại,diện,viện,bảo,tàng,phá,vòng,ở,kirovsk,khu,vực,thấy,triển,lãm,liền,mua,ngay,bán,hàng,loạt,20,nay,mới,nhìn,phẩm,mình,phóng,viên,ntv,mang,thú,nếu,từ,góc,độ,trị,kỳ,cục,vera,pozdnyakova,nó,bởi,họ,gia,tướng
18,,,,,0.028535223401850524,,,,,,,,,,,,,,0.028535223401850524,,,,,,,,,,,,,,,,,0.056117991655302554,,,,,,,,,,,,0.06829532796182239,0.06829532796182239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10145699535115885,,,,,,,,,,,,,0.07637116237916042,,,,,,,,,,,,,,,,,,0.08678272376318542,,,,,,,,0.08678272376318542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12654282832315727,0.12654282832315727,0.12654282832315727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,0.04869935776855625,,,,,,,,,,,0.041655707406329005,0.032781757421674745,,,,,,,,,,,,,,,,,,,,0.041655707406329005,0.041655707406329005,,,,,,,,,,,,,,,,,,,,,,,0.017573307753210504,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029614507579769755,,,,,,,,,,,,,,,,,,,,,,0.036658157941997005,0.041655707406329005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041655707406329005,,0.041655707406329005,,,,,,,,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.04869935776855625,0.121481115190231,0.0607405575951155,0.0607405575951155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,0.03206742380303003,,,,,,,,,,,,,,,0.03206742380303003,,,,0.019265266074811938,,0.03206742380303003,,,,,,,,,,,,0.03902590169246994,,,,,,,,,,,,,,0.020920604468107742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0436406642166631,,,,,,,,,,,,0.04959012786467738,,0.03525536616639256,,,,,,,,,,,,,,,0.05797542591494791,,,,0.0436406642166631,0.04959012786467738,0.07231018761323274,0.07231018761323274,0.05797542591494791,0.05797542591494791,0.05797542591494791,0.07231018761323274,0.05797542591494791,0.07231018761323274,0.05797542591494791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,0.06121962726033007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07450399414016988,,,,,,,,,,,,,,0.03993933580275115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11068035856490058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06730569904493126,,,,,,,,,,,,,,,,,,,0.08331399532272046,,,,,0.11068035856490058,0.11068035856490058,,0.11068035856490058,,,0.1380467218070807,0.1380467218070807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06942617901054834,,,,,,,,,,,,0.049357512632949595,,,,,,0.08116559628092708,,,0.06942617901054834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06942617901054834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08116559628092708,0.06942617901054834,,,,0.049357512632949595,,,,,,,,,,,,,,,,,,,0.061096929903328344,,,,,,,,,,,,,0.08116559628092708,0.10123426265852584,0.10123426265852584,0.10123426265852584,0.10123426265852584,0.10123426265852584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,0.022720059748555354,0.016305841943914583,,,,,,,,,,0.03206742380303003,,,,0.016305841943914583,,,,,,,,,,,,,,,,,,0.0436406642166631,0.04959012786467738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03902590169246994,,,,,,,,,,0.04959012786467738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04959012786467738,0.03902590169246994,0.0436406642166631,,0.05797542591494791,0.04959012786467738,0.05797542591494791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05797542591494791,,,,,,,,,,,,,,,,,,,,,,0.05797542591494791,0.05797542591494791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05797542591494791,,,,,,0.07231018761323274,0.07231018761323274,0.07231018761323274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,0.07438519179701608,,,,,,0.06546099632499465,,,,,,,,,,0.024458762915871877,,,,,,,,,,,,,,,,,,,,,,,0.0585388525387049,0.0585388525387049,,,,,,,,,,,,,,,,,,,0.031380906702161614,,,,,,,,,,,,,0.08696313887242187,,,,,,,,,,,,,0.06546099632499465,0.07438519179701608,,0.08696313887242187,0.08696313887242187,,,,,,,,,,,,,,,,,,0.07438519179701608,0.0585388525387049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1084652814198491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,0.059640156839957804,0.042802835102775785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09254533618678049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09254533618678049,,,,,,,,,,,,,,,,,,,0.11455674356874064,,,,,,,,,,,,,,,,,,,,,,,0.15218549302673828,0.18981424248473594,0.18981424248473594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,0.02014251063660037,,,,,,,,,,0.03961269999197828,,,,,0.05390905579705442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05390905579705442,0.06125839324460148,0.043550746440837874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06125839324460148,,,,,,,,,,,,,,,,,,,,,,,,,0.08932434940458162,0.08932434940458162,0.08932434940458162,0.08932434940458162,0.08932434940458162,0.08932434940458162,0.07161670260081801,0.07161670260081801,0.06125839324460148,0.08932434940458162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.03062919662230074,,,0.014032978079990072,0.010071255318300184,,,,,,,,0.035808351300409005,,0.01980634999598914,,,,,,,,,,,,,,,0.01980634999598914,,,,,,0.01980634999598914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024104233398290254,,,,,,,,,,,,0.03062919662230074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035808351300409005,,,,,,,,,,,0.03062919662230074,,0.04466217470229081,0.04466217470229081,0.04466217470229081,0.04466217470229081,0.04466217470229081,0.035808351300409005,0.04466217470229081,0.04466217470229081,0.035808351300409005,0.035808351300409005,0.035808351300409005,0.03062919662230074,0.03062919662230074,0.035808351300409005,0.035808351300409005,0.08932434940458162,0.04466217470229081,0.04466217470229081,0.04466217470229081,0.04466217470229081,0.04466217470229081,0.04466217470229081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,0.03180808364797749,0.022828178721480418,,,,,,,,,,,,,0.05463626236945791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08116559628092708,,,,,,,,0.02928884625535084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08116559628092708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049357512632949595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06942617901054834,0.06942617901054834,,,,,,,,,,0.10123426265852584,0.10123426265852584,0.10123426265852584,0.10123426265852584,0.10123426265852584,0.10123426265852584,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,0.019084850188786497,,,,,,,,,,,0.026936635994545228,,,,,0.036658157941997005,,,,,,,,,,0.053873271989090456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032781757421674745,0.04869935776855625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036658157941997005,,,,,,,,,,,,,,,0.041655707406329005,,,0.041655707406329005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036658157941997005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04869935776855625,0.04869935776855625,0.041655707406329005,,,,,,,0.04869935776855625,,,,,,,,,,,,,,,,,,,,,,,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.041655707406329005,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,,,,,,,,,,,,,,,
30,,,,0.019084850188786497,0.013696907232888252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041655707406329005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04869935776855625,,,,,,,,,,,,,,,,,,,,,,,0.032781757421674745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041655707406329005,,,,,,,,,0.04869935776855625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04869935776855625,0.04869935776855625,0.04869935776855625,0.041655707406329005,0.041655707406329005,0.04869935776855625,0.04869935776855625,,,,,,,,,,,,,,,,,0.041655707406329005,,,,,,,0.0607405575951155,0.0607405575951155,0.04869935776855625,0.04869935776855625,0.04869935776855625,0.04869935776855625,0.0607405575951155,0.0607405575951155,0.0607405575951155,0.0607405575951155,,,,,
31,,,,,,,0.10413926851582252,0.10413926851582252,,,,,,,,,,0.08195439355418688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08195439355418688,,,,,,,0.08195439355418688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10413926851582252,,,,,,,,,,,,,,,,0.12174839442139063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10413926851582252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15185139398778877,0.15185139398778877,,,
32,,,,,,,,,,,,,,,,,,,0.01902348226790035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05785514917545695,,,,,,,,,,,,,,,,0.05785514917545695,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06763799690077257,,,,,,,,,,,,,,,,,,,,,,,,,0.06763799690077257,0.05785514917545695,,,,,,,,,,,,,,0.045530218641214926,,,,,,,,,,,,,,,0.06763799690077257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13527599380154515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05785514917545695,,,,,,,,,0.06763799690077257,0.06763799690077257,0.06763799690077257,0.06763799690077257,,,,,,,0.08436188554877153,0.08436188554877153,0.08436188554877153
