,những,điểm,chính,trong,kết,luận,điều,tra,hutton,về,cái,chết,của,tiến,sĩ,kelly,chuyên,gia,vũ,khí,đã,tự,quyết,định,số,phận,và,không,có,bên,thứ,ba,liên,quan,ai,thể,dự,tính,nhà,khoa,học,sẽ,sát,vì,sức,ép,mà,ông,phải,chịu,đựng,dễ,để,người,khác,giúp,đỡ,hay,khuyên,bảo,nhóm,chắc,chắn,nhân,tố,đưa,đến,làm,như,vậy,cảm,thấy,bị,mọi,mất,lòng,tin,ghét,bỏ,công,việc,mình,đang,gặp,nguy,hiểm,sự,nghiệp,nhấn,chìm,bản,phóng,viên,bbc,andrew,gilligan,rằng,downing,street,biết,tuyên,bố,iraq,triển,khai,huỷ,diệt,vòng,45,phút,sau,khi,lệnh,là,sai,một,cáo,buộc,nghiêm,trọng,tấn,vào,liêm,phủ,cũng,uỷ,ban,tình,báo,chung,jic,được,ra,dựa,trên,các,cơ,london,cho,đáng,cậy,dù,nguồn,đó,này,chứng,tỏ,thì,vẫn,vô,căn,cứ,xác,nói,gì,với,đúng,hệ,thống,biên,tập,khuyết,phát,sóng,xem,giám,đốc,kiểm,ghi,lại,cuộc,phỏng,vấn,thiếu,sót,biện,pháp,đơn,kiện,quản,trị,hoạt,động,cách,thích,quá,trình,chuẩn,tài,liệu,mong,muốn,hồ,sơ,càng,thuyết,phục,tốt,thủ,tướng,tony,blair,sử,dụng,ngôn,từ,mạnh,bạo,hơn,chủ,tịch,john,scarlett,dồn,thế,đảm,nội,dung,nhất,quán,tức,ta,thêm,mắm,muối,nếu,hiểu,văn,soạn,thảo,lý,do,gây,chiến,saddam,mức,phép,tuy,nhiên,bối,cảnh,thông,hoặc,hề,lược,ngầm,lộ,tên,cần,xuất,hiện,trước,đối,ngoại,chức,nguyện,giấu,kín,che,đậy,sắp,tiết,sở,bộ,quốc,phòng,anh,bước,đi,nhằm,xử,giới,chí,chỉ,nguyên,căng,thẳng
10,,,0.020068666377598746,,,,0.02493960090020668,,,0.02493960090020668,,,,0.020068666377598746,0.020068666377598746,0.012265892843153148,,,,,,,,,,,,0.022214311935692163,,,,,,0.028169934667141894,,,,,,,,,,,,,,,,,,,,,,,,0.032334559220751895,,,,,,,,,,,,,,,,,,,0.013525511539466472,,,,,,,,,,,,,,,,,,,0.016430517396763145,0.02493960090020668,,,0.03820426785594126,0.032334559220751895,0.02230022603195252,,,,,,,0.032334559220751895,0.032334559220751895,,,,0.03286103479352629,0.032334559220751895,,,,,,,,,0.02493960090020668,,,,0.02230022603195252,0.020068666377598746,,,,,,,0.028169934667141894,0.028169934667141894,,,,,,,0.03820426785594126,,,,,,,,,,0.028169934667141894,,0.020068666377598746,0.04823860104474064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.04408184752608608,0.02315615351261394,,,,,,,,,,0.037916578607914954,,,,,,,,0.014152953280561325,,,,,,,0.012815949193668555,0.01042564508794377,,,,,,,,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01560635946861516,,,,,,,,,,,,,,0.05146206007373658,,,0.02573103003686829,,0.018958289303957477,,,,,,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,,,,0.02573103003686829,,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,,,,,,,,0.05565992428239305,0.05565992428239305,0.1113198485647861,0.08816369505217216,0.05565992428239305,0.05565992428239305,0.05565992428239305,0.05565992428239305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.03740940135031002,,,0.027203402217513786,,,,0.03740940135031002,,,,,,0.03010299956639812,0.03010299956639812,0.01839883926472972,,,,,0.01839883926472972,,,,,,,0.016660733951769122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03345033904792878,,0.02464577609514472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03345033904792878,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0573064017839119,,,,,,,,,,,0.0573064017839119,0.0573064017839119,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,0.036271202956685046,,,0.04987920180041336,0.04987920180041336,,,,,,,,,,,,,0.024531785686306297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04460045206390504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04460045206390504,,,,,,,,,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07640853571188252,0.07640853571188252,,,,,,,0.09647720208948128,0.07640853571188252,0.09647720208948128,0.09647720208948128,0.09647720208948128,0.09647720208948128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,0.03740940135031002,0.03740940135031002,,,,,0.02464577609514472,,,,,,,,0.01839883926472972,,,,,,,0.016660733951769122,,,,,,,,0.02028826730919971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048501838831127846,0.048501838831127846,0.03345033904792878,,0.02464577609514472,,,,,,,,,,,,,,,,,,,,0.03345033904792878,,,,,,,,,,,0.03345033904792878,,,,,,,,,0.04225490200071284,,,,0.04225490200071284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,0.07235790156711096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,0.02078300075017223,,,0.013692097830635953,,,,,,,,0.010221577369294289,,,,,,,,0.015059265127029887,,,,,,,0.01127125961622206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023474945555951577,,,,,0.012421056426172755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026945466017293244,,,,,,,,,,,,,0.018583521693293765,,,,,,,,,,,,,,,0.026945466017293244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.03183688987995105,0.03183688987995105,0.04019883420395053,0.04019883420395053,0.026945466017293244,0.023474945555951577,0.08039766840790107,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.03183688987995105,0.04019883420395053,0.04019883420395053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0241350976453613,,0.008744089428598,,,,,0.02726122709723409,,,,,,,,,,,,,0.02726122709723409,,0.03697187211865283,,,,,,,,,,,0.03697187211865283,,,,,,,,,,,,,0.014424452623942555,,,,0.013089204715612715,,,,,,,,,,,,,,,,,,,,0.0241350976453613,,,,,,,,,,,,,,,,,,,,,,,,,0.03129150892330829,,,,,,0.021580863901889534,0.019421290042837495,,0.03129150892330829,0.0241350976453613,,,,,0.02726122709723409,,,,,,,,0.02726122709723409,,,,,,,,,,,0.019421290042837495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03129150892330829,0.02726122709723409,,,,,,,,,,,,,,,,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,0.046682517140071586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,0.009945318521475526,,,,,,,,0.007326128980717243,,,,,,,0.01096663097794579,,,,,,,,,,,,,,,,,0.02284048756795289,0.026217210178988024,,,,,,,,,,,,,0.030976433396709135,0.02284048756795289,,,,,0.012085352198438358,,,,0.01096663097794579,,,,,,,,,,,,,,0.018081264350231774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018081264350231774,0.0162718916575125,,,0.020221298027194606,,,,,,,0.02284048756795289,,,,,,0.02284048756795289,,,,,,,,,0.02284048756795289,,0.0162718916575125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026217210178988024,0.02284048756795289,,,,,,,,,,,,,0.030976433396709135,,,,,,,,,,,,,,,0.039112379225465385,0.06195286679341827,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.030976433396709135,0.039112379225465385,0.039112379225465385,0.039112379225465385,0.039112379225465385,0.039112379225465385,0.039112379225465385,0.030976433396709135,0.039112379225465385,0.039112379225465385,0.039112379225465385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.020221298027194606,,,0.014704541739196641,,,,,,,,,0.013322041132510658,,,,,,,,,,,,,,,0.009005802136091418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012085352198438358,,,,0.03289989293383737,,,,,,,,,,,,,,0.018081264350231774,,,,,0.013322041132510658,,,,,,,,,,,,,,,,,,0.026644082265021317,0.026217210178988024,,,,,,,0.026217210178988024,,,,,,0.018081264350231774,0.0162718916575125,,,0.04044259605438921,,,,,,,0.04568097513590578,0.02284048756795289,0.026217210178988024,,,,,,,,0.030976433396709135,,,,,,,,,,,,0.030976433396709135,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030976433396709135,0.030976433396709135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06195286679341827,0.030976433396709135,0.030976433396709135,,0.030976433396709135,,,,,,,,,,,0.039112379225465385,0.039112379225465385,0.039112379225465385,0.039112379225465385,0.030976433396709135,0.039112379225465385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0704165031289849,,,0.10688400385802861,0.1207282914306081,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1207282914306081,,,,,0.16373257652546255,0.16373257652546255,0.16373257652546255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,0.050171665943996864,,,,,,,,,,,,,0.03066473210788287,,,,,,,,,,,,0.0277678899196152,0.02258889769054483,,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06234900225051669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09551066963985316,,,,,,,,,,0.12059650261185159,0.12059650261185159,0.12059650261185159,0.08083639805187973,0.06234900225051669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,0.05473272648436022,0.05473272648436022,0.033452435026781316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10419345778893073,0.060818798268961416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13155982103111083,0.13155982103111083,0.13155982103111083,0.13155982103111083,0.10419345778893073,0.13155982103111083,,,,,,,,,,,,,,,,,,,,,,,
22,,,0.02229851819733194,,,,,,,0.027710667666896307,,,,,,,,,,,0.01362876982572572,0.031299927407935434,,,,,,,0.01003951008468659,,,,,,,0.015028346154962747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03312281713646068,,,,0.015028346154962747,,,0.024778028924391685,0.031299927407935434,,,0.042449186506601407,,,,,,,,,,,,0.018256130440847937,,,,,,,,,,,,,,,,,,0.018256130440847937,,0.024778028924391685,0.027710667666896307,0.031299927407935434,,,,,,0.027710667666896307,,,,,,,,,,,,,,,,,,,,,,,,0.042449186506601407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042449186506601407,,,,,,,,,,,,,,,,0.042449186506601407,,,,,,,,,,,,,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,,,,,,,,,,,,,,,,,
23,,,0.04013733275519749,,,,,,,,,,,,,0.024531785686306297,,,,,,,,,,,,,0.018071118152435863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027051023078932944,,,,0.05633986933428379,,,,,,,,,,,,,,,,0.04987920180041336,,,,,,,,,,,,,,,,,0.03286103479352629,,,,,,,,,,0.04987920180041336,,,,,,,,0.04987920180041336,,,,,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06466911844150379,0.04987920180041336,,,,,,,,,,,,,0.09647720208948128,0.09647720208948128,0.09647720208948128,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,0.01839883926472972,,,,,0.01839883926472972,,,,0.0573064017839119,,,,0.0135533386143269,,,,,,,,,,,,,,,,,,,0.03345033904792878,,,,,,,,0.0573064017839119,0.0573064017839119,,,,,,,,,,,,,,,,0.022357901567110962,,,,,,,0.03345033904792878,,,,,,,,,,,,,,,,,,,,,,0.03345033904792878,,,,,,,,,,0.04225490200071284,,,,0.03345033904792878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03740940135031002,,,,,,,,,,,,,,,,0.048501838831127846,0.048501838831127846,0.048501838831127846,0.048501838831127846,0.07235790156711096,0.07235790156711096,0.07235790156711096,,,,,,,
