,british,airways,hủy,các,chuyến,đi,washington,ảrập,xêút,ngày,thứ,hai,liên,tiếp,bay,ba,223,tuyến,london,bị,bỏ,vào,giờ,chót,hôm,sáu,vì,lo,ngại,khủng,bố,đó,chiếc,phi,cơ,263,riyadh,cũng,không,được,phép,cất,cánh,năm,là,223này,còn,đêm,tư,hành,khách,trên,này,chiến,đấu,áp,tải,đến,tận,sau,nhân,viên,an,ninh,lên,kiểm,tra,máy,và,chất,vấn,những,người,khoang,mấy,tiếng,đồng,hồ,nguyên,do,quan,chức,mỹ,cho,rằng,một,kẻ,tình,nghi,đã,tìm,cách,trong,cả,2,để,cướp,lao,nó,mục,tiêu,tại,tuy,nhiên,vật,xuất,hiện,ở,sân,heathrow,đang,chuẩn,mới,nhận,thông,báo,ngỏ,ý,chuyển,300,sang,khác,nhưng,số,cảm,thấy,bực,bội,âu,deepa,menon,28,tuổi,sinh,luật,từ,dc,biết,tôi,rất,mình,hiểu,có,lý,ước,gì,chúng,trước,chuyện,xảy,ra,giải,thích,động,theo,lời,khuyên,của,chính,phủ,anh,nhà,phân,tích,quốc,phòng,paul,beaver,xét,lệnh,dựa,tin,cấp,độ,cao,ông,thể,al,qaeda,hay,nhóm,căn,cứ,châu,dự,định,tòa,hoặc,nổ,tung,quyết,muộn,như,vậy,chứng,tỏ,phút,thắt,chặt,biện,pháp,khi,mức,cảnh,nước,nâng,màu,da,cam,nhì,đỏ,ảnh,hưởng,dịp,giáng,6,paris,los,angeles,aeromexico,mexico,city,chậm,lại,công,tác,bổ,sung
10,,,,,,,0.030713442703210043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06093944516711425,,,,0.06093944516711425,,,,,,,,,,,,,,,,,,,,,,0.051156597441798624,,0.04421555651911529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06093944516711425,,,0.0776633338151132,0.0776633338151132,0.0776633338151132,0.0776633338151132,0.06093944516711425,0.0776633338151132,0.034432708793799664,0.0776633338151132,0.06093944516711425,0.06093944516711425,0.0776633338151132,0.0776633338151132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388316669075566,,,,,0.06093944516711425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051156597441798624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06093944516711425,,,,,,,,,,,,,,,0.06093944516711425,0.1218788903342285,,,0.0776633338151132,0.051156597441798624,0.0776633338151132,0.0776633338151132,0.1218788903342285,0.0776633338151132,0.0776633338151132,0.06093944516711425,0.06093944516711425,0.06093944516711425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,0.027426717193370205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05376692341046299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061221539795698096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10753384682092598,0.10753384682092598,0.08437769330831205,0.08437769330831205,0.10753384682092598,0.10753384682092598,0.0708322118424904,0.10753384682092598,0.10753384682092598,0.10753384682092598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046040937697618765,,,,,,,,,,,,,,,,,,,,0.05484550065040283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05484550065040283,0.05484550065040283,0.046040937697618765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05484550065040283,,,,,,,,0.05484550065040283,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.05484550065040283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,0.008854410072900356,,,,,,,0.022107778259557644,,,,,,,,0.025578298720899312,0.025578298720899312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022107778259557644,0.022107778259557644,,,,,,,,,,,,,,0.025578298720899312,0.025578298720899312,,0.04421555651911529,,,,,,,,,,,0.030469722583557124,0.030469722583557124,0.06093944516711425,,,,,,,,,0.051156597441798624,,,,,,,,,,,,,,,,,,,,,0.030469722583557124,,,,,,,,,,,,,,0.051156597441798624,,,,,,,,,,,,0.030469722583557124,,,,,,,0.030469722583557124,,,,,,,,,,,,,,0.0388316669075566,0.0388316669075566,0.0388316669075566,0.0388316669075566,0.0388316669075566,0.0388316669075566,0.0388316669075566,0.0388316669075566,0.0388316669075566,0.0388316669075566,0.030469722583557124,0.0388316669075566,0.0388316669075566,0.0388316669075566,0.0388316669075566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.02112845234441489,,0.011991046333038075,,,,,,,,,,0.01517898869640061,,,,,,0.02112845234441489,0.03789904844495596,,0.05223381014324078,,,,,,,,0.0332842859207628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03789904844495596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04384851209297025,,,0.05223381014324078,,,0.05223381014324078,0.05223381014324078,0.05223381014324078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05223381014324078,,,,,0.0665685718415256,0.0665685718415256,0.0665685718415256,0.0665685718415256,0.0665685718415256,0.0665685718415256,0.0665685718415256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.014312822555893959,,,,,,,0.011501526564961697,,,,,,,,,,,,,,,,,,,0.029703830772657265,0.029703830772657265,,,,,,,,,0.022547419494710286,,,,,,,,,,,,,0.03538419396800182,,,,,,,0.05940766154531453,,,0.02567354894658307,0.02567354894658307,0.02567354894658307,,,,,,,,,,,,,,,,,,0.029703830772657265,,,,,,,0.02567354894658307,,,,,,,,,,,,,,,,,,0.029703830772657265,,,,,,,,0.029703830772657265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03538419396800182,,,,,,,,,,,,,,,,,,,,,,,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.09018967797884114,0.04509483898942057,0.04509483898942057,0.04509483898942057,0.04509483898942057,,,,,,,,,,,,,,,,,
17,,,0.019291195618813598,0.019291195618813598,0.02189669330380866,,,,,,,,,,0.02771815327168807,,,,,0.03460347901495979,0.019291195618813598,,,,,,,0.040035597997929356,0.047691739696002454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03460347901495979,0.03460347901495979,,,,,,,,,,,,,,,,0.040035597997929356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047691739696002454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06078000037704512,0.06078000037704512,0.06078000037704512,0.06078000037704512,0.06078000037704512,0.06078000037704512,0.047691739696002454,0.047691739696002454,,,,,,,,,
18,,,0.027731093702044546,,0.015738248312112475,0.03873679739302462,,,,,0.02228420771961329,,,,0.019922422664025802,,,,,0.02487125054200235,0.027731093702044546,,,,0.027731093702044546,,,,,,,,,,,,,,,,,,,,,,,,0.05755117212202345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03873679739302462,,,,,,,,,,,,,,,,,,,,,,0.05755117212202345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06855687581300353,0.06855687581300353,0.08737125054200236,0.08737125054200236,0.08737125054200236,,,,,,
19,,,,,0.019370151768753816,,,,,,0.027426717193370205,,,,0.024519904817262527,0.027426717193370205,0.05376692341046299,,,0.030610769897849048,,,,,0.03413057686405483,,,,,,,,,,,,,,,,,,,,,,,,0.0708322118424904,,,,,0.08437769330831205,0.08437769330831205,0.08437769330831205,0.08437769330831205,,,,,,,,,,,0.061221539795698096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,0.036974791602726056,,,,,,,,,,,,,,,,0.06632333477867293,,,,,,,,,,,,,0.09140916775067137,0.06632333477867293,0.06632333477867293,,,,,,,,,,,,,,,0.0582475003613349,0.06632333477867293,,,,,,,,,,,,,,,0.07673489616269794,0.07673489616269794,,,0.09140916775067137,0.09140916775067137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,0.03413057686405483,,0.019370151768753816,0.04767605832987646,0.042526305281367756,,,,0.027426717193370205,,,,,0.027426717193370205,0.05376692341046299,,0.05376692341046299,0.030610769897849048,0.03413057686405483,,,,0.03413057686405483,,,,,,,,,,,,,,,,,,,0.0708322118424904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04767605832987646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,0.01259059864968998,,0.02764209843288904,,,,0.017827366175690633,,,,0.01593793813122064,0.017827366175690633,,,,,,,,,0.02218487496163564,,0.046040937697618765,,,,,,,,,,,,,,,,,0.046040937697618765,,,,,,,,,,,,,,,,,,,0.03979400086720376,0.03979400086720376,,0.046040937697618765,0.046040937697618765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0309894379144197,,,,,,,,,,,,,,,,,,,,,,0.046040937697618765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189,0.06989700043360189
23,,,0.03413057686405483,,0.019370151768753816,0.04767605832987646,0.042526305281367756,,,,0.027426717193370205,,,,,0.027426717193370205,0.05376692341046299,,0.05376692341046299,0.030610769897849048,0.03413057686405483,,,,0.03413057686405483,0.061221539795698096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04767605832987646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,0.03413057686405483,,0.019370151768753816,0.04767605832987646,,,,,0.027426717193370205,,,,,0.027426717193370205,,,0.05376692341046299,0.030610769897849048,0.03413057686405483,,,,0.03413057686405483,0.061221539795698096,,,,,,,,,,0.08437769330831205,0.08437769330831205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04767605832987646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
