,cha,đẻ,hạt,nhân,pakistan,lập,chợ,đen,như,thế,nào,1,trong,cái,nóng,ẩm,tháng,8,ở,malaysia,khi,5,container,lớn,chứa,toàn,thiết,bị,máy,ly,tâm,được,chuyển,lên,một,con,tàu,eo,biển,malacca,các,điệp,viên,tình,báo,mỹ,cuối,cùng,đã,lần,ra,dấu,vết,mạng,lưới,của,nhà,khoa,học,abdul,qadeer,khan,trước,đó,cục,trung,ương,cia,thâm,nhập,vào,cơ,khí,chính,xác,scomi,theo,dõi,quá,trình,sản,xuất,móc,tinh,vi,cần,để,làm,giàu,uranium,dùng,bom,vệ,do,thám,việc,vận,tới,dubai,số,hàng,dán,nhãn,là,sử,dụng,và,bbc,mà,quốc,thuê,đức,đi,qua,kênh,đào,suez,libya,từ,washington,lệnh,bắt,giữ,phương,tiện,kết,quả,vụ,buôn,bán,kế,ít,nhất,3,nước,iran,chdcnd,triều,tiên,sáng,tỏ,nó,cũng,cho,thấy,hạn,chế,cộng,đồng,tế,kiểm,soát,sự,phổ,biến,vũ,người,ta,vẫn,chưa,biết,hoàn,quy,mô,táo,tợn,bất,hợp,pháp,rõ,liệu,quân,đội,hay,phủ,vốn,ủng,hộ,nghiên,cứu,tiến,sĩ,có,loã,với,những,hành,động,ông,này,không,tuy,nhiên,điều,ràng,ngày,gần,đây,hùng,nổi,cách,30,năm,khẩu,bí,mật,xây,dựng,dần,mình,thành,trên,thị,trường,thật,đáng,kinh,ngạc,bạn,về,hệ,thống,chúng,từng,đến,quan,chức,cao,cấp,đầu,khai,thác,lẻ,tẻ,phát,triển,kho,thực,rồi,tạo,vật,câu,chuyện,cuộc,phỏng,vấn,châu,lục,islamabad,kuala,lumpur,thủ,đô,đường,phố,nơi,nhiều,ký,vienna,năng,lượng,nguyên,tử,iaea,lộn,tìm,hiểu,tháo,ngòi,mối,đe,doạ,tựu,lại,tập,tổ,gồm,kỹ,sư,doanh,hoạt,giữa,ranh,giới,khó,định,đôi,công,lúc,thì,ngấm,ngầm,lúng,túng,hiệp,ước,cấm,nghệ,lĩnh,vực,ăn,thập,kỷ,1980,mua,gấp,chương,còn,thừa,khác,chú,ý,sau,nhận,khách,bộ,sơ,tra,gói,túi,đồ,hãng,giặt,khô,bài,biểu,nhằm,hôm,11,2,tổng,bush,rằng,thậm,chí,thô,xử,lý,đứng,trắng,diện,trợ,bukhari,sayed,abu,tahir,phụ,trách,tài,rửa,tiền,khẳng,sắp,đặt,đối,tác,lâu,peter,griffin,anh,cung,hai,thời,kỳ,cứ,thứ,gì,thể,gửi,tôi,tất,cả,phép,ty,nguyễn,hạnh,nyt
10,,,,,,,,,,,,,,,,,,,,,0.030726357377535488,,,,,,,,,,,,,,0.016514214210677003,,,,,,,,,,,0.030726357377535488,,,,,,,,,,,,,,,,,,0.030726357377535488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018148410302129686,,,,,0.0351884551135462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01503590402645468,,,,,,,,,,,,,,0.030726357377535488,,0.0351884551135462,0.09217907213260645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027265285484390615,,,,,,,,,,,,,,,,,,,,,0.052228499924962715,0.0414774286512491,0.052228499924962715,0.052228499924962715,0.052228499924962715,0.030726357377535488,0.052228499924962715,0.0414774286512491,0.0414774286512491,0.052228499924962715,0.0414774286512491,0.0351884551135462,0.030726357377535488,0.052228499924962715,0.0414774286512491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.023097976748165057,0.015838847526914515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021018090813588915,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021018090813588915,,,,,,,,,,,0.02805908899475906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023097976748165057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08957061301629941,,,,,,,,,,,,,,0.04478530650814971,,,0.031102124887059657,,,,,,,,,,,,,,,,,,,,,,,,,0.039106273025954257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052789454647044314,0.052789454647044314,,,,,,,,,,,,,,,,0.04478530650814971,0.052789454647044314,0.06647263626813436,0.06647263626813436,0.06647263626813436,0.052789454647044314,0.06647263626813436,0.06647263626813436,0.06647263626813436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,0.01659307836152949,,,,,,,,,,,,,,,,,,,,,,,0.053267429610191666,0.029395236089747583,,,,,,,0.04403790456180534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036353713979187484,,,,,,,,,,,,,,,,,,,,,,,,,,0.08193695300676129,,,,,,,,,,,,,,,,0.05530323820166547,,,,,,,,,,,,,,0.029395236089747583,0.040968476503380646,,,,,,,,,,,,,0.020047872035272907,,,,,,,,,,,,,,0.040968476503380646,,,,,,,,,,,,,,,,,0.05530323820166547,,,,,,,,,,,,,,0.029395236089747583,,,,,,,,,,,,0.05530323820166547,,,,,,,,,,,,,,,,,,,0.040968476503380646,,,,,,,,,,,,,,,,,,,0.05530323820166547,0.06963799989995029,0.05530323820166547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,0.01683142032224601,,,,,,,,,,,,0.008946376201227525,0.009916619529207428,0.01427937308955498,,,,,,,0.019833239058414855,,,0.01427937308955498,0.01427937308955498,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03366284064449202,,,,,,,,,,,,,,,0.011064173819752714,,,,,,,,,,0.01427937308955498,0.01789275240245505,0.012468666761898459,,,,,,,,0.022093716889549184,,,0.012468666761898459,,,,,,,,,0.04283811926866494,0.01683142032224601,,,,,,0.01683142032224601,,,,,,,,0.01683142032224601,,,,,,,,,,,,,,,0.012468666761898459,0.01427937308955498,,,,,,,,,,,,,,,,,,0.012468666761898459,,,,,,,,,,,,,,,,,,0.012468666761898459,,,,,,,,,,,0.01683142032224601,0.01683142032224601,,0.01683142032224601,,,,,,,,,,,,0.01427937308955498,,,,,,,,0.012468666761898459,,,,,,0.02855874617910996,,,,,,,,,,,,,,,0.01683142032224601,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.01683142032224601,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.042388347765187136,0.01427937308955498,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.01683142032224601,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.01683142032224601,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,0.021194173882593568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.007584410275516883,0.010401631211705054,,,,,0.01733385077962649,0.01733385077962649,0.01733385077962649,,,,,,,,,,0.012840865769716324,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008347880759806157,,,,,,,,0.007584410275516883,0.011394447665118466,0.011394447665118466,,,0.0069014626552083,0.01733385077962649,,,0.01470562303252677,,,,,,,,,0.01733385077962649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015168820551033767,,,0.012840865769716324,,,,,,,,,,,,,,,,,,,0.01470562303252677,0.009213432207234317,,,,,,,,,,,,,,0.006283661384190016,0.01470562303252677,,,,,0.01470562303252677,,,,,,,0.009213432207234317,,,,,,,,,,0.01470562303252677,0.03852259730914897,0.03466770155925298,,,,,,,,,,,,,,,,,0.025681731539432647,,0.01470562303252677,0.009213432207234317,,0.01470562303252677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01733385077962649,,,,0.012840865769716324,,,,0.01733385077962649,,,,,,,,,,,,,,,,,,,,,,,,,,0.01470562303252677,,,,,,,,,,,,,,,,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.01470562303252677,0.01470562303252677,0.01733385077962649,0.021826835789536658,0.03466770155925298,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.01470562303252677,0.01733385077962649,0.02941124606505354,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.021826835789536658,0.021826835789536658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.017830017138934427,0.01222647879270594,0.01200432890377741,,,,,,,,0.009812421243982676,,,,,,,,,,,,,,0.009812421243982676,0.010829823822538583,,,,,,,,,,,,,0.02400865780755482,,,,,,,,,,0.017285556897882342,,,,,,,,,,,0.008112245577174668,,,,,,,,,0.02037487723219254,,,,,,0.0133934735712796,,,0.02037487723219254,,,,,,0.02037487723219254,,0.015093649238087608,,,,,,,,,,,,0.030187298476175215,,,,0.008915008569467213,,,,,0.017285556897882342,,,,,,,,,,,,0.02037487723219254,0.017285556897882342,,,,,,,,0.010829823822538583,,,0.017285556897882342,,0.02037487723219254,0.02037487723219254,,,,,,,,0.0073860581182584395,,,,,,,,,,0.02037487723219254,0.017285556897882342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015093649238087608,,0.02037487723219254,0.017285556897882342,0.010829823822538583,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02037487723219254,,,,,,,,,0.02037487723219254,0.017285556897882342,0.015093649238087608,,,0.017285556897882342,,,,,,,,,0.02037487723219254,,,,,,,,,,,,,,,,,,0.017285556897882342,,,,,,,,,,,,,,,,,,,,,,,,,0.02037487723219254,,,,,0.02037487723219254,,,,,,,,,,,,0.025656105226297472,0.025656105226297472,0.025656105226297472,0.02037487723219254,0.02037487723219254,0.025656105226297472,0.025656105226297472,0.025656105226297472,0.025656105226297472,0.015093649238087608,0.025656105226297472,0.02037487723219254,0.025656105226297472,0.025656105226297472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03631176222851172,,,0.027199882229350356,,,,,,,,,,,,,,,,,,,0.04024980867737132,0.04024980867737132,0.018604115424748126,0.02989149932115478,0.04490752903311395,0.04490752903311395,,,,,0.05060811803358786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057957455481134915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06831576483735145,0.06831576483735145,0.057957455481134915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06831576483735145,,,0.08602341164111506,0.06831576483735145,0.08602341164111506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,0.03178312074771915,0.03608438780045242,0.019912901867248364,0.027752838921644957,0.0374634839430637,0.0374634839430637,,0.0220724757263004,,,,,,,,0.0220724757263004,,,,,,0.0374634839430637,0.0374634839430637,,,,,,,,,,,,,,0.014916064448353422,,,,,,,,,,,0.019912901867248364,,,,,,,,,,,,,,0.02462670946977217,0.027752838921644957,0.0374634839430637,0.03178312074771915,,,,,,,,0.03982580373449673,,,,,,,,,0.016392112530955846,,,,,,,,,,,0.02462670946977217,0.03178312074771915,,,,,,,,,,,0.019912901867248364,0.027752838921644957,,,,,,,,,,,,,0.013580816540023582,,,,,,,,,,,,0.0220724757263004,,,,,,,,,,,,,,,,,,,,,,,,,0.027752838921644957,0.03178312074771915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09434825792896491,0.047174128964482455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,0.024317739604652718,,,,,,0.03740600028569538,,,,,,,,0.024317739604652718,,,,,0.026839128603682576,,,,,,,,,0.05949971717524456,,,,,,,,0.024317739604652718,,,,,,,0.013750867922639918,0.022093716889549184,,,,,,,,,,,,,,,,0.026839128603682576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03740600028569538,,,,,,,,,,,,,,0.04283811926866494,,,,,,,,,,,0.02974985858762228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03319252145925814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050494260966738036,,,,,,,,,,,,,,,,,0.050494260966738036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04283811926866494,0.0635825216477807,0.0635825216477807,0.0635825216477807,0.050494260966738036,0.0635825216477807,0.0635825216477807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,0.01337251285420082,0.009169859094529454,,,,,,,,,0.029437263731948028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022640473857131412,,,,,,,,0.018006493355666117,0.018006493355666117,0.008322893742650477,,,,,,0.012168368365762001,,,,,,,,,,,0.016244735733807875,,,,,,,,,,,,,,0.0200902103569194,,,0.025928335346823515,,0.022640473857131412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016244735733807875,,,,,,,,,,,,,,0.011079087177387658,,,,,,,0.03056231584828881,0.03056231584828881,,,,0.018006493355666117,,,,,,,,,,,,,,,0.025928335346823515,,,,,,,,,,,,,,,,,,,,,,0.025928335346823515,,,,,,,,,,,,,,,,,,0.03056231584828881,,,,,,,,,,,0.03056231584828881,,,,,,,,,,,,,0.03056231584828881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022640473857131412,,,,,,,,,,,,,,,,,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03056231584828881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,0.010248666046827039,,,,,,,,,,,,,,,0.02530405901679393,,,,,,,,,,,,,,,,0.013599941114675178,,,,,,,,,,,,,,,,,,,0.02012490433868566,0.02012490433868566,0.009302057712374063,0.01494574966057739,,,,,0.013599941114675178,,,,,,,,,,,,0.022453764516556975,,,,,,,,,,,,,,,,,,,,,,,,,0.02530405901679393,,,,,0.02989149932115478,,,0.01494574966057739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012382509198256796,,,,,,,,,,,,,0.03631176222851172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028978727740567457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03415788241867573,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02530405901679393,,,,,,0.03415788241867573,,,,,,,,,,,,,,,,,,,,,,,,0.03415788241867573,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.04301170582055753,0.03415788241867573,0.04301170582055753,0.04301170582055753,0.04301170582055753,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,0.021778415349507457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,,,,,,0.034956750681688284,,,,,,,,,,,,,,,,,,,,,,,,,0.047714249597683576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047714249597683576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053771125410687105,,,,,,,,,,,,,,,,,,,0.053771125410687105,,,,,,,,,,,,,,,,,0.053771125410687105,,,,0.038581247367793704,0.053771125410687105,,,,0.047714249597683576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07258550013968593,0.09139987486868476,0.07258550013968593,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028899874868684755,,,,,,,,,,,,,,,,,,,,,0.019766872638794883,,,,,,0.028899874868684755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03175971802872695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038581247367793704,,,,,,,,,,,,,,,,,,,,,,,,0.053771125410687105,0.06157979644870585,,,,,,,,,,,,,,,,,,,,,0.07258550013968593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,0.06157979644870585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07258550013968593,0.07258550013968593,0.09139987486868476,0.09139987486868476,0.06157979644870585,0.07258550013968593,,,,,,,,,,,,,,,,,
23,,,0.02032621953838525,0.013938185823684772,0.0273698699006125,,,,,,,,0.022372320436280502,,,,,,,,,,,,,,0.022372320436280502,0.024691998315387972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02032621953838525,0.03053711974251749,0.03053711974251749,,,,,,,,,,,,,,0.024691998315387972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02032621953838525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016840212509629242,,,,,,,,,,,,0.0273698699006125,0.024691998315387972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024691998315387972,0.034413520262839746,,,,,,,,,,,,,,,,,0.04645472008939899,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04645472008939899,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,,,,,,,,,,,,,
24,,,,,0.08553084343941406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07716249473558741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02631283204629569,,,,,,,,,,,,,,,,,0.053771125410687105,,,,,,0.06157979644870585,,,,,,,,,,,,,,,,0.07258550013968593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,,,,,,0.09139987486868476,0.09139987486868476,0.07258550013968593,0.09139987486868476,0.1827997497373695,0.07258550013968593,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038581247367793704,,,,,,,,,,,,,,,,,0.034956750681688284,,,,,,,0.019766872638794883,0.03175971802872695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,0.038581247367793704,,,,,,,,,,,,,,0.02631283204629569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053771125410687105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07258550013968593,,,,,,,,,,,,0.07258550013968593,,,,,,,,,,0.07258550013968593,0.09139987486868476,0.09139987486868476,0.09139987486868476,,,,
26,,,,0.011615154853070643,,,,,,,,,,,,,,,0.028677933552366457,,,,,,,,,,,,,,,,0.015413266596631869,0.03284255810597645,0.028677933552366457,,,,0.022808224917177083,,0.03284255810597645,,,,,,,,,,,,,0.010542332074023938,,,,,,,,,,,,,,,,,,,,,0.02544759978543124,,,,,,,,,,,,,,,,,,,,,0.02057666526282331,0.028677933552366457,0.028677933552366457,0.03284255810597645,,,0.016938516281987708,,,,,,,,,,,,,,0.02544759978543124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03284255810597645,,,,,,,,,,,,,,,,,,,,,,,0.02544759978543124,,,,,,,,,,,,,,,,,,0.03284255810597645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038712266741165825,,,,,,,,,,,,,,,,0.03284255810597645,0.03284255810597645,,,,,,,,,0.03284255810597645,,,,,,,,,,,,,,,,,,,,0.028677933552366457,,,,,,,,,,0.03284255810597645,,,,0.038712266741165825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038712266741165825,0.038712266741165825,0.038712266741165825,,,0.03284255810597645,,,,,,,,,,,,,,,0.048746599929965204,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04887476767966517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061452714755070977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703769102270924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829548573024982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061452714755070977,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04409285413462138,0.061452714755070977,0.0703769102270924,0.0829548573024982,0.0703769102270924,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061452714755070977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703769102270924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829548573024982,,,,,,,,,,,,,,,0.0829548573024982,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1908569983907343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.365599499474739,0.365599499474739,0.365599499474739
