,dự,thảo,hiến,pháp,iraq,tạo,lập,thế,cân,bằng,về,quyền,lực,theo,tạm,thời,được,nhất,trí,hôm,qua,sẽ,là,một,quốc,gia,có,cơ,chế,bang,hai,ngôn,ngữ,chính,thức,thủ,tướng,điều,hành,các,công,việc,thường,nhật,của,đất,nước,và,tổng,thống,thể,tiến,chiến,tranh,nhưng,chỉ,khi,hội,phê,chuẩn,như,vậy,không,ai,nắm,tuyệt,đối,luật,dân,với,13,khoản,đề,cập,đến,bảo,vệ,tự,do,luận,tín,ngưỡng,phụ,nữ,chiếm,25,số,thành,viên,nghị,viện,cao,hơn,cả,mỹ,người,kurd,vẫn,trị,đạo,hồi,giáo,phải,sở,duy,cho,trở,bên,cạnh,tiếng,ảrập,đồng,định,đã,mất,2,tháng,cãi,để,vạch,bản,trong,it,năm,bầu,đưa,ra,thay,toàn,ở,paul,bremer,ký,thứ,tư,cử,trực,tiếp,sĩ,sau,đó,chọn,phó,quyết,dựa,trên,lời,khuyên,nằm,kiểm,soát,quân,đội,tuyển,nhằm,diễn,trước,ngày,1,2005,cũng,bỏ,phiếu,mới,hoạt,động,giống,canada,brazil,ấn,độ,tức,phân,bổ,đáng,kể,vùng,hình,phủ,nào,30,6,trao,trả,ông,adnan,pachachi,này,sung,vào,đạt,hài,lòng,văn,những,hy,vọng,tục,lượng,họ,thêm,khu,vực,lớn,hiện,giờ,vấn,chưa,giải,còn,thì,bị,sáp,nhập,cảnh,sát
10,,,,,,,,,,,,,,,,,0.0655196927179499,,,,,,,,0.08336808366199276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07380425657190515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1263723687568472,,,,,,,,,,,0.15152826290765878,0.19453254800251324,0.15152826290765878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,0.06484184284821659,,,,,,,,,,,,0.04914481007210725,0.04914481007210725,,,0.036819879537865224,,,,,,,,0.032420921424108295,0.08440753829884783,0.0982896201442145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058927657797422865,,,,,,,,,,,,,,,,,,,,,,,,,,0.04220376914942391,,,,,,,,,,,0.036819879537865224,,,,,,,,,,,,0.07565154644542182,0.04220376914942391,0.04914481007210725,0.07565154644542182,0.058927657797422865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04142236448009838,,,,,0.0474792402931019,,,,0.0949584805862038,0.11057582266224131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06629361502210072,,,0.0474792402931019,,,,,,,,,,0.055287911331120654,0.04142236448009838,,,,,,,,,,,,,,,,0.06629361502210072,0.06629361502210072,0.08510798975109955,0.06629361502210072,0.08510798975109955,0.08510798975109955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,0.03395711054818899,,,,,,,,0.03395711054818899,,,,,,,,,,,,,,,,,,,,,,,,0.07371721510816087,0.07371721510816087,,0.05522981930679784,,,,,,,,,,,,,,,,0.07371721510816087,,,,,,,,0.05522981930679784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11347731966813274,0.0883914866961343,0.0883914866961343,0.07371721510816087,0.0883914866961343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,0.030389988000196235,,,,,,,,,,,,,,,,,0.026978697001508782,,,0.03432803444905584,,,,,,,,,,,,,,,,,,,,,,,,0.04468634380527238,,,,,,,,,0.030389988000196235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04468634380527238,,,,,,,,,0.05203568125281944,,0.07797150960959695,,,,,,,,,0.06239399060903598,,,,,,,,,,,,,,,,,,0.08010163741279958,0.08010163741279958,0.08010163741279958,0.08010163741279958,0.06239399060903598,0.08010163741279958,0.06239399060903598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.024601418857301716,0.019404063170393712,0.024601418857301716,,,,,,0.03617465927093478,,,,,,,,,,,,,0.027789361220664253,0.027789361220664253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024601418857301716,,,,,,,,,,,0.03617465927093478,,,,,,,,,,0.04212412291894907,,,,,,,,,,,,,,,,,0.031559896746741624,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505094209692196,,0.0505094209692196,,0.04212412291894907,0.031559896746741624,,,,,,,,,,,,,0.03617465927093478,0.04212412291894907,,,,,,,,,,,,,,,,,,,0.0505094209692196,0.0505094209692196,0.06484418266750441,0.06484418266750441,0.06484418266750441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,0.019134436889012445,,,,,,,0.015092049132528443,0.021613947616072195,0.03276320671473816,,,0.016986587000949974,,,,,0.016986587000949974,0.03276320671473816,,,,,0.03276320671473816,0.039285105198281906,0.039285105198281906,,,,,,,,,,0.024546586358576816,,,,,,,,0.021613947616072195,,,,,,,,,,,,,0.039285105198281906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02813584609961594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.039285105198281906,0.05043436429694788,0.05043436429694788,0.05043436429694788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.017684138958604524,0.020083570657017397,0.015655448363737456,0.012348040199341454,0.015655448363737456,,,,,,,0.012348040199341454,0.017684138958604524,,0.026806260039331228,0.026806260039331228,,,,,,0.013898116637140889,,,,,,,,,,,,0.026806260039331228,0.026806260039331228,,,0.020083570657017397,0.020083570657017397,,,,,,,0.03214235879859429,0.03214235879859429,,,,,,,,,,0.02302023771786759,,,,,,0.020083570657017397,,,,,,,,,,0.026806260039331228,0.03214235879859429,0.026806260039331228,,,,,,,,,,,,,,,,,,,,0.02302023771786759,0.020083570657017397,,,,,,,,,,0.02302023771786759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02302023771786759,,,,,,,,,,,,,,,,,,0.03214235879859429,,,,,,,,,,,,,,,,,,,,0.041264479879321,0.041264479879321,0.041264479879321,0.041264479879321,0.041264479879321,0.041264479879321,0.041264479879321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,0.017220993200111202,0.0135828442192756,,,,,,,,,,0.029486886043264347,0.029486886043264347,0.029486886043264347,0.030575856601709955,0.025322261489654347,0.03535659467845372,,,0.015287928300854977,,,,,,,,,,,,,,,,0.04418385544543827,0.022091927722719135,0.022091927722719135,,,,,,,,,,,,,,,,,0.025322261489654347,0.017220993200111202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050644522979308694,0.07071318935690744,,,,,,,,,,,,,,,,,,,,,,,0.03535659467845372,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025322261489654347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03535659467845372,,,,,,,,,,,0.04539092786725309,0.04539092786725309,0.04539092786725309,0.04539092786725309,0.04539092786725309,0.029486886043264347,0.04539092786725309,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,0.04696634509121237,0.03704412059802436,,,,,,,0.06906071315360277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060250711971052195,0.09642707639578288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09642707639578288,,,,,,,,,,,,,,,,,,0.09642707639578288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09642707639578288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123793439637963,0.123793439637963,0.123793439637963,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,0.02628937590827535,0.018825051149482235,,,,0.014794769323408041,,,,,,,0.018825051149482235,,,,,,,,,,,,,,,,,,,,,0.02450541434482679,,,0.018825051149482235,,,,,,,,,,,,,,,,,0.034216059366245534,,,,0.02450541434482679,,,,,,,,,0.02450541434482679,,,,,,,,,,,,,,,0.034216059366245534,,,0.021379284892954,0.02853569617090098,,0.02853569617090098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034216059366245534,,,,,,,,0.034216059366245534,,,,0.034216059366245534,0.034216059366245534,0.02853569617090098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.034216059366245534,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,,,,,,,,,,
21,,,,,,,,,,,,,,,,,0.03821982075213744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07371721510816087,,,,,0.06330565372413587,,,,,,,,,,,,,,,,,,,,0.0883914866961343,0.07371721510816087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0883914866961343,,,,,,,,,,,,,0.07371721510816087,,,0.0883914866961343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07371721510816087,,,,,,,,,,,,,,,,,0.11347731966813274,0.11347731966813274,0.11347731966813274,,,,,,,
22,,,,,0.0322893622502085,,,,,,,,0.03647353660212183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03647353660212183,,,,,,,,,,,,,,,,,,,,,0.0474792402931019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11057582266224131,0.06629361502210072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055287911331120654,,,,,,,,,0.06629361502210072,,,,,,,,,,,0.08510798975109955,0.08510798975109955,0.08510798975109955,0.08510798975109955,0.08510798975109955,0.08510798975109955,0.08510798975109955
