,có,một,cuộc,chiến,bên,trong,nước,nga,đã,hơn,18,tháng,từ,khi,tổng,thống,putin,tuyên,bố,tranh,ở,chechnya,kết,thúc,nhưng,người,dường,như,ngày,càng,nhận,thức,rằng,mới,đang,hình,thành,các,chuyên,gia,lo,ngại,về,xung,đột,palestine,hoá,và,ám,chỉ,việc,không,thể,ngăn,chặn,vụ,đánh,bom,tự,sát,thông,tin,ban,đầu,cho,thấy,nổ,tại,ga,tàu,điện,ngầm,paveletskaya,đông,đúc,matxcơva,là,sản,phẩm,của,những,kẻ,nếu,bằng,chứng,khẳng,định,điều,này,đó,sẽ,nhất,loạt,tấn,công,với,đạo,diễn,bị,nghi,ngờ,binh,mang,tới,nỗi,sợ,hãi,hỗn,loạn,thủ,đô,trái,tim,từng,hướng,tầm,ngắm,mục,tiêu,mà,bọn,chúng,lựa,chọn,lần,gây,sốc,mọi,toa,chật,kín,hành,khách,phát,đúng,vào,giờ,cao,điểm,khiến,hàng,chục,chết,ngay,trên,ghế,ngồi,irina,làm,gần,nhà,vẫn,chưa,hết,bàng,hoàng,tôi,thường,sự,che,chở,chúa,thì,nào,bạn,đi,bao,trở,được,nữa,hệ,coi,náo,nhiệt,thế,giới,khoảng,9,triệu,mỗi,đối,nhiều,phương,tiện,giao,số,nay,mềm,khủng,vốn,nổi,tiếng,vì,lạc,quan,thú,họ,cảm,thực,lắng,sống,trường,dưới,chân,lại,duy,lúc,cũng,cái,gì,tung,alexei,thổ,lộ,an,ninh,tăng,cường,khắp,ngoài,qua,loa,phóng,thanh,cảnh,kêu,gọi,giác,bất,kỳ,động,đáng,tiên,nhằm,thân,xảy,ra,6,7,năm,2000,ngoái,lặp,khá,xuyên,tính,chất,khốc,liệt,300,thiệt,mạng,phần,lớn,đều,bàn,tay,phụ,nữ,vợ,mẹ,chị,em,lực,lượng,diệt,huy,phiến,quân,shamil,basayev,hào,nắm,đơn,vị,gồm,toàn,phải,tiếp,tục,đương,tổn,thương,biết,quả,sắp,đâu,mỹ,chia,buồn,bom07,02,2004,39,chết06
10,,,,,,,,,,,,,,,,0.043374659519969314,,,,,,,,,,,,,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02969147789887926,0.03329062544649857,0.03329062544649857,,,,0.03329062544649857,0.026648442006578656,,,,,,,,,,,,,,,0.043374659519969314,,,,0.02969147789887926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03769562603777386,0.03769562603777386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043374659519969314,,0.05137880765886391,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.05137880765886391,0.06506198927995398,0.06506198927995398,0.06506198927995398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.04402281476392031,,,,,,,,,,,,,,,,,,,,,,,,0.04402281476392031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09419448070791717,,,,,,,,,,,,,,,,0.04885547701206087,,,,,,,,,,,,,0.04885547701206087,,,,,,0.05443437614794531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,0.07952020911994373,0.09419448070791717,0.09419448070791717,0.11928031367991561,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.0377338412262174,,,,,,,0.05231383998735489,,,,,,,,,,0.05923598377364464,,,,,,0.04187612315319503,,,,,,,,,,,,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046658036698238835,,,,,,,,,,0.04187612315319503,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06816017924566606,0.05923598377364464,,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08073812632107186,,,,,,,,,,,,,,,,,,,0.10224026886849909,0.10224026886849909,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,0.026648442006578656,,,,,,,,,,,,,,,,,0.026648442006578656,0.04802488883336761,,,,,0.05137880765886391,,,,0.043374659519969314,,,,,,0.03769562603777386,,,,,,,,,,,,,,,,,,,,,,,,,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10275761531772783,,,,,,,,,,,,,,,,,,,,,,,0.043374659519969314,,,,,,,,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.06506198927995398,0.05137880765886391,0.06506198927995398,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,0.07257916819726042,,,,,,,,,,,,,,,,,,,,,,,,0.12559264094388956,,,,,,,0.1060269454932583,,,,,,,,,,,,,,,,,,0.08137708442477427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1060269454932583,,,,,,,,,,,,,,,,,,,,,,,0.12559264094388956,,,,,,,,,,,,0.06514063601608115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1590404182398875,0.1590404182398875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.07323937598229685,,,0.06532125137753438,,,,,,,,,,,,,,,,0.11303337684950061,,,,,0.05862657241447305,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07323937598229685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,0.11303337684950061,,,,,,,,,,,,,0.05862657241447305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14313637641589874,0.14313637641589874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05443437614794531,0.06103281331858071,0.06103281331858071,,,,,0.04885547701206087,,,0.05443437614794531,,,,,,,,,,,,0.07952020911994373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04885547701206087,,,,,,,,,0.07952020911994373,,,,,,,,,,,,,,,,,0.09419448070791717,0.09419448070791717,,,,,,,,,,,,,,,,,,,,,0.07952020911994373,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.03487589332490326,,,,,,,,,,,,,,,,,,,,,,,,0.027917415435463354,,,,,,,,,,,,,,,,0.039490655849096425,,,,,,,,,,,,,,,,,,,,,,,,,,0.039490655849096425,,,,,,,,,,0.027917415435463354,,,,,,,,,,,,,0.027917415435463354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039490655849096425,0.039490655849096425,,,,0.039490655849096425,,,,,,,,,,,,,,,,,,,,0.027917415435463354,,,,,,0.05382541754738124,0.04544011949711071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04544011949711071,,,,,,,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,0.09154921997787106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09154921997787106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14129172106187576,0.14129172106187576,0.17892047051987342,0.17892047051987342,0.17892047051987342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.01704108958603367,,,0.03646237962887117,,,,,,,,,,,0.03078201643352661,,,,,,,,,,,,,,,,,,,,,,0.02107137141210786,,,,,,,,,,,,,,,,,,,,,,0.01891179755305582,,,,,,,,,0.03078201643352661,0.02107137141210786,0.02362560515557963,0.02362560515557963,,,,,,,,,,,,,,,,,,,,,,,,0.02107137141210786,,,,,0.03646237962887117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053503469214904835,0.026751734607452417,,,,,,,,,,,,,,,,,,0.03078201643352661,,,,,,,,,,,,,0.03078201643352661,,,,,,,0.03646237962887117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.09234604930057982,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,0.049144946456304614,,,,,,,,,,,,,,,,,,,,,,,,,,0.028400544077188856,,,,,,,,,,0.025489814093249148,,,,,,,,0.025489814093249148,0.028400544077188856,0.025489814093249148,0.028400544077188856,0.025489814093249148,,,,0.041488804758231516,,,,,,,,,,,,0.03184320694882472,,,,,0.03605668577526196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041488804758231516,0.03605668577526196,,,,,,,,,,,,,,,,,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.049144946456304614,0.06223320713734728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,0.026751734607452417,,,,0.03646237962887117,,,,,,,,,,,,,,,,0.01704108958603367,,,,,,0.03646237962887117,,,,0.03646237962887117,,,,,,,,,,,,0.01891179755305582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026751734607452417,,,,,,,,,0.01891179755305582,,,,0.026751734607452417,0.026751734607452417,,,,,,,,0.03646237962887117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026751734607452417,,,,,,,,,0.03646237962887117,,,,,,,,0.03078201643352661,,,,,,,,,,,0.03646237962887117,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03078201643352661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07292475925774233,,0.09234604930057982,0.09234604930057982,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,0.04617302465028991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.022193750297665713,,,0.01979431859925284,,,,0.01776562800438577,,,,,,,,,,,,,,0.02513041735851591,,,,,,,,,,,,,,,,0.03958863719850568,,,,,,,,,,0.01776562800438577,,,,,,,,0.01776562800438577,,,,,,,,,,,,,,,,,,,,,0.01776562800438577,,,0.03958863719850568,,,,,,,,,,0.01776562800438577,,,,0.02513041735851591,0.02513041735851591,,,,0.022193750297665713,,,0.028916439679979544,,,,,,,,,,,,,,,,,0.02513041735851591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034252538439242614,0.034252538439242614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.034252538439242614,0.043374659519969314,0.034252538439242614,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,0.0188669206131087,,0.023329018349119417,,0.02961799188682232,,,,,,,,,,,,0.04036906316053593,0.02961799188682232,,,0.02961799188682232,,,,,,,,,,,,,,,,0.023329018349119417,,,,,,,,,,,,0.04036906316053593,,,,,,,0.023329018349119417,0.020938061576597514,0.046658036698238835,0.020938061576597514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03408008962283303,,,,,,,,,,,,0.04036906316053593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04036906316053593,,0.04036906316053593,,,,,,,,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,,,,,,,,,,,,,,,,,,
24,,,,,,,0.08674931903993863,0.05329688401315731,,,,,,,,,,,0.07539125207554773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08674931903993863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05938295579775852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10275761531772783,,,,,,,,,,,,,,,,0.08674931903993863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13012397855990795,0.13012397855990795,0.13012397855990795,0.13012397855990795,,,,,,,,,,,,,,
