,chợ,đen,hạt,nhân,pakistan,từ,mua,đến,bán,3,theo,các,viên,điều,tra,tiến,sĩ,khan,có,động,cơ,ông,hăm,hở,thách,đố,phương,tây,và,chọc,thủng,những,đám,mây,của,cái,gọi,là,bí,mật,nhà,khoa,học,cũng,muốn,chuyển,công,nghệ,tới,nước,hồi,giáo,khác,việc,mà,từng,khẳng,định,rằng,đó,không,phải,tội,còn,lại,vẻ,tiền,bạc,càng,thành,trong,lĩnh,vực,bao,nhiêu,thì,giàu,lên,bấy,riêng,bất,sản,một,khách,sạn,ở,châu,phi,người,bạn,gia,đình,cho,biết,nói,về,thiết,kế,máy,ly,tâm,hoàn,thiện,cứ,như,chứ,vậy,cuộc,gặp,với,chaudry,shujat,hussain,thủ,đảng,ủng,hộ,musharraf,giờ,chuyện,chỉ,chia,sẻ,nó,bắt,đầu,cách,tốn,đơn,giản,đặt,nhiều,bị,hơn,số,cần,tiên,quan,tình,báo,lúng,túng,khi,dõi,thập,kỷ,1980,tôi,nhớ,chức,đang,mức,họ,hiểu,tại,sao,simon,henderson,bài,viết,rất,sâu,london,rồi,dần,mọi,trở,nên,rõ,ràng,phụ,trội,hàng,bên,ngoài,phát,hiện,khoảng,năm,1987,đã,thoả,thuận,iran,xây,dựng,50,000,loại,p,1,tức,được,đưa,ra,giai,đoạn,chương,trình,nếu,này,cỡ,sẽ,phép,tehran,xuất,nhiên,liệu,30,quả,bom,nguyên,tử,mỗi,vì,ngày,phức,tạp,bèn,cũ,nhiễm,uranium,móc,qua,sử,dụng,thất,vọng,trả,quá,nhận,xét,nhưng,bước,khởi,quân,sự,tham,bằng,giấy,tờ,trực,tiếp,chính,hoặc,thứ,ba,sau,hệ,thống,vận,sẵn,bay,tải,phủ,để,che,giấu,cùng,mạng,lưới,trên,tuyến,đường,con,mang,vị,libya,dấn,mình,vào,nỗ,lực,gồm,2,quốc,vũ,khí,hội,đặc,biệt,tinh,vi,độ,mới,tiêu,điểm,già,cỗi,tripoli,tìm,kiếm,làm,hợp,kim,siêu,cứng,rotor,thép,thể,quay,tốc,nhanh,gấp,đôi,so,nhôm,trước,nghĩa,tăng,vật,trung,tahir,dân,sri,lanka,dubai,nhỏ,dự,cưới,1998,tư,giám,đốc,ty,smb,computers,mặt,trận,hoạt,phổ,biến,cộng,đồng,griffin,kỹ,sư,anh,lâu,68,tuổi,chối,tiết,lộ,chục,nay,chúng,nhau,đây,nguyễn,hạnh,nyt
10,,,,,,,,,,,0.06744882787797656,0.03218186347556639,,,,,,0.02563590406806558,,,0.059640156839957804,,,,,,0.06744882787797656,0.06744882787797656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034768906297955454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05358328102695428,,,,,,,,,,,0.06744882787797656,0.04863445314897773,0.07845453156895663,0.07845453156895663,0.09726890629795545,0.09726890629795545,0.06744882787797656,0.09726890629795545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.014682099063842333,0.01232476441085554,,,0.013418952089679819,,,,,0.019430559079587253,,,,,,0.007739140850736778,0.010496273599382778,,,,,,,,,,0.01800457564979858,,,0.016176084838325822,,,,,,,,,0.01232476441085554,0.013418952089679819,0.013418952089679819,,,,,,,,0.023684386888741624,,,,,0.023684386888741624,,,0.020361910302785374,,0.01800457564979858,,,,,,,,,,,,,,,,,,,,,,,,,0.01800457564979858,,,0.016176084838325822,,,,0.010496273599382778,0.014682099063842333,0.020361910302785374,0.023684386888741624,0.022719244955772166,,0.01232476441085554,0.01800457564979858,0.016176084838325822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020361910302785374,0.01800457564979858,0.013418952089679819,0.020361910302785374,,0.023684386888741624,,0.014682099063842333,,,,,,,0.023684386888741624,0.023684386888741624,0.029364198127684666,0.023684386888741624,0.029364198127684666,0.01800457564979858,0.04736877377748325,0.023684386888741624,0.023684386888741624,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.029364198127684666,0.029364198127684666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,0.02969147789887926,,,,,,,0.02340499161859374,,,,,,,,,,,,,,,,,,,,0.03896965892869402,,,,,,0.02736636324218011,,,,,,,,,,,0.03896965892869402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.057057841141059364,,,,,,,,,,,,,0.02736636324218011,,,,,,,,,,,,,,,,,,,,,,,0.057057841141059364,,,,,,,,,,,,,0.03232747548877411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07074102276214943,0.14148204552429886,0.07074102276214943,0.057057841141059364,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.057057841141059364,0.04905369300216477,0.04905369300216477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,0.025123558222128608,,,,,,,,0.019804223677271627,0.04827971173474254,0.03670163497843557,0.041506971001831726,0.019804223677271627,0.02315615351261394,0.015775940964963434,,,,,,,,,0.041506971001831726,0.041506971001831726,,,,,,,,,,,,,,,,,0.04827971173474254,,,,,0.041506971001831726,,,,,,,,,0.041506971001831726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027354017721270402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059857788491049516,0.059857788491049516,0.04827971173474254,0.03670163497843557,0.059857788491049516,0.025123558222128608,0.04827971173474254,0.04827971173474254,0.041506971001831726,0.059857788491049516,0.059857788491049516,0.059857788491049516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.035370511381074714,0.02969147789887926,0.02969147789887926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02736636324218011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025286477307603968,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02969147789887926,0.043374659519969314,0.03896965892869402,,,,,,,,,,,,,,,,,,,,,,,,,0.03896965892869402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07074102276214943,0.07074102276214943,0.043374659519969314,0.11411568228211873,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.057057841141059364,0.07074102276214943,0.07074102276214943,0.07074102276214943,0.07074102276214943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022524569440529094,,,,,,,,,,,,,,,,,,,0.01918284485404439,,,,,,,,,,0.03721314641543534,,,,,,0.043285258796665727,,,,,,0.043285258796665727,0.015253763740015533,,,,,,,,,,0.03836568970808878,,,,,,0.022524569440529094,,,0.043285258796665727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043285258796665727,0.03290491411859741,,,0.043285258796665727,0.043285258796665727,,,,,,,,,,,,,,,,,0.05366560347473404,0.03290491411859741,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.043285258796665727,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,0.022524569440529094,,,,0.03290491411859741,,,,,,,0.01775551088307111,0.020760689356136633,0.014143947072036181,,,,,,,,,,,0.03290491411859741,,,,,,0.020760689356136633,,,,,,,,,,,,0.020760689356136633,0.02683280173736702,,,,,,,,,,,,0.01918284485404439,,,,,,,,,,,0.01918284485404439,,,,,,0.03721314641543534,,,,,,0.030507527480031067,,,,,,,,,,,,,,0.020760689356136633,,0.022524569440529094,0.03290491411859741,0.029563189532112708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0245242917501045,,0.043285258796665727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022524569440529094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043285258796665727,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.05366560347473404,0.043285258796665727,0.05366560347473404,0.05366560347473404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,0.05926703839608587,,,,,,,,,,,,0.04635854173060727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08993177050396874,,,,0.10460604209194216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05443437614794531,,,,,,0.10460604209194216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05443437614794531,,,0.08993177050396874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10460604209194216,0.10460604209194216,0.08993177050396874,0.08993177050396874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022117957423022527,,,,,,,,,,0.027815125038364363,,,,,,0.03266062568876719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047712125471966245,,,,,,0.03890756251918218,0.06276362525516531,0.06276362525516531,,,,,,,,,,0.047712125471966245,,,0.06276362525516531,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03266062568876719,,,,,,,,,,,,,,,,,,,,,,,,0.06276362525516531,,,,,,,,,,0.06276362525516531,,,,,0.06276362525516531,,,0.06276362525516531,,,,0.07781512503836437,0.06276362525516531,0.07781512503836437,0.07781512503836437,0.07781512503836437,0.07781512503836437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0752574989159953,,,,,,,,,,,,,,,,,,,,,,0.06953781259591091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0889005575941288,,,,,,,,,,,,,,,,0.10716656205390857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1348976557559531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1348976557559531,0.15690906313791325,0.1945378125959109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,0.017189802994087993,,,,,,,0.013550258305501637,,0.02511164498524539,0.028399506474937497,0.013550258305501637,0.0158436839823148,0.010794064870764453,,,,,,,,,,,,,,,,,,,,,,,0.017189802994087993,0.018715906861921854,0.018715906861921854,,,,0.0158436839823148,0.020477664483780095,,0.028399506474937497,,,,,,,,,,,,,,,,,,,,,0.01463953949387598,,,,,,,,,,,,0.011641030222643433,,,,,,,,0.028399506474937497,,0.01463953949387598,0.020477664483780095,,,,,,,,,,,,,,0.033033486976402786,0.028399506474937497,,,,,,,,,,,,,,,,,,,,,,0.028399506474937497,,,,,,,0.020477664483780095,,,,,,,,,,,,0.02511164498524539,,,,,,,,,,,,,,,,,,,,,,,,0.028399506474937497,0.028399506474937497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033033486976402786,,,,,,,,,,,,0.033033486976402786,0.028399506474937497,0.033033486976402786,0.028399506474937497,0.04095532896756019,0.04095532896756019,0.04095532896756019,0.033033486976402786,0.033033486976402786,0.04095532896756019,0.033033486976402786,0.033033486976402786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
