,sao,hỏa,và,cuộc,chạy,đua,giữa,các,cường,quốc,1,lên,của,những,ông,lớn,trong,làng,hàng,không,vũ,trụ,thế,giới,đã,mở,màn,từ,thập,kỷ,60,trước,ban,đầu,này,chỉ,diễn,ra,hai,đối,thủ,là,mỹ,liên,xô,nay,nga,nhưng,về,sau,xuất,hiện,thêm,châu,âu,trung,cũng,chuẩn,bị,tham,gia,để,phá,vỡ,tam,mã,năm,1965,tàu,thăm,dò,mariner,4,chụp,được,22,bức,hình,tiên,khi,nó,bay,ngang,qua,hành,tinh,đây,cận,cảnh,mà,con,người,biết,đó,mảnh,đất,rộng,mênh,mông,cằn,cỗi,hoang,sơ,với,miệng,núi,lửa,điểm,xuyết,cùng,thời,gửi,tín,hiệu,đỏ,bốn,6,7,đường,xích,đạo,cực,nam,chúng,hơn,100,ảnh,giá,trị,phân,tích,bề,mặt,như,bầu,khí,quyển,lần,nỗ,lực,phóng,đều,thất,bại,8,rơi,xuống,đại,dương,ngoài,khơi,puerto,rico,ngay,vừa,vào,1971,nản,chí,đến,cuối,nasa,lại,cho,9,thành,công,trở,trên,quanh,quỹ,trái,ngọn,khổng,lồ,hẻm,dấu,một,dòng,sông,thu,mars,2,3,vòng,số,liệu,riêng,thả,mô,đun,mang,theo,huy,giai,đoạn,1973,1974,đẩy,nhanh,5,hướng,tới,có,cố,gắng,hạ,cánh,hẳn,chứ,lượn,kiểu,cưỡi,ngựa,xem,hoa,nổ,tung,vài,tháng,chịu,chung,phận,anh,em,1976,chứng,kiến,sự,kiện,tính,bước,ngoặt,viking,cung,cấp,thông,tin,lập,kỳ,tiền,nhiệm,sứ,giả,tại,tiến,thí,nghiệm,sinh,học,phát,hoạt,động,hoá,lạ,lớp,đá,nhà,khoa,vẫn,chưa,bằng,rõ,ràng,tồn,sống,hoả,1988,tiếp,tục,chinh,phục,mới,đi,do,sai,sót,phần,mềm,điều,khiển,phobos,mất,lạc,dữ,quan,trọng,trời,nhiều,vọng,việc,đưa,robot,tự,trục,trặc,hệ,thống,máy,còn,nữa
10,0.0075964122130303315,0.008420786436566907,0.008420786436566907,,,,,,,,,,,,,,,,,0.028978727740567457,0.02530405901679393,0.02530405901679393,0.028978727740567457,0.03415788241867573,0.012382509198256796,,,,,,,,,0.02012490433868566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022453764516556975,,0.013644063324746008,,,0.022453764516556975,,,,,,,0.022453764516556975,,0.028978727740567457,0.02530405901679393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028978727740567457,,,,,,,,,,,,,,,,,,,,0.022453764516556975,,,,,,,,,,,,,,,,,0.04301170582055753,0.04301170582055753,0.03415788241867573,0.04301170582055753,0.04301170582055753,0.028978727740567457,0.028978727740567457,0.03415788241867573,0.04490752903311395,0.022453764516556975,0.04301170582055753,0.028978727740567457,0.03415788241867573,0.03415788241867573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,0.010225240672974102,,,,,,,,,,0.00922421483010826,0.05453057096878123,,,,,,,,,,,0.01503590402645468,,,,,,,,,,,,,,,,,,,,,,,,0.04409285413462138,,,,,,,,,,,,,,,,,,,,,,,0.027265285484390615,,,,,,0.0351884551135462,,,,,,,,,,0.0414774286512491,0.0414774286512491,,,,,,,0.030726357377535488,,,,,,,,,,0.0829548573024982,0.0414774286512491,,,,,0.0414774286512491,,,,,,,,,,,,,,,0.0414774286512491,,,,0.0351884551135462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0414774286512491,,,,,,,0.0351884551135462,0.052228499924962715,0.052228499924962715,0.052228499924962715,0.052228499924962715,0.052228499924962715,0.030726357377535488,0.052228499924962715,0.052228499924962715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.011452269553730994,,,,,,,,,,0.010331120609721252,,,,0.0273698699006125,,,,,,,,,,,,,,,,,0.0273698699006125,,,,,0.03053711974251749,0.04645472008939899,0.04645472008939899,0.03053711974251749,0.024691998315387972,0.018495919915958243,0.02032621953838525,,,,,,,,,,,,0.024691998315387972,,,,,,,,,,,,0.009277963060827286,,,,,,0.02032621953838525,,,,0.03053711974251749,0.03053711974251749,,,,,,,,,,,,,,0.03053711974251749,,,,,,,,,,0.03053711974251749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03053711974251749,0.03053711974251749,,,,,,,,,,,,,,0.034413520262839746,0.06107423948503498,0.03053711974251749,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.012913900762151565,0.014315336942163743,0.014315336942163743,,,,,0.03421233737576562,,,,,0.012913900762151565,,,,,,,,,,,,,,,,0.04926383715896468,,,,,,,,,,,,,,,,,,,,0.030864997894234966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043016900328549684,,,0.027965400545350627,0.027965400545350627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043016900328549684,,,,,,,,,0.05806840011174874,,,,,,,,,,,0.04926383715896468,0.04926383715896468,0.04926383715896468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05806840011174874,,,,,,,,,,,0.043016900328549684,,,,0.07311989989494781,0.04926383715896468,0.05806840011174874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.012913900762151565,0.014315336942163743,,,,,,,,,,,0.012913900762151565,,,,,,,,,,,,0.021050265637036554,,,,,,,,,,,,,,,,,,,0.023119899894947806,0.02540777442298156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05806840011174874,,,,,,,,,,,,,,,,,,0.043016900328549684,0.03817139967814687,,,,,,,,,,,,,,0.03817139967814687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043016900328549684,,,,0.03817139967814687,,0.05806840011174874,,,,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.04926383715896468,0.07311989989494781,0.07311989989494781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.012298953106811013,0.013633654230632135,,0.040968476503380646,0.04691794015139493,0.040968476503380646,,,,,,0.036353713979187484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02201895228090267,0.02419788040283958,,,,,,,,,,,,,,,,,,,,,,,,0.011045194120032482,0.026633714805095833,0.026633714805095833,,0.04691794015139493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036353713979187484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05530323820166547,,,0.036353713979187484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06963799989995029,0.06963799989995029,0.06963799989995029,0.06963799989995029,0.06963799989995029,0.06963799989995029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,0.011929447451803118,,,,,,,,,,0.010761583968459637,,,,0.02851028114647135,,,,,,,,,,,,,,,,,,0.02851028114647135,0.04105319763247056,,,,,,0.03180949973178905,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009664544855028422,,,,0.04105319763247056,,,,,,,,,,,,0.023304500454458855,0.023304500454458855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04105319763247056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03180949973178905,0.03180949973178905,,,,0.04839033342645728,,,,,,,,,,,0.09542849919536715,0.03180949973178905,,,0.04105319763247056,,,,,,,,,,,,,,,0.121866499824913,0.0609332499124565,0.0609332499124565,0.0609332499124565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.00860926717476771,0.009543557961442494,0.009543557961442494,,,,,,,,,,,,,,,,,0.03284255810597645,,,,,0.014033510424691035,,,,,,,,,,,,,,,,,,,,,,,0.02057666526282331,,,,,,,,,,,,,,,,,,,,,0.0077316358840227375,,,,,,,,,,,,,,,0.03284255810597645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03284255810597645,,,,,,,,,,,,,,,,,0.028677933552366457,,,,,,,,,0.03284255810597645,0.03284255810597645,,,0.02544759978543124,,,,,,,,,,,,,,,,0.03284255810597645,,,,,,,,,,,,,,,,,,,0.02544759978543124,,,,,,,,,,,,,,,,,,,,,,,0.048746599929965204,0.048746599929965204,0.038712266741165825,0.038712266741165825,0.048746599929965204,0.048746599929965204,0.09749319985993041,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,0.012913900762151565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043016900328549684,,,,,,,0.030864997894234966,,,,,,,,,,,,0.011597453826034108,,,,,,,,,,,,0.04926383715896468,,,,,,,,,,,0.04926383715896468,,0.03817139967814687,,,,,,,,,,0.03817139967814687,,,,,,,,,,,,,0.04926383715896468,0.04926383715896468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07634279935629373,,,,0.04926383715896468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07311989989494781,0.04926383715896468,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.010761583968459637,0.011929447451803118,0.011929447451803118,0.035847416940458066,0.04105319763247056,0.035847416940458066,0.04105319763247056,,,,,0.03180949973178905,,,,,,,,,,,,,0.017541888030863793,,,,,,,,,,,,,,,,,,0.025720831578529134,0.019266583245789837,0.021173145352484633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04105319763247056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035847416940458066,,,,,,,,,,,,,,0.04105319763247056,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04105319763247056,,,,,,0.0609332499124565,0.04839033342645728,0.0609332499124565,0.04839033342645728,0.0609332499124565,0.04839033342645728,0.0609332499124565,0.0609332499124565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0067967898748166125,0.007534387864296706,0.015068775728593413,,,,,,,,0.022640473857131412,,0.0067967898748166125,0.0200902103569194,,,,,,,,,,,0.011079087177387658,,,,,,,,,,0.018006493355666117,,,,,,,,0.016244735733807875,,,,,,0.016244735733807875,,,,,,,,,,,,,,,,,,,,0.00610392306633374,0.014718631865974014,0.014718631865974014,,,,,,,,,,,,,,0.014718631865974014,0.014718631865974014,,,,,,,,,,0.022640473857131412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03056231584828881,0.03056231584828881,,,0.045280947714262824,0.0401804207138388,,0.025928335346823515,0.025928335346823515,0.025928335346823515,,,,,,,,,,0.0200902103569194,,,,,,,,,,,,,,,,,0.025928335346823515,,0.0200902103569194,0.0200902103569194,,,,,0.025928335346823515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03056231584828881,0.03056231584828881,,,,,,,,,,,,,,,,,,,,,,,,,,0.03056231584828881,0.03848415783944621,0.03848415783944621,0.03848415783944621,0.03848415783944621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,0.04779655592061076,,,,,,,,,,,,,,,,,,,,,,,,,0.05473759684329409,,,0.04241266630905206,,,,,,,,,,,0.04779655592061076,,,,,,,,,,,,,,,,,,,0.012886059806704563,,,,,,0.02823086046997951,,,,,,,,,,,,,,,,,0.05473759684329409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473759684329409,,,0.04779655592061076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473759684329409,,,,,,,,,,,,,,,,,,,,0.04241266630905206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473759684329409,,,,,,,,,,,,,,0.12904088913721942,,,,,0.08124433321660866,0.06452044456860971,0.08124433321660866,0.08124433321660866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.006456950381075782,0.007157668471081871,0.007157668471081871,,,,,0.01710616868788281,,,,,0.006456950381075782,0.03817139967814687,,,0.01710616868788281,,,,,,,,,,,,,,,,,0.01710616868788281,0.01710616868788281,,,,0.019085699839073433,,,,,,,,,,,,,0.02903420005587437,,,,,,,,,,,,,,,,,0.005798726913017054,,,,,,,,,,0.019085699839073433,,,,,,0.027965400545350627,0.013982700272675314,,,,,0.02463191857948234,,,,,0.043016900328549684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021508450164274842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02463191857948234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02903420005587437,,,0.036559949947473906,0.036559949947473906,0.05806840011174874,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.05806840011174874,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.036559949947473906,0.036559949947473906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
