,các,vai,phụ,quanh,putin,được,coi,là,không,có,cơ,hội,chiến,thắng,và,chỉ,làm,nền,cho,tổng,thống,vladimir,trong,cuộc,bầu,cử,tuần,tới,ứng,viên,thừa,nhận,họ,tham,gia,tranh,nhằm,chứng,tỏ,rằng,dân,chủ,vẫn,tồn,tại,ở,nước,nga,với,kiểu,cách,riêng,của,nó,dưới,đây,chân,dung,5,kể,ông,mikhail,rybkin,đã,tuyên,bố,rút,đầu,tháng,này,theo,kết,quả,thăm,dò,dư,luận,ai,số,đạt,tỷ,lệ,ủng,hộ,trên,10,khi,con,dành,đương,kim,luôn,khoảng,60,80,sergei,glazyev,43,tuổi,độc,lập,tiến,sĩ,kinh,tế,thời,xô,viết,tin,tưởng,sâu,sắc,những,tài,sản,quốc,từng,bị,tư,hữu,hoá,đặc,biệt,công,ty,dầu,lửa,cần,phải,trao,lại,nhân,liên,minh,tổ,mà,lãnh,đạo,sự,trợ,giúp,kremlin,pháp,cuối,năm,ngoái,xây,dựng,một,khối,nghĩa,tộc,bên,duma,điều,hiệu,việc,gạt,đảng,cộng,khỏi,chính,trường,giới,phân,tích,thể,ngựa,ô,trở,thành,người,dẫn,2008,thay,thế,nếu,khẩu,thu,hút,phiếu,nhất,định,ngày,nhật,oleg,malyshkin,52,tự,do,lý,vật,đường,lối,tuý,cực,đoan,zhirinovsky,ngân,hàng,matxcơva,mới,gọi,kẻ,đóng,kỳ,lạ,mô,tả,anh,hề,sân,khấu,trị,nổi,tiếng,vì,lời,trích,mạnh,mẽ,phủ,nhưng,mối,quan,hệ,thân,thiết,chương,trình,50,điểm,biến,đại,cường,nhiều,chạy,đua,tâm,chúng,để,tri,đi,vượt,mironov,51,tịch,đồng,bang,phát,động,dịch,mình,bằng,thực,vào,khẳng,nghiệp,khởi,phố,st,petersburg,quê,hương,gắn,liền,nhà,tiên,đăng,ký,đảm,bảo,ít,đó,giá,khiến,mang,danh,gã,irina,khakamada,48,đối,thủ,duy,học,sáng,nguồn,gốc,xuất,bản,trang,phục,hai,đen,trắng,bà,phương,tây,đánh,cao,xem,như,quá,samurai,gục,ngã,trước,thất,bại,ám,thối,chí,sau,đè,bẹp,mạng,toàn,cầu,tạm,chữ,ghi,hồ,sơ,mất,ghế,vận,quản,thuộc,yukos,nikolai,kharitonov,55,hy,vọng,về,thứ,diện,lĩnh,nhánh,tên,agrarians,gennady,zyuganov,yêu,ra,dường,đang,cố,hình,ảnh,thường,hiện,truyền,nạp,từ,1993
10,,,,,,,,,,,,,,,,0.021286205444299974,,,,,,,,0.015944758548239863,0.04257241088859995,0.03504520610066422,,,,,,,,,,,0.029666827812792885,,,0.019286483134724572,,,,,,,,,0.023594715431562496,,,,0.01201567743421101,,,,,,,,,,,,,,,,,,,,,,,,,,0.03397506010963081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0400471724908612,,,,,,,,,,,,,,,0.02632510322630818,,,,,,,,,,,,,,,0.02632510322630818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021286205444299974,,,,,,,0.03397506010963081,0.0400471724908612,,,,,,,0.03397506010963081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029666827812792885,,,,,,0.0400471724908612,,,,,0.05042751716892952,0.03397506010963081,0.02632510322630818,0.05042751716892952,0.05042751716892952,0.029666827812792885,0.05042751716892952,0.0400471724908612,0.05042751716892952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,0.011652250227229427,,,0.006588957546264961,,,,0.02419516671322864,0.02052659881623528,,,0.012860415789264567,,,,,,,,,,0.010586572676242316,,,0.009633291622894918,0.007983682330236067,,,,,0.017923708470229033,0.015904749865894525,,,,0.011652250227229427,0.011652250227229427,0.02851028114647135,0.02052659881623528,,,,0.02052659881623528,0.012860415789264567,,,,,0.007259471783169152,,,,,,,,,,,,0.02419516671322864,0.02052659881623528,,,,,,,,,,,,,,,,,0.02419516671322864,0.02419516671322864,,,,,,,,,,,,0.02419516671322864,,,,0.02052659881623528,0.014255140573235675,,,,,,,,,,,,,,,0.015904749865894525,,,,,,,,,,,,,,,,,0.02419516671322864,,,,,,0.015904749865894525,,,0.02052659881623528,,,,,,,0.008770944015431896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02419516671322864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017923708470229033,,,,,,,,,,,,,,0.02052659881623528,0.015904749865894525,,,0.017923708470229033,,,,0.02052659881623528,0.03046662495622825,0.02419516671322864,0.03046662495622825,0.03046662495622825,0.02419516671322864,0.02052659881623528,0.02419516671322864,0.02052659881623528,0.03046662495622825,0.02419516671322864,0.02419516671322864,0.03046662495622825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,0.02544759978543124,,,,,0.028677933552366457,0.028677933552366457,,,,,,,,,,,,,,,,,,,,,,,,0.03284255810597645,,,0.02057666526282331,0.022808224917177083,,,,0.03484546455921193,,,,,,,,,,,,,,,0.02544759978543124,,,,,,,,,,,,,,,,,,,,0.03284255810597645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038712266741165825,0.038712266741165825,0.02544759978543124,,,,,,,,,,,,,,,,,,,,,,,0.02544759978543124,,,,,,,,,0.028677933552366457,,,,,,,,,,,,,,,,,,,,,,0.028677933552366457,,,,,,,,,,,,,,,,,,,,,0.03284255810597645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038712266741165825,,0.03284255810597645,,,,,,,,,,,,,0.038712266741165825,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.048746599929965204,0.038712266741165825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,0.016948727603242803,0.01870605932983937,,0.00958393824911267,,0.04146949984941287,,,,,0.02313418162311931,,,,,,,,,0.014012060542392608,0.01870605932983937,0.03079730233088674,,,,,,0.02985687100543314,,,,0.04626836324623862,,,,0.016948727603242803,,,,,,,,,0.020734749924706437,,,,,,,,,,,,,,,,,,,0.02313418162311931,,,,,,,,,,0.03519296976469621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02313418162311931,,,,,,,,,,,,,,,,,,,,,,,,,0.012757736749719124,,,,,,,,,,,,,,,,,,,,,,,0.01870605932983937,,,,,,,,,,0.026070848683969507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02985687100543314,,,,,,,,,,,,,,,,,,,,,,,,0.02313418162311931,,,0.026070848683969507,,,,0.02985687100543314,,,,,,,,,,,,,,,,,,,,,,,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.03519296976469621,0.044315090845422914,0.02985687100543314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06214533454522361,,,,,,,,,0.06858888420941103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12904088913721942,,,,,,,0.08482533261810413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12904088913721942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16248866643321733,0.12904088913721942,0.16248866643321733,0.16248866643321733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028899874868684755,0.023951046990708203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047714249597683576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,0.04276542171970703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053771125410687105,,,,,,,0.053771125410687105,0.06157979644870585,,,0.053771125410687105,0.06157979644870585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09139987486868476,0.06157979644870585,0.09139987486868476,0.09139987486868476,0.07258550013968593,0.07258550013968593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,0.02259071158719415,,0.04887476767966517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829548573024982,0.0829548573024982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829548573024982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829548573024982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829548573024982,,,,,,,,0.0703769102270924,,,,,,,,,,,0.10445699984992543,0.10445699984992543,0.10445699984992543,0.0829548573024982,0.0829548573024982,0.10445699984992543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,0.06220424977411931,,,,,0.06940254486935793,0.05611817798951812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03167769505382903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10557890929408863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08957061301629941,,,,,,,,,,,0.13294527253626873,0.13294527253626873,0.08957061301629941,0.13294527253626873,0.13294527253626873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,0.03248947146761575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029437263731948028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05185667069364703,,,,0.06112463169657762,0.06112463169657762,,,,,,,,,,,,,,,,,,,,,,,,,,0.022158174354775316,,,,,,,,,,,,,,,,,,,,,,,0.0649789429352315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06112463169657762,,,,,,,,,,,,,,,,,,,,,,0.045280947714262824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05185667069364703,,,,,,,,,,,,,,,,,,,,,,0.05185667069364703,0.07696831567889242,0.07696831567889242,0.07696831567889242,0.07696831567889242,0.07696831567889242,0.06112463169657762,0.06112463169657762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,0.009036284634877661,0.04362445677502498,,,,,,,0.01763714165384855,,,,,,,0.0159802288830575,0.013211371368541601,0.01763714165384855,0.014518728241703749,,,,,,,,,,,,,,0.0159802288830575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02181222838751249,,,,,,,,,,,,,,,,0.028150764090836958,,,,,,,,,,,,,,,,,,,,,,,,,,0.028150764090836958,,,,,0.028150764090836958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012028723221163743,,,,,0.03318194292099928,,,,,,,,,,,,,,,,,,0.01763714165384855,,,,,,,,,,,,,,,,,0.02458108590202839,0.028150764090836958,,,0.02458108590202839,0.028150764090836958,,,,,,,,,0.03318194292099928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028150764090836958,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028150764090836958,,,,,,,,,,,,,,,,,,,,,,,,0.041782799939970174,0.041782799939970174,0.041782799939970174,0.03318194292099928,0.028150764090836958,0.03318194292099928,0.041782799939970174,0.041782799939970174,0.041782799939970174,0.02458108590202839,0.041782799939970174,0.041782799939970174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,0.03995057220764375,,,,,,,,,,,,,,,,,,,0.033028428421354006,,,,,,,,,,,,0.05453057096878123,,,,,,,,,,,,,0.04887476767966517,,,,,,,,,,,,,,,0.05453057096878123,,,,,,,,,,,,,0.0829548573024982,,,,,,,,0.0703769102270924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03007180805290936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829548573024982,0.0703769102270924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0703769102270924,,,,,,,,,,,,,,,,,,,,0.10445699984992543,0.10445699984992543,0.0829548573024982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,0.011295355793597075,,,0.0351884551135462,,,,,,,,,,,,0.019975286103821877,,,0.018148410302129686,,,0.016514214210677003,0.013686312566118972,,,,,,0.027265285484390615,,,,,,,,,0.0351884551135462,,,,,,,,,,,0.030726357377535488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0351884551135462,,,,,,,,,,,,,,0.024437383839832585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0351884551135462,0.0414774286512491,0.030726357377535488,0.0414774286512491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030726357377535488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030726357377535488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0414774286512491,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0414774286512491,,,,,,,,,,,,,,,,,,,,,,,,0.0351884551135462,,,,,0.030726357377535488,,,,,,0.052228499924962715,0.052228499924962715,0.052228499924962715,0.052228499924962715,0.052228499924962715,0.052228499924962715,0.052228499924962715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,0.01757055345670656,,,,,0.05473759684329409,,,,,,0.031072667272611806,,,,,,,,,,,0.02128981954729618,,,,,,,,,,,,,,,,,,,,,,,0.019358591421784404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06452044456860971,,,,,,,,,,0.04241266630905206,0.06452044456860971,,,,,,,,,,,,,,,0.05473759684329409,,,,,,,,,0.023389184041151725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06452044456860971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473759684329409,0.06452044456860971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473759684329409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08124433321660866,0.08124433321660866,0.08124433321660866,0.08124433321660866,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,0.034956750681688284,0.038581247367793704,,,,,,,,,,,,,,,,,,,,,,,0.028899874868684755,0.023951046990708203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047714249597683576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047714249597683576,0.053771125410687105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06157979644870585,,,,,,,,,,,,,,,,,,,,0.053771125410687105,,,,,,,,,,,,,,,,,0.09139987486868476,0.053771125410687105,0.09139987486868476,0.09139987486868476,0.09139987486868476,0.09139987486868476,0.09139987486868476,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,0.02530159697765745,0.03053711974251749,,,,,,,,,,0.022372320436280502,,,,,,,,,,0.018495919915958243,0.01532867007405325,,,,,,,,,,,,,,,,,,,,,,,0.027876371647369544,,,,,,,,0.022372320436280502,,,,,,,,,0.024691998315387972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03053711974251749,,,,,,,,,,,,,,,,,,,,,,,,0.03053711974251749,,,,,,,,,,0.016840212509629242,,,,,,,,,,0.03053711974251749,0.034413520262839746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034413520262839746,,,,,,,,,,,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,,0.04645472008939899,,,,,,,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,0.02632510322630818,,,,,,,,0.019286483134724572,0.031889517096479726,0.021286205444299974,0.01752260305033211,,,,,,,,,,,,,,,,0.023594715431562496,,,,,,,,,,,,,,,,,,,0.019286483134724572,,,,,,0.0400471724908612,,,0.021286205444299974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02632510322630818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05265020645261636,0.029666827812792885,0.0400471724908612,,,,,,,,,,,,,,0.0400471724908612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02632510322630818,,,,,,,,,0.0400471724908612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03397506010963081,,,,,,,,,,,,,,0.0400471724908612,0.03397506010963081,0.0400471724908612,,,,0.029666827812792885,,,,,0.0400471724908612,,,,,,,,,,,,,0.029666827812792885,,,,,,,,,,,0.05042751716892952,0.05042751716892952,0.05042751716892952,0.05042751716892952,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,0.029437263731948028,,,,,0.024336736731524002,,,,,,,,,,,,,,,,,0.029437263731948028,,,,,,,,,,,,0.01833971818905891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045280947714262824,,0.06112463169657762,0.06112463169657762,,,,,,,,,,,,,,,,,,,,,,,,,,0.06112463169657762,,,,,,,,,,,,,,,,,,,,,0.06112463169657762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05185667069364703,0.0401804207138388,,,,,,,,,,,,,,,0.05185667069364703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06112463169657762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045280947714262824,,,,,,,,,,,,,,,0.07696831567889242,0.07696831567889242,0.07696831567889242,0.06112463169657762,0.07696831567889242,,,,,,
27,,,,,0.024317739604652718,,,,,,,,,,,0.026839128603682576,,,,,,,,,,,,,,,,,,,0.03740600028569538,,,,,,,,,,,,,0.026839128603682576,,,,,,,,,,,,,0.024317739604652718,,,,,,,,,,,,,,,,,,,,,,,,0.04283811926866494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03319252145925814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03319252145925814,,,,,,,,,,0.026839128603682576,,,,,,,0.04283811926866494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050494260966738036,,,0.050494260966738036,,,,,,,,,,,,,,,,,,,0.03740600028569538,,,,,,,,,,,,,,,0.050494260966738036,,,,,,,,,,,,,,,,,0.050494260966738036,,,,,,,,,,,,,,,,0.050494260966738036,0.050494260966738036,,,,,,,,,,,,,,0.050494260966738036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050494260966738036,,0.0635825216477807,0.0635825216477807,0.0635825216477807,0.0635825216477807,,
28,,,,,,,,0.02875181474733801,,,0.08957061301629941,,,,,,,,,,,,,,,,,,,0.034837886531939206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06220424977411931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08957061301629941,,0.07821254605190851,,,,,,,,,,,,,,,,,,,,,,,,,,0.07821254605190851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07821254605190851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07821254605190851,,,,,,,,,,,,,,,,,,,,,,,,0.13294527253626873,0.13294527253626873
