,tưởng,nhớ,đại,thi,hào,nguyễn,du,rước,di,ảnh,tại,trường,thcs,chuẩn,quốc,gia,q,gò,vấp,tphcm,lễ,kỷ,niệm,240,năm,ngày,sinh,do,hội,nghiên,cứu,và,giảng,dạy,văn,học,tổ,chức,cuối,tuần,qua,là,buổi,hoạt,ngoại,khóa,rất,bổ,ích,cho,1,400,của,bài,vị,được,thầy,trò,từ,cổng,lên,sân,khấu,giáo,sư,nhà,nhân,dân,hoàng,như,mai,ông,thành,rum,trưởng,ban,hóa,xã,hđnd,huỳnh,công,minh,giám,đốc,sở,gd,đt,trong,trang,phục,khăn,đóng,áo,dài,dâng,hương,nghiêng,mình,thơ,lớn,tộc,mùi,nhang,trầm,thơm,in,sâu,vào,cảm,xúc,người,dự,phía,dưới,“truyện,kiều,còn,tiếng,việt,nước,còn”,chấm,dứt,nói,chuyện,“nguyễn,truyện,với,nam”,vậy,nghệ,sĩ,ưu,tú,trần,thị,tuyết,ngâm,trích,đoạn,ở,lầu,ngưng,bích,các,cô,thường,em,bây,giờ,chợt,sáng,ngời,hạt,ngọc,kho,tàng,nam,một,gái,đã,lén,lau,vội,mắt,khi,xem,bạn,lớp,9,5,biểu,diễn,cảnh,mã,mua,“cò,kè,bớt,thêm,hai,lâu,ngã,giá,vàng,ngoài,bốn,trăm”,hoặc,“nỗi,tức,nỗi,thềm,hoa,bước,lệ,sa,mấy,hàng”,những,câu,đọc,đến,nay,vẫn,gây,động,lòng,lần,lượt,báo,ân,oán,tiểu,phẩm,bỗng,đâu,lại,thấy,khanh,lẻn,6,đạo,đức,lý,7,chơi,bói,không,chỉ,làm,mà,tạo,hứng,thú,môn,thiết,nghĩ,cần,rộng,nhất,tình,hình,giảm,sự,yêu,thích,hiện
10,,,,,,,0.013071968632008442,,,,,,,,,,,,,,,,,,,,,,,,,0.01505149978319906,,,,,,,,,,,,,,,,,,,,,0.01505149978319906,0.02059771852360797,,,,,,,,,,0.05,0.025,0.02059771852360797,0.04119543704721594,0.05,0.025,0.034948500216800946,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02059771852360797,,,,,,,,,,,,,,,,,0.03252574989159953,0.03010299956639812,0.061793155570823904,0.06505149978319906,0.1,0.025,0.03252574989159953,0.03252574989159953,0.03252574989159953,0.025,0.025,0.03252574989159953,0.025,0.03252574989159953,0.03252574989159953,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04368562527100118,,,,,,,,,,,,,,,,,0.03762874945799765,,,,,,,,,,,,,,,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.0625,0.08131437472899883,0.08131437472899883,0.0625,0.08131437472899883,0.08131437472899883,0.08131437472899883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,0.030303030303030304,,,,,,,,,0.018244242161453407,0.03168962092608107,,,,,0.030303030303030304,,,,,,,,,,,,0.018244242161453407,0.024966931543767237,,,0.024966931543767237,,,,,,,,,,,,,0.021180909222303604,,,,,,,,,,,,,,,,,,0.024966931543767237,,,,,,,,,,,0.021180909222303604,,,,,,,,,,,,,,,,,0.018244242161453407,,,0.030303030303030304,,,,,0.030303030303030304,0.030303030303030304,,0.030303030303030304,,,,,,,,,,,0.030303030303030304,,,,,,,0.05473272648436022,0.03942515138375701,0.03942515138375701,0.021180909222303604,0.03942515138375701,0.030303030303030304,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,0.03942515138375701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018237278225988977,,,,,,,,,,,,,,,,,0.027958800173440754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024082399653118498,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,0.024082399653118498,,,0.027958800173440754,,,,,,,,,,,0.027958800173440754,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.04,0.05204119982655925,0.05204119982655925,0.04,0.04,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.04,0.05204119982655925,0.05204119982655925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1164950007226698,,,,,,,,,,,,,,,,,,0.21683833261066354,0.21683833261066354,0.21683833261066354,0.16666666666666666,0.21683833261066354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05492724939628792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05492724939628792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06666666666666667,,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,0.08673533304426542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08737125054200236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16262874945799766,0.16262874945799766,0.16262874945799766,0.16262874945799766,0.16262874945799766,0.16262874945799766,0.16262874945799766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04846522005554816,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04111588260800111,,,,,,,,,,,0.058823529411764705,0.058823529411764705,,,,,,0.04846522005554816,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0354152936075272,,,0.04111588260800111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07653117621552831,0.07653117621552831,0.07653117621552831,0.07653117621552831,0.058823529411764705,0.07653117621552831,0.07653117621552831,0.058823529411764705,0.07653117621552831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,0.0073644893701456,0.0073644893701456,,,,,0.0064215768401369635,,,,,,,,,,,,,,,0.012843153680273927,,,,,0.016959436375435562,,,0.008479718187717781,0.0073644893701456,,,,,,,0.01160434846400449,0.019689295896789263,0.01160434846400449,0.01160434846400449,,,,0.014084507042253521,0.01160434846400449,,0.033918872750871125,,,,0.01160434846400449,0.014084507042253521,,,,,,,,,,,,,,,,,,,,,,,0.014084507042253521,,,,0.014084507042253521,,,,,,,,,,,,,,,,,,,,,,,0.014084507042253521,,,,,,,,0.016959436375435562,0.01160434846400449,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016959436375435562,,,0.009844647948394632,,,,,,,,,,,,,,,,,,0.014084507042253521,,,0.04225352112676056,0.04225352112676056,,,,0.014084507042253521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014084507042253521,,0.01832436613611241,0.01832436613611241,0.03664873227222482,0.01832436613611241,0.01832436613611241,0.03664873227222482,0.03664873227222482,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.01832436613611241,0.014084507042253521,,,,,,,,,,,,
19,,,,,,,,,,,,0.01302662730427784,,,,,,,,,,,,,,,0.02605325460855568,,,,,,,,0.01720171403794178,0.01493939272229536,,,,,,0.02354024974126625,0.02354024974126625,0.01997057155245768,0.02354024974126625,0.02354024974126625,,0.02857142857142857,0.02857142857142857,,,,,,,0.02354024974126625,,,,,,,,,,,0.02354024974126625,,,0.03994114310491536,,,,,,,,,,,,,,,,,,0.02354024974126625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02857142857142857,,,,,,,,,,,0.02857142857142857,,,,0.01720171403794178,,,,,,,,,,,,,,0.01997057155245768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02857142857142857,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465
