,đào,tạo,sau,đh,chất,lượng,đáng,lo,chỉ,tiêu,tuyển,sinh,tăng,nhanh,hằng,năm,tuy,nhiên,còn,nhiều,vấn,đề,phải,bàn,trong,ảnh,đăng,ký,dự,thi,tại,mở,bán,công,tphcm,nhằm,minh,họa,n,hữu,“nếu,xét,về,số,bằng,cấp,thì,việt,nam,chiếm,vị,trí,cao,khu,vực,đông,á,nhưng,của,đang,có,khoảng,cách,với,chuẩn,mực,quốc,tế”,ts,nguyễn,thị,kim,anh,trường,sư,phạm,đưa,ra,đánh,giá,trên,khi,nhìn,vào,thực,trạng,hiện,nay,đó,khâu,vẫn,bất,cập,nặng,nề,lý,thuyết,nội,dung,học,quá,hàn,lâm,ít,thảo,luận,viên,đi,tế,tự,nghiên,cứu,tài,liệu,gs,trần,thanh,đạm,nói,một,chuyên,sâu,và,phương,pháp,khoa,song,thường,phân,tán,rời,rạc,thiếu,hệ,thống,bản,thân,cũng,không,hiểu,các,ý,nghĩa,như,thế,nào,đối,sự,mình,kêu,ca,nhất,là,chương,trình,thạc,sĩ,ở,nước,ngoài,40,50,tín,ta,yêu,cầu,môn,15,25,đơn,bắt,buộc,80,100,lại,thiết,đây,nguyên,nhân,chính,khiến,chưa,hóa,liên,thông,những,“muôn,thuở”,trương,văn,viện,hành,gia,dẫn,yếu,kém,quản,giáo,dục,theo,chung,mà,ai,biết,hoặc,trùng,lặp,khóa,dựa,trước,rồi,thay,đổi,địa,danh,để,“trình,làng”,trực,tiếp,đến,bức,xúc,xã,hội,rất,hiếm,hoi,tính,hình,thức,cho,phần,mục,dày,hơn,trang,ấn,tượng,bề,đầy,đủ,trị,tiễn,nêu,quy,định,sát,vô,ví,dụ,chú,giải,thư,trích,tỉ,mỉ,đóng,bìa,chữ,nhũ,chi,tiết,thủ,tục,từ,làm,xong,án,bảo,vệ,thật,rườm,rà,phiền,hà,điểm,ngất,quyết,mang,chiếu,lệ,lên,do,mối,quan,khác,nhau,người,hướng,buổi,nhà,thành,đồng,đã,qua,khuyết,sót,cần,được,góp,việc,tiến,báo,động,gần,xu,ngày,càng,thậm,chí,999,kiến,“sau,cánh,gà”,đa,hài,lòng,kết,quả,tương,thời,gian,trở,cuộc,tranh,tâm,trò,thầy,giống,nghi,chứ,kỳ,hạch,cả,144,cơ,sở,1998,bộ,gd,đt,38,4,278,phó,1999,thêm,2,025,23,400
10,0.0381322709459999,0.03491049611390619,0.01906613547299995,0.020925768518294762,,,,,,,,0.020925768518294762,,,,,,,,,0.025817192380952574,0.020925768518294762,,,0.01906613547299995,,,,,,,,,,,,,,,,,,,,0.020925768518294762,,,,,,,,0.02312524757517323,,,,,,,,,,,,,,0.034179136704952054,,0.02312524757517323,,,,,,,,,0.025817192380952574,,,,,,,0.01603434465563695,,,,,,,,,,,0.020925768518294762,,,,0.023196420263078797,,,,,,,,,0.025817192380952574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025817192380952574,,,,,,0.0381322709459999,0.034179136704952054,0.034179136704952054,0.029287712842294242,0.01603434465563695,0.04254108102895153,0.04254108102895153,0.04254108102895153,0.029287712842294242,0.04254108102895153,0.04254108102895153,0.034179136704952054,0.034179136704952054,0.034179136704952054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,0.022156696078194454,,,,,,,0.027335850756302727,0.015631732854183976,0.027335850756302727,0.04431339215638891,,,,,,,,,,,,,,,,,,,,,0.022156696078194454,,,,,,,,,,0.02448555625606577,,,,,,,,,,,,,,,,0.02448555625606577,,,,,,,,,,,,,,,0.031010519480076257,,,,,,,,,,,,0.022156696078194454,,,,0.012280457786335835,,,,,,0.010452578176075701,,0.031010519480076257,,,,,0.036189674158184526,,,,,,,,,,,,,,,,,,,,,,,,,0.02448555625606577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020187672853764653,0.036189674158184526,0.036189674158184526,0.031010519480076257,0.03395508280017237,,,,,,,0.036189674158184526,0.036189674158184526,0.036189674158184526,0.036189674158184526,0.07237934831636905,0.04504349756006633,0.04504349756006633,0.036189674158184526,0.036189674158184526,0.04504349756006633,0.04504349756006633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,0.027455235081119928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021259156681690206,,,,,,,,,,,,,,,0.02513555720201246,,0.01809190683978521,,,,,,,,,,,,,,,,,,,,,,,0.04217430649290371,0.023089456304117212,,,,,,,,,,,,,,,0.03340284517883347,,,,,,0.014215506319462954,0.07435351405714342,,0.03717675702857171,,,,,0.04921795685513096,,,,,,0.027455235081119928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02513555720201246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023089456304117212,,,,,,,,,,,,,,,,,,0.12251831336338041,0.061259156681690206,0.04921795685513096,0.061259156681690206,0.061259156681690206,0.061259156681690206,0.061259156681690206,0.061259156681690206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050255296777181144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03948751755406376,,,,,,,,,,,,,,0.0762645418919998,,,,,,,,,,,,,,,,,,,,,,,,,0.11715085136917697,,,,,,,,0.06982099222781238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0641373786225478,,,,,,,,,,,,,,,,,,,,,,,,,,0.17016432411580612,0.17016432411580612,0.17016432411580612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,0.048916785563910145,0.07929764912195911,,,,,,,,,,,,,,,,,,,,,,0.027972574581171323,,,,,,,,,,,,,,,0.03307310158159534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06476046954622494,,,,,,,,,,,,,0.018704613578240728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036125309317263064,,,,0.03038086355804896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08060415352853974,0.08060415352853974,0.043816258563486116,0.08060415352853974,0.08060415352853974,0.08060415352853974,0.05549250854329435,0.06476046954622494,0.08060415352853974,0.08060415352853974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,0.08449262961039025,0.04831626518565956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08449262961039025,,,,,,,,,,,,,,,,0.09585069657478117,,,,,,,,,,,,0.03230796890787035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09585069657478117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052476037054811846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11185899285257035,,,0.09585069657478117,0.08449262961039025,0.06848433333260105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.016983484595954366,,,,,,,,,,0.0203602072069895,,,,,,,,0.028728590110392173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045000481767904665,,,,,0.022500240883952333,,,,,,0.0203602072069895,,,,,0.022500240883952333,,,,,,,,,,,0.025119430424710616,,,,,0.015600983989268387,,,,,,,,,,,,,,,0.011284744992849146,,,,,,0.00960507183747497,,,,,,,,,,,,,,,,0.03325537625346686,,,,,,0.03325537625346686,,,,,,,,,,,0.045000481767904665,,,,,,0.028496153035745753,,,,,,,,,0.025119430424710616,,,,,,,,,,,,,,,,,,,,0.03325537625346686,,,,,,,,,,,,,,,0.028496153035745753,0.031201967978536773,,,,,,,,,,,,,,0.03325537625346686,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03325537625346686,0.03325537625346686,0.03325537625346686,0.04139132208222311,0.04139132208222311,0.03325537625346686,0.04139132208222311,0.04139132208222311,0.04139132208222311,0.04139132208222311,0.03325537625346686,0.04139132208222311,0.04139132208222311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,0.037962779788732505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06638706612244948,,,,,,,,,,,,,,,,,,0.05380911904704368,,,,,,,,,,,,,,,,,,,0.06638706612244948,0.06638706612244948,0.06638706612244948,0.06638706612244948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0878892086698767,,,,,,,,,,,,,,,,,,,,,,,0.0878892086698767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0878892086698767,0.0878892086698767,0.07531126159447091,0.0878892086698767,0.10939135121730394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0585928057799178,,,,,,,,,0.03587274603136245,,,,,,,,,,,,,,,,0.029923282383348165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019882645939781826,,,,,,,,,,,,,,,,,,,,0.03268480366799991,,,,,,0.04425804408163299,,,,,,,,,,,,,,,,,,0.04425804408163299,,,,,,,,,,,0.04425804408163299,,,,,,,,,,0.0585928057799178,0.0585928057799178,,,,,,,,,,,,,,,,,,,,0.03268480366799991,,,,,,,,0.05020750772964727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04425804408163299,0.03587274603136245,,,0.0585928057799178,,,,,,,,,,,,,,,,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025308519859155006,,,,,,,,,,,,,,,,,0.02153798433307763,,0.1171856115598356,,,,,,,,,,,,,,,,0.04425804408163299,,,,,,,,,,,,,,,,,,,,,,0.08851608816326598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04425804408163299,,,,,,,,,0.029923282383348165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03268480366799991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0585928057799178,,,,,,,,,0.0585928057799178,0.05020750772964727,,,,,,,,,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,0.07292756747820262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06884584634920686,,,,,,,,,,,,,,,,,,,0.03442292317460343,,,,,0.02632501170270917,,,,,,,,,0.03442292317460343,0.03442292317460343,0.03442292317460343,0.03442292317460343,,,,,0.03442292317460343,,,,,,,,,,,,,,,,,,0.03442292317460343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0455721822732694,,,,,,,,,,,,,,,,,,,,,0.030833663433564307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0455721822732694,0.0455721822732694,0.03905028378972566,0.056721441371935376,0.056721441371935376,0.04654732815187492,0.027901024691059685,0.027901024691059685,0.056721441371935376,0.056721441371935376,0.056721441371935376,0.056721441371935376,0.056721441371935376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
