,thi,lớp,10,nên,hay,không,ông,đào,duy,sinh,để,việc,xét,tuyển,khoa,học,hơn,hợp,lý,căng,thẳng,tốn,kém,cho,xã,hội,từ,số,báo,này,người,lao,động,mở,diễn,đàn,“góp,ý,10”,các,kiến,đóng,góp,của,bạn,đọc,xin,gởi,về,127,võ,văn,tần,q,3,tphcm,ngoài,bì,thư,ghi,e,mail,khoagiaonld,com,vn,phó,hiệu,trưởng,trường,thcs,ngô,chí,quốc,thủ,đức,kết,với,kiểm,tra,kỳ,2,tổ,chức,vào,bằng,một,riêng,mà,mặt,vừa,bảo,đảm,những,có,lực,trung,bình,đủ,điểm,tốt,nghiệp,khác,tính,phân,hóa,và,quả,4,năm,là,cơ,sở,ngọc,quang,giáo,viên,lưu,trữ,ương,iii,cớ,nào,được,bộ,gd,đt,chính,thức,bỏ,2005,2006,nhằm,giảm,áp,cử,thì,lại,bắt,phải,nếu,buộc,chẳng,bà,lê,tuyết,chinh,khu,phố,8,p,hiệp,chánh,dạy,thêm,sẽ,tràn,lan,trong,còn,tiêu,cực,nó,ngăn,chặn,ra,băn,khoăn,theo,tờ,trình,ubnd,đầu,cấp,2007,hs,ba,huyện,củ,chi,cần,giờ,trên,địa,bàn,vẫn,thể,thpt,nhưng,tham,gia,mình,nữa,vực,môn,ngữ,toán,hệ,ngoại,ngày,24,25,5,nhiều,phụ,huynh,đề,xuất,lấy,9,bốn,làm,phương,án,mấy,cao,đều,tránh,tình,trạng,lệch,tủ,chỉ,đối,dẹp,“phong,trào”,luyện,đang,“nóng”,lên,từng,gây,tâm,lo,âu,thiết,củng,cố,quyết,định,đúng,đắn,bớt,phát,bệnh,thành,tích,hoành,hành,kọc,khách,quan,đây,điều,đáng,ngại,như,sự,đạo,giám,sát,chặt,chẽ,chất,lượng,chấm,nghiêm,ngặt,suốt,cuối,cũng,ngành,dục,công,thường,xuyên,bước,nâng,phản,ánh,độ,quản,tại,giữa,đồng,khó,căn,cứ,khắc,phục,nghị,thống,nhất,chung,đáp,thang
10,0.019760328826353264,0.015312283396146193,0.01695526430438097,,,,,,,0.03750989253556412,,,,0.01109880456970896,,0.02480310682441298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025489814093249148,,,,,,,,,,,,,,,,0.028400544077188856,0.028400544077188856,0.041488804758231516,,,,,,,,,,0.022968425094219293,,,,,,,,,,0.049144946456304614,,,0.03184320694882472,0.03184320694882472,,,,,,,,,,0.041488804758231516,,,0.07211337155052391,0.041488804758231516,0.06223320713734728,0.06223320713734728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17892047051987342,0.17892047051987342,0.17892047051987342,0.17892047051987342,0.14129172106187576,0.17892047051987342,0.17892047051987342,0.17892047051987342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23856062735983122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23856062735983122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35784094103974684,0.2825834421237515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.017480290884850966,0.009030320977214422,0.009999258435916982,,,,,,,0.011060609337409932,,,,0.00654544884880272,,0.01462747325542304,0.021264199303359613,,,0.021264199303359613,0.021264199303359613,,,0.01877932717494791,,,,,,0.021264199303359613,,,,,,,,,,,,,,,,,,,,,,,,,,0.021264199303359613,,,,,,,,,,,,,,0.013545481465821633,,,,0.028982917140897593,0.028982917140897593,,,,,0.013545481465821633,,0.02446775665229038,0.02446775665229038,0.015032454465249498,,,,,,,,,,,0.021264199303359613,,,,,0.016749038814752402,0.016749038814752402,,,,,,,,,,,0.013545481465821633,,,,,,,,,,,,,0.01877932717494791,0.01877932717494791,,,,,,,,0.02446775665229038,,0.02446775665229038,,,,0.02446775665229038,,,,,,,,,,,,,0.021264199303359613,0.04893551330458076,0.016749038814752402,0.028982917140897593,0.028982917140897593,0.02446775665229038,0.01877932717494791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,0.03750989253556412,,,,,,,,,,0.01240155341220649,0.03605668577526196,,,,,,,,,,,,,,,,,,0.049144946456304614,,,,,,,,,0.022968425094219293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049144946456304614,,,,,0.08297760951646303,,,,,,,,,,,,,0.01875494626778206,,,,,,,,,,,,,,,,,0.028400544077188856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03605668577526196,0.08297760951646303,,0.049144946456304614,0.049144946456304614,,0.03184320694882472,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.049144946456304614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.005049861811179168,0.015652556360505,0.008666023977794717,,,,,,,0.01917172285151055,,0.016275416884954857,0.009585861425755276,0.01701816700688707,,0.012677143488033303,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01173941727037875,,,,0.025118528188777915,0.018428972729578334,,,,,,0.025118528188777915,0.03685794545915667,,,,,,,,,,,,,,0.01173941727037875,,,,,,,,,,,0.013028127203216232,,,0.026056254406432465,,,,,0.021205389098651665,,,,,,,,,,,0.014515833639452084,0.014515833639452084,,,,,0.009585861425755276,,,0.016275416884954857,,,0.01173941727037875,,,,,,,,,,,0.029031667278904168,,0.016275416884954857,0.016275416884954857,,,,,0.021205389098651665,,,,,,,,,,,,,,,,,,,,,,,,0.014515833639452084,,,,,,,,,,,0.025118528188777915,0.025118528188777915,0.025118528188777915,0.0318080836479775,0.025118528188777915,0.0318080836479775,0.0318080836479775,0.025118528188777915,0.0318080836479775,0.018428972729578334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,0.0331818280122298,0.01963634654640816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07340326995687114,,,,,,,,,0.0331818280122298,,,,0.050247116444257216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08694875142269279,,,0.050247116444257216,,,,,,,,,,,,,,,,,,,,,0.08694875142269279,0.11010490493530672,0.11010490493530672,0.11010490493530672,0.07340326995687114,0.11010490493530672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.011085062512344515,,,,,0.010521067418511887,,,,,,,0.021042134837023774,0.024904634644224984,,,,,,,,,,,,,,,,,,,,,,,,,,0.03186402506221189,,,,0.01288472627236692,,,,,,,,,,,,,,,,,,,,,,,,,0.04045384257712317,,,,,,,,,,,,,,,0.028598328007060022,,,,,,,,,0.023274207547300606,0.0357265248694131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015932012531105946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015932012531105946,,,,0.01786326243470655,,,,,,,,,,,,,,,,0.020226921288561586,,,,,,,0.08270734891426873,0.08270734891426873,0.10473393396285273,0.03491131132095091,0.03491131132095091,0.06982262264190182,0.03491131132095091,0.03491131132095091,0.03491131132095091,0.03491131132095091,0.03491131132095091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.01567198493124569,,,,,,,,,,,,,0.008802500175976072,,,,,,,,,,,,,,0.025254957235274777,,,,,,,,,,,,0.022524569440529094,,,,,,,,,,,,0.038977026499827795,,,,,,,,,,,,,,,,,,,,,,,,,0.03290491411859741,,,,0.020216059453266568,,,,,,,,,,,,,,,,,,,,,,,,,0.02974922511441292,,,,0.022524569440529094,,,,,,,,,,,,,,,,,,,,,0.03290491411859741,,,,,,0.038977026499827795,,,,,,,,,,0.038977026499827795,,,,,,,,0.022524569440529094,,,,0.025254957235274777,,,,,,,,,,,,,,,,0.028596681821759482,0.038977026499827795,,,,,,,,,,,,,,,,,0.04935737117789612,0.038977026499827795,0.09871474235579224,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.038977026499827795,0.04935737117789612,0.04935737117789612,0.04935737117789612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.015312283396146193,0.008477632152190485,,,0.00937747313389103,,,,0.00937747313389103,,,0.00937747313389103,0.01109880456970896,,0.006200776706103245,,,,0.01802834288763098,0.01802834288763098,0.020744402379115758,0.020744402379115758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011484212547109646,,,,,,0.03605668577526196,,,,0.022968425094219293,0.012744907046624574,0.020744402379115758,0.020744402379115758,,,0.01802834288763098,,,,0.049144946456304614,,,,,,,,,,,,0.020744402379115758,,,,0.01875494626778206,0.041488804758231516,,0.03184320694882472,,0.020744402379115758,0.011484212547109646,,,0.01802834288763098,0.024572473228152307,,,,,,,,,,,,,,,,,,,,,,,0.01802834288763098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020744402379115758,,,,,,,,,,,,,,,,,,,,,,,0.03111660356867364,0.03111660356867364,0.03111660356867364,0.024572473228152307,0.03111660356867364,0.024572473228152307,0.024572473228152307,0.03111660356867364,0.020744402379115758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.005980099513238487,0.009267961002930591,0.010262396815809533,,,,,,,,0.017189802994087993,0.03854703999068255,0.011351678004183878,0.00671769750271858,,0.022518610143217047,0.02182378349555329,,,,,,,,,,,,,,,,,,,,,0.019273519995341274,,0.017189802994087993,,,,,,,,,,,,,,,,,,,,,,,,,,0.029745625486710687,,,,,,,,,,,0.02511164498524539,,,,,,,,,,,,0.02511164498524539,,,,,0.03854703999068255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017189802994087993,,,,,0.029745625486710687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02511164498524539,,,,,,,,,,0.029745625486710687,,,,,,,0.02182378349555329,,,,,,,0.029745625486710687,,,,,,,,,,,,0.029745625486710687,,,,,,,,,,,,,,,,,,0.029745625486710687,0.029745625486710687,0.029745625486710687,0.029745625486710687,0.029745625486710687,0.03766746747786809,0.029745625486710687,0.029745625486710687,0.03766746747786809,0.03766746747786809,0.029745625486710687,0.03766746747786809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.009880164413176632,0.015312283396146193,0.01695526430438097,,,0.01875494626778206,,,,,,,,,,,,,,0.03605668577526196,0.03605668577526196,,,,,,,,,,,,,,,,,0.03184320694882472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028400544077188856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041488804758231516,,,,,,,,,,,,,,,,,,,0.049144946456304614,,,,,,,,,,,,,,,,,,,,,,,,,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.03605668577526196,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.01623169867879018,,,,,,,,,,,,,,,,,,,,,0.03408008962283303,0.03408008962283303,0.026156919993677447,0.04036906316053593,0.08073812632107186,,,,,,,,,,,,,,,,,,0.0188669206131087,,,,,,,,,,,,,,,,,,,,,,,,,,0.0188669206131087,,,0.04036906316053593,,,,,,,,,,,,,,,,,,,,,,0.02961799188682232,,,,,0.023329018349119417,0.023329018349119417,,,,,0.015405848719963833,,,,0.023329018349119417,,,,,,,,,,,,,,,,,,,0.04036906316053593,,,,0.04036906316053593,0.03408008962283303,0.04036906316053593,,,,,,,,,,,,,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,0.051120134434249544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0052847391047223845,0.01638058223773779,0.009069094860482843,,,0.010031715445557846,,,,0.010031715445557846,,0.0170324130191388,0.010031715445557846,0.005936569886123397,,0.00663338903443603,,,,,,,,,,,,0.0170324130191388,,,,,,,,,,,,,,,,,,,,,0.0192861342518843,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0385722685037686,,,,0.024570873356606685,0.027268173216033975,,,,,0.0192861342518843,,,,,,,,,,,,,,,,,,,,,0.04438337253206162,,,,0.02219168626603081,0.012285436678303343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015190988692449853,,,,0.0170324130191388,,,,,,,0.05257366365093052,0.05257366365093052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02628683182546526,0.02628683182546526,,0.04438337253206162,,,0.02628683182546526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033287529399046216,0.033287529399046216,0.033287529399046216,0.033287529399046216,0.033287529399046216,0.033287529399046216,0.033287529399046216,0.033287529399046216,0.02628683182546526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
