,phòng,học,bộ,môn,sẽ,xóa,bỏ,tình,trạng,dạy,chay,chạy,sinh,có,nhiều,cơ,hội,thực,hành,hơn,ở,một,truyền,thống,chỉ,bảng,đen,phấn,trắng,bàn,ghế,thụ,động,trong,mỗi,giờ,giáo,viên,di,chuyển,theo,thời,khóa,biểu,tự,mang,thiết,bị,đến,lớp,nếu,nội,dung,bài,giảng,cần,cách,này,phù,hợp,với,kiểu,tất,cả,những,vấn,đề,được,khắc,phục,ông,lê,quán,tần,vụ,trưởng,dục,trung,khẳng,định,sổ,đào,tạo,đang,hoàn,thiện,sửa,đổi,bổ,sung,quy,chế,phbm,trường,bao,gồm,thcs,và,thpt,đạt,chuẩn,quốc,gia,cụ,thể,phải,xây,dựng,dành,riêng,cho,từng,như,vậy,tiết,thay,vì,ngồi,lý,thuyết,đơn,thuần,sang,các,tài,liệu,đặc,thù,giúp,hiện,hoạt,khác,nhau,hoàng,hảo,giám,đốc,công,ty,1,biết,là,xu,hướng,yếu,của,nước,nền,tiên,tiến,vừa,ngay,tại,cũng,bảo,quản,tốt,do,không,quá,kiệm,kinh,tế,quay,vòng,song,điều,quan,trọng,bầu,khí,khoa,nâng,cao,kỹ,năng,vốn,khâu,rất,việt,nam,trở,thành,thì,tương,lai,gian,tập,mới,xuất,thế,nhà,đại,luôn,thí,nghiệm,lâu,nay,vẫn,tồn,kho,chứa,đồ,cũ,tử,dùng,để,loại,đủ,tuy,nhiên,khi,đặt,ra,đã,vấp,ý,kiến,trái,chiều,thấy,việc,triển,khai,mô,hình,dễ,dàng,tưởng,dự,thảo,về,diện,tích,tối,thiểu,hóa,72m2,nghệ,tin,ngoại,ngữ,văn,toán,sử,địa,xưởng,nghe,nhìn,54m2,cảnh,tấc,đất,vàng,lẽ,giấc,mơ,con,số,kê,án,phát,87,sở,vật,chất,dụng,muốn,tiêu,biện,pháp,đưa,cải,ví,dụ,7,lại,3,phản,đối,phương,rằng,nơi,vi,phạm,kế,thậm,chí,kết,cấu,khiến,sập,gd,đt,hải,hiệu,quả,căn,cứ,vào,bà,nguyễn,thị,minh,phó,viện,chiến,lược,chương,trình,góp,nên,chốt,bên,cạnh,5,mục,tốn,tới,70,triệu,đồng,còn,trang,thêm,đầu,tư,lên,150,sự,lớn,phổ,thông,điểm,xới,xáo,chưa,làm,dẫu,phủ,nhận,gần,đó,mà,chúng,ta
10,,0.012283447648814193,,,,,,,,,,,0.01765439226419848,,,,,0.012895169046477363,0.019794425941161313,0.019794425941161313,,,,,,,,,,,,,,,,,0.025790338092954727,0.025790338092954727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011658480112405065,,,,,,,,,0.015845019571479203,,,,,,0.019794425941161313,,,,,,,,,,,,,,,0.015845019571479203,,,,,,,,,,,,,,,,,,,,,,,,,,0.012895169046477363,,,,,,,,,,,,,,,,,,0.02855533930632669,,,0.025790338092954727,0.025790338092954727,,0.025790338092954727,,,,,,,,,,,0.015845019571479203,,,,,,,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.030549561310675842,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.030549561310675842,0.03868550713943209,0.03868550713943209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.00811584933939509,,,0.017040044811416515,,,,,,,,,,,,,0.017040044811416515,,,,0.02961799188682232,0.026156919993677447,0.023329018349119417,,,,,,,,,,0.046658036698238835,,,,,,,,,,,,,,,,,0.023329018349119417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020938061576597514,,,,,,,,,,,,,,,,,,,,,,0.02961799188682232,,,,,,,,0.017040044811416515,,,,,,0.046658036698238835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04187612315319503,,,,,,,,,,,,,,,,,,,,,,,0.051120134434249544,0.04036906316053593,0.023329018349119417,0.04036906316053593,0.04036906316053593,0.10224026886849909,0.051120134434249544,0.04036906316053593,0.04036906316053593,0.03408008962283303,0.051120134434249544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.016248794958365093,,,,0.019880052279985932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022011407381960155,0.022011407381960155,,,,,,,,,,,,,0.027217188073972654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010636354379304418,,,,,,,,,,,,,,,,,,,,0.03455432386795937,,,0.03455432386795937,,,,,,,,0.039760104559971865,,,,,,0.027217188073972654,,,,,,,,,,,,,,,,,,,,,,,0.04709724035395858,0.04709724035395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039760104559971865,,0.039760104559971865,0.059640156839957804,0.059640156839957804,0.059640156839957804,0.059640156839957804,0.04709724035395858,0.059640156839957804,0.059640156839957804,0.059640156839957804,0.04709724035395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.019760328826353264,,0.028400544077188856,,,,,,0.03605668577526196,,,,,,,,,,0.03184320694882472,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022968425094219293,0.022968425094219293,,,0.028400544077188856,,,,,,,,,,,,,,,,,0.01875494626778206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,0.020744402379115758,,,,,,,,,,,,,,,,,0.03184320694882472,,,,,,,,,,,,,,,,,,,,,0.028400544077188856,,,,,,,,,,,,,,,,,,0.049144946456304614,0.06223320713734728,0.041488804758231516,0.06223320713734728,0.06223320713734728,0.049144946456304614,0.12446641427469456,0.06223320713734728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,0.025790338092954727,,,0.012895169046477363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01765439226419848,,,,,,,,0.025790338092954727,0.019794425941161313,0.011658480112405065,,,,,,,,,,,,,,,,0.022413615481919596,,,,,,,,,0.006899256894683948,,,,,0.031690039142958405,,,,,,,,0.01765439226419848,0.025790338092954727,0.025790338092954727,,,0.01765439226419848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015845019571479203,,,,0.019794425941161313,,,,,,,,,,,,,,,,0.030549561310675842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.025790338092954727,0.05158067618590945,0.030549561310675842,0.022413615481919596,0.030549561310675842,0.03868550713943209,0.03868550713943209,0.03868550713943209,0.030549561310675842,0.030549561310675842,0.03868550713943209,0.030549561310675842,0.030549561310675842,0.03868550713943209,0.03868550713943209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.007646491745112986,0.008911520843257354,,,0.00935531871999338,,,,,,,,0.012808088505398897,0.007646491745112986,,,,0.00935531871999338,0.014360661957313108,,,,,,0.014360661957313108,,,,,,,,,,,,,,,,0.014360661957313108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01871063743998676,,,,,,,,,,,,,0.01871063743998676,0.022163407225392277,0.015016029711959181,0.011495406355779027,,,,,,0.01626085829080441,0.012808088505398897,0.022163407225392277,0.022163407225392277,,,0.012808088505398897,,,,,,,,,,,,,0.01871063743998676,,,,,,,,,,,,,,,,,,,0.022163407225392277,,,,0.03107492806864963,,,,0.00935531871999338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01626085829080441,,,,,,,,,,,,0.028065956159980143,0.022163407225392277,0.028065956159980143,0.028065956159980143,0.01871063743998676,0.01871063743998676,0.01871063743998676,0.01871063743998676,0.01871063743998676,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.022163407225392277,0.01626085829080441,0.028065956159980143,0.028065956159980143,0.028065956159980143,0.022163407225392277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,0.016248794958365093,,,,,,,,,,,0.030516406659290354,,,,,,,,,0.027217188073972654,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027217188073972654,,,,,,,,,,,,,,,,,,,0.04709724035395858,,,,,0.04709724035395858,,,,,,0.039760104559971865,,0.010636354379304418,,,,,,,,,,,,,,,,,,,,0.06910864773591874,0.03455432386795937,,,,,,,,,,,,,,,,0.027217188073972654,,,,,,,,,,,,0.022011407381960155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05443437614794531,,,,,,,,,,,,,,0.04709724035395858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039760104559971865,0.039760104559971865,,,,,,,,,,,,,,,,,0.059640156839957804,0.11928031367991561,0.059640156839957804,0.059640156839957804,0.059640156839957804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,0.010262396815809533,,0.02511164498524539,,,,0.019273519995341274,,,,0.017189802994087993,,,,,,,,,,0.017189802994087993,,,0.012555822492622696,,,,0.019273519995341274,,,,,,,,,,,,,,,,,,0.029745625486710687,0.029745625486710687,,,,0.02511164498524539,,,,,,,,,,,,,0.015428045372229748,,,,,,,0.02182378349555329,,,,,,,,,,0.015428045372229748,,,,0.015428045372229748,0.059491250973421374,,,,,,,,,,,,,,,,,,,,,,,,,0.012555822492622696,,,,,,,,,,,,,,,,,,0.013901941504395887,,,,0.012555822492622696,0.029745625486710687,,,,,,,,,,,,0.015428045372229748,,,,,,,,,,,,,,,,,,,,,,,,,0.017189802994087993,,,,,,,,,,,,,,,,,,,,0.02511164498524539,,,,,,,,,,,,,,,,,,,0.029745625486710687,,,,,,,0.029745625486710687,,,,,,,,,,,,,,,0.029745625486710687,,,,,,,,,,,0.03766746747786809,0.03766746747786809,0.029745625486710687,0.02511164498524539,0.03766746747786809,0.03766746747786809,0.03766746747786809,0.03766746747786809,0.02511164498524539,0.029745625486710687,0.029745625486710687,0.03766746747786809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.019498553950038116,0.011362189075153128,,,,,,,,,,,,0.019498553950038116,,,,,,,,,0.036619687991148425,0.03266062568876719,,,,,,,,,,,,,,,,,0.036619687991148425,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021568188207949368,,,,,,,,,,,,,,,0.036619687991148425,,,,,,,,,,0.02552725051033061,,,,,,,,0.03266062568876719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026413688858352186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05651668842475031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047712125471966245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05651668842475031,0.047712125471966245,0.07156818820794937,0.07156818820794937,0.05651668842475031,0.047712125471966245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.02785507707148302,0.01623169867879018,,,0.03408008962283303,,,,,,,,,,,,,,,,,,0.05231383998735489,0.046658036698238835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030811697439927666,,,,,,,,,,,,,,,0.05231383998735489,,,,,,,,,,0.01823375036452186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06816017924566606,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.08073812632107186,0.10224026886849909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
