,bất,công,trong,xét,cấp,học,bổng,sinh,viên,ai,cũng,phấn,đấu,không,mệt,mỏi,tập,để,mong,được,nhận,thế,nhưng,việc,có,nhiều,và,thực,tế,gây,ức,chế,tiêu,chí,từ,trên,xuống,đến,hết,chỉ,căn,cứ,vào,điểm,rèn,luyện,mới,nhìn,xem,ra,bằng,hợp,lý,đối,với,mọi,lắm,vấn,đề,phát,tạo,một,cuộc,cạnh,tranh,lành,mạnh,ảnh,hưởng,sự,cố,gắng,của,là,trường,đại,ở,tphcm,tôi,chứng,kiến,bao,chuyện,dở,khóc,cười,lớp,khi,biết,mình,cao,nhất,l,tin,chắc,sẽ,vui,mừng,vì,điều,đó,giúp,đỡ,phần,nào,gánh,nặng,sống,bởi,gia,đình,rất,nghèo,thật,oái,oăm,bản,danh,sách,những,bạn,dán,khoa,lại,tên,theo,giải,cán,bộ,do,ít,tham,hoạt,động,nên,đủ,đi,chấm,còn,“không”,khai,khách,quan,chu,trình,bắt,đầu,tự,đánh,giá,mỗi,tùy,ý,kế,tiếp,phán,quyết,mang,tính,chất,định,đâu,rằng,kiện,hành,đã,chơi,rồi,huống,gì,phải,chịu,duyệt,cảm,bỏ,thời,gian,làm,thêm,trang,trải,thay,tư,sau,đa,số,các,đều,máy,móc,báo,cáo,mà,ký,xác,chuyển,lên,phòng,tác,chính,trị,đưa,cuối,cùng,xong,lần,như,tiếng,xì,xào,bàn,luận,đứa,này,kia,thân,trưởng,hay,lòng,phó,cộng,dù,thấp,hơn,khác,tiền,nhà,khá,giả,thì,chẳng,thấm,họ,khó,khăn,vậy,viết,thư,cho,cô,giáo,chủ,nhiệm,giãi,bày,hồi,âm,sao,trở,hướng,con,người,tình
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11785531559484573,,,,,,,,,,,,,,,,,,,,0.057403310667037334,,,,,,,,,,,,,,0.03559279453992976,,,,,,0.08440753829884783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11785531559484573,0.11785531559484573,0.08440753829884783,0.08440753829884783,0.15130309289084365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,0.03647353660212183,0.011602286060119479,0.022607989751099553,,,,,,,0.0322893622502085,,,,0.055287911331120654,,,,,,,,,,,,,,,,,,,,,,,,,,0.03647353660212183,0.04142236448009838,0.04142236448009838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020020946928710488,,,,,,,,,,,,,,,,,,,,,,,0.06629361502210072,,,,,,,,,,,,,,,,,,,,,0.08510798975109955,0.08510798975109955,0.08510798975109955,0.08510798975109955,0.055287911331120654,0.08510798975109955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.031630196484527535,0.015815098242263768,,,0.006401261274548678,,,,0.030503675217170016,,,,0.0712592822073567,,,,,,,,,,0.022853718333847382,0.017814820551839174,,,0.030503675217170016,0.030503675217170016,,,,,,,,,,,,,,,0.0201233305391017,0.022853718333847382,0.022853718333847382,0.030503675217170016,,,,0.026195442920332084,,,,,,0.0365757875984004,,,,,,,,,,,,,,,,,,,,,,,,,,0.0365757875984004,,,,0.011046039684805787,,0.030503675217170016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04695613227646872,0.0365757875984004,0.030503675217170016,0.04695613227646872,0.04695613227646872,0.04695613227646872,0.04695613227646872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,0.010639054000517437,0.010639054000517437,,,,,,,,,,,,,,,,,,,,,,,,,,0.03119699530451799,,,,,,,,,0.01716401722452792,0.019492877402399238,0.019492877402399238,,,,,,,,,,,,,,,,,,,,,,,,0.038985754804798475,,,0.030389988000196235,0.01716401722452792,,,,,,,,,,,,,0.009421622084099053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02234317190263619,0.02234317190263619,,,,,,,,,0.03119699530451799,,,,,,0.04005081870639979,0.04005081870639979,0.04005081870639979,0.03119699530451799,0.04005081870639979,0.04005081870639979,0.04005081870639979,0.03119699530451799,0.04005081870639979,0.04005081870639979,0.04005081870639979,0.04005081870639979,0.03119699530451799,0.05203568125281944,0.04005081870639979,0.03119699530451799,0.04005081870639979,0.03119699530451799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,0.011741586272803093,,0.00421901311277072,,0.016442174364436037,0.016442174364436037,0.02010469502949842,,,,0.011741586272803093,,,,,,,,,,,0.023483172545606185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01726517828840069,,,,,,,0.02010469502949842,0.015062677992763049,0.02410676909894572,0.02410676909894572,0.02410676909894572,0.02410676909894572,,,0.015062677992763049,,,0.011741586272803093,0.013263104218953393,,,,,,,,,,,,,0.007280344337712905,,0.02010469502949842,,,,,,,,,,,0.02410676909894572,,,,,,,,,,,,,0.01726517828840069,,,,,,,0.02010469502949842,0.01726517828840069,,,,,0.02410676909894572,,0.01726517828840069,0.01726517828840069,,,,,,,,,,0.02010469502949842,,,,,,,,,,,,,,,,,,,,0.02410676909894572,,,0.02410676909894572,0.03094835990949075,0.03094835990949075,0.03094835990949075,0.03094835990949075,0.02410676909894572,0.02410676909894572,0.03094835990949075,0.03094835990949075,0.02410676909894572,0.03094835990949075,0.03094835990949075,0.03094835990949075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,0.007425463078476467,,0.014469113440703714,0.014469113440703714,,,,,,,,0.026510313267262966,,,,,,,0.026510313267262966,,0.026510313267262966,,,,,,,,,,,,,,,,,0.06077342757517044,,,,,,,,,,,,,,,,,,,,0.026510313267262966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03538426325191722,,,,,,,,,0.03538426325191722,,,,,0.03038671378758522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04242791361414446,,,,,,,,,,,,,,,,,,,,,,,,0.04242791361414446,,,,0.054469113440703716,0.10893822688140743,0.10893822688140743,0.04242791361414446,0.054469113440703716,0.054469113440703716,0.054469113440703716,0.054469113440703716,0.054469113440703716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.04696634509121237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06906071315360277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060250711971052195,,,0.04696634509121237,0.05305241687581357,,,,,,,,,,,,,0.02912137735085162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08041878011799368,,,,,0.06906071315360277,0.06906071315360277,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09642707639578288,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09642707639578288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.012395617541233766,,,,,,0.009776428000475483,0.009776428000475483,,,,,,,,,,,,0.020531563369990014,,,0.017912373829231734,,,,,,,,,,,,,,,,,0.02866750919874626,0.05733501839749252,0.020531563369990014,,,,,,,0.023908285981025148,,,,,,,,,,,,,,,,,,,,,,,0.013962967459549624,,,,,,,,,,,,,,0.008657706779982914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023908285981025148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023908285981025148,,,,0.02866750919874626,,,,,,,0.02866750919874626,,,,,,,,,,0.02866750919874626,,,,,,,0.03680345502750251,0.02866750919874626,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.02866750919874626,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.02866750919874626,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.03680345502750251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,0.02547988050142496,,,,,,,,,,,,,,,,,,,0.11785531559484573,,,0.028701655333518667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032420921424108295,,,,,0.04914481007210725,,,,,,,,0.01779639726996488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058927657797422865,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058927657797422865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058927657797422865,,,,,,,,,,,,,,,,,,,,,0.07565154644542182,0.058927657797422865,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,0.010607804397823523,0.010335081029074081,,,,,,,,,,0.018935938048044974,,,0.050020850197195654,,,,,,0.03787187609608995,,,,,,,,,,,,,,,,,,0.0333472334647971,0.018935938048044974,0.018935938048044974,0.02527447375136944,,,,,,,,0.02170479556256087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018304865763392447,,,,,,,,,,,,0.02527447375136944,,,,,,,,,,,,,,,,,,,,,,0.02170479556256087,,,,,,,,,,,,,,0.02527447375136944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03030565258153176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0778130192010053,0.03030565258153176,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03890650960050265,0.03030565258153176,0.03890650960050265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.023279120560471853,0.01206941707962235,0.01206941707962235,,,0.004885173077945043,0.009519153579410338,0.009519153579410338,0.009519153579410338,,,,,,,,,,,,,,,,,0.01744099557056774,,,,,,,,,,,,,,,,,0.019991259070779747,,,,,,,,,,,0.05582620212387429,0.039982518141559495,,,,,,,,0.01744099557056774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027913101061937146,,,,,,0.023279120560471853,,,,,0.019991259070779747,0.027913101061937146,,,,,,0.023279120560471853,0.019991259070779747,,,,,,0.027913101061937146,,,,,,,,,,,,0.023279120560471853,,,,,,,,,,,,,,,,,,0.023279120560471853,,,,,0.027913101061937146,,,,,,,,,,,,,,,,,,,,,,,,0.027913101061937146,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027913101061937146,,,,,,,,,,,,0.07166988610618909,0.035834943053094544,0.035834943053094544,0.035834943053094544,0.07166988610618909,0.027913101061937146,0.035834943053094544,0.035834943053094544,0.035834943053094544,0.035834943053094544,,,,,,,,,,,,,,,,,,
21,,0.014794769323408041,0.014794769323408041,0.016665477290430195,0.018825051149482235,0.005988276676190699,0.011668639871535253,,,,,,,,,,,0.02853569617090098,0.02853569617090098,0.018825051149482235,,,0.02450541434482679,0.021379284892954,0.016665477290430195,,,,,,,,,,,,,,,,,,,,,,,,,,0.02450541434482679,,,,,,,,,,,,,,,,,,,0.021379284892954,,,,,,,,,0.02853569617090098,,,0.034216059366245534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034216059366245534,,,,,,,,,,,,,0.034216059366245534,,,,,,,,,,,,,,,,,,,,,,,,,0.034216059366245534,,,,,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,0.04392670438766429,,,,,,
22,,0.0241388341592447,,0.02719104189491242,0.03071455713862891,0.009770346155890086,0.019038307158820676,,,,,,,,,,,,0.04655824112094371,,,,,,,,,,,,,,,,,,,0.039982518141559495,,,,,,,,,,,,,0.039982518141559495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05582620212387429,,,,,,,,,,,,,,,,0.04655824112094371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05582620212387429,,,,,,,,,,,,,,,,,,,,,,,,0.05582620212387429,,,,,,,,,,,,,,,,,,,,,,,,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.14333977221237817,0.07166988610618909
